,Município,<1 Ano,1-4,5-9,10-14,15-19,20-34,35-49,50-64,65-79,80 e+
118,Lajedo do Tabocal,0,0,0,0,0,1,1,0,0,0
119,Lapão,0,0,0,1,0,1,2,2,0,0
120,Lauro de Freitas,0,0,0,1,1,2,1,0,1,2
121,Luís Eduardo Magalhães,6,11,34,29,35,189,204,91,35,3
122,Macajuba,0,0,0,0,1,0,2,0,0,0
123,Macarani,2,4,6,17,10,20,57,32,22,6
124,Macaúbas,23,35,88,99,120,378,372,252,142,48
125,Macururé,0,0,0,0,1,0,0,0,0,0
126,Madre de Deus,0,0,0,0,0,1,0,0,0,0
127,Manoel Vitorino,1,4,3,10,5,11,19,24,14,4
128,Mansidão,0,0,0,0,1,5,2,3,1,2
129,Maracás,0,0,0,0,0,1,1,0,0,0
130,Maragogipe,0,0,0,0,0,2,1,3,1,0
131,Mata de São João,0,0,1,0,1,1,1,0,1,0
132,Matina,4,6,12,33,32,96,87,61,24,10
133,Miguel Calmon,1,2,0,4,1,4,7,4,3,0
134,Mirangaba,3,3,4,9,12,27,33,20,15,4
135,Morpará,0,0,0,0,1,1,3,1,0,0
136,Morro do Chapéu,0,0,0,0,1,0,1,0,0,0
137,Mucuri,0,0,0,1,0,0,0,0,0,0
138,Mulungu do Morro,2,0,0,0,2,2,0,1,0,0
139,Muquém de São Francisco,0,8,10,18,28,52,61,23,12,5
140,Muritiba,0,0,0,0,0,1,5,0,0,0
141,Mutuípe,0,0,0,0,0,1,0,0,0,0
142,Nordestina,1,0,0,0,0,1,0,0,0,0
143,Nova Canaã,0,3,6,9,8,24,64,54,34,12
144,Nova Fátima,0,0,0,0,0,1,1,1,0,0
145,Nova Itarana,0,1,0,0,0,1,1,0,0,0
146,Nova Viçosa,0,0,0,0,0,0,0,1,0,0
147,Novo Horizonte,0,0,0,0,0,0,1,1,0,0
148,Novo Triunfo,0,3,1,1,6,17,21,19,12,2
149,Oliveira dos Brejinhos,0,0,0,0,0,1,0,0,0,0
150,Ouriçangas,0,0,0,0,0,1,1,0,0,0
151,Ourolândia,7,4,5,5,6,48,55,29,11,2
152,Palmas de Monte Alto,0,0,0,1,1,3,2,0,0,0
153,Paramirim,0,0,0,1,0,2,3,0,0,0
154,Paratinga,0,0,1,0,4,6,13,5,0,0
155,Pau Brasil,0,0,0,0,0,0,0,1,0,0
156,Paulo Afonso,0,2,1,2,2,15,12,6,4,1
157,Pé de Serra,0,0,0,0,0,0,2,0,0,0
158,Pindaí,0,0,0,4,1,2,8,1,3,1
159,Piraí do Norte,0,0,0,0,1,0,2,0,0,0
160,Piripá,0,0,0,0,0,1,0,0,0,0
161,Planalto,0,0,0,0,0,1,0,0,0,0
162,Poções,1,0,0,0,1,6,2,1,1,1
163,Pojuca,1,2,11,13,19,97,143,62,46,7
164,Porto Seguro,2,0,0,0,1,7,3,2,0,0
165,Prado,0,0,0,1,0,6,6,3,1,1
166,Presidente Dutra,2,0,4,7,5,17,35,25,18,5
167,Quijingue,0,0,0,0,0,1,0,0,0,0
168,Remanso,0,0,0,0,0,0,0,0,1,0
169,Retirolândia,0,0,0,0,0,0,0,0,1,0
170,Riachão das Neves,14,15,27,39,24,132,125,90,47,8
171,Riachão do Jacuípe,1,1,1,0,0,1,3,0,0,0
172,Riacho de Santana,0,0,1,0,0,0,0,0,0,0
173,Ribeira do Pombal,0,0,0,0,0,3,2,2,2,2
174,Ribeirão do Largo,0,0,0,0,0,0,1,0,0,0
175,Rio do Pires,1,9,19,23,22,84,115,91,58,20
176,Rio Real,0,2,4,0,3,23,8,10,6,1
177,Ruy Barbosa,7,9,31,32,29,127,116,110,45,11
178,Salvador,7,9,20,26,33,159,140,116,27,4
179,Santa Cruz Cabrália,0,0,0,0,0,1,2,0,0,0
180,Santa Luzia,0,0,1,0,0,0,0,0,0,0
181,Santa Maria da Vitória,1,0,1,0,0,0,2,0,0,0
182,Santa Rita de Cássia,1,1,1,2,5,6,10,9,14,3
183,Santa Teresinha,0,0,0,0,0,4,0,0,0,0
184,Santana,1,3,2,0,7,15,17,16,8,5
185,Santo Antônio de Jesus,1,0,0,0,0,1,0,0,1,0
186,Santo Estêvão,0,0,0,0,0,1,1,1,0,0
187,São Desidério,1,4,12,14,23,84,112,43,24,6
188,São Félix,0,0,0,0,0,0,1,1,0,0
189,São Félix do Coribe,0,0,0,3,2,13,12,11,5,0
190,São Francisco do Conde,0,0,1,0,1,3,0,2,0,0
191,São Gabriel,0,3,5,2,7,21,36,19,29,3
192,São Gonçalo dos Campos,0,0,0,0,0,0,1,0,0,0
193,São José da Vitória,0,1,0,0,0,1,0,0,0,0
194,São José do Jacuípe,0,0,0,0,0,0,0,2,0,0
195,São Sebastião do Passé,0,0,0,0,0,1,0,0,0,0
196,Sapeaçu,2,1,4,5,1,10,12,5,1,0
197,Saúde,1,0,0,0,0,0,0,0,0,0
198,Seabra,0,0,2,2,1,9,7,2,1,0
199,Sebastião Laranjeiras,0,0,0,0,0,2,0,0,1,0
200,Senhor do Bonfim,0,0,0,0,0,0,1,0,0,0
201,Serra do Ramalho,3,1,5,10,10,25,29,18,18,1
202,Serra Dourada,1,0,0,0,0,4,2,1,6,0
203,Serrinha,0,0,0,0,0,1,2,0,0,0
204,Serrolândia,0,0,0,2,0,2,5,2,0,0
205,Simões Filho,0,1,0,1,4,15,6,3,3,0
206,Sítio do Mato,0,0,0,0,0,1,0,0,0,0
207,Sobradinho,0,0,0,0,0,1,0,0,0,0
208,Tanhaçu,0,0,0,0,0,0,0,1,0,0
209,Tanque Novo,0,0,0,0,0,1,0,0,0,0
210,Tanquinho,0,0,1,0,0,2,3,2,4,0
211,Teixeira de Freitas,0,0,1,1,2,19,25,15,5,0
212,Teodoro Sampaio,0,0,0,0,0,1,0,0,0,0
213,Teolândia,0,0,0,0,0,2,0,0,0,0
214,Uibaí,0,0,0,0,0,0,1,1,0,0
215,Umburanas,1,3,7,4,7,20,18,10,3,2
216,Una,0,0,2,0,0,0,0,1,2,0
217,Urandi,0,0,0,0,0,0,3,0,0,0
218,Uruçuca,0,0,0,0,1,0,0,0,0,0
219,Utinga,0,0,0,0,0,2,1,0,0,0
220,Valença,0,2,0,0,0,0,2,0,0,0
221,Valente,0,0,1,0,1,2,1,0,0,0
222,Várzea da Roça,0,0,0,0,0,2,2,0,0,0
223,Várzea Nova,9,9,12,19,13,64,56,50,23,4
224,Vera Cruz,0,1,0,0,0,0,1,0,0,0
225,Vitória da Conquista,4,2,2,3,6,47,66,19,6,3
226,Wagner,0,0,0,0,1,0,1,1,0,0
227,Wanderley,0,0,0,0,0,0,0,0,1,0
228,Wenceslau Guimarães,0,1,0,0,0,0,0,0,0,0
229,Xique-Xique,3,0,4,3,6,11,14,12,4,1
