,Município,Em Branco,Ignorado,Masculino,Feminino
222,Ourolândia,0,0,2,3
223,Palmas de Monte Alto,0,0,0,9
224,Paramirim,0,0,9,11
225,Paratinga,0,0,36,103
226,Paripiranga,0,0,2,8
227,Paulo Afonso,0,1,338,578
228,Pé de Serra,0,0,8,9
229,Pedrão,0,0,19,30
230,Pedro Alexandre,0,0,0,1
231,Piatã,0,0,1,0
232,Pindobaçu,0,0,0,1
233,Piripá,0,0,11,15
234,Piritiba,0,0,1,2
235,Poções,0,0,2,3
236,Pojuca,0,0,125,229
237,Ponto Novo,0,0,1,1
238,Porto Seguro,0,0,13,22
239,Prado,0,0,68,94
240,Presidente Dutra,0,0,353,431
241,Presidente Jânio Quadros,0,0,1,3
242,Presidente Tancredo Neves,0,0,2,7
243,Quijingue,0,0,4,16
244,Quixabeira,0,0,13,24
245,Rafael Jambeiro,0,0,17,22
246,Remanso,0,0,1,1
247,Retirolândia,0,0,1,1
248,Riachão das Neves,0,0,14,19
249,Riachão do Jacuípe,0,0,130,140
250,Riacho de Santana,0,0,1,2
251,Ribeira do Amparo,0,0,1,0
252,Ribeira do Pombal,0,0,392,592
253,Ribeirão do Largo,0,0,1,5
254,Rio de Contas,0,0,1,1
255,Rio do Pires,0,0,101,159
256,Rio Real,0,0,155,186
257,Rodelas,0,0,1,0
258,Ruy Barbosa,0,0,25,33
259,Salinas da Margarida,0,0,81,128
260,Salvador,0,29,5578,7393
261,Santa Bárbara,0,0,33,44
262,Santa Brígida,0,0,1,2
263,Santa Cruz Cabrália,0,0,6,15
264,Santa Inês,0,0,1,1
265,Santa Rita de Cássia,0,0,8,9
266,Santa Teresinha,0,0,25,30
267,Santaluz,0,0,26,39
268,Santanópolis,0,1,35,61
269,Santo Amaro,0,0,78,113
270,Santo Antônio de Jesus,0,0,20,44
271,Santo Estêvão,0,0,17,39
272,São Desidério,0,0,42,56
273,São Domingos,0,0,0,1
274,São Felipe,0,0,1,2
275,São Félix,0,0,12,31
276,São Francisco do Conde,0,0,38,51
277,São Gabriel,0,0,2,4
278,São Gonçalo dos Campos,0,0,19,22
279,São José do Jacuípe,0,0,9,37
280,São Sebastião do Passé,0,0,9,10
281,Sapeaçu,0,0,7,11
282,Sátiro Dias,0,0,3,11
283,Saubara,0,0,1,0
284,Saúde,0,0,6,2
285,Seabra,0,0,468,660
286,Sebastião Laranjeiras,0,0,0,2
287,Senhor do Bonfim,0,0,2,2
288,Serra Dourada,0,0,2,0
289,Serra Preta,0,0,10,15
290,Serrinha,0,2,279,414
291,Serrolândia,0,0,28,54
292,Simões Filho,0,0,367,472
293,Sítio do Quinto,0,0,0,1
294,Sobradinho,0,0,2,2
295,Tanhaçu,0,0,1,3
296,Tanquinho,0,0,52,76
297,Taperoá,0,0,46,50
298,Tapiramutá,0,0,2,0
299,Teixeira de Freitas,0,1,186,348
300,Teodoro Sampaio,0,0,3,5
301,Teofilândia,0,0,27,37
302,Teolândia,0,0,1,2
303,Terra Nova,0,0,20,14
304,Tremedal,0,0,1,3
305,Tucano,0,1,94,133
306,Uauá,0,0,10,10
307,Ubaíra,0,0,5,15
308,Ubatã,0,0,2,4
309,Uibaí,0,1,757,975
310,Umburanas,0,0,3,14
311,Una,0,0,4,2
312,Uruçuca,0,0,6,6
313,Utinga,0,0,12,15
314,Valença,0,0,3,10
315,Valente,0,0,63,72
316,Várzea da Roça,0,0,28,36
317,Várzea do Poço,0,0,1,0
318,Vera Cruz,0,0,75,138
319,Vitória da Conquista,0,0,320,543
320,Wagner,0,0,8,12
321,Wenceslau Guimarães,0,0,6,4
322,Xique-Xique,0,0,1,7
