,Município,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez
96,Ilhéus,0,0,0,2,2,2,0,2,4,3,2,1
97,Inhambupe,0,0,0,0,5,8,11,10,5,4,0,2
98,Ipiaú,0,0,0,0,0,0,0,1,0,0,0,0
99,Ipirá,0,1,0,2,0,0,0,0,0,0,0,0
100,Irará,0,1,3,1,3,0,0,1,2,1,1,0
101,Irecê,0,0,0,0,0,1,0,0,1,0,0,0
102,Itabela,1,0,0,1,0,0,1,0,0,0,0,0
103,Itaberaba,0,0,0,0,0,0,0,0,1,0,0,0
104,Itabuna,0,3,0,1,3,2,1,1,4,1,0,0
105,Itacaré,0,0,0,1,0,1,0,0,0,0,0,0
106,Itagi,0,0,0,0,0,0,0,0,1,0,0,0
107,Itagibá,0,0,0,0,0,0,0,0,0,0,1,0
108,Itaju do Colônia,0,0,0,3,0,0,0,0,0,0,0,0
109,Itajuípe,0,0,0,1,7,0,0,0,0,0,0,0
110,Itamaraju,2,0,0,2,4,0,2,0,2,4,1,1
111,Itanhém,3,1,0,0,0,0,3,1,0,0,0,0
112,Itaparica,0,0,0,0,0,1,0,0,0,0,2,0
113,Itapebi,0,1,0,0,0,0,0,0,0,0,0,0
114,Itapetinga,0,1,0,1,0,0,0,0,0,0,0,0
115,Itapicuru,0,0,0,0,0,0,0,3,1,2,0,0
116,Itiruçu,0,0,0,0,2,0,0,0,0,0,0,0
117,Itiúba,0,0,0,0,0,0,0,0,0,1,0,1
118,Ituberá,0,0,1,0,0,1,0,0,0,0,0,0
119,Jaborandi,0,2,0,0,0,0,0,0,0,0,0,0
120,Jacaraci,0,0,0,0,7,1,1,0,0,0,0,0
121,Jacobina,0,1,3,0,1,1,0,1,0,0,0,1
122,Jaguaquara,0,1,0,0,1,0,2,0,1,0,1,0
123,Jaguarari,0,1,0,0,0,0,1,0,0,0,0,0
124,Jandaíra,0,0,0,0,0,0,0,0,0,1,1,3
125,Jequié,0,0,0,1,0,1,1,1,0,0,0,2
126,Jeremoabo,0,0,0,0,0,0,1,0,0,0,0,0
127,Juazeiro,0,0,1,1,1,5,3,4,1,1,1,0
128,Lamarão,0,0,0,0,0,0,0,0,0,0,2,14
129,Lapão,0,0,0,1,0,0,0,0,0,0,0,0
130,Lauro de Freitas,1,1,1,5,7,12,21,11,11,11,13,13
131,Luís Eduardo Magalhães,1,0,1,2,0,0,0,0,0,0,0,0
132,Macajuba,0,0,0,0,0,1,0,0,0,0,0,0
133,Macaúbas,7,2,1,1,0,0,0,0,0,0,0,0
134,Madre de Deus,0,0,0,0,6,22,328,32,33,7,3,0
135,Mairi,0,2,0,0,0,2,1,0,0,2,0,0
136,Manoel Vitorino,0,0,0,0,0,0,0,0,0,0,0,1
137,Maracás,0,0,0,0,0,1,0,0,0,1,0,0
138,Maragogipe,0,0,0,0,0,1,0,1,0,0,0,0
139,Marcionílio Souza,0,0,0,0,0,1,0,1,0,0,0,0
140,Mascote,0,0,0,1,1,0,0,0,0,0,0,0
141,Mata de São João,0,0,0,0,2,4,2,7,1,0,0,1
142,Medeiros Neto,1,0,0,0,1,0,0,0,1,0,0,0
143,Miguel Calmon,1,2,0,0,6,3,1,0,0,0,0,0
144,Mirangaba,0,0,0,0,2,0,0,0,0,0,0,0
145,Morpará,0,0,0,1,0,0,0,0,0,0,0,0
146,Morro do Chapéu,1,0,0,1,1,1,1,0,0,1,0,0
147,Mucugê,0,0,0,1,0,0,0,0,0,0,0,0
148,Mucuri,3,14,2,5,2,5,9,2,1,2,1,0
149,Muquém de São Francisco,0,0,0,0,0,0,0,1,2,0,0,0
150,Muritiba,0,0,0,1,1,6,10,5,2,0,1,0
151,Nazaré,0,0,0,0,0,0,0,0,1,0,0,0
152,Nova Redenção,0,0,0,0,0,3,0,0,0,0,0,0
153,Nova Viçosa,0,0,0,1,1,4,7,88,6,1,2,0
154,Novo Horizonte,0,0,0,0,1,0,0,0,1,0,0,0
155,Novo Triunfo,0,0,0,0,0,0,0,0,1,0,0,0
156,Olindina,0,0,0,0,0,0,3,12,23,10,0,1
157,Oliveira dos Brejinhos,0,0,0,0,1,0,0,0,0,1,0,0
158,Paramirim,0,1,0,1,0,0,0,0,0,0,0,0
159,Paratinga,0,0,3,1,0,0,0,0,0,0,0,0
160,Paripiranga,0,0,0,0,1,1,0,2,0,0,0,0
161,Paulo Afonso,0,0,0,0,1,0,0,0,0,0,0,0
162,Pé de Serra,0,0,0,0,0,1,0,0,1,0,3,0
163,Pedrão,0,0,0,0,0,0,0,28,37,9,0,0
164,Pedro Alexandre,0,0,0,0,0,0,0,0,0,5,3,0
165,Pindaí,0,0,0,0,1,0,0,0,0,0,0,0
166,Pindobaçu,0,0,0,0,0,0,0,0,0,1,0,0
167,Piripá,0,0,0,0,0,0,0,0,0,0,1,0
168,Pojuca,0,0,0,0,0,0,1,0,6,2,0,1
169,Ponto Novo,0,0,0,0,0,0,3,0,0,0,0,0
170,Porto Seguro,2,3,7,9,9,10,6,3,0,3,0,1
171,Prado,0,0,0,0,0,0,3,1,0,0,1,2
172,Presidente Tancredo Neves,0,0,0,1,1,0,0,0,0,0,0,0
173,Queimadas,0,0,0,0,0,0,0,2,0,0,0,0
174,Quijingue,0,0,0,1,1,0,0,0,0,0,0,0
175,Quixabeira,0,0,0,0,1,0,0,0,0,0,0,0
176,Rafael Jambeiro,0,0,0,0,0,0,0,0,1,4,0,1
177,Remanso,0,0,0,1,0,0,0,0,0,0,0,0
178,Riachão do Jacuípe,0,0,1,1,1,20,12,11,34,36,30,5
179,Riacho de Santana,0,1,0,0,0,0,0,0,0,0,0,0
180,Ribeira do Amparo,0,0,0,0,0,0,0,1,0,0,0,0
181,Ribeira do Pombal,1,1,1,2,0,0,5,6,0,3,4,5
182,Rio Real,0,0,0,1,0,3,57,114,86,87,55,27
183,Rodelas,0,0,0,0,1,0,0,0,1,0,0,0
184,Ruy Barbosa,0,0,0,0,2,1,0,0,0,0,0,0
185,Salinas da Margarida,0,0,0,0,0,0,0,0,1,0,0,0
186,Salvador,47,90,26,44,94,446,867,660,509,576,461,463
187,Santa Bárbara,5,5,12,12,5,0,0,0,0,0,1,0
188,Santa Luzia,0,0,0,0,0,0,0,0,1,0,0,0
189,Santa Maria da Vitória,0,1,0,4,1,0,0,0,0,0,0,0
190,Santa Rita de Cássia,0,0,0,0,0,1,1,0,0,0,1,0
191,Santaluz,0,0,0,0,0,0,0,0,1,0,0,0
192,Santana,0,0,0,0,0,0,0,0,1,0,0,0
193,Santanópolis,0,0,1,3,6,3,0,0,8,0,1,1
194,Santo Amaro,0,2,0,1,1,0,11,3,7,33,25,6
195,Santo Antônio de Jesus,0,1,0,1,0,0,1,0,0,0,1,1
196,Santo Estêvão,0,1,1,0,7,0,0,2,0,1,0,0
197,São Desidério,0,0,6,36,24,12,4,1,6,7,1,3
198,São Domingos,0,0,0,0,0,0,0,0,0,0,1,0
199,São Felipe,0,0,0,0,0,0,0,1,0,0,0,0
200,São Francisco do Conde,2,0,3,5,8,72,145,86,25,36,38,11
201,São Gonçalo dos Campos,1,0,2,2,0,8,11,0,1,2,0,0
202,São José do Jacuípe,0,0,0,0,0,1,0,0,0,0,0,0
203,São Miguel das Matas,0,0,0,0,0,0,0,0,0,0,2,0
204,São Sebastião do Passé,1,0,1,1,18,14,9,5,9,10,5,1
205,Sapeaçu,0,0,0,0,1,0,0,0,0,1,0,0
206,Sátiro Dias,0,0,0,0,0,1,24,4,1,0,7,0
207,Sebastião Laranjeiras,8,0,0,0,0,0,0,0,0,0,0,0
208,Senhor do Bonfim,1,1,0,0,0,1,1,0,0,0,0,0
209,Serra Dourada,0,2,0,0,0,1,0,0,0,0,0,0
210,Serrinha,1,1,0,1,0,0,1,1,0,0,0,0
211,Serrolândia,0,0,2,2,5,1,1,0,1,1,0,0
212,Simões Filho,1,0,1,1,0,1,10,20,20,3,4,4
213,Sítio do Quinto,0,0,0,0,1,0,0,1,1,0,0,0
214,Sobradinho,0,0,0,0,0,1,0,0,0,0,0,0
215,Souto Soares,0,0,0,0,0,0,1,0,0,0,0,0
216,Tanhaçu,0,0,0,0,0,0,0,0,0,1,0,0
217,Taperoá,0,0,0,1,0,1,0,3,1,0,0,0
218,Tapiramutá,0,0,0,1,0,0,0,0,1,0,0,0
219,Teixeira de Freitas,34,17,8,21,23,3,4,2,6,3,0,3
220,Teodoro Sampaio,0,0,0,0,0,0,1,0,0,0,1,0
221,Teolândia,0,0,0,0,0,0,1,0,1,0,0,0
222,Terra Nova,0,0,1,0,3,10,63,5,7,3,0,0
223,Tucano,0,0,0,0,1,1,2,2,1,2,2,0
224,Uauá,0,0,0,2,1,0,0,0,0,0,0,0
225,Ubaíra,0,0,1,0,2,1,8,2,2,0,0,1
226,Ubaitaba,0,0,0,0,0,0,0,1,0,0,0,0
227,Uibaí,0,0,0,0,2,1,0,0,0,0,0,0
228,Uruçuca,0,1,0,0,2,1,0,0,0,0,0,1
229,Utinga,0,0,0,0,0,0,1,0,0,0,1,0
230,Valença,1,0,1,0,0,7,10,11,0,0,0,1
231,Valente,0,1,0,1,0,0,0,0,1,0,0,0
232,Várzea Nova,0,0,1,0,0,0,2,0,0,0,0,0
233,Vera Cruz,0,0,0,1,0,0,0,1,5,3,3,2
234,Vitória da Conquista,3,4,3,5,7,14,6,6,4,3,0,0
235,Wanderley,0,0,0,0,0,1,0,0,0,0,0,0
236,Wenceslau Guimarães,0,0,0,0,0,0,0,0,0,1,0,0
