,Município,<1 Ano,1-4,5-9,10-14,15-19,20-34,35-49,50-64,65-79,80 e+
54,Candeias,3,8,19,27,11,75,78,41,14,3
55,Candiba,0,0,0,0,0,1,0,0,0,0
56,Cândido Sales,5,0,0,2,2,5,5,2,2,0
57,Cansanção,3,0,2,5,2,14,3,3,1,0
58,Capela do Alto Alegre,0,0,0,0,0,2,3,2,0,0
59,Capim Grosso,2,1,4,7,2,20,23,18,9,3
60,Caraíbas,0,2,1,0,0,4,0,0,1,0
61,Caravelas,0,1,3,5,3,11,14,11,3,2
62,Cardeal da Silva,0,0,0,0,0,1,0,0,0,0
63,Carinhanha,0,1,1,0,0,0,0,0,0,0
64,Casa Nova,0,0,3,4,5,9,16,10,4,0
65,Castro Alves,0,1,0,1,0,0,2,1,0,0
66,Catolândia,1,0,0,0,0,0,0,0,0,1
67,Catu,1,7,15,19,21,135,190,129,43,14
68,Caturama,0,0,0,1,2,6,3,7,1,1
69,Central,2,1,0,0,2,5,8,7,2,0
70,Cipó,0,0,1,1,1,5,18,10,5,1
71,Coaraci,0,2,3,3,0,1,1,1,1,0
72,Conceição da Feira,8,11,13,19,17,117,129,68,33,12
73,Conceição do Almeida,4,2,1,3,11,36,53,36,18,6
74,Conceição do Coité,14,21,46,66,47,180,221,160,73,13
75,Conceição do Jacuípe,0,6,15,37,38,207,218,140,75,10
76,Conde,1,1,4,3,7,23,40,24,9,2
77,Condeúba,0,0,0,0,0,4,3,0,1,0
78,Contendas do Sincorá,0,0,1,2,0,0,1,1,1,1
79,Coração de Maria,6,3,1,6,7,23,32,25,7,3
80,Coribe,0,0,0,0,1,1,1,0,0,0
81,Coronel João Sá,1,1,1,1,2,10,10,3,2,1
82,Cotegipe,1,0,0,0,0,1,1,0,1,0
83,Cravolândia,0,0,0,0,3,3,2,1,1,0
84,Crisópolis,0,0,0,1,0,8,7,9,2,2
85,Cruz das Almas,6,9,19,36,40,200,224,180,75,21
86,Curaçá,0,1,0,1,1,6,5,3,1,0
87,Dário Meira,0,0,0,3,0,2,1,1,1,0
88,Dias d'Ávila,5,1,1,5,2,29,18,19,4,0
89,Dom Basílio,0,0,0,0,1,1,0,1,0,0
90,Dom Macedo Costa,0,0,0,0,0,0,1,0,0,0
91,Elísio Medrado,0,0,0,0,0,3,0,0,0,0
92,Encruzilhada,0,0,0,0,0,1,2,0,0,0
93,Entre Rios,0,0,0,2,1,3,1,1,0,0
94,Érico Cardoso,1,0,0,0,0,0,0,0,0,0
95,Esplanada,3,7,13,9,18,53,35,19,7,3
96,Euclides da Cunha,0,1,4,3,3,24,22,11,14,0
97,Eunápolis,0,1,2,2,0,8,4,1,0,0
98,Fátima,0,0,0,0,0,2,2,1,2,1
99,Feira da Mata,0,1,0,0,0,0,0,0,0,0
100,Feira de Santana,117,92,221,246,220,1274,1765,1380,553,127
101,Filadélfia,0,0,0,1,2,3,2,0,0,0
102,Firmino Alves,0,0,0,0,0,1,0,0,0,0
103,Floresta Azul,0,0,0,0,0,1,0,0,1,0
104,Gandu,0,0,2,1,1,5,10,5,0,0
105,Gavião,1,2,3,4,3,12,9,10,9,3
106,Glória,2,0,1,1,4,19,20,12,3,0
107,Gongogi,0,0,0,0,0,0,1,0,0,0
108,Governador Mangabeira,0,1,2,3,2,11,13,4,5,0
109,Guanambi,3,2,7,2,8,31,46,37,17,5
110,Heliópolis,0,0,0,0,0,1,0,0,0,0
111,Iaçu,0,0,10,9,6,38,48,40,11,4
112,Ibiassucê,0,0,0,0,0,1,0,0,0,0
113,Ibicaraí,0,0,0,0,0,1,0,0,0,0
114,Ibicuí,1,0,1,0,0,0,3,0,0,0
115,Ibipeba,1,0,1,2,0,2,3,7,1,0
116,Ibipitanga,9,2,12,24,20,81,86,54,33,3
117,Ibiquera,0,0,1,3,1,11,13,8,4,0
118,Ibirapitanga,0,1,0,0,1,1,0,1,0,0
119,Ibirapuã,0,1,0,0,0,1,2,0,0,0
120,Ibirataia,0,0,0,0,0,1,0,0,0,0
121,Ibitiara,0,1,0,2,0,4,5,1,1,0
122,Ibititá,0,0,0,0,0,0,0,1,0,0
123,Ibotirama,1,1,0,1,2,6,4,0,0,0
124,Ichu,3,0,0,2,2,25,27,15,3,4
125,Iguaí,0,0,0,0,0,0,1,0,0,0
126,Ilhéus,0,0,0,1,3,5,10,5,4,0
127,Inhambupe,1,2,3,1,6,18,14,13,3,0
128,Ipecaetá,2,2,3,2,3,4,7,9,1,0
129,Ipiaú,0,1,1,0,0,4,0,6,0,0
130,Ipirá,2,1,0,0,1,3,12,2,2,0
131,Ipupiara,0,0,0,0,0,1,1,1,0,0
132,Irajuba,0,1,2,5,4,11,47,32,13,6
133,Iramaia,0,0,0,0,1,0,2,2,1,0
134,Iraquara,0,1,1,1,0,5,5,5,2,1
135,Irará,1,11,16,33,27,114,112,79,36,6
136,Irecê,2,2,7,14,9,42,60,36,8,1
137,Itabela,0,1,0,0,0,1,0,0,0,0
138,Itaberaba,0,0,2,3,3,19,17,20,7,1
139,Itabuna,1,3,3,2,1,10,14,6,4,1
140,Itaeté,0,0,0,0,0,1,0,0,0,0
141,Itagibá,0,0,0,0,0,1,0,1,0,0
142,Itaguaçu da Bahia,0,0,0,0,0,2,2,1,0,0
143,Itajuípe,0,0,0,0,0,1,2,1,0,0
144,Itamaraju,0,0,0,0,1,6,7,7,0,0
145,Itamari,0,0,0,0,1,1,1,0,0,0
146,Itanhém,6,8,17,32,32,123,141,107,63,23
147,Itaparica,2,1,5,4,2,19,36,23,13,5
148,Itapetinga,0,0,0,0,0,2,3,0,1,0
149,Itapicuru,0,2,4,1,2,3,6,3,1,1
150,Itaquara,0,0,2,2,4,17,11,13,5,3
151,Itarantim,0,1,0,0,0,0,0,0,0,0
152,Itatim,0,0,0,1,0,9,2,2,0,0
153,Itiruçu,0,0,0,0,1,4,1,5,0,0
154,Itiúba,2,1,0,0,0,1,1,0,1,0
155,Itororó,1,0,0,0,1,0,0,0,0,0
156,Ituaçu,0,0,3,0,0,13,14,15,3,1
157,Jaborandi,0,0,0,1,0,2,1,0,0,0
158,Jacaraci,0,1,0,0,0,0,0,0,0,0
159,Jacobina,2,0,1,3,1,23,28,11,9,1
160,Jaguaquara,8,6,14,20,38,81,127,71,50,21
161,Jaguarari,0,0,0,0,0,0,1,0,0,0
162,Jaguaripe,0,0,0,0,0,0,1,1,0,0
163,Jandaíra,0,2,1,1,0,3,6,5,0,0
164,Jequié,15,3,14,14,13,88,118,76,30,8
165,Jeremoabo,0,0,0,0,0,0,1,1,0,0
166,Jitaúna,0,0,0,0,0,0,1,0,0,0
167,João Dourado,0,1,2,0,1,7,8,5,1,0
168,Juazeiro,0,1,1,2,5,18,23,4,0,1
169,Jussara,0,0,0,0,0,0,0,0,1,0
170,Lafaiete Coutinho,0,0,0,0,1,0,0,0,0,0
171,Laje,0,0,0,0,0,1,0,0,0,0
172,Lajedinho,0,0,0,0,0,0,2,0,0,0
173,Lajedo do Tabocal,0,0,0,0,2,0,3,1,0,0
174,Lamarão,0,0,0,0,1,5,6,6,0,0
175,Lapão,1,1,1,3,4,17,15,14,6,1
176,Lauro de Freitas,7,9,21,31,23,132,185,80,32,3
177,Lençóis,0,6,8,7,10,30,43,19,2,1
178,Licínio de Almeida,0,0,0,0,0,0,0,1,0,0
179,Livramento de Nossa Senhora,0,1,0,0,1,2,1,0,0,0
180,Luís Eduardo Magalhães,0,0,0,0,0,0,1,0,0,0
181,Macajuba,0,0,1,1,0,7,6,5,2,1
182,Macaúbas,0,2,5,3,2,19,37,25,14,2
183,Macururé,0,0,0,0,0,1,3,5,1,0
184,Madre de Deus,0,0,0,1,1,4,3,2,0,0
185,Maetinga,0,0,0,0,0,0,1,1,0,0
186,Maiquinique,0,0,1,0,0,1,3,0,0,0
187,Mairi,0,0,0,0,0,5,2,2,0,0
188,Malhada,0,0,1,0,0,0,0,0,0,0
189,Malhada de Pedras,0,0,0,0,0,2,1,1,0,0
190,Manoel Vitorino,5,4,35,58,50,119,116,89,59,24
191,Maracás,0,0,0,1,1,3,5,3,1,1
192,Maragogipe,6,1,6,5,5,25,31,18,7,0
193,Maraú,0,0,0,0,0,2,0,0,0,0
194,Marcionílio Souza,0,1,2,2,1,4,5,3,2,0
195,Mascote,0,0,0,1,0,0,1,1,1,0
196,Mata de São João,1,0,2,2,1,6,9,4,1,0
197,Medeiros Neto,0,0,6,3,8,13,19,16,9,2
198,Miguel Calmon,2,1,0,1,3,6,6,2,1,0
199,Milagres,0,0,1,1,1,1,1,2,0,1
200,Mirangaba,0,0,0,0,0,1,0,0,0,0
201,Mirante,0,0,0,0,0,2,0,0,0,0
202,Morpará,0,0,0,0,0,1,0,0,0,0
203,Morro do Chapéu,0,0,1,0,1,3,5,0,0,0
204,Mucuri,0,0,1,0,0,1,1,0,2,0
205,Mulungu do Morro,0,0,0,0,1,1,3,0,0,0
206,Muniz Ferreira,0,0,0,0,0,0,2,0,0,0
207,Muquém de São Francisco,0,0,0,0,0,4,0,0,0,0
208,Muritiba,0,2,2,4,4,25,35,20,8,4
209,Mutuípe,0,0,0,1,0,0,0,0,0,0
210,Nazaré,0,0,1,0,0,0,1,1,0,1
211,Nilo Peçanha,0,0,0,0,0,1,2,0,0,0
212,Nordestina,0,1,0,1,0,4,0,0,0,0
213,Nova Canaã,0,0,0,1,0,1,3,5,0,0
214,Nova Fátima,0,3,5,8,10,46,43,35,17,7
215,Nova Itarana,0,0,1,2,0,8,4,2,1,0
216,Nova Redenção,0,2,8,4,5,18,18,7,7,8
217,Nova Soure,1,0,1,1,2,9,14,8,2,0
218,Nova Viçosa,0,0,0,0,2,7,29,18,12,0
219,Olindina,4,7,9,20,13,47,53,35,21,5
220,Oliveira dos Brejinhos,0,1,1,1,6,7,6,7,1,1
221,Ouriçangas,0,3,3,9,7,37,30,17,6,0
222,Ourolândia,0,0,0,0,0,0,4,1,0,0
223,Palmas de Monte Alto,0,0,0,0,1,1,1,4,2,0
224,Paramirim,0,0,1,0,1,4,10,3,0,1
225,Paratinga,1,2,5,2,6,39,45,25,10,4
226,Paripiranga,0,0,1,0,1,3,3,2,0,0
227,Paulo Afonso,19,16,44,43,58,202,269,175,80,11
228,Pé de Serra,1,0,0,0,3,4,5,3,1,0
229,Pedrão,1,1,2,5,2,11,12,10,5,0
230,Pedro Alexandre,0,0,0,0,0,0,0,1,0,0
231,Piatã,0,0,1,0,0,0,0,0,0,0
232,Pindobaçu,0,0,0,0,0,1,0,0,0,0
233,Piripá,0,1,1,3,6,9,4,2,0,0
234,Piritiba,0,0,1,0,1,0,1,0,0,0
235,Poções,1,0,0,0,0,1,1,2,0,0
236,Pojuca,3,2,5,17,18,75,118,86,24,6
237,Ponto Novo,0,0,0,0,0,1,1,0,0,0
238,Porto Seguro,0,0,3,1,1,7,15,6,1,1
239,Prado,1,3,10,7,10,44,38,30,15,4
240,Presidente Dutra,7,16,51,68,69,189,192,118,56,18
241,Presidente Jânio Quadros,0,0,0,1,1,1,1,0,0,0
242,Presidente Tancredo Neves,0,0,0,0,0,3,4,2,0,0
243,Quijingue,0,0,2,4,1,1,6,4,2,0
244,Quixabeira,0,0,2,1,0,12,13,8,1,0
245,Rafael Jambeiro,1,2,1,3,4,6,10,7,5,0
246,Remanso,1,0,0,0,0,1,0,0,0,0
247,Retirolândia,0,0,0,0,0,0,2,0,0,0
248,Riachão das Neves,2,2,1,3,3,9,9,3,0,1
249,Riachão do Jacuípe,11,3,7,11,11,66,71,51,31,8
250,Riacho de Santana,0,0,0,2,0,1,0,0,0,0
251,Ribeira do Amparo,0,0,0,0,0,0,0,1,0,0
252,Ribeira do Pombal,21,19,45,55,51,231,260,171,95,32
253,Ribeirão do Largo,0,0,0,0,2,0,2,2,0,0
254,Rio de Contas,0,0,0,1,0,1,0,0,0,0
255,Rio do Pires,6,6,9,16,12,60,54,56,28,13
256,Rio Real,12,8,14,17,26,87,96,54,23,4
257,Rodelas,0,0,0,0,0,0,0,1,0,0
258,Ruy Barbosa,1,2,2,2,3,9,16,8,15,0
259,Salinas da Margarida,1,3,6,12,12,49,57,34,28,7
260,Salvador,191,192,501,581,581,3360,3966,2518,919,188
261,Santa Bárbara,0,2,3,6,5,22,27,10,2,0
262,Santa Brígida,0,0,0,0,0,1,2,0,0,0
263,Santa Cruz Cabrália,0,0,1,1,0,5,12,1,1,0
264,Santa Inês,0,0,0,0,0,0,1,1,0,0
265,Santa Rita de Cássia,0,0,2,1,3,3,5,2,1,0
266,Santa Teresinha,1,1,3,6,5,4,17,12,2,4
267,Santaluz,1,2,3,6,3,15,18,13,4,0
268,Santanópolis,0,0,4,4,9,19,29,18,11,3
269,Santo Amaro,2,4,5,7,9,39,60,46,15,4
270,Santo Antônio de Jesus,0,0,2,1,1,16,21,16,6,1
271,Santo Estêvão,0,2,3,1,1,12,20,8,6,3
272,São Desidério,4,1,0,6,4,37,28,15,3,0
273,São Domingos,0,0,0,0,1,0,0,0,0,0
274,São Felipe,0,0,0,1,1,0,1,0,0,0
275,São Félix,0,1,2,1,3,4,14,15,3,0
276,São Francisco do Conde,3,1,3,2,7,28,17,22,5,1
277,São Gabriel,0,0,0,0,0,1,3,2,0,0
278,São Gonçalo dos Campos,1,0,0,2,2,8,18,6,1,2
279,São José do Jacuípe,0,0,0,1,2,7,11,14,10,1
280,São Sebastião do Passé,0,1,1,1,2,3,8,2,1,0
281,Sapeaçu,0,1,1,0,0,4,1,8,2,1
282,Sátiro Dias,1,0,0,0,1,4,3,4,1,0
283,Saubara,0,0,0,0,0,0,0,0,1,0
284,Saúde,0,0,0,2,0,1,3,2,0,0
285,Seabra,21,26,58,76,115,292,291,166,68,14
286,Sebastião Laranjeiras,0,0,0,0,0,1,1,0,0,0
287,Senhor do Bonfim,0,0,0,1,0,0,1,2,0,0
288,Serra Dourada,0,0,0,0,0,0,1,1,0,0
289,Serra Preta,0,0,0,1,4,6,7,2,3,2
290,Serrinha,7,14,34,29,33,146,220,137,53,22
291,Serrolândia,1,0,6,1,5,17,24,17,9,1
292,Simões Filho,15,23,45,41,36,235,262,120,52,10
293,Sítio do Quinto,0,0,0,0,0,0,0,1,0,0
294,Sobradinho,0,0,0,0,2,1,1,0,0,0
295,Tanhaçu,1,0,0,1,0,0,2,0,0,0
296,Tanquinho,5,4,3,8,6,19,38,29,10,6
297,Taperoá,2,1,2,5,6,32,25,14,7,2
298,Tapiramutá,0,0,0,0,1,0,1,0,0,0
299,Teixeira de Freitas,4,3,8,19,45,156,142,100,48,10
300,Teodoro Sampaio,0,0,0,0,1,0,2,5,0,0
301,Teofilândia,1,4,3,2,2,11,14,17,7,3
302,Teolândia,0,0,0,0,0,0,1,2,0,0
303,Terra Nova,0,0,1,1,0,18,9,5,0,0
304,Tremedal,0,0,0,0,0,0,3,0,1,0
305,Tucano,4,10,15,14,19,57,47,37,19,6
306,Uauá,0,1,1,1,1,4,8,3,1,0
307,Ubaíra,2,0,0,1,5,2,6,3,0,1
308,Ubatã,0,0,0,0,0,1,3,2,0,0
309,Uibaí,24,24,77,95,108,299,451,351,234,70
310,Umburanas,0,0,2,1,1,4,3,4,1,1
311,Una,0,0,1,0,0,1,3,1,0,0
312,Uruçuca,0,0,0,1,0,5,3,2,1,0
313,Utinga,0,0,1,3,0,9,12,2,0,0
314,Valença,2,0,0,1,0,1,5,2,2,0
315,Valente,0,2,3,5,9,24,50,28,12,2
316,Várzea da Roça,2,0,3,3,4,18,15,14,5,0
317,Várzea do Poço,0,0,0,0,0,0,1,0,0,0
318,Vera Cruz,2,1,2,7,7,54,69,51,15,5
319,Vitória da Conquista,12,10,22,43,63,261,273,136,38,5
320,Wagner,0,0,0,1,0,6,3,8,2,0
321,Wenceslau Guimarães,0,0,0,1,0,3,5,1,0,0
322,Xique-Xique,0,0,0,0,0,5,1,0,1,1
