,Município,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez
178,Licínio de Almeida,0,0,0,0,0,0,1,0,0,0,0,0
179,Livramento de Nossa Senhora,0,0,0,2,1,0,0,0,0,1,1,0
180,Luís Eduardo Magalhães,0,0,0,1,0,0,0,0,0,0,0,0
181,Macajuba,0,0,4,16,1,2,0,0,0,0,0,0
182,Macaúbas,0,0,0,0,21,37,34,10,5,2,0,0
183,Macururé,0,0,0,0,0,2,0,8,0,0,0,0
184,Madre de Deus,0,0,2,0,1,3,2,3,0,0,0,0
185,Maetinga,0,0,0,0,1,0,0,0,0,0,0,1
186,Maiquinique,0,0,2,1,1,1,0,0,0,0,0,0
187,Mairi,0,1,0,0,0,5,2,0,0,0,1,0
188,Malhada,0,0,0,0,0,0,0,0,0,0,1,0
189,Malhada de Pedras,0,0,0,0,1,0,2,1,0,0,0,0
190,Manoel Vitorino,1,0,0,1,0,2,1,13,23,248,197,73
191,Maracás,0,1,2,1,3,3,2,0,0,2,0,2
192,Maragogipe,0,2,0,23,21,34,12,2,2,2,3,3
193,Maraú,0,1,0,0,1,0,0,0,0,0,0,0
194,Marcionílio Souza,0,0,1,3,0,12,3,0,0,0,1,0
195,Mascote,0,0,1,1,0,1,0,0,1,0,0,0
196,Mata de São João,1,1,2,4,2,6,3,2,3,1,1,0
197,Medeiros Neto,0,0,2,11,11,29,18,2,2,1,0,0
198,Miguel Calmon,0,0,1,3,0,4,3,3,2,5,1,0
199,Milagres,0,0,0,0,0,6,1,0,1,0,0,0
200,Mirangaba,0,0,0,0,1,0,0,0,0,0,0,0
201,Mirante,0,0,0,1,0,1,0,0,0,0,0,0
202,Morpará,0,0,1,0,0,0,0,0,0,0,0,0
203,Morro do Chapéu,0,0,0,0,1,1,4,1,2,0,1,0
204,Mucuri,1,0,0,1,2,1,0,0,0,0,0,0
205,Mulungu do Morro,0,0,0,0,0,4,1,0,0,0,0,0
206,Muniz Ferreira,0,0,0,0,2,0,0,0,0,0,0,0
207,Muquém de São Francisco,0,0,0,3,0,0,0,0,0,1,0,0
208,Muritiba,3,0,1,2,24,24,24,6,7,0,8,5
209,Mutuípe,0,0,0,0,0,1,0,0,0,0,0,0
210,Nazaré,0,0,0,0,0,3,0,1,0,0,0,0
211,Nilo Peçanha,0,0,0,1,1,1,0,0,0,0,0,0
212,Nordestina,0,0,0,1,2,0,3,0,0,0,0,0
213,Nova Canaã,0,0,0,0,0,0,0,0,0,1,2,7
214,Nova Fátima,0,10,125,27,2,3,1,3,1,0,2,0
215,Nova Itarana,0,0,0,0,3,1,11,2,1,0,0,0
216,Nova Redenção,0,0,1,31,38,5,2,0,0,0,0,0
217,Nova Soure,0,0,0,1,7,13,5,8,3,1,0,0
218,Nova Viçosa,2,4,3,7,1,1,6,3,41,0,0,0
219,Olindina,1,9,43,29,28,98,4,1,1,0,0,0
220,Oliveira dos Brejinhos,0,0,0,1,4,18,8,0,0,0,0,0
221,Ouriçangas,0,0,6,18,41,28,14,5,0,0,0,0
222,Ourolândia,0,0,0,1,2,1,0,1,0,0,0,0
223,Palmas de Monte Alto,0,0,0,3,0,1,4,0,1,0,0,0
224,Paramirim,1,1,3,1,2,3,4,0,3,1,1,0
225,Paratinga,0,0,0,12,96,22,3,0,2,1,2,1
226,Paripiranga,0,0,0,5,2,2,1,0,0,0,0,0
227,Paulo Afonso,0,0,0,0,26,214,398,235,36,2,6,0
228,Pé de Serra,1,0,0,0,0,3,5,4,2,1,0,1
229,Pedrão,0,0,0,14,34,0,0,0,0,0,0,1
230,Pedro Alexandre,0,0,0,0,0,0,0,0,1,0,0,0
231,Piatã,0,0,0,0,0,0,0,0,0,0,0,1
232,Pindobaçu,0,1,0,0,0,0,0,0,0,0,0,0
233,Piripá,0,0,2,12,9,3,0,0,0,0,0,0
234,Piritiba,0,0,3,0,0,0,0,0,0,0,0,0
235,Poções,0,0,0,0,0,2,1,0,0,1,0,1
236,Pojuca,6,0,7,14,23,103,104,42,18,12,16,9
237,Ponto Novo,0,0,0,0,2,0,0,0,0,0,0,0
238,Porto Seguro,1,4,1,4,4,5,2,4,3,4,3,0
239,Prado,1,5,5,33,84,21,11,2,0,0,0,0
240,Presidente Dutra,0,2,2,55,321,235,146,19,2,1,1,0
241,Presidente Jânio Quadros,0,0,2,1,0,0,0,0,0,1,0,0
242,Presidente Tancredo Neves,0,0,1,0,1,5,0,0,1,1,0,0
243,Quijingue,0,0,0,0,0,1,10,7,2,0,0,0
244,Quixabeira,0,0,2,1,4,29,0,0,1,0,0,0
245,Rafael Jambeiro,0,1,1,0,12,13,5,5,1,1,0,0
246,Remanso,0,0,0,0,0,0,0,0,1,0,0,1
247,Retirolândia,1,0,1,0,0,0,0,0,0,0,0,0
248,Riachão das Neves,0,0,0,4,28,0,0,0,1,0,0,0
249,Riachão do Jacuípe,7,5,6,43,63,74,41,20,6,2,3,0
250,Riacho de Santana,1,0,0,0,1,0,0,0,0,1,0,0
251,Ribeira do Amparo,0,0,0,0,0,0,0,0,1,0,0,0
252,Ribeira do Pombal,3,4,21,126,227,339,177,72,4,11,0,0
253,Ribeirão do Largo,0,0,0,1,4,0,1,0,0,0,0,0
254,Rio de Contas,0,0,0,1,0,1,0,0,0,0,0,0
255,Rio do Pires,0,1,0,0,0,1,36,28,32,38,68,56
256,Rio Real,13,10,8,1,2,23,63,36,36,72,56,21
257,Rodelas,1,0,0,0,0,0,0,0,0,0,0,0
258,Ruy Barbosa,0,0,1,26,25,2,4,0,0,0,0,0
259,Salinas da Margarida,0,0,2,70,136,0,0,0,0,1,0,0
260,Salvador,622,856,1268,2108,3169,2337,1339,561,403,173,92,72
261,Santa Bárbara,0,0,0,28,15,25,4,4,1,0,0,0
262,Santa Brígida,0,0,0,0,1,0,0,2,0,0,0,0
263,Santa Cruz Cabrália,1,0,1,2,4,9,3,1,0,0,0,0
264,Santa Inês,0,0,0,0,0,2,0,0,0,0,0,0
265,Santa Rita de Cássia,0,0,0,3,13,1,0,0,0,0,0,0
266,Santa Teresinha,0,0,0,0,24,7,19,4,0,1,0,0
267,Santaluz,0,1,0,14,43,3,0,2,0,2,0,0
268,Santanópolis,0,0,1,21,44,25,2,3,0,1,0,0
269,Santo Amaro,7,15,49,42,27,42,7,0,2,0,0,0
270,Santo Antônio de Jesus,0,0,0,2,2,19,32,5,4,0,0,0
271,Santo Estêvão,0,0,0,0,0,5,17,12,2,14,5,1
272,São Desidério,4,0,2,4,9,23,26,16,2,4,5,3
273,São Domingos,0,0,1,0,0,0,0,0,0,0,0,0
274,São Felipe,0,0,3,0,0,0,0,0,0,0,0,0
275,São Félix,0,0,0,5,17,8,5,5,2,0,1,0
276,São Francisco do Conde,31,14,24,3,3,3,6,2,1,0,2,0
277,São Gabriel,0,0,0,1,2,2,0,1,0,0,0,0
278,São Gonçalo dos Campos,2,0,0,1,14,11,6,1,0,4,1,1
279,São José do Jacuípe,0,0,0,1,6,39,0,0,0,0,0,0
280,São Sebastião do Passé,0,0,3,0,9,5,2,0,0,0,0,0
281,Sapeaçu,1,2,12,1,0,2,0,0,0,0,0,0
282,Sátiro Dias,0,7,2,1,4,0,0,0,0,0,0,0
283,Saubara,0,0,0,1,0,0,0,0,0,0,0,0
284,Saúde,0,0,0,3,5,0,0,0,0,0,0,0
285,Seabra,0,2,38,136,621,289,39,2,0,0,0,1
286,Sebastião Laranjeiras,0,0,0,0,0,0,2,0,0,0,0,0
287,Senhor do Bonfim,0,0,0,0,0,0,0,0,3,1,0,0
288,Serra Dourada,0,0,0,0,0,0,1,1,0,0,0,0
289,Serra Preta,0,0,0,19,5,0,1,0,0,0,0,0
290,Serrinha,1,5,90,345,179,56,14,3,1,0,1,0
291,Serrolândia,0,0,0,18,20,31,9,1,3,0,0,0
292,Simões Filho,3,15,59,186,315,104,81,28,12,22,9,5
293,Sítio do Quinto,0,0,1,0,0,0,0,0,0,0,0,0
294,Sobradinho,0,0,0,2,2,0,0,0,0,0,0,0
295,Tanhaçu,0,0,0,1,2,0,0,1,0,0,0,0
296,Tanquinho,1,0,1,2,2,7,18,32,32,18,14,1
297,Taperoá,0,2,0,6,40,27,14,2,2,1,1,1
298,Tapiramutá,0,0,0,0,0,2,0,0,0,0,0,0
299,Teixeira de Freitas,18,62,94,72,152,76,24,10,10,7,2,8
300,Teodoro Sampaio,0,0,0,0,2,5,1,0,0,0,0,0
301,Teofilândia,0,0,0,16,19,20,9,0,0,0,0,0
302,Teolândia,0,0,0,0,1,1,1,0,0,0,0,0
303,Terra Nova,0,1,1,1,14,12,5,0,0,0,0,0
304,Tremedal,0,1,1,1,0,0,0,1,0,0,0,0
305,Tucano,0,0,4,28,75,94,15,10,2,0,0,0
306,Uauá,0,0,1,0,0,8,6,2,2,1,0,0
307,Ubaíra,3,1,3,2,4,6,0,1,0,0,0,0
308,Ubatã,0,0,1,1,3,1,0,0,0,0,0,0
309,Uibaí,0,0,68,1014,566,61,21,1,2,0,0,0
310,Umburanas,0,0,0,0,0,2,10,0,2,3,0,0
311,Una,0,1,0,1,1,1,1,0,0,0,0,1
312,Uruçuca,0,0,0,1,6,4,0,0,0,1,0,0
313,Utinga,0,2,0,19,3,0,1,1,0,0,1,0
314,Valença,0,2,3,0,1,0,1,3,1,1,1,0
315,Valente,3,0,7,23,22,37,32,9,1,0,1,0
316,Várzea da Roça,0,0,0,20,9,32,3,0,0,0,0,0
317,Várzea do Poço,0,1,0,0,0,0,0,0,0,0,0,0
318,Vera Cruz,23,32,10,47,60,30,1,1,5,3,1,0
319,Vitória da Conquista,7,10,80,204,231,125,68,48,41,18,19,12
320,Wagner,0,0,0,1,8,3,4,1,1,1,0,1
321,Wenceslau Guimarães,0,0,0,1,3,2,3,1,0,0,0,0
322,Xique-Xique,0,0,0,0,3,4,0,0,1,0,0,0
