,Município,Em Branco,Ignorado,Masculino,Feminino
0,Abaré,0,0,1,0
1,Acajutiba,0,0,8,13
2,Adustina,0,0,0,1
3,Água Fria,0,0,1,1
4,Alagoinhas,0,0,27,68
5,Alcobaça,0,0,7,20
6,Amélia Rodrigues,0,0,0,2
7,América Dourada,0,0,9,22
8,Andorinha,0,0,1,0
9,Angical,0,0,1,0
10,Anguera,0,0,0,5
11,Antas,0,0,0,2
12,Aporá,0,0,0,1
13,Araças,0,0,0,2
14,Araci,0,0,1,6
15,Baianópolis,0,0,3,5
16,Banzaê,0,0,1,10
17,Barra,0,0,0,1
18,Barra do Choça,0,0,0,1
19,Barra do Mendes,0,0,0,4
20,Barreiras,0,0,6,5
21,Barro Alto,0,0,3,10
22,Biritinga,0,0,1,1
23,Boa Nova,0,0,1,0
24,Boa Vista do Tupim,0,0,0,1
25,Bom Jesus da Lapa,0,0,0,3
26,Boninal,0,0,0,3
27,Boquira,0,0,3,2
28,Botuporã,0,0,0,1
29,Brejões,0,0,3,1
30,Brotas de Macaúbas,0,0,12,6
31,Brumado,0,0,6,10
32,Buerarema,0,0,1,1
33,Cabaceiras do Paraguaçu,0,0,0,1
34,Cachoeira,0,0,4,2
35,Caetité,0,0,2,1
36,Cafarnaum,0,0,4,4
37,Cairu,0,0,0,2
38,Camacan,0,0,0,1
39,Camaçari,0,8,322,519
40,Campo Formoso,0,0,3,3
41,Canarana,0,0,4,4
42,Canavieiras,0,0,1,1
43,Candeal,0,0,2,2
44,Candeias,1,6,1199,1733
45,Candiba,0,0,1,0
46,Cândido Sales,0,0,1,1
47,Cansanção,0,0,1,0
48,Capela do Alto Alegre,0,0,3,0
49,Capim Grosso,0,1,11,36
50,Caravelas,0,0,5,15
51,Cardeal da Silva,0,0,3,5
52,Casa Nova,0,0,1,0
53,Castro Alves,0,0,1,0
54,Catu,0,0,32,74
55,Chorrochó,0,0,0,1
56,Cipó,0,0,2,12
57,Coaraci,0,0,0,1
58,Conceição da Feira,0,0,2,3
59,Conceição do Almeida,0,0,2,5
60,Conceição do Coité,0,0,0,1
61,Conceição do Jacuípe,0,0,7,12
62,Conde,0,1,47,93
63,Condeúba,0,0,0,1
64,Coração de Maria,0,0,2,7
65,Coribe,0,0,1,0
66,Correntina,0,0,0,1
67,Cotegipe,0,0,7,15
68,Crisópolis,0,0,2,4
69,Cruz das Almas,0,0,4,19
70,Curaçá,0,0,3,0
71,Dias d'Ávila,0,1,11,32
72,Entre Rios,0,2,94,232
73,Esplanada,0,35,123,195
74,Euclides da Cunha,0,0,1,4
75,Eunápolis,0,0,11,16
76,Feira de Santana,0,0,133,326
77,Filadélfia,0,0,3,7
78,Floresta Azul,0,0,0,1
79,Gandu,0,0,0,3
80,Gavião,0,0,8,8
81,Gentio do Ouro,0,0,1,0
82,Glória,0,0,1,1
83,Governador Mangabeira,0,0,0,2
84,Guanambi,0,0,4,7
85,Iaçu,0,0,5,3
86,Ibicaraí,0,0,1,0
87,Ibicoara,0,0,2,4
88,Ibipeba,0,0,1,1
89,Ibipitanga,0,0,8,4
90,Ibiquera,0,0,0,1
91,Ibirapitanga,0,0,1,0
92,Ibirapuã,0,0,0,1
93,Ibitiara,0,0,0,1
94,Ibititá,0,0,1,2
95,Ibotirama,0,0,0,1
96,Ilhéus,0,0,11,7
