,Município,Em Branco,Ignorado,Masculino,Feminino
97,Inhambupe,0,1,15,29
98,Ipiaú,0,0,1,0
99,Ipirá,0,0,0,3
100,Irará,0,0,3,10
101,Irecê,0,0,1,1
102,Itabela,0,0,1,2
103,Itaberaba,0,0,0,1
104,Itabuna,0,0,8,8
105,Itacaré,0,0,1,1
106,Itagi,0,0,0,1
107,Itagibá,0,0,0,1
108,Itaju do Colônia,0,0,1,2
109,Itajuípe,0,0,0,8
110,Itamaraju,0,0,7,11
111,Itanhém,0,0,5,3
112,Itaparica,0,0,0,3
113,Itapebi,0,0,0,1
114,Itapetinga,0,0,0,2
115,Itapicuru,0,0,4,2
116,Itiruçu,0,0,1,1
117,Itiúba,0,0,1,1
118,Ituberá,0,0,2,0
119,Jaborandi,0,0,1,1
120,Jacaraci,0,0,0,9
121,Jacobina,0,0,2,6
122,Jaguaquara,0,0,3,3
123,Jaguarari,0,0,0,2
124,Jandaíra,0,0,1,4
125,Jequié,0,0,1,5
126,Jeremoabo,0,0,0,1
127,Juazeiro,0,0,8,10
128,Lamarão,0,0,6,10
129,Lapão,0,0,0,1
130,Lauro de Freitas,0,0,47,60
131,Luís Eduardo Magalhães,0,0,2,2
132,Macajuba,0,0,1,0
133,Macaúbas,0,0,5,6
134,Madre de Deus,1,0,167,263
135,Mairi,0,0,3,4
136,Manoel Vitorino,0,0,0,1
137,Maracás,0,0,0,2
138,Maragogipe,0,0,1,1
139,Marcionílio Souza,0,0,1,1
140,Mascote,0,0,0,2
141,Mata de São João,0,0,6,11
142,Medeiros Neto,0,0,1,2
143,Miguel Calmon,0,0,5,8
144,Mirangaba,0,0,0,2
145,Morpará,0,0,1,0
146,Morro do Chapéu,0,0,3,3
147,Mucugê,0,0,1,0
148,Mucuri,0,0,17,29
149,Muquém de São Francisco,0,0,1,2
150,Muritiba,0,0,9,17
151,Nazaré,0,0,0,1
152,Nova Redenção,0,0,0,3
153,Nova Viçosa,0,0,36,74
154,Novo Horizonte,0,0,2,0
155,Novo Triunfo,0,0,1,0
156,Olindina,0,0,13,36
157,Oliveira dos Brejinhos,0,0,1,1
158,Paramirim,0,0,0,2
159,Paratinga,0,0,0,4
160,Paripiranga,0,0,3,1
161,Paulo Afonso,0,0,0,1
162,Pé de Serra,0,0,0,5
163,Pedrão,0,0,23,51
164,Pedro Alexandre,0,0,2,6
165,Pindaí,0,0,1,0
166,Pindobaçu,0,0,1,0
167,Piripá,0,0,1,0
168,Pojuca,0,0,1,9
169,Ponto Novo,0,0,1,2
170,Porto Seguro,0,0,19,34
171,Prado,0,0,3,4
172,Presidente Tancredo Neves,0,0,1,1
173,Queimadas,0,0,0,2
174,Quijingue,0,0,1,1
175,Quixabeira,0,0,1,0
176,Rafael Jambeiro,0,0,5,1
177,Remanso,0,0,0,1
178,Riachão do Jacuípe,0,0,49,102
179,Riacho de Santana,0,0,1,0
180,Ribeira do Amparo,0,0,1,0
181,Ribeira do Pombal,0,0,17,11
182,Rio Real,0,1,178,251
183,Rodelas,0,0,1,1
184,Ruy Barbosa,0,0,0,3
185,Salinas da Margarida,0,0,1,0
186,Salvador,0,9,1725,2549
187,Santa Bárbara,0,0,17,23
188,Santa Luzia,0,0,1,0
189,Santa Maria da Vitória,0,0,3,3
190,Santa Rita de Cássia,0,0,1,2
191,Santaluz,0,0,1,0
192,Santana,0,0,0,1
193,Santanópolis,0,0,6,17
194,Santo Amaro,0,0,18,71
195,Santo Antônio de Jesus,0,0,0,5
196,Santo Estêvão,0,0,4,8
197,São Desidério,0,0,46,54
198,São Domingos,0,0,0,1
199,São Felipe,0,0,0,1
200,São Francisco do Conde,0,1,165,265
201,São Gonçalo dos Campos,0,0,14,13
202,São José do Jacuípe,0,0,0,1
203,São Miguel das Matas,0,0,2,0
204,São Sebastião do Passé,0,3,20,51
205,Sapeaçu,0,0,0,2
206,Sátiro Dias,0,0,12,25
207,Sebastião Laranjeiras,0,0,4,4
208,Senhor do Bonfim,0,0,1,3
209,Serra Dourada,0,0,1,2
210,Serrinha,0,0,4,1
211,Serrolândia,0,0,3,10
212,Simões Filho,0,0,24,41
213,Sítio do Quinto,0,0,1,2
214,Sobradinho,0,0,1,0
215,Souto Soares,0,0,0,1
216,Tanhaçu,0,0,1,0
217,Taperoá,0,0,4,2
218,Tapiramutá,0,0,1,1
219,Teixeira de Freitas,0,0,45,79
220,Teodoro Sampaio,0,0,2,0
221,Teolândia,0,0,2,0
222,Terra Nova,0,0,39,53
223,Tucano,0,0,3,8
224,Uauá,0,0,3,0
225,Ubaíra,0,0,6,11
226,Ubaitaba,0,0,1,0
227,Uibaí,0,0,2,1
228,Uruçuca,0,0,2,3
229,Utinga,0,0,1,1
230,Valença,0,0,10,21
231,Valente,0,0,1,2
232,Várzea Nova,0,0,1,2
233,Vera Cruz,0,0,3,12
234,Vitória da Conquista,0,0,21,34
235,Wanderley,0,0,0,1
236,Wenceslau Guimarães,0,0,0,1
