,Município,<1 Ano,1-4,5-9,10-14,15-19,20-34,35-49,50-64,65-79,80 e+
0,Abaré,0,0,0,0,0,0,0,0,0,1
1,Acajutiba,1,0,3,1,1,1,12,2,0,0
2,Adustina,0,0,0,0,0,1,0,0,0,0
3,Água Fria,0,0,0,0,0,0,2,0,0,0
4,Alagoinhas,0,1,2,5,0,23,31,26,7,0
5,Alcobaça,1,0,0,1,0,11,8,4,2,0
6,Amélia Rodrigues,0,0,0,1,0,0,0,1,0,0
7,América Dourada,1,1,1,5,2,6,6,8,1,0
8,Andorinha,0,0,0,1,0,0,0,0,0,0
9,Angical,0,0,0,0,0,1,0,0,0,0
10,Anguera,0,0,0,0,1,1,0,2,1,0
11,Antas,0,0,0,0,0,1,0,1,0,0
12,Aporá,0,0,0,0,0,1,0,0,0,0
13,Araças,0,0,0,0,0,0,0,2,0,0
14,Araci,0,0,0,1,0,1,4,1,0,0
15,Baianópolis,0,0,0,2,0,4,1,0,1,0
16,Banzaê,0,1,0,1,1,1,2,4,1,0
17,Barra,0,0,0,0,0,0,1,0,0,0
18,Barra do Choça,0,0,0,0,0,1,0,0,0,0
19,Barra do Mendes,0,1,0,0,0,0,1,2,0,0
20,Barreiras,0,0,2,0,0,7,1,1,0,0
21,Barro Alto,2,0,0,0,2,1,5,3,0,0
22,Biritinga,0,0,0,0,2,0,0,0,0,0
23,Boa Nova,0,0,1,0,0,0,0,0,0,0
24,Boa Vista do Tupim,0,0,0,1,0,0,0,0,0,0
25,Bom Jesus da Lapa,0,0,0,1,0,1,1,0,0,0
26,Boninal,0,0,0,0,1,1,0,1,0,0
27,Boquira,0,0,0,0,1,0,3,1,0,0
28,Botuporã,0,0,0,0,0,1,0,0,0,0
29,Brejões,0,0,0,1,0,0,2,1,0,0
30,Brotas de Macaúbas,0,3,6,4,2,1,1,1,0,0
31,Brumado,1,1,1,3,1,3,5,0,0,1
32,Buerarema,0,0,0,0,1,0,0,0,1,0
33,Cabaceiras do Paraguaçu,0,0,0,0,1,0,0,0,0,0
34,Cachoeira,0,0,0,0,1,1,3,0,1,0
35,Caetité,0,0,0,0,0,2,1,0,0,0
36,Cafarnaum,2,0,0,1,1,1,1,2,0,0
37,Cairu,0,0,0,0,0,1,1,0,0,0
38,Camacan,0,0,0,0,0,0,0,1,0,0
39,Camaçari,9,8,17,39,67,220,267,173,46,3
40,Campo Formoso,0,0,0,0,0,2,1,1,2,0
41,Canarana,0,0,1,0,0,3,3,1,0,0
42,Canavieiras,0,0,0,0,0,0,0,1,0,1
43,Candeal,1,0,0,1,0,1,1,0,0,0
44,Candeias,23,95,193,224,219,718,792,464,176,34
45,Candiba,0,0,0,0,0,0,0,1,0,0
46,Cândido Sales,0,1,0,0,0,0,1,0,0,0
47,Cansanção,0,0,0,0,0,1,0,0,0,0
48,Capela do Alto Alegre,0,0,0,0,0,0,1,0,0,2
49,Capim Grosso,2,0,0,1,2,14,18,8,3,0
50,Caravelas,0,0,0,3,3,7,3,4,0,0
51,Cardeal da Silva,0,0,0,0,1,4,2,1,0,0
52,Casa Nova,0,0,0,0,0,0,0,1,0,0
53,Castro Alves,0,0,1,0,0,0,0,0,0,0
54,Catu,1,1,2,2,5,23,36,21,14,1
55,Chorrochó,0,0,0,0,0,1,0,0,0,0
56,Cipó,0,0,0,0,1,1,9,1,2,0
57,Coaraci,0,0,0,0,0,1,0,0,0,0
58,Conceição da Feira,0,0,0,1,1,1,0,1,0,1
59,Conceição do Almeida,0,0,1,0,0,2,2,2,0,0
60,Conceição do Coité,0,0,0,0,0,0,1,0,0,0
61,Conceição do Jacuípe,0,0,1,0,1,8,6,1,2,0
62,Conde,2,4,4,11,9,36,39,27,7,2
63,Condeúba,0,0,0,0,0,0,1,0,0,0
64,Coração de Maria,1,0,0,0,0,3,2,2,1,0
65,Coribe,0,0,0,0,0,1,0,0,0,0
66,Correntina,0,0,0,0,0,1,0,0,0,0
67,Cotegipe,2,0,1,2,1,9,5,2,0,0
68,Crisópolis,0,0,0,1,0,0,3,2,0,0
69,Cruz das Almas,1,0,0,0,0,6,9,5,2,0
70,Curaçá,2,0,0,0,0,0,0,1,0,0
71,Dias d'Ávila,1,2,0,2,1,10,16,11,1,0
72,Entre Rios,4,9,13,19,20,62,81,85,27,8
73,Esplanada,8,11,17,25,29,103,82,54,20,4
74,Euclides da Cunha,0,0,0,0,1,3,1,0,0,0
75,Eunápolis,0,0,2,3,1,11,5,5,0,0
76,Feira de Santana,2,4,10,12,29,123,115,111,48,5
77,Filadélfia,1,0,1,0,1,3,4,0,0,0
78,Floresta Azul,0,0,0,0,1,0,0,0,0,0
79,Gandu,0,0,0,1,0,1,1,0,0,0
80,Gavião,0,0,1,3,1,3,7,1,0,0
81,Gentio do Ouro,0,0,0,0,0,0,0,1,0,0
82,Glória,0,0,0,1,0,0,1,0,0,0
83,Governador Mangabeira,0,0,0,0,0,0,2,0,0,0
84,Guanambi,1,1,0,0,2,3,1,3,0,0
85,Iaçu,1,0,1,0,1,1,3,1,0,0
86,Ibicaraí,0,0,0,0,0,0,0,1,0,0
87,Ibicoara,0,0,0,0,2,1,3,0,0,0
88,Ibipeba,0,0,0,0,0,0,2,0,0,0
89,Ibipitanga,0,1,0,0,2,6,2,1,0,0
90,Ibiquera,0,0,0,0,0,0,1,0,0,0
91,Ibirapitanga,0,0,0,0,0,1,0,0,0,0
92,Ibirapuã,0,0,0,0,0,0,1,0,0,0
93,Ibitiara,0,0,0,0,0,1,0,0,0,0
94,Ibititá,0,0,0,0,0,1,1,1,0,0
95,Ibotirama,0,0,0,0,0,0,1,0,0,0
96,Ilhéus,0,0,1,0,0,7,6,4,0,0
97,Inhambupe,2,1,5,1,3,12,11,8,2,0
98,Ipiaú,0,0,0,0,0,1,0,0,0,0
99,Ipirá,0,0,0,0,0,1,1,1,0,0
100,Irará,0,0,1,2,1,2,7,0,0,0
101,Irecê,0,0,0,0,0,1,1,0,0,0
102,Itabela,0,0,0,0,0,2,1,0,0,0
103,Itaberaba,0,0,0,0,0,0,1,0,0,0
104,Itabuna,0,0,0,1,2,5,4,1,2,1
105,Itacaré,0,0,0,0,0,0,0,2,0,0
106,Itagi,0,0,0,0,0,1,0,0,0,0
107,Itagibá,0,0,0,0,0,0,1,0,0,0
108,Itaju do Colônia,0,0,0,0,0,2,0,0,1,0
109,Itajuípe,0,1,1,0,1,1,4,0,0,0
110,Itamaraju,0,1,0,1,1,4,5,4,2,0
111,Itanhém,0,0,0,1,0,4,1,1,1,0
112,Itaparica,0,0,0,0,0,1,1,0,1,0
113,Itapebi,0,0,0,0,0,0,1,0,0,0
114,Itapetinga,0,0,0,0,0,1,0,1,0,0
115,Itapicuru,1,0,0,0,1,1,3,0,0,0
116,Itiruçu,0,0,0,0,0,0,1,0,1,0
117,Itiúba,0,0,1,0,0,1,0,0,0,0
118,Ituberá,0,0,0,0,1,1,0,0,0,0
119,Jaborandi,0,0,0,0,0,0,1,1,0,0
