,Município,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez
63,Dias d'Ávila,0,1,1,0,1,3,2,3,0,0,0,0
64,Esplanada,1,1,1,1,2,1,0,1,1,0,0,0
65,Euclides da Cunha,0,0,0,0,1,0,0,0,0,0,0,0
66,Feira da Mata,0,0,0,1,0,1,0,0,0,0,0,0
67,Feira de Santana,18,31,22,18,38,23,13,14,16,18,18,35
68,Formosa do Rio Preto,0,1,2,7,3,1,2,0,0,0,0,1
69,Gandu,0,0,1,1,0,1,2,0,0,0,2,0
70,Gentio do Ouro,0,0,2,3,28,38,6,0,1,0,0,0
71,Glória,0,0,0,0,2,0,1,0,0,0,0,0
72,Guanambi,32,39,168,371,225,144,49,12,5,5,4,11
73,Iaçu,8,2,1,0,0,0,0,0,0,0,0,0
74,Ibicaraí,0,0,0,0,0,0,0,1,1,0,0,1
75,Ibicoara,0,0,0,1,0,0,0,0,0,1,1,0
76,Ibicuí,0,0,0,0,1,0,0,0,0,0,0,0
77,Ibipitanga,0,1,10,5,10,5,4,8,2,0,0,5
78,Ibirapitanga,0,0,0,1,0,0,0,0,0,0,0,0
79,Ibirataia,1,0,0,0,0,0,0,0,0,0,0,0
80,Ibitiara,0,0,0,29,3,3,0,0,0,0,0,0
81,Ibititá,0,4,13,0,0,0,0,0,0,0,0,0
82,Ibotirama,2,0,6,86,253,129,11,0,0,0,0,0
83,Ichu,0,0,0,0,0,0,1,0,0,0,0,0
84,Igaporã,0,0,0,0,1,0,2,0,0,0,0,0
85,Iguaí,0,0,0,2,2,2,0,0,0,0,0,0
86,Ilhéus,2,0,0,1,1,0,0,0,0,1,0,0
87,Inhambupe,1,0,0,1,0,1,0,3,1,0,1,2
88,Ipiaú,0,0,1,0,0,0,2,1,0,0,0,2
89,Ipupiara,0,0,0,27,31,6,0,0,0,0,0,0
90,Iraquara,0,0,0,0,0,0,0,0,0,0,1,0
91,Irará,0,0,0,0,0,0,0,0,0,0,0,1
92,Irecê,4,10,26,53,62,67,41,6,1,0,0,0
93,Itabuna,6,7,3,10,5,7,7,1,3,4,5,5
94,Itagibá,1,0,1,0,1,0,0,0,0,0,0,0
95,Itaguaçu da Bahia,0,0,0,14,3,8,0,1,0,0,0,0
96,Itajuípe,1,2,2,0,2,4,1,1,0,2,1,5
97,Itamaraju,3,1,0,1,1,0,4,1,1,2,20,367
98,Itambé,0,0,1,0,1,0,0,0,0,1,0,0
99,Itaparica,0,0,0,0,7,0,0,0,0,0,0,0
100,Itapetinga,0,9,9,10,25,12,38,14,10,10,15,54
101,Itapicuru,0,0,0,0,1,0,0,0,0,0,1,0
102,Itapitanga,0,0,0,0,0,0,0,0,0,0,0,1
103,Itarantim,0,0,0,0,0,0,0,1,1,0,0,0
104,Itatim,0,2,1,0,0,0,0,0,0,0,0,0
105,Itiruçu,0,1,12,27,9,0,0,0,0,0,0,0
106,Itororó,0,0,0,0,1,0,1,0,1,0,1,2
107,Iuiú,0,0,0,0,1,0,0,0,0,0,0,0
108,Jaborandi,0,0,0,0,1,2,0,0,0,0,0,1
109,Jacaraci,0,0,1,0,0,1,0,0,0,0,0,1
110,Jacobina,4,12,14,10,23,14,17,8,6,2,4,4
111,Jaguaquara,13,1,2,2,0,0,0,1,0,0,1,0
112,Jandaíra,0,1,0,0,0,0,0,0,1,0,0,1
113,Jequié,96,38,50,21,14,14,7,1,3,6,3,3
114,João Dourado,0,1,28,20,73,0,10,3,0,2,2,0
115,Juazeiro,3,0,2,1,1,0,2,1,0,2,1,1
116,Jussara,0,1,1,2,9,10,3,0,0,0,0,1
117,Lajedão,0,0,0,0,1,0,0,0,0,0,0,0
118,Lajedo do Tabocal,0,2,0,0,0,0,0,0,0,0,0,0
119,Lapão,0,0,0,1,1,3,0,0,0,0,1,0
120,Lauro de Freitas,0,3,1,0,0,1,1,1,0,0,1,0
121,Luís Eduardo Magalhães,16,285,192,112,16,8,5,2,1,0,0,0
122,Macajuba,0,0,0,0,0,1,0,1,0,1,0,0
123,Macarani,0,0,0,0,0,0,2,0,1,7,5,161
124,Macaúbas,22,74,115,241,569,292,150,88,11,5,2,0
125,Macururé,0,0,0,0,1,0,0,0,0,0,0,0
126,Madre de Deus,0,0,0,0,1,0,0,0,0,0,0,0
127,Manoel Vitorino,78,11,2,3,0,0,0,0,0,1,0,0
128,Mansidão,0,0,0,0,0,13,1,0,0,0,0,0
129,Maracás,0,1,0,0,0,0,1,0,0,0,0,0
130,Maragogipe,2,1,3,0,1,0,0,0,0,0,0,0
131,Mata de São João,0,0,1,0,1,0,0,0,0,1,1,1
132,Matina,0,0,3,123,190,49,0,0,0,0,0,0
133,Miguel Calmon,1,0,5,6,4,3,0,1,1,3,0,2
134,Mirangaba,0,0,0,24,38,40,6,8,14,0,0,0
135,Morpará,0,0,1,3,2,0,0,0,0,0,0,0
136,Morro do Chapéu,0,0,1,0,0,0,0,1,0,0,0,0
137,Mucuri,1,0,0,0,0,0,0,0,0,0,0,0
138,Mulungu do Morro,0,0,0,0,0,2,1,0,0,0,2,2
139,Muquém de São Francisco,0,0,4,61,98,43,10,0,0,0,1,0
140,Muritiba,0,1,2,2,0,0,0,0,1,0,0,0
141,Mutuípe,0,0,0,0,0,0,0,0,0,1,0,0
142,Nordestina,1,0,0,0,1,0,0,0,0,0,0,0
143,Nova Canaã,78,81,35,15,2,2,0,1,0,0,0,0
144,Nova Fátima,0,0,0,0,0,1,0,0,1,0,0,1
145,Nova Itarana,0,1,0,0,1,0,0,1,0,0,0,0
146,Nova Viçosa,0,0,0,0,0,0,1,0,0,0,0,0
147,Novo Horizonte,0,0,0,0,1,0,0,0,0,1,0,0
148,Novo Triunfo,0,0,0,4,20,53,5,0,0,0,0,0
149,Oliveira dos Brejinhos,0,0,0,0,0,0,0,0,0,1,0,0
150,Ouriçangas,1,0,0,0,0,0,0,0,0,0,1,0
151,Ourolândia,0,0,2,9,73,37,15,8,5,6,6,11
152,Palmas de Monte Alto,0,0,1,4,2,0,0,0,0,0,0,0
153,Paramirim,0,1,1,1,2,0,0,1,0,0,0,0
154,Paratinga,0,2,4,8,13,2,0,0,0,0,0,0
155,Pau Brasil,0,0,0,0,0,0,0,0,0,1,0,0
156,Paulo Afonso,7,3,1,2,1,0,3,12,3,10,3,0
157,Pé de Serra,0,0,0,1,0,1,0,0,0,0,0,0
158,Pindaí,0,0,0,0,11,5,3,0,0,1,0,0
159,Piraí do Norte,3,0,0,0,0,0,0,0,0,0,0,0
160,Piripá,1,0,0,0,0,0,0,0,0,0,0,0
161,Planalto,0,0,0,0,0,0,0,1,0,0,0,0
162,Poções,4,1,6,0,1,0,1,0,0,0,0,0
163,Pojuca,9,30,36,32,28,85,59,23,28,22,19,30
164,Porto Seguro,0,1,1,6,3,1,2,1,0,0,0,0
165,Prado,0,0,1,1,0,0,0,0,0,1,4,11
166,Presidente Dutra,0,2,35,63,7,3,4,1,2,1,0,0
167,Quijingue,0,0,0,0,0,0,0,0,0,0,0,1
168,Remanso,1,0,0,0,0,0,0,0,0,0,0,0
169,Retirolândia,0,1,0,0,0,0,0,0,0,0,0,0
170,Riachão das Neves,2,17,294,137,70,0,0,2,0,1,0,0
171,Riachão do Jacuípe,0,1,0,1,0,0,1,0,0,2,2,0
172,Riacho de Santana,0,0,0,1,0,0,0,0,0,0,0,0
173,Ribeira do Pombal,2,0,2,0,3,0,3,0,0,0,1,0
174,Ribeirão do Largo,0,0,0,0,0,0,1,0,0,0,0,0
175,Rio do Pires,140,142,109,25,20,3,2,1,0,0,0,0
176,Rio Real,22,8,14,8,0,0,1,0,3,1,1,0
177,Ruy Barbosa,0,0,0,0,34,262,142,46,19,10,4,0
178,Salvador,70,77,41,41,70,37,35,38,33,38,32,31
179,Santa Cruz Cabrália,0,0,0,1,1,0,0,0,0,0,0,1
180,Santa Luzia,0,0,0,0,0,1,0,0,0,0,0,0
181,Santa Maria da Vitória,0,0,2,1,0,1,0,0,0,0,0,0
182,Santa Rita de Cássia,0,1,1,5,40,3,1,1,0,0,0,0
183,Santa Teresinha,1,1,0,0,0,0,1,0,0,1,0,0
184,Santana,0,0,5,26,17,24,2,0,0,0,0,0
185,Santo Antônio de Jesus,0,0,0,0,0,1,1,0,1,0,0,0
186,Santo Estêvão,1,0,0,0,0,0,1,0,0,0,0,1
187,São Desidério,27,41,38,97,58,24,15,5,9,6,2,1
188,São Félix,0,0,0,0,0,0,0,1,0,0,0,1
189,São Félix do Coribe,0,0,0,4,40,1,1,0,0,0,0,0
190,São Francisco do Conde,0,2,0,0,1,0,0,1,3,0,0,0
191,São Gabriel,0,0,1,12,24,37,21,10,15,3,1,1
192,São Gonçalo dos Campos,0,0,0,0,0,1,0,0,0,0,0,0
193,São José da Vitória,0,0,0,0,0,0,2,0,0,0,0,0
194,São José do Jacuípe,0,0,0,0,1,0,0,0,0,0,1,0
195,São Sebastião do Passé,0,0,0,0,0,0,0,0,0,0,0,1
196,Sapeaçu,0,0,0,0,0,0,0,22,16,1,2,0
197,Saúde,0,0,0,0,0,0,0,0,1,0,0,0
198,Seabra,0,1,6,9,0,3,1,2,0,1,1,0
199,Sebastião Laranjeiras,0,0,0,0,1,0,2,0,0,0,0,0
200,Senhor do Bonfim,0,0,0,0,1,0,0,0,0,0,0,0
201,Serra do Ramalho,0,0,0,0,0,0,2,0,1,7,1,109
202,Serra Dourada,0,0,0,1,7,1,3,1,0,0,1,0
203,Serrinha,0,1,0,0,0,1,1,0,0,0,0,0
204,Serrolândia,0,0,0,3,5,0,0,0,1,0,2,0
205,Simões Filho,4,18,1,7,2,0,0,0,0,0,1,0
206,Sítio do Mato,0,0,1,0,0,0,0,0,0,0,0,0
207,Sobradinho,0,0,0,1,0,0,0,0,0,0,0,0
208,Tanhaçu,0,0,0,0,0,0,1,0,0,0,0,0
209,Tanque Novo,0,0,0,0,0,0,0,0,1,0,0,0
210,Tanquinho,6,2,3,1,0,0,0,0,0,0,0,0
211,Teixeira de Freitas,7,6,4,9,8,2,5,10,6,3,1,7
212,Teodoro Sampaio,0,1,0,0,0,0,0,0,0,0,0,0
213,Teolândia,0,1,1,0,0,0,0,0,0,0,0,0
214,Uibaí,0,0,1,1,0,0,0,0,0,0,0,0
215,Umburanas,0,0,0,0,0,0,1,0,0,0,13,61
216,Una,0,0,0,0,2,0,0,1,0,0,0,2
217,Urandi,0,0,2,0,1,0,0,0,0,0,0,0
218,Uruçuca,0,0,0,0,0,0,0,0,0,0,1,0
219,Utinga,0,0,0,0,0,0,1,2,0,0,0,0
220,Valença,0,0,1,2,0,0,0,1,0,0,0,0
221,Valente,0,0,0,1,0,0,0,1,1,0,1,1
222,Várzea da Roça,4,0,0,0,0,0,0,0,0,0,0,0
223,Várzea Nova,0,0,6,52,77,50,59,12,4,0,0,0
224,Vera Cruz,1,0,0,0,0,0,1,0,0,0,0,0
225,Vitória da Conquista,19,9,27,26,16,12,8,6,13,13,3,6
226,Wagner,0,0,0,0,1,1,0,0,0,0,0,1
227,Wanderley,0,0,0,0,0,0,0,1,0,0,0,0
228,Wenceslau Guimarães,0,0,0,0,0,0,0,0,0,0,0,1
229,Xique-Xique,0,1,4,11,18,24,0,0,0,0,0,0
