,Município,<1 Ano,1-4,5-9,10-14,15-19,20-34,35-49,50-64,65-79,80 e+
92,Miguel Calmon,0,1,0,0,0,2,2,1,0,0
93,Morpará,0,0,0,0,0,1,0,0,0,0
94,Mucuri,0,1,1,1,0,4,2,4,0,0
95,Nilo Peçanha,0,0,0,0,0,0,0,0,1,0
96,Nova Fátima,0,0,0,0,0,0,0,1,0,0
97,Nova Viçosa,0,0,0,0,2,1,1,0,0,0
98,Novo Horizonte,0,1,0,0,0,0,0,0,1,0
99,Oliveira dos Brejinhos,0,0,0,0,0,0,3,0,0,0
100,Paramirim,0,0,1,0,2,1,1,3,0,0
101,Paratinga,0,1,0,0,0,1,1,0,1,0
102,Paripiranga,0,0,0,0,1,3,0,0,0,0
103,Pau Brasil,0,0,0,0,1,1,0,0,0,0
104,Paulo Afonso,0,0,0,0,0,0,1,0,1,0
105,Pé de Serra,0,0,0,0,0,2,2,1,0,0
106,Pilão Arcado,0,0,0,0,0,3,1,1,0,0
107,Pindobaçu,0,0,0,0,0,0,1,0,0,0
108,Piripá,0,0,0,0,0,0,0,1,0,0
109,Pojuca,0,1,1,0,0,0,0,0,0,0
110,Porto Seguro,0,1,2,2,4,11,17,4,1,0
111,Prado,0,0,0,0,1,2,3,1,0,0
112,Presidente Dutra,0,0,0,0,2,0,0,0,0,0
113,Presidente Jânio Quadros,0,0,0,0,0,0,1,0,0,0
114,Remanso,0,0,0,0,0,0,0,1,0,0
115,Riachão do Jacuípe,0,0,0,1,2,1,1,0,0,0
116,Riacho de Santana,0,0,0,0,0,1,0,0,0,0
117,Ribeira do Pombal,3,1,11,8,13,45,41,28,14,3
118,Rio de Contas,1,0,0,1,0,0,0,1,0,0
119,Rio do Pires,0,0,0,0,0,1,0,0,0,0
120,Rio Real,0,0,1,1,0,0,2,0,0,0
121,Salvador,5,8,9,16,11,38,28,22,7,1
122,Santa Bárbara,0,0,1,0,0,0,0,0,0,0
123,Santa Cruz Cabrália,1,0,0,0,4,7,3,5,3,1
124,Santa Luzia,0,0,0,0,1,0,1,1,0,0
125,Santa Maria da Vitória,0,0,0,0,0,0,0,1,1,0
126,Santo Amaro,0,0,0,0,0,1,0,0,0,0
127,Santo Antônio de Jesus,1,1,0,0,0,0,0,0,0,0
128,São Desidério,0,1,0,1,0,4,1,1,1,0
129,São Félix do Coribe,0,0,1,0,0,2,3,1,0,0
130,São Francisco do Conde,0,3,3,2,8,16,11,2,2,0
131,São Gonçalo dos Campos,0,0,0,0,0,0,0,1,0,0
132,São José da Vitória,0,0,0,1,0,0,0,0,0,0
133,Seabra,0,0,0,0,0,0,0,1,0,0
134,Sebastião Laranjeiras,0,0,0,0,0,0,1,0,0,0
135,Senhor do Bonfim,0,0,0,0,0,0,0,1,0,0
136,Sento Sé,0,0,0,0,0,0,0,1,0,0
137,Serra Dourada,0,0,0,0,0,2,1,0,0,0
138,Serrolândia,0,0,1,0,1,1,0,0,0,0
139,Simões Filho,0,1,0,0,0,2,0,0,1,0
140,Sítio do Mato,0,0,0,0,0,0,1,0,0,0
141,Sítio do Quinto,0,0,0,0,0,0,0,1,0,0
142,Sobradinho,0,1,0,0,0,0,1,0,0,0
143,Tabocas do Brejo Velho,0,0,0,0,0,0,0,1,0,0
144,Tanhaçu,0,0,0,1,0,0,0,1,0,0
145,Tanquinho,0,0,0,0,0,1,0,0,0,0
146,Taperoá,0,0,0,0,1,0,1,1,1,0
147,Tapiramutá,0,1,0,0,0,1,0,2,0,0
148,Teixeira de Freitas,32,32,55,161,243,744,629,440,213,49
149,Tremedal,0,0,0,0,0,0,0,1,0,0
150,Tucano,1,3,0,0,0,0,0,0,0,0
151,Uauá,0,0,1,0,0,0,0,0,0,0
152,Umburanas,0,0,0,0,0,1,0,0,0,0
153,Una,0,0,0,0,0,1,0,0,0,0
154,Utinga,0,0,0,1,0,0,0,0,0,0
155,Valença,0,0,1,0,0,1,0,1,0,0
156,Valente,0,0,0,0,0,1,1,1,1,1
157,Várzea da Roça,0,0,0,1,0,0,0,1,0,0
158,Vera Cruz,0,0,1,0,0,1,1,0,0,0
159,Vitória da Conquista,2,2,2,1,0,6,3,0,0,0
160,Wenceslau Guimarães,1,0,0,0,0,0,0,0,0,0
161,Xique-Xique,1,0,0,0,0,0,0,0,0,0
