,Codigo,Municipio,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez
27,290230,Aratuípe,0,0,0,2,0,0,0,0,0,0,0,0
28,290240,Aurelino Leal,0,0,0,10,2,5,2,2,0,0,0,0
29,290250,Baianópolis,1,2,1,1,1,1,6,2,1,0,0,1
30,290260,Baixa Grande,2,2,25,26,150,108,20,14,4,1,0,0
31,290265,Banzaê,0,0,0,0,0,1,0,0,0,0,0,0
32,290270,Barra,2,2,4,3,6,8,3,2,5,1,4,1
33,290280,Barra da Estiva,0,0,0,8,4,7,6,2,3,5,2,0
34,290290,Barra do Choça,0,0,2,8,5,5,9,0,4,3,1,0
35,290300,Barra do Mendes,0,1,4,10,59,29,5,1,1,1,0,0
36,290310,Barra do Rocha,4,13,94,198,102,21,14,4,2,0,0,4
37,290320,Barreiras,55,109,111,77,153,146,108,29,30,12,17,41
38,290323,Barro Alto,2,0,21,46,34,23,1,0,0,0,0,0
39,290330,Barro Preto,0,0,2,28,10,15,0,1,0,0,0,0
40,290327,Barrocas,4,3,17,41,169,150,70,5,0,0,0,0
41,290340,Belmonte,4,0,0,2,3,0,1,0,0,0,0,1
42,290350,Belo Campo,0,3,2,5,5,1,5,0,1,1,0,1
43,290360,Biritinga,1,12,70,167,149,49,5,0,0,1,0,0
44,290370,Boa Nova,0,0,1,64,81,11,9,3,3,1,22,11
45,290380,Boa Vista do Tupim,0,0,47,40,26,3,0,1,0,1,0,0
46,290390,Bom Jesus da Lapa,1,2,11,18,72,68,56,25,20,0,0,1
47,290395,Bom Jesus da Serra,4,7,1,5,2,6,2,0,0,0,0,0
48,290400,Boninal,0,0,0,0,3,4,4,0,0,1,0,0
49,290405,Bonito,0,3,2,2,10,5,2,0,0,1,2,0
50,290410,Boquira,1,0,12,249,123,11,7,0,1,1,0,0
51,290420,Botuporã,7,8,32,5,8,1,4,4,1,0,0,0
52,290430,Brejões,0,2,13,50,72,79,17,6,7,2,1,5
53,290440,Brejolândia,0,0,0,0,0,23,18,2,0,0,0,0
54,290450,Brotas de Macaúbas,6,7,1,11,1,5,2,5,1,0,0,2
55,290460,Brumado,12,13,72,355,610,307,103,15,11,8,8,4
56,290470,Buerarema,2,6,5,9,12,7,3,0,0,0,1,1
57,290480,Caatiba,0,0,18,23,16,6,2,2,0,0,0,0
58,290485,Cabaceiras do Paraguaçu,0,0,0,12,50,34,6,0,0,0,0,0
59,290490,Cachoeira,1,1,7,30,58,27,2,1,1,0,0,1
60,290500,Caculé,19,54,130,56,17,3,0,3,1,0,0,1
61,290510,Caém,0,0,4,3,2,1,0,0,0,0,0,0
62,290515,Caetanos,1,0,7,29,33,12,5,0,1,0,0,0
63,290520,Caetité,1,8,50,134,125,61,42,9,4,0,0,0
64,290530,Cafarnaum,4,0,0,3,6,5,2,3,1,1,2,0
65,290540,Cairu,2,18,49,22,4,0,0,0,1,0,0,0
66,290550,Caldeirão Grande,2,2,2,3,17,8,0,1,1,0,0,0
67,290560,Camacan,4,6,14,37,48,27,13,3,0,1,0,1
68,290570,Camaçari,74,54,194,138,166,158,72,54,35,25,12,11
69,290580,Camamu,1,3,22,14,38,12,0,0,0,0,0,0
70,290590,Campo Alegre de Lourdes,0,1,0,1,0,0,0,0,1,0,0,0
71,290600,Campo Formoso,2,2,28,79,108,90,25,2,4,3,1,0
72,290610,Canápolis,1,1,0,6,18,21,5,3,0,0,0,0
73,290620,Canarana,2,7,5,72,46,49,10,2,0,1,4,0
74,290630,Canavieiras,0,28,47,30,7,1,5,1,0,0,0,0
75,290640,Candeal,0,4,0,5,6,2,0,0,0,0,0,0
76,290650,Candeias,6,46,90,62,154,134,62,9,15,11,13,2
77,290660,Candiba,0,1,0,2,5,5,5,0,1,0,0,0
78,290670,Cândido Sales,47,144,66,76,33,10,2,3,1,2,1,6
79,290680,Cansanção,0,3,8,34,61,18,13,3,1,3,0,0
80,290682,Canudos,0,0,0,0,0,0,0,0,0,1,0,0
81,290685,Capela do Alto Alegre,0,1,0,0,4,3,1,1,1,0,3,0
82,290687,Capim Grosso,20,52,92,45,78,53,1,1,0,0,0,1
83,290689,Caraíbas,0,11,4,7,3,7,6,5,0,0,0,1
84,290690,Caravelas,10,5,22,8,45,15,1,3,2,0,0,0
85,290700,Cardeal da Silva,0,0,1,0,0,0,4,2,5,1,0,0
86,290710,Carinhanha,1,1,2,25,34,23,13,1,2,6,0,2
87,290720,Casa Nova,0,0,6,57,97,97,35,3,1,1,5,0
88,290730,Castro Alves,1,15,3,4,10,5,2,0,0,1,2,0
89,290740,Catolândia,0,0,0,0,0,0,0,0,0,0,1,0
90,290750,Catu,14,8,16,43,80,86,44,12,3,1,3,1
91,290755,Caturama,0,0,1,7,3,1,0,0,0,1,7,7
92,290760,Central,2,0,0,2,23,44,9,3,1,0,1,4
93,290770,Chorrochó,0,0,0,0,2,8,5,0,0,0,0,0
94,290780,Cícero Dantas,4,4,4,6,3,24,5,10,12,1,0,0
95,290790,Cipó,0,0,0,4,29,11,5,1,2,0,0,0
96,290800,Coaraci,0,0,24,6,11,11,2,1,0,0,0,0
97,290810,Cocos,0,0,0,1,0,0,0,0,0,0,0,0
98,290820,Conceição da Feira,16,33,98,320,89,26,3,1,1,0,0,0
99,290830,Conceição do Almeida,2,3,3,20,58,74,37,14,0,0,0,0
100,290840,Conceição do Coité,0,0,40,221,221,55,138,2,6,2,1,1
101,290850,Conceição do Jacuípe,10,5,53,133,204,156,56,13,4,6,3,1
102,290860,Conde,0,1,1,3,13,12,5,1,1,1,0,0
103,290870,Condeúba,11,20,89,86,40,5,4,1,1,0,0,0
104,290880,Contendas do Sincorá,0,0,5,13,26,59,19,5,0,0,0,0
105,290890,Coração de Maria,2,6,20,108,115,62,24,8,3,1,1,0
106,290900,Cordeiros,0,0,1,0,3,0,0,0,0,0,0,0
107,290910,Coribe,1,25,73,39,17,9,6,2,0,0,0,3
108,290920,Coronel João Sá,2,1,3,0,2,3,3,16,6,16,21,15
109,290930,Correntina,9,32,46,133,58,30,4,3,0,4,1,2
110,290940,Cotegipe,0,0,0,1,11,12,33,12,5,1,1,0
111,290950,Cravolândia,0,4,1,4,26,26,4,0,0,0,0,0
112,290960,Crisópolis,4,0,0,0,1,6,0,1,0,0,0,0
113,290970,Cristópolis,0,1,1,4,2,1,3,0,0,0,0,0
114,290980,Cruz das Almas,4,11,24,86,336,198,44,14,10,1,2,2
115,290990,Curaçá,0,2,1,4,89,79,57,12,0,0,0,0
116,291000,Dário Meira,0,1,0,27,30,19,1,2,2,8,6,2
117,291005,Dias d'Ávila,2,10,10,21,35,29,12,2,2,9,10,4
118,291010,Dom Basílio,0,2,0,6,26,33,23,4,0,0,1,0
119,291020,Dom Macedo Costa,0,0,3,5,13,8,2,0,0,0,0,0
120,291030,Elísio Medrado,0,0,0,21,2,0,0,0,0,1,0,0
121,291040,Encruzilhada,5,9,32,64,28,17,2,5,1,1,1,1
122,291050,Entre Rios,4,26,57,20,33,42,11,10,1,2,0,0
123,290050,Érico Cardoso,5,3,2,0,31,23,9,4,0,0,0,0
124,291060,Esplanada,12,37,23,18,28,46,14,9,11,6,2,2
125,291070,Euclides da Cunha,0,2,2,14,78,198,90,12,4,1,0,0
126,291072,Eunápolis,14,35,98,115,186,272,45,11,10,12,9,13
127,291075,Fátima,0,0,1,25,43,60,38,8,2,4,3,0
128,291077,Feira da Mata,0,0,0,5,4,3,0,0,0,0,0,0
129,291080,Feira de Santana,317,384,547,0,0,0,595,184,101,93,83,65
130,291085,Filadélfia,0,4,8,11,19,23,4,0,0,1,1,0
131,291090,Firmino Alves,0,0,0,2,31,44,13,0,0,0,0,0
132,291100,Floresta Azul,0,1,3,0,3,3,0,0,0,0,0,0
133,291110,Formosa do Rio Preto,0,0,0,0,0,0,1,0,0,0,0,0
134,291120,Gandu,0,15,21,16,52,90,33,11,9,10,6,4
135,291125,Gavião,0,1,3,0,1,8,10,15,4,0,0,0
136,291130,Gentio do Ouro,1,9,1,0,2,0,0,0,0,0,0,0
137,291140,Glória,0,1,0,0,3,6,16,9,2,3,0,0
138,291150,Gongogi,0,1,5,1,9,1,0,0,1,0,0,0
139,291160,Governador Mangabeira,3,19,67,24,18,16,11,3,3,2,0,0
140,291165,Guajeru,2,0,8,5,2,1,1,0,0,0,0,0
141,291170,Guanambi,3,7,20,174,207,141,50,12,8,8,3,6
142,291180,Guaratinga,0,0,0,0,10,2,0,1,4,1,0,0
143,291185,Heliópolis,1,2,4,4,14,0,0,0,0,0,0,0
144,291190,Iaçu,0,1,3,6,83,90,61,20,6,9,17,5
145,291200,Ibiassucê,6,1,42,123,96,20,9,1,1,0,0,0
146,291210,Ibicaraí,0,2,13,38,46,21,9,1,1,0,1,1
147,291220,Ibicoara,0,0,0,0,8,3,0,1,0,0,0,0
148,291230,Ibicuí,0,2,9,1,59,36,47,4,2,2,2,1
149,291240,Ibipeba,0,0,12,40,55,8,0,0,1,0,0,0
150,291250,Ibipitanga,0,0,0,0,33,103,105,29,11,2,0,1
151,291260,Ibiquera,2,10,25,32,8,0,2,2,0,0,0,0
152,291270,Ibirapitanga,1,8,14,8,36,7,6,1,1,0,2,0
153,291280,Ibirapuã,0,0,4,7,10,2,13,3,3,0,3,0
154,291290,Ibirataia,54,126,63,24,22,5,3,0,4,5,2,3
155,291300,Ibitiara,3,1,2,5,30,16,3,2,1,1,0,0
156,291310,Ibititá,0,1,5,21,84,5,0,0,0,0,1,0
157,291320,Ibotirama,1,4,7,13,28,18,10,5,1,0,0,0
158,291330,Ichu,0,1,2,9,17,54,8,0,0,0,0,0
159,291340,Igaporã,0,0,1,0,0,3,1,0,0,1,0,0
160,291345,Igrapiúna,7,0,0,0,0,0,0,0,0,0,0,0
161,291350,Iguaí,6,7,67,107,132,28,12,0,0,0,0,0
162,291360,Ilhéus,49,105,116,77,61,53,37,25,18,16,10,12
163,291370,Inhambupe,22,17,21,31,64,59,37,14,6,8,3,0
164,291380,Ipecaetá,0,0,1,2,0,34,11,0,0,0,0,0
165,291390,Ipiaú,47,228,238,98,130,60,41,20,9,5,16,6
166,291400,Ipirá,0,1,4,7,13,4,14,1,0,1,2,1
167,291410,Ipupiara,0,0,3,5,15,12,19,10,4,0,2,1
168,291420,Irajuba,0,0,24,188,5,3,0,0,0,0,0,0
169,291430,Iramaia,0,0,1,52,50,18,6,0,0,0,0,0
170,291440,Iraquara,0,2,55,269,304,102,0,0,0,0,1,0
171,291450,Irará,6,41,286,204,44,10,3,1,0,2,0,0
172,291460,Irecê,4,11,44,125,278,137,49,7,22,3,11,2
173,291465,Itabela,1,2,0,2,5,1,1,0,0,0,1,1
174,291470,Itaberaba,7,50,100,83,473,985,852,244,108,52,19,19
175,291480,Itabuna,31,65,77,77,139,174,113,115,43,48,70,65
176,291490,Itacaré,14,121,92,92,15,5,0,0,0,1,1,5
177,291500,Itaeté,0,0,3,11,262,5,0,0,0,0,0,0
178,291510,Itagi,0,1,0,3,1,4,0,1,0,0,0,0
179,291520,Itagibá,8,18,59,50,22,24,10,2,10,3,1,1
180,291530,Itagimirim,0,0,0,0,22,30,1,1,0,1,0,0
181,291535,Itaguaçu da Bahia,0,0,0,0,0,0,27,15,1,0,0,0
182,291540,Itaju do Colônia,0,0,0,2,4,1,0,0,0,0,0,1
183,291550,Itajuípe,0,2,2,3,14,18,21,21,7,10,5,9
184,291560,Itamaraju,29,28,15,11,36,19,7,5,6,0,2,1
185,291570,Itamari,0,0,11,2,8,3,0,1,3,0,0,0
186,291580,Itambé,0,0,0,32,77,18,3,3,0,0,0,1
187,291590,Itanagra,0,0,0,0,2,1,0,0,0,0,0,0
188,291600,Itanhém,46,136,112,89,170,30,8,1,0,0,0,1
189,291610,Itaparica,3,5,12,17,19,10,5,3,0,1,0,1
190,291620,Itapé,0,0,0,3,3,5,0,1,0,0,0,0
191,291630,Itapebi,0,0,0,4,11,0,0,0,0,0,0,0
192,291640,Itapetinga,7,76,107,101,86,30,14,11,4,3,1,1
193,291650,Itapicuru,0,0,3,25,77,54,11,5,2,0,0,0
194,291660,Itapitanga,0,0,0,0,0,1,0,0,0,0,0,0
195,291670,Itaquara,0,0,1,63,65,19,6,0,0,1,1,0
196,291680,Itarantim,0,0,0,2,6,7,9,3,3,0,0,0
197,291685,Itatim,0,1,2,8,10,22,13,1,1,1,0,0
198,291690,Itiruçu,0,31,38,12,17,32,13,6,0,0,0,0
199,291700,Itiúba,4,2,1,8,7,19,17,1,0,1,0,0
200,291710,Itororó,0,0,3,9,28,17,9,2,0,0,0,2
201,291720,Ituaçu,0,0,0,3,27,48,28,6,0,0,0,0
202,291730,Ituberá,2,1,6,2,0,0,1,0,1,0,0,0
203,291733,Iuiú,0,0,0,1,0,0,0,0,0,0,2,0
204,291735,Jaborandi,1,0,5,30,135,142,22,0,1,0,0,3
205,291740,Jacaraci,134,148,184,90,22,12,1,0,2,0,0,1
206,291750,Jacobina,9,14,68,165,143,209,94,46,24,15,27,11
207,291760,Jaguaquara,3,279,0,246,363,121,53,2,9,5,20,50
208,291770,Jaguarari,4,18,51,107,50,18,16,2,0,0,0,0
209,291780,Jaguaripe,1,1,0,0,0,1,0,1,0,0,1,0
210,291790,Jandaíra,0,0,1,1,1,0,0,2,2,0,0,0
211,291800,Jequié,78,139,181,456,676,500,374,143,117,71,33,74
212,291810,Jeremoabo,0,1,0,14,13,23,19,8,7,0,2,1
213,291820,Jiquiriçá,4,0,1,0,1,2,3,1,2,0,0,0
214,291830,Jitaúna,0,0,2,5,4,2,0,0,0,0,0,0
215,291835,João Dourado,1,0,4,7,14,14,3,0,1,1,3,2
216,291840,Juazeiro,30,75,186,292,518,543,221,78,33,34,20,21
217,291850,Jussara,2,2,1,2,4,27,11,1,1,1,0,1
218,291855,Jussari,0,0,2,3,6,9,1,4,0,1,0,0
219,291860,Jussiape,0,0,0,0,17,32,14,2,1,0,0,0
220,291870,Lafaiete Coutinho,0,3,51,29,18,4,0,1,0,0,0,0
221,291875,Lagoa Real,0,0,1,10,52,42,32,6,5,1,0,0
222,291880,Laje,3,66,12,8,6,16,8,0,1,0,0,0
223,291890,Lajedão,0,0,2,1,0,1,0,0,0,0,0,0
224,291900,Lajedinho,0,0,0,5,4,0,0,0,0,0,0,0
225,291905,Lajedo do Tabocal,1,6,7,4,3,8,4,1,0,0,0,0
226,291910,Lamarão,0,2,6,63,130,22,1,1,0,0,0,0
227,291915,Lapão,4,3,17,37,65,22,110,7,4,0,0,2
228,291920,Lauro de Freitas,31,74,56,89,126,101,54,12,19,6,7,8
229,291930,Lençóis,0,4,16,97,29,11,1,2,0,0,1,0
230,291940,Licínio de Almeida,0,1,17,28,22,10,3,0,0,0,0,1
231,291950,Livramento de Nossa Senhora,6,13,20,73,141,105,62,18,1,7,1,0
232,291955,Luís Eduardo Magalhães,3,17,25,47,63,58,12,1,0,0,3,1
233,291960,Macajuba,2,4,69,51,12,6,3,1,2,0,1,0
234,291970,Macarani,0,0,1,96,47,6,0,1,0,0,0,0
235,291980,Macaúbas,1,0,7,3,84,91,49,13,8,1,1,3
236,291992,Madre de Deus,1,2,6,7,9,20,0,0,2,0,0,1
237,291995,Maetinga,0,0,0,1,4,1,1,0,0,0,0,0
238,292000,Maiquinique,1,2,10,35,39,6,0,0,0,0,0,0
239,292010,Mairi,1,1,5,9,9,5,7,0,0,1,1,0
240,292020,Malhada,0,0,1,7,5,3,0,0,0,0,0,0
241,292030,Malhada de Pedras,0,0,0,5,21,16,5,6,0,0,0,1
242,292040,Manoel Vitorino,2,4,1,3,5,5,2,4,9,149,100,53
243,292050,Maracás,12,7,46,23,51,46,23,5,3,5,4,14
244,292060,Maragogipe,0,0,0,44,114,54,28,2,3,2,2,3
245,292070,Maraú,0,38,17,27,23,29,8,2,0,0,0,0
246,292080,Marcionílio Souza,1,1,42,244,145,38,0,0,0,1,1,0
247,292090,Mascote,2,13,8,5,7,2,4,0,0,0,0,0
248,292100,Mata de São João,2,6,21,15,35,9,9,3,1,6,0,0
249,292110,Medeiros Neto,7,11,82,58,63,63,14,6,2,0,0,0
250,292120,Miguel Calmon,5,3,6,14,9,16,9,4,4,5,8,15
251,292130,Milagres,0,1,2,4,18,59,18,2,5,0,0,0
252,292140,Mirangaba,0,0,7,32,12,6,1,3,0,0,0,0
253,292145,Mirante,2,8,8,10,27,20,12,1,1,0,1,0
254,292150,Monte Santo,1,1,1,0,0,2,2,0,0,0,0,0
255,292160,Morpará,1,0,78,109,8,5,3,0,0,0,0,0
256,292170,Morro do Chapéu,4,9,25,96,71,54,12,3,0,1,1,1
257,292180,Mortugaba,0,0,0,0,4,5,3,1,0,0,1,0
258,292200,Mucuri,8,11,19,28,43,27,9,4,5,5,8,8
259,292205,Mulungu do Morro,0,0,4,17,31,48,7,2,0,0,3,2
260,292210,Mundo Novo,0,2,3,4,1,3,2,1,0,4,0,0
261,292220,Muniz Ferreira,0,0,0,0,0,3,1,1,0,0,0,0
262,292230,Muritiba,1,4,5,2,26,28,11,1,1,1,0,2
263,292240,Mutuípe,0,0,1,17,10,6,2,0,0,0,1,0
264,292250,Nazaré,0,0,1,8,2,2,0,0,1,0,0,0
265,292260,Nilo Peçanha,1,1,3,17,43,24,5,3,0,0,0,0
266,292265,Nordestina,0,1,0,6,9,4,2,0,0,2,0,0
267,292270,Nova Canaã,0,0,0,30,65,59,6,1,3,4,18,116
268,292273,Nova Fátima,49,102,47,10,1,6,2,1,1,1,3,1
269,292275,Nova Ibiá,0,0,9,37,51,7,3,0,0,0,0,0
270,292280,Nova Itarana,0,1,0,1,10,32,48,7,1,0,0,1
271,292285,Nova Redenção,0,2,5,115,67,31,7,0,0,0,0,0
272,292290,Nova Soure,1,1,0,12,41,42,15,7,4,4,0,0
273,292300,Nova Viçosa,15,41,17,23,12,5,3,4,36,0,1,0
274,292303,Novo Horizonte,12,1,0,0,0,0,0,0,0,0,0,0
275,292305,Novo Triunfo,1,0,1,0,0,2,3,1,1,0,0,0
276,292310,Olindina,0,0,2,2,17,20,4,3,0,0,0,0
277,292320,Oliveira dos Brejinhos,5,2,3,14,31,87,38,0,0,0,0,0
278,292330,Ouriçangas,1,0,6,28,78,28,7,2,0,0,1,0
279,292335,Ourolândia,0,1,11,21,68,75,20,8,2,2,1,0
280,292340,Palmas de Monte Alto,2,1,6,8,36,14,1,1,0,0,0,0
281,292350,Palmeiras,1,1,14,75,68,17,0,1,0,0,0,0
282,292360,Paramirim,3,5,18,19,32,11,4,1,4,2,2,1
283,292370,Paratinga,0,0,6,207,229,77,21,0,1,1,2,1
284,292380,Paripiranga,1,3,12,20,7,13,1,2,0,1,0,0
285,292390,Pau Brasil,1,2,3,0,0,0,0,0,0,0,0,0
286,292400,Paulo Afonso,1,0,2,46,129,579,711,279,51,8,2,1
287,292405,Pé de Serra,8,8,30,58,67,72,19,5,1,1,3,2
288,292410,Pedrão,0,0,0,14,33,0,0,0,0,1,0,0
289,292420,Pedro Alexandre,0,0,0,0,0,0,0,0,0,1,0,0
290,292430,Piatã,0,0,0,0,0,0,0,0,0,0,0,1
291,292440,Pilão Arcado,0,0,0,1,1,0,1,0,0,0,0,0
292,292450,Pindaí,0,5,0,0,0,1,0,0,0,0,0,0
293,292460,Pindobaçu,0,1,2,6,20,19,4,1,1,0,0,0
294,292465,Pintadas,0,0,1,2,2,2,3,0,0,0,0,0
295,292467,Piraí do Norte,4,2,0,4,2,0,0,0,0,0,0,0
296,292470,Piripá,1,1,9,95,101,40,12,5,1,1,3,0
297,292480,Piritiba,0,7,49,1,10,1,6,0,0,1,0,0
298,292490,Planaltino,1,0,2,1,2,0,0,0,0,0,0,0
299,292500,Planalto,0,0,4,45,48,20,2,0,0,0,0,0
300,292510,Poções,0,0,8,13,19,15,7,3,0,4,2,1
301,292520,Pojuca,0,2,20,14,58,179,49,16,22,12,17,19
302,292525,Ponto Novo,0,0,9,6,17,5,4,1,1,0,0,0
303,292530,Porto Seguro,19,70,63,87,109,103,91,35,11,5,9,1
304,292540,Potiraguá,0,0,0,0,2,1,1,0,0,0,0,0
305,292550,Prado,7,13,3,24,29,6,1,0,0,0,0,0
306,292560,Presidente Dutra,1,8,3,69,319,239,146,20,2,1,1,0
307,292570,Presidente Jânio Quadros,2,0,0,7,12,11,0,0,0,1,5,4
308,292575,Presidente Tancredo Neves,1,0,1,1,5,34,0,1,1,0,1,0
309,292580,Queimadas,0,0,2,11,3,0,0,0,0,0,0,0
310,292590,Quijingue,1,5,19,17,48,19,20,14,1,0,0,0
311,292593,Quixabeira,0,1,21,14,18,63,54,3,2,0,1,0
312,292595,Rafael Jambeiro,0,2,4,1,23,22,6,10,1,1,1,0
313,292600,Remanso,0,2,14,2,2,11,7,1,6,2,5,1
314,292610,Retirolândia,2,15,19,8,7,0,0,0,0,0,0,0
315,292620,Riachão das Neves,0,0,2,7,31,29,11,6,2,0,0,0
316,292630,Riachão do Jacuípe,3,8,24,36,39,32,16,16,0,11,3,2
317,292640,Riacho de Santana,9,4,7,9,14,4,26,9,4,7,1,0
318,292650,Ribeira do Amparo,0,1,0,0,0,0,0,0,0,0,0,0
319,292660,Ribeira do Pombal,2,2,4,24,144,178,50,11,2,2,1,1
320,292665,Ribeirão do Largo,0,0,4,34,31,6,0,1,0,0,0,0
321,292670,Rio de Contas,3,2,2,2,8,0,2,1,1,0,1,0
322,292680,Rio do Antônio,0,4,34,101,35,8,4,0,1,0,0,0
323,292690,Rio do Pires,0,0,0,0,1,0,6,23,13,24,26,36
324,292700,Rio Real,17,27,26,5,31,37,58,49,33,73,60,23
325,292710,Rodelas,1,0,0,0,0,0,2,0,2,0,1,2
326,292720,Ruy Barbosa,0,0,3,7,27,4,7,2,0,0,0,0
327,292730,Salinas da Margarida,0,0,1,1,0,0,0,0,1,1,0,0
328,292740,Salvador,0,0,0,0,0,0,646,261,226,152,100,111
329,292750,Santa Bárbara,0,0,9,37,8,14,6,1,0,0,0,0
330,292760,Santa Brígida,0,0,0,0,1,3,1,1,0,1,1,0
331,292770,Santa Cruz Cabrália,5,9,33,23,44,35,19,7,2,1,0,0
332,292790,Santa Inês,0,0,0,1,5,6,0,0,1,0,0,0
333,292805,Santa Luzia,0,0,8,17,25,9,0,1,0,2,0,0
334,292810,Santa Maria da Vitória,4,5,12,57,101,72,70,30,15,1,0,0
335,292840,Santa Rita de Cássia,0,1,0,30,121,126,23,5,0,0,0,0
336,292850,Santa Teresinha,1,0,4,4,32,16,33,12,2,3,0,0
337,292800,Santaluz,0,7,51,129,139,66,16,10,4,1,0,1
338,292820,Santana,2,1,1,1,10,7,2,0,0,0,0,0
339,292830,Santanópolis,0,1,9,41,17,16,3,4,1,2,0,0
340,292860,Santo Amaro,0,6,22,20,46,7,5,0,0,0,0,0
341,292870,Santo Antônio de Jesus,14,17,42,81,212,309,177,35,16,10,7,2
342,292880,Santo Estêvão,10,34,30,22,50,68,41,39,24,26,19,8
343,292890,São Desidério,5,2,6,4,10,25,31,16,5,5,5,3
344,292895,São Domingos,1,24,9,63,69,58,3,0,0,0,1,0
345,292910,São Felipe,0,0,1,1,0,2,0,0,0,0,0,0
346,292900,São Félix,5,5,17,18,25,8,11,24,0,0,0,0
347,292905,São Félix do Coribe,0,2,2,25,66,27,6,2,0,0,0,0
348,292920,São Francisco do Conde,2,5,9,11,4,6,1,1,1,2,0,1
349,292925,São Gabriel,4,5,8,11,27,41,9,2,0,0,1,1
350,292930,São Gonçalo dos Campos,4,9,6,16,64,43,13,2,1,3,2,1
351,292935,São José da Vitória,0,1,4,6,10,8,6,2,1,1,0,0
352,292937,São José do Jacuípe,1,0,2,11,79,38,3,0,0,0,0,0
353,292940,São Miguel das Matas,0,0,4,4,11,3,0,0,0,0,0,0
354,292950,São Sebastião do Passé,3,6,8,5,28,30,12,0,2,1,3,0
355,292960,Sapeaçu,1,2,11,1,0,0,0,1,0,0,0,0
356,292970,Sátiro Dias,5,2,4,11,2,3,0,0,0,0,0,0
357,292975,Saubara,0,0,0,6,0,1,0,0,0,0,0,0
358,292980,Saúde,0,0,0,2,3,2,1,0,0,0,0,0
359,292990,Seabra,0,2,40,253,669,286,39,1,0,0,0,1
360,293000,Sebastião Laranjeiras,0,13,53,72,45,26,7,1,3,1,1,1
361,293010,Senhor do Bonfim,33,58,60,144,120,96,47,24,11,9,8,3
362,293020,Sento Sé,0,0,0,0,3,4,0,1,0,1,0,1
363,293015,Serra do Ramalho,0,1,2,0,7,3,0,0,0,0,0,0
364,293030,Serra Dourada,0,0,0,1,0,6,7,3,3,2,0,0
365,293040,Serra Preta,0,1,25,73,4,1,1,0,0,0,0,0
366,293050,Serrinha,7,29,380,822,257,58,11,1,0,0,1,1
367,293060,Serrolândia,1,3,1,41,101,64,17,10,0,1,0,0
368,293070,Simões Filho,21,61,225,177,195,122,107,46,49,31,30,16
369,293075,Sítio do Mato,1,0,0,13,29,65,21,29,11,0,0,0
370,293076,Sítio do Quinto,7,1,6,1,8,1,0,1,0,0,0,0
371,293077,Sobradinho,1,0,0,158,376,70,11,3,1,7,0,1
372,293080,Souto Soares,26,25,64,79,67,27,8,1,0,0,0,0
373,293090,Tabocas do Brejo Velho,0,0,1,0,0,0,0,1,0,0,0,0
374,293100,Tanhaçu,0,3,35,139,121,86,29,13,3,0,0,0
375,293105,Tanque Novo,0,2,0,0,1,0,0,0,0,0,0,0
376,293110,Tanquinho,5,3,6,7,11,22,44,48,47,9,6,0
377,293120,Taperoá,4,0,8,6,30,15,13,3,4,4,2,0
378,293130,Tapiramutá,0,0,3,5,0,0,2,0,1,3,1,0
379,293135,Teixeira de Freitas,89,92,122,96,204,191,68,34,30,15,18,14
380,293140,Teodoro Sampaio,3,9,16,5,11,11,1,0,0,0,0,0
