,Município,Em Branco,Ignorado,Masculino,Feminino
0,Abaré,0,0,1,2
1,Acajutiba,0,0,0,2
2,Água Fria,0,0,2,0
3,Alagoinhas,0,0,2,1
4,Amargosa,0,0,6,12
5,América Dourada,0,0,1,5
6,Anagé,0,0,4,2
7,Andaraí,0,0,0,1
8,Andorinha,0,0,0,2
9,Angical,0,0,0,1
10,Anguera,0,0,2,1
11,Antônio Gonçalves,0,0,0,1
12,Apuarema,0,0,0,1
13,Aracatu,0,0,0,1
14,Araci,0,0,2,4
15,Aramari,0,0,0,1
16,Barra do Choça,0,0,1,0
17,Barreiras,0,0,7,3
18,Barro Preto,0,0,7,9
19,Belo Campo,0,0,0,1
20,Boa Nova,0,0,2,2
21,Bom Jesus da Lapa,0,0,4,6
22,Bom Jesus da Serra,0,0,0,1
23,Boquira,0,0,16,31
24,Brotas de Macaúbas,0,0,1,2
25,Brumado,0,0,15,16
26,Cabaceiras do Paraguaçu,0,0,1,2
27,Cachoeira,0,0,27,25
28,Caculé,0,0,1,0
29,Caetanos,0,0,1,0
30,Camacan,0,0,6,5
31,Camaçari,0,1,16,44
32,Camamu,0,0,0,1
33,Campo Formoso,0,0,9,9
34,Canavieiras,0,0,0,1
35,Candeias,0,0,0,7
36,Candiba,0,0,3,0
37,Cândido Sales,0,0,14,43
38,Cansanção,0,0,1,3
39,Capela do Alto Alegre,0,0,0,1
40,Capim Grosso,0,0,2,8
41,Caraíbas,0,0,2,2
42,Carinhanha,0,0,2,2
43,Casa Nova,0,0,23,37
44,Castro Alves,0,0,0,1
45,Catolândia,0,0,0,1
46,Catu,0,0,31,60
47,Caturama,0,0,1,3
48,Central,0,0,1,1
49,Coaraci,0,0,7,13
50,Conceição do Almeida,0,0,0,2
51,Conceição do Coité,0,0,1,0
52,Conceição do Jacuípe,0,0,10,21
53,Conde,0,0,0,3
54,Condeúba,0,0,14,30
55,Contendas do Sincorá,0,0,4,5
56,Coronel João Sá,0,0,2,2
57,Cotegipe,0,0,2,2
58,Cravolândia,0,0,0,1
59,Crisópolis,0,0,3,8
60,Cruz das Almas,0,0,44,69
61,Curaçá,0,0,8,17
62,Dário Meira,0,0,1,2
63,Dias d'Ávila,0,0,6,11
64,Encruzilhada,0,0,0,4
65,Entre Rios,0,0,1,0
66,Érico Cardoso,0,0,0,1
67,Esplanada,0,6,46,76
68,Euclides da Cunha,0,0,2,2
69,Eunápolis,0,0,1,6
70,Feira de Santana,0,0,37,90
71,Gavião,0,0,7,11
72,Glória,0,0,3,2
73,Gongogi,0,0,1,0
74,Governador Mangabeira,0,0,1,2
75,Guanambi,0,0,28,32
76,Iaçu,0,0,3,21
77,Ibipitanga,0,0,26,52
78,Ibitiara,0,0,3,2
79,Ibotirama,0,0,1,4
80,Iguaí,0,0,0,2
81,Ilhéus,0,0,4,1
82,Inhambupe,0,0,14,31
83,Ipiaú,0,0,1,10
84,Ipirá,0,0,0,1
85,Iraquara,0,0,0,1
86,Irecê,0,0,0,2
87,Itabela,0,0,0,1
88,Itaberaba,0,0,0,6
89,Itabuna,0,0,18,25
90,Itagi,0,0,1,0
91,Itajuípe,0,0,2,1
92,Itambé,0,0,1,4
93,Itanhém,0,0,5,14
94,Itaparica,0,0,1,3
95,Itapetinga,0,0,4,9
96,Itapicuru,0,0,2,3
97,Itatim,0,0,0,4
98,Itiúba,0,0,1,0
99,Itororó,0,0,0,2
100,Ituaçu,0,0,6,18
101,Jaborandi,0,0,5,15
102,Jacaraci,0,0,32,51
103,Jacobina,0,0,6,6
104,Jaguaquara,0,0,25,47
105,Jandaíra,0,0,1,5
106,Jequié,0,0,12,10
107,João Dourado,0,0,5,6
108,Juazeiro,0,0,17,34
109,Lafaiete Coutinho,0,0,0,1
110,Lauro de Freitas,0,0,9,12
111,Lençóis,0,0,4,1
112,Livramento de Nossa Senhora,0,0,10,11
113,Luís Eduardo Magalhães,0,0,1,0
114,Macajuba,0,0,0,1
115,Macaúbas,0,0,2,4
116,Maiquinique,0,0,5,4
117,Malhada,0,0,1,0
118,Malhada de Pedras,0,0,2,0
119,Manoel Vitorino,0,0,1,7
120,Maracás,0,0,4,5
121,Maragogipe,0,0,1,0
122,Marcionílio Souza,0,0,1,0
123,Mascote,0,0,5,5
124,Mata de São João,0,0,3,9
125,Medeiros Neto,0,0,5,24
126,Miguel Calmon,0,0,2,5
127,Morpará,0,0,1,0
128,Morro do Chapéu,0,0,2,8
129,Mucugê,0,0,1,0
130,Mulungu do Morro,0,0,0,1
131,Mundo Novo,0,0,0,1
132,Muritiba,0,0,7,16
133,Mutuípe,0,0,1,2
134,Nazaré,0,0,1,0
135,Nova Canaã,0,0,1,1
136,Nova Fátima,0,0,2,7
137,Novo Horizonte,0,0,0,1
138,Oliveira dos Brejinhos,0,0,0,1
139,Ouriçangas,0,0,0,4
140,Ourolândia,0,0,1,0
141,Paramirim,0,0,13,18
142,Paratinga,0,0,4,16
143,Pau Brasil,0,0,5,3
144,Paulo Afonso,0,0,12,28
145,Pé de Serra,0,0,10,9
146,Pedrão,0,0,18,27
147,Pindobaçu,0,0,1,1
148,Piripá,0,0,12,31
149,Planalto,0,0,0,1
150,Poções,0,0,1,2
151,Pojuca,0,0,8,5
152,Ponto Novo,0,0,0,1
153,Porto Seguro,0,0,9,25
154,Presidente Dutra,0,0,1,2
155,Presidente Jânio Quadros,0,0,2,5
156,Presidente Tancredo Neves,0,0,3,3
157,Quijingue,0,0,0,3
158,Rafael Jambeiro,0,0,1,1
159,Remanso,0,0,1,0
160,Riachão do Jacuípe,0,0,70,106
161,Riacho de Santana,0,0,0,1
162,Ribeira do Pombal,0,0,2,2
163,Rio do Pires,0,0,39,72
164,Rio Real,0,0,63,69
165,Salvador,0,2,534,910
166,Santa Bárbara,0,0,1,12
167,Santa Cruz Cabrália,0,0,3,8
168,Santa Luzia,0,0,1,1
169,Santa Teresinha,0,0,7,4
170,Santaluz,0,0,0,2
171,Santanópolis,0,0,0,1
172,Santo Amaro,0,0,0,1
173,Santo Antônio de Jesus,0,0,2,8
174,Santo Estêvão,0,0,5,3
175,São Desidério,0,0,43,52
176,São Domingos,0,0,0,1
177,São Félix,0,0,0,1
178,São Francisco do Conde,0,0,2,2
179,Saúde,0,0,0,1
180,Seabra,0,0,69,165
181,Sebastião Laranjeiras,0,0,0,2
182,Senhor do Bonfim,0,0,13,10
183,Serrolândia,0,0,11,5
184,Simões Filho,0,0,72,92
185,Sobradinho,0,0,1,3
186,Tanquinho,0,0,11,17
187,Taperoá,0,0,1,1
188,Teixeira de Freitas,0,0,22,34
189,Teodoro Sampaio,0,0,0,1
190,Teolândia,0,0,1,0
191,Tremedal,0,0,10,24
192,Tucano,0,0,5,21
193,Ubaíra,0,0,8,11
194,Ubatã,0,0,1,1
195,Uibaí,0,0,1,0
196,Una,0,0,1,1
197,Urandi,0,0,0,2
198,Utinga,0,0,0,1
199,Valença,0,0,11,25
200,Valente,0,0,1,9
201,Vera Cruz,0,0,18,52
202,Vitória da Conquista,0,0,392,645
203,Wagner,0,0,0,1
204,Wenceslau Guimarães,0,0,0,1
