,Município,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez
48,Cabaceiras do Paraguaçu,2,11,17,4,5,3,7,4,1,0,0,0
49,Cachoeira,2,5,5,5,6,0,2,0,0,0,0,0
50,Caculé,0,7,63,4,3,0,0,0,0,0,0,0
51,Caém,0,4,4,0,0,0,0,0,0,0,0,0
52,Caetanos,0,4,4,0,0,0,0,1,0,0,0,0
53,Caetité,0,0,13,8,5,0,0,0,0,0,0,0
54,Cafarnaum,1,0,2,1,4,0,1,0,0,0,0,0
55,Cairu,0,0,10,1,0,0,0,0,0,0,0,0
56,Caldeirão Grande,3,9,101,18,0,0,0,0,0,0,0,0
57,Camacan,4,145,180,47,4,2,0,0,2,0,0,0
58,Camaçari,13,15,11,5,3,2,0,0,2,1,2,1
59,Camamu,0,139,19,0,0,0,0,0,0,0,0,1
60,Campo Alegre de Lourdes,0,0,0,0,1,2,0,0,0,0,0,0
61,Campo Formoso,282,326,227,80,33,12,0,0,2,6,0,1
62,Canavieiras,3,5,21,14,8,3,1,1,0,0,0,0
63,Candeal,0,0,1,0,0,0,1,0,0,0,0,0
64,Candeias,9,29,48,12,8,4,2,10,6,10,2,0
65,Candiba,0,0,1,1,0,0,0,0,0,0,0,0
66,Cândido Sales,0,0,146,32,2,1,0,4,0,0,0,0
67,Cansanção,5,62,120,65,27,15,6,3,0,0,0,0
68,Canudos,1,58,103,8,0,0,1,0,0,0,0,0
69,Capela do Alto Alegre,0,1,8,1,0,1,0,1,0,0,0,0
70,Capim Grosso,0,39,57,0,5,1,0,0,0,0,0,0
71,Caraíbas,0,0,1,2,0,0,0,0,0,0,0,0
72,Caravelas,2,7,18,12,2,4,0,0,0,0,0,0
73,Cardeal da Silva,5,16,10,4,3,0,0,0,0,0,0,0
74,Carinhanha,1,20,92,24,0,0,0,0,0,1,0,0
75,Casa Nova,4,16,22,18,14,7,0,0,0,1,0,0
76,Castro Alves,34,214,181,36,3,0,0,1,0,0,0,0
77,Catolândia,0,0,0,3,0,0,0,0,0,0,0,0
78,Catu,1,2,1,2,0,1,0,0,0,0,0,0
79,Caturama,25,28,33,1,0,0,0,0,0,0,0,0
80,Central,0,2,0,0,0,0,0,0,0,0,0,0
81,Cícero Dantas,5,15,7,2,0,0,0,0,0,0,0,0
82,Coaraci,25,61,91,7,3,1,0,0,0,0,1,0
83,Conceição da Feira,0,8,1,0,2,0,0,0,0,0,0,0
84,Conceição do Almeida,3,2,2,4,0,0,0,0,0,0,0,0
85,Conceição do Coité,39,49,28,8,4,0,1,3,0,0,0,0
86,Conceição do Jacuípe,5,0,0,1,1,0,0,0,0,0,0,0
87,Conde,2,1,0,1,1,0,1,0,0,0,2,2
88,Condeúba,0,1,0,0,0,0,0,0,0,0,0,0
89,Coração de Maria,0,0,1,0,0,0,0,0,0,0,0,0
90,Cordeiros,3,0,3,0,0,0,0,0,0,0,0,0
91,Coronel João Sá,19,19,8,0,0,0,0,0,0,0,0,0
92,Cravolândia,0,14,11,9,0,0,0,0,0,0,0,0
93,Crisópolis,2,0,1,1,0,0,0,0,0,0,0,0
94,Cristópolis,2,7,32,10,0,0,0,0,0,0,0,0
95,Cruz das Almas,4,18,15,3,3,3,1,6,1,2,1,2
96,Curaçá,0,2,1,5,2,0,0,0,0,0,0,0
97,Dário Meira,2,37,54,3,1,1,0,0,0,0,0,0
98,Dias d'Ávila,3,0,1,2,3,0,0,0,1,0,1,4
99,Dom Macedo Costa,1,1,0,0,0,1,0,0,0,0,0,0
100,Encruzilhada,0,1,1,2,0,0,0,0,0,0,1,0
101,Entre Rios,1,2,3,1,3,0,0,0,0,0,0,0
102,Érico Cardoso,0,0,1,1,0,0,0,0,0,0,0,0
103,Esplanada,0,0,2,3,0,0,0,0,0,0,0,0
104,Euclides da Cunha,42,103,158,37,20,10,2,2,1,0,1,2
105,Eunápolis,6,50,111,83,24,8,3,0,0,0,5,48
106,Fátima,2,1,3,0,0,0,0,0,0,0,0,0
107,Feira de Santana,15,65,73,40,26,25,9,14,11,28,22,40
108,Filadélfia,3,4,3,0,0,0,0,0,0,0,0,0
109,Firmino Alves,20,101,106,28,2,0,0,1,0,0,0,0
110,Floresta Azul,0,22,22,42,18,9,1,1,1,0,0,0
111,Gandu,0,7,22,1,2,2,0,0,4,0,0,0
112,Gavião,0,0,1,0,0,0,0,0,0,0,0,0
113,Glória,0,6,11,5,4,1,0,0,0,0,0,0
114,Gongogi,0,3,3,0,0,0,0,0,0,0,0,0
115,Governador Mangabeira,4,5,0,0,0,0,0,0,1,0,0,0
116,Guajeru,0,1,0,0,0,0,0,0,0,0,2,5
117,Guanambi,73,458,549,38,2,0,0,1,0,0,0,0
118,Guaratinga,0,8,3,7,11,1,0,0,0,0,0,0
119,Heliópolis,0,5,1,1,0,0,0,0,0,1,0,0
120,Iaçu,0,28,24,11,1,1,0,0,0,0,0,0
121,Ibiassucê,0,4,6,0,0,0,0,0,0,0,0,0
122,Ibicaraí,3,18,17,22,10,1,2,0,0,0,0,1
123,Ibicuí,0,0,0,1,0,0,0,0,0,0,0,0
124,Ibipitanga,5,9,13,0,0,0,0,0,0,0,0,0
125,Ibiquera,0,2,4,1,0,0,0,0,0,0,0,0
126,Ibirapitanga,1,7,17,5,1,2,0,0,0,0,0,0
127,Ibirapuã,81,19,7,1,0,0,0,0,0,0,0,0
128,Ibirataia,1,1,7,2,3,6,0,0,0,0,0,0
129,Ibitiara,1,13,11,6,0,0,0,0,0,0,0,0
130,Ibotirama,0,0,1,1,0,0,0,0,0,0,0,0
131,Ichu,1,0,0,0,0,0,0,0,0,0,0,0
132,Igaporã,0,7,0,0,0,0,0,0,0,0,0,0
133,Igrapiúna,1,3,7,3,3,1,0,0,0,0,0,0
134,Iguaí,0,0,2,0,0,0,0,0,0,0,0,0
135,Ilhéus,227,584,1198,571,127,28,3,1,3,1,19,0
136,Inhambupe,14,25,8,0,0,0,0,0,0,0,0,0
137,Ipecaetá,0,0,0,1,0,0,0,0,0,0,0,0
138,Ipiaú,36,167,278,11,34,16,10,0,0,0,0,0
139,Ipirá,0,5,0,0,0,0,0,0,0,0,0,0
140,Irajuba,19,16,15,2,0,0,0,0,0,0,0,0
141,Iraquara,0,2,7,11,2,1,0,0,0,0,0,0
142,Irará,0,9,10,5,0,2,1,0,0,0,0,0
143,Irecê,3,5,3,5,0,0,0,0,0,0,0,0
144,Itabela,56,66,69,17,11,11,5,3,1,1,4,7
145,Itaberaba,19,1247,304,0,0,0,0,0,0,0,1,0
146,Itabuna,2001,6187,5600,2064,751,358,165,137,80,69,119,114
147,Itacaré,8,6,47,80,31,23,1,1,2,2,0,0
148,Itaeté,2,17,12,6,3,1,3,1,0,0,0,0
149,Itagi,0,1,2,0,0,0,0,0,0,0,0,0
150,Itagibá,18,28,94,18,8,6,3,0,0,0,0,0
151,Itagimirim,1,0,0,0,0,0,0,1,0,0,0,0
152,Itaguaçu da Bahia,0,1,0,0,0,0,0,0,0,0,0,0
153,Itaju do Colônia,0,3,1,1,0,0,0,0,0,0,0,1
154,Itajuípe,21,117,106,35,2,5,0,0,0,0,4,5
155,Itamaraju,7,36,42,11,5,2,2,0,0,0,0,0
156,Itamari,0,1,0,0,0,0,0,0,0,0,0,0
157,Itambé,2,0,37,17,10,2,1,1,0,1,0,0
158,Itanhém,2,18,75,40,3,0,0,0,0,0,0,0
159,Itaparica,0,1,6,19,19,59,30,13,14,6,0,8
160,Itapé,7,35,31,10,5,3,0,0,1,1,0,0
161,Itapebi,0,30,117,13,10,8,0,1,0,0,6,0
162,Itapetinga,0,70,96,36,15,9,1,0,0,0,0,0
163,Itapicuru,2,3,2,0,0,0,0,0,0,0,0,0
164,Itapitanga,2,6,27,23,3,0,0,0,0,0,0,0
165,Itaquara,1,8,23,3,0,0,0,0,0,0,0,0
166,Itarantim,1,11,0,0,0,0,0,0,0,0,0,0
167,Itatim,17,86,72,20,15,0,0,0,1,1,0,0
168,Itiruçu,0,3,3,4,4,0,0,0,0,0,0,0
169,Itiúba,0,6,5,1,2,0,0,0,2,0,2,0
170,Itororó,4,28,177,112,92,38,1,0,0,0,0,0
171,Ituaçu,15,46,66,20,1,0,0,0,0,0,1,1
172,Ituberá,5,40,26,16,21,3,0,0,0,0,0,0
173,Iuiú,13,25,15,1,0,0,0,0,0,0,0,0
174,Jacaraci,0,0,5,1,0,0,0,0,0,0,0,0
175,Jacobina,62,1009,511,38,5,2,4,2,1,3,3,0
176,Jaguaquara,0,2,3,8,1,0,0,0,0,0,0,0
177,Jaguarari,54,100,217,15,7,16,5,0,1,2,0,0
178,Jaguaripe,0,0,2,0,0,0,0,0,0,0,0,0
179,Jandaíra,11,2,7,2,0,0,0,0,0,1,0,0
180,Jequié,42,109,115,62,27,13,3,0,0,1,8,6
181,Jeremoabo,0,1,0,0,1,0,0,0,0,0,0,0
182,Jiquiriçá,0,0,0,1,0,0,0,0,0,0,1,0
183,Jitaúna,0,1,2,0,0,0,0,1,0,0,0,0
184,João Dourado,0,0,1,0,0,0,0,0,0,0,0,0
185,Juazeiro,12,57,137,68,13,4,1,1,0,0,0,1
186,Jussara,1,0,0,0,0,1,0,0,0,0,0,0
187,Jussari,0,10,1,0,1,1,0,0,0,0,0,1
188,Jussiape,0,0,0,15,1,0,0,0,0,0,0,0
189,Lafaiete Coutinho,0,0,3,3,0,0,0,0,0,0,0,0
190,Laje,2,1,1,1,1,1,0,0,0,0,0,0
191,Lajedão,0,0,1,2,0,0,0,0,0,0,0,0
192,Lajedinho,0,1,0,1,0,0,0,0,0,0,0,0
193,Lajedo do Tabocal,0,0,1,0,0,0,0,0,0,0,0,0
194,Lamarão,2,0,0,0,0,0,0,0,0,0,0,0
195,Lapão,0,1,1,1,4,0,0,0,1,0,0,0
196,Lauro de Freitas,15,15,9,9,2,3,4,0,1,1,0,2
197,Lençóis,0,2,0,1,6,5,1,0,0,0,0,0
198,Livramento de Nossa Senhora,0,1,1,1,0,0,0,0,0,0,0,0
199,Luís Eduardo Magalhães,17,30,57,43,20,15,7,2,1,0,0,0
200,Macajuba,0,0,5,0,2,0,0,0,0,0,0,0
201,Macarani,0,0,3,1,1,0,0,0,0,0,0,0
202,Macaúbas,4,21,126,27,1,1,1,0,9,1,1,0
203,Macururé,0,8,35,53,2,6,0,0,0,0,0,0
204,Madre de Deus,0,2,1,0,0,0,0,0,0,0,0,1
205,Maiquinique,26,80,62,7,0,2,1,2,0,0,0,0
206,Mairi,206,438,136,11,0,0,0,0,0,1,3,0
207,Malhada,0,0,11,0,0,0,0,0,0,0,0,0
208,Malhada de Pedras,0,1,3,1,0,0,0,0,0,0,0,0
209,Manoel Vitorino,41,29,76,45,15,2,0,0,0,1,0,0
210,Maracás,5,7,4,2,0,1,0,0,0,0,0,0
211,Maragogipe,13,55,69,16,0,0,0,1,0,0,0,0
212,Maraú,1,16,9,0,0,0,0,0,0,0,1,0
213,Marcionílio Souza,0,22,0,0,0,0,0,0,0,0,0,0
214,Mascote,14,182,47,16,7,9,1,1,0,0,0,1
215,Mata de São João,2,2,4,1,1,0,1,0,0,1,0,0
216,Matina,4,215,204,29,4,0,0,1,0,0,0,0
217,Medeiros Neto,0,0,0,0,6,1,2,0,0,0,0,0
218,Miguel Calmon,1,0,4,2,1,0,0,0,0,0,0,0
219,Milagres,6,6,4,0,0,0,0,0,0,0,0,0
220,Mirangaba,0,4,61,53,9,1,1,0,0,0,0,0
221,Monte Santo,16,14,22,33,8,0,0,0,0,0,0,0
222,Morro do Chapéu,1,1,5,7,4,0,1,0,0,0,1,0
223,Mortugaba,2,9,1,1,0,0,0,0,0,0,0,0
224,Mucugê,0,0,4,2,0,0,0,0,0,0,0,0
225,Mucuri,3,6,52,34,13,1,0,0,0,0,0,1
226,Mundo Novo,1,10,63,16,4,0,0,0,0,0,0,0
227,Muniz Ferreira,0,1,1,1,1,0,0,1,0,0,0,0
228,Muritiba,8,7,0,2,1,2,2,1,0,0,0,1
229,Mutuípe,2,2,1,4,1,0,0,0,0,0,0,0
230,Nazaré,2,3,3,2,0,0,0,0,0,0,0,0
231,Nilo Peçanha,0,1,7,8,3,1,0,0,0,0,0,0
232,Nordestina,0,7,1,2,1,1,0,0,0,0,0,0
233,Nova Canaã,0,2,3,0,0,0,0,0,0,0,0,0
234,Nova Ibiá,0,0,2,0,0,0,0,0,0,1,0,0
235,Nova Itarana,5,12,76,41,18,1,1,0,0,0,0,0
236,Nova Redenção,1,23,23,3,0,0,0,0,0,0,0,0
237,Nova Viçosa,11,44,21,2,2,0,0,0,1,2,0,1
238,Novo Horizonte,7,22,9,15,0,7,0,0,0,0,0,0
239,Novo Triunfo,3,4,4,0,0,0,0,0,0,0,0,0
240,Olindina,0,0,1,0,2,0,0,0,0,0,0,0
241,Oliveira dos Brejinhos,0,0,1,3,0,0,0,0,0,0,0,0
242,Ourolândia,49,98,158,72,28,16,7,3,1,0,0,0
243,Palmas de Monte Alto,1,12,4,0,0,0,0,0,0,0,0,0
244,Palmeiras,0,2,27,26,1,1,0,0,0,0,0,0
245,Paramirim,10,24,16,8,1,0,0,0,0,0,0,0
246,Paratinga,0,0,3,5,7,2,0,2,1,0,0,0
247,Paripiranga,1,6,5,4,1,0,0,1,0,0,0,0
248,Pau Brasil,1,120,172,2,0,0,0,0,0,0,0,0
249,Paulo Afonso,8,51,162,41,26,13,2,3,0,0,0,0
250,Pé de Serra,2,3,7,6,2,1,0,0,0,0,1,0
251,Piatã,0,0,0,2,0,0,0,0,0,0,0,0
252,Pilão Arcado,0,0,0,1,2,0,0,0,0,0,0,0
253,Pindaí,23,32,1,0,0,0,0,0,0,0,0,0
254,Pindobaçu,1,9,36,10,5,1,1,1,0,0,0,0
255,Pintadas,2,7,9,13,1,3,1,1,0,0,0,0
256,Piraí do Norte,0,0,0,0,0,1,0,0,0,0,0,0
257,Piripá,0,4,31,39,9,0,0,0,0,0,0,0
258,Piritiba,7,311,161,24,9,0,0,0,0,0,0,0
259,Planaltino,4,3,3,0,0,0,0,0,0,0,0,0
260,Poções,0,2,12,2,0,0,0,0,0,0,0,0
261,Pojuca,0,2,17,5,1,1,1,0,0,0,0,0
262,Ponto Novo,18,57,45,11,6,3,0,0,0,0,0,0
263,Porto Seguro,17,68,141,57,18,17,14,21,12,106,114,43
264,Potiraguá,0,0,90,15,2,0,1,0,0,0,0,0
265,Prado,0,3,31,19,0,1,0,0,0,0,0,0
266,Presidente Dutra,1,23,37,18,13,0,1,0,0,0,0,0
267,Presidente Jânio Quadros,0,0,0,1,0,1,0,0,0,0,0,0
268,Presidente Tancredo Neves,32,95,358,277,58,7,3,1,0,0,0,0
269,Queimadas,0,1,22,35,1,0,0,0,0,0,0,0
270,Quijingue,1,67,91,17,6,0,0,0,0,0,0,0
271,Quixabeira,1,3,4,0,1,0,0,0,0,0,0,0
272,Rafael Jambeiro,0,4,4,8,4,0,0,1,1,0,1,0
273,Remanso,2,14,79,145,91,18,7,1,3,1,1,0
274,Retirolândia,19,117,117,17,4,0,0,0,0,0,0,0
275,Riachão do Jacuípe,17,36,12,7,2,0,2,0,0,0,1,14
276,Riacho de Santana,0,0,6,14,5,8,1,0,0,0,0,0
277,Ribeira do Amparo,0,12,21,6,6,1,0,0,0,0,0,0
278,Ribeira do Pombal,15,42,80,2,4,5,3,2,1,0,0,1
279,Ribeirão do Largo,0,0,4,0,0,0,0,0,0,0,0,0
280,Rio do Pires,14,4,22,3,0,0,0,0,0,0,0,0
281,Rio Real,7,3,8,3,6,1,7,3,0,1,0,0
282,Rodelas,0,2,0,0,0,0,0,0,0,0,0,0
283,Ruy Barbosa,10,14,33,11,1,0,0,0,1,0,0,0
284,Salinas da Margarida,0,1,1,0,0,0,0,0,0,0,0,0
285,Salvador,27,115,158,120,91,50,47,73,36,91,65,56
286,Santa Bárbara,0,3,2,1,2,1,1,0,1,0,0,0
287,Santa Cruz Cabrália,11,11,16,2,0,1,2,0,2,2,0,0
288,Santa Cruz da Vitória,0,1,1,3,0,0,0,0,0,0,1,1
289,Santa Inês,53,239,126,37,18,0,0,0,0,0,0,0
290,Santa Luzia,3,7,12,33,23,4,26,48,31,8,10,3
291,Santa Maria da Vitória,1,0,0,0,0,0,0,0,0,0,0,0
292,Santa Rita de Cássia,1,0,3,0,0,0,0,1,0,0,0,0
293,Santa Teresinha,0,0,11,1,1,0,0,0,0,0,0,0
294,Santaluz,33,98,84,20,7,0,0,0,0,0,0,0
295,Santo Amaro,0,1,3,0,0,0,0,0,0,0,0,0
296,Santo Antônio de Jesus,29,163,137,40,17,21,10,5,12,8,4,4
297,Santo Estêvão,0,0,0,0,0,1,0,0,0,0,0,0
298,São Desidério,0,2,1,1,2,0,0,0,0,0,0,0
299,São Domingos,2,4,25,20,12,0,0,1,0,2,0,0
300,São Felipe,1,3,7,9,2,0,1,0,0,0,0,0
301,São Félix,0,1,0,1,1,0,1,0,0,0,0,0
302,São Francisco do Conde,0,13,62,34,29,16,22,7,2,0,5,0
303,São Gabriel,1,0,1,0,0,0,0,0,0,0,0,0
304,São Gonçalo dos Campos,3,4,5,1,0,0,0,0,0,1,0,0
305,São José da Vitória,1,11,14,24,3,0,1,1,0,3,2,2
306,São José do Jacuípe,1,1,3,0,4,0,0,0,0,0,0,0
307,São Miguel das Matas,1,6,1,0,0,1,2,0,0,0,0,0
308,São Sebastião do Passé,11,13,12,18,5,0,1,0,0,1,0,1
309,Sapeaçu,0,0,2,4,2,1,0,1,4,4,1,0
310,Sátiro Dias,0,0,5,1,0,0,0,0,0,0,0,0
311,Saúde,0,1,3,0,0,0,0,0,0,0,0,0
312,Seabra,14,69,318,182,39,4,2,0,0,0,2,0
313,Sebastião Laranjeiras,0,38,123,8,2,0,0,0,0,0,0,0
314,Senhor do Bonfim,674,547,391,119,45,16,13,0,1,1,1,0
315,Sento Sé,0,3,5,6,0,0,0,0,0,0,0,0
316,Serra do Ramalho,99,62,29,2,4,0,0,0,0,0,0,0
317,Serrinha,27,39,49,29,22,8,5,0,1,0,1,1
318,Serrolândia,0,0,21,38,10,1,3,3,0,2,0,0
319,Simões Filho,141,123,110,37,28,27,27,12,10,26,6,10
320,Sobradinho,0,0,1,1,0,0,0,0,0,0,0,0
321,Souto Soares,0,0,0,1,0,0,0,0,0,0,0,0
322,Tanhaçu,0,0,0,0,1,0,0,0,0,0,0,0
323,Tanque Novo,0,30,23,24,8,2,0,0,0,0,0,0
324,Tanquinho,0,2,1,0,0,0,0,0,0,0,0,0
325,Taperoá,0,1,10,0,3,1,0,0,0,0,0,0
326,Tapiramutá,1,0,0,0,0,0,0,0,0,0,0,0
327,Teixeira de Freitas,23,177,524,208,88,18,14,7,4,1,8,9
328,Teodoro Sampaio,0,0,0,0,2,0,0,0,0,0,0,0
329,Teofilândia,1,4,17,1,0,0,0,0,0,0,0,0
330,Teolândia,3,21,107,12,3,1,0,2,0,0,0,0
331,Terra Nova,2,9,4,1,1,1,0,0,0,0,0,1
332,Tremedal,0,1,1,1,1,0,0,0,0,0,0,0
333,Tucano,0,18,15,6,5,1,10,3,0,0,0,0
334,Uauá,6,0,39,13,6,1,2,0,0,0,0,0
335,Ubaíra,1,0,18,4,2,1,0,0,0,1,0,0
336,Ubaitaba,2,3,5,0,0,0,0,0,0,0,0,0
337,Ubatã,0,8,20,7,6,6,0,1,2,0,0,0
338,Uibaí,160,104,217,72,28,7,4,0,1,0,1,0
339,Umburanas,1,5,37,24,5,0,0,0,0,0,0,0
340,Una,2,19,47,19,13,10,0,0,1,0,0,2
341,Urandi,0,2,54,1,0,1,0,0,0,0,0,0
342,Uruçuca,0,7,1,1,1,2,0,0,0,0,0,3
343,Utinga,2,4,8,0,0,0,0,0,0,2,0,0
344,Valença,52,144,242,92,13,0,1,1,0,0,0,0
345,Valente,116,333,255,89,41,9,12,4,0,3,0,0
346,Várzea da Roça,2,9,10,1,0,0,0,0,0,0,0,0
347,Várzea do Poço,0,0,1,0,1,0,0,0,0,0,0,0
348,Várzea Nova,26,27,41,1,3,0,0,0,0,1,0,0
349,Varzedo,1,2,4,3,1,0,1,3,0,0,0,0
350,Vera Cruz,0,2,5,5,35,29,46,24,4,4,11,3
351,Vitória da Conquista,29,64,89,65,7,0,0,0,0,0,1,0
352,Wagner,0,1,0,0,0,0,0,0,0,0,0,0
353,Wanderley,2,5,5,0,0,0,0,0,0,0,0,0
354,Wenceslau Guimarães,0,0,27,6,4,0,0,0,0,0,0,0
355,Xique-Xique,0,0,1,0,0,0,0,0,0,0,0,0
