,Município,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez
0,Acajutiba,0,0,0,0,0,0,0,0,0,0,3,0
1,Adustina,0,0,1,0,1,0,0,0,0,1,0,0
2,Água Fria,0,0,0,0,0,0,0,0,1,0,0,0
3,Alagoinhas,1,0,0,0,1,1,10,7,10,13,1,0
4,América Dourada,0,1,0,7,4,1,0,0,0,0,0,0
5,Andorinha,0,0,0,1,3,2,1,0,0,0,0,0
6,Anguera,0,0,1,0,1,1,0,1,0,0,0,0
7,Antônio Cardoso,0,0,0,2,0,0,0,0,0,0,0,0
8,Apuarema,0,0,0,0,0,0,1,0,0,0,0,0
9,Aracatu,0,0,0,0,0,0,0,0,0,0,1,0
10,Araci,0,0,0,1,0,0,0,0,0,0,0,0
11,Barra,0,0,2,0,0,0,0,1,0,0,0,0
12,Barra do Choça,0,1,0,0,0,0,0,0,0,0,0,0
13,Barra do Mendes,0,0,0,0,3,0,0,0,0,0,0,0
14,Barra do Rocha,1,0,0,0,0,0,0,0,0,0,0,0
15,Barreiras,7,14,8,7,5,5,1,1,0,2,0,0
16,Barrocas,0,0,0,1,0,0,0,0,0,0,0,0
17,Belmonte,0,0,0,0,0,3,0,0,0,1,0,0
18,Belo Campo,0,0,0,0,0,0,0,0,0,3,0,0
19,Boa Nova,0,0,0,0,0,0,1,0,0,0,0,0
20,Bom Jesus da Lapa,0,0,1,0,0,0,0,0,0,0,0,0
21,Boninal,0,0,0,1,1,0,0,0,0,0,0,0
22,Bonito,0,0,0,0,0,1,0,0,0,0,0,0
23,Boquira,1,6,1,1,0,0,0,0,0,0,0,0
24,Botuporã,0,0,0,0,0,0,0,1,0,0,0,0
25,Brotas de Macaúbas,0,0,0,1,1,2,0,0,7,1,2,0
26,Brumado,0,1,2,1,1,4,1,0,0,2,1,7
27,Buritirama,0,0,0,0,1,0,0,0,0,0,0,0
28,Caatiba,0,0,0,0,0,0,0,1,0,0,0,0
29,Cachoeira,0,0,0,0,1,0,0,0,0,0,0,0
30,Caém,0,0,0,1,2,0,0,0,0,0,0,0
31,Caetité,0,0,1,0,0,0,0,0,0,0,0,0
32,Cairu,0,0,0,0,1,0,0,0,0,0,0,0
33,Camacan,0,0,0,0,1,0,0,0,0,0,0,0
34,Camaçari,1,0,0,12,21,34,30,14,23,8,4,1
35,Campo Alegre de Lourdes,0,0,0,0,1,0,0,0,0,0,0,0
36,Campo Formoso,0,0,0,0,0,2,1,0,0,0,0,0
37,Candeal,0,0,0,0,0,0,1,0,0,0,0,0
38,Candeias,0,2,2,0,5,0,1,1,1,0,0,0
39,Cândido Sales,0,0,0,0,2,0,0,0,0,2,0,1
40,Cansanção,0,0,0,2,0,0,0,0,0,0,1,1
41,Capela do Alto Alegre,0,0,1,1,0,1,1,0,0,0,0,0
42,Capim Grosso,0,1,1,3,3,0,2,1,0,0,1,2
43,Caravelas,1,0,0,0,0,0,0,0,0,0,0,0
44,Casa Nova,0,2,0,0,1,0,0,0,0,0,0,0
45,Catu,0,0,1,1,0,0,7,1,4,1,0,0
46,Chorrochó,0,0,0,0,0,0,1,0,0,0,0,0
47,Cipó,0,0,0,0,1,0,0,0,0,0,0,0
48,Conceição do Almeida,0,0,0,0,0,0,0,0,0,0,0,1
49,Conceição do Jacuípe,0,0,1,2,2,1,1,2,1,0,0,0
50,Conde,0,0,0,0,0,3,4,3,1,6,6,1
51,Contendas do Sincorá,0,0,0,0,0,0,1,0,0,0,0,0
52,Cotegipe,0,0,3,1,7,2,2,0,0,0,0,0
53,Crisópolis,0,0,0,0,0,0,0,0,2,0,0,0
54,Cruz das Almas,0,0,1,0,0,2,0,0,0,0,0,0
55,Dias d'Ávila,0,0,0,0,0,4,4,4,2,0,2,0
56,Dom Basílio,0,0,0,2,0,0,1,0,0,0,0,0
57,Entre Rios,0,0,0,0,0,15,3,0,0,0,0,0
58,Érico Cardoso,0,0,1,1,1,3,0,0,0,0,0,0
59,Esplanada,0,0,1,2,5,28,70,59,31,32,13,11
60,Euclides da Cunha,0,0,1,3,1,1,5,2,0,0,0,0
61,Eunápolis,0,0,0,1,0,3,1,0,0,1,3,2
62,Feira de Santana,7,7,2,1,4,4,3,4,4,3,5,3
63,Filadélfia,0,0,0,0,3,8,0,0,0,0,1,0
64,Formosa do Rio Preto,0,1,0,0,0,0,0,0,0,0,0,0
65,Gavião,0,0,0,0,5,12,3,0,0,0,0,0
66,Governador Mangabeira,1,0,0,0,0,0,0,1,0,0,0,0
67,Guajeru,0,1,0,0,1,0,0,0,0,0,0,0
68,Guanambi,1,2,1,0,0,1,0,0,0,0,0,0
69,Heliópolis,0,1,0,0,0,0,0,0,0,0,0,0
70,Iaçu,0,0,0,1,0,2,0,0,0,1,0,0
71,Ibicoara,0,0,1,1,3,1,1,0,0,0,0,0
72,Ibipitanga,2,2,0,0,15,8,5,2,0,0,0,0
73,Ibirataia,0,0,0,0,0,0,0,0,0,0,0,1
74,Ibititá,0,0,0,0,1,0,0,0,0,0,0,0
75,Ibotirama,0,0,1,0,0,0,0,1,0,0,0,0
76,Ilhéus,1,0,0,2,2,2,1,1,1,1,0,0
77,Inhambupe,1,1,0,0,4,2,1,9,2,3,0,0
78,Ipecaetá,0,0,0,1,0,0,0,0,0,0,0,0
79,Irará,0,1,0,0,0,0,0,0,0,0,0,0
80,Irecê,0,0,2,0,0,0,0,0,0,0,0,0
81,Itabela,0,0,0,1,1,1,1,0,0,0,0,0
82,Itaberaba,0,0,0,0,12,9,0,0,0,0,0,0
83,Itabuna,3,2,1,3,5,2,0,0,1,0,0,1
84,Itagi,0,0,0,0,0,0,0,0,1,0,0,0
85,Itajuípe,0,0,0,2,0,0,0,0,0,0,1,0
86,Itamaraju,0,0,0,0,0,1,0,0,0,0,0,0
87,Itanagra,0,0,0,0,0,0,1,0,0,0,0,0
88,Itaparica,0,0,0,0,0,3,2,0,0,0,0,0
89,Itapetinga,0,0,0,0,0,0,0,0,0,0,0,1
90,Itapicuru,0,0,0,0,0,2,0,0,0,0,0,0
91,Itatim,0,0,0,0,0,0,1,0,0,0,0,0
92,Ituberá,0,0,1,0,0,1,0,0,0,0,0,0
93,Jaborandi,0,2,0,0,0,0,0,0,0,0,0,0
94,Jacaraci,0,0,0,0,1,1,0,0,0,0,0,0
95,Jacobina,2,0,2,1,4,0,1,2,0,0,1,4
96,Jaguaquara,0,1,0,1,2,0,2,0,5,0,0,0
97,Jaguarari,0,0,0,0,0,1,0,0,0,0,0,0
98,Jandaíra,0,0,0,0,0,1,0,1,0,0,1,0
99,Jequié,0,2,2,0,7,5,1,2,0,1,3,0
100,Juazeiro,0,0,0,0,0,6,2,8,5,4,3,4
101,Jussiape,0,0,0,0,0,0,2,0,0,0,0,0
