,Município,Em Branco,Ignorado,Masculino,Feminino
0,Abaré,0,0,2,4
1,Água Fria,0,0,1,3
2,Aiquara,0,0,14,37
3,Alagoinhas,0,0,25,59
4,Alcobaça,0,0,10,31
5,Almadina,0,0,5,15
6,Amargosa,0,0,13,21
7,América Dourada,0,0,30,88
8,Andaraí,0,0,0,6
9,Andorinha,0,0,2,3
10,Angical,0,0,0,1
11,Anguera,0,0,4,8
12,Antas,0,0,17,41
13,Antônio Cardoso,0,0,1,2
14,Antônio Gonçalves,0,0,37,56
15,Aporá,0,0,3,6
16,Apuarema,0,0,1,4
17,Aracatu,0,0,0,3
18,Araci,0,0,0,2
19,Arataca,0,0,8,33
20,Aratuípe,0,0,0,1
21,Aurelino Leal,0,0,1,2
22,Baixa Grande,0,0,3,10
23,Banzaê,0,0,4,0
24,Barra,0,0,6,12
25,Barra da Estiva,0,0,3,9
26,Barra do Choça,0,0,7,21
27,Barra do Mendes,0,0,0,2
28,Barra do Rocha,0,0,14,36
29,Barreiras,0,0,31,87
30,Barro Preto,0,0,41,69
31,Barrocas,0,0,16,27
32,Belmonte,0,0,17,23
33,Belo Campo,0,0,4,4
34,Boa Nova,0,0,10,18
35,Boa Vista do Tupim,0,0,102,184
36,Bom Jesus da Lapa,0,0,7,10
37,Bom Jesus da Serra,0,0,0,1
38,Boninal,0,0,2,3
39,Bonito,0,0,2,5
40,Boquira,0,0,23,23
41,Botuporã,0,0,32,85
42,Brejões,0,0,18,23
43,Brotas de Macaúbas,0,0,11,24
44,Brumado,0,0,216,524
45,Buerarema,0,0,126,234
46,Buritirama,0,0,2,3
47,Caatiba,0,0,2,15
48,Cabaceiras do Paraguaçu,0,0,12,42
49,Cachoeira,0,0,9,16
50,Caculé,0,0,19,58
51,Caém,0,0,2,6
52,Caetanos,0,0,4,5
53,Caetité,0,0,2,24
54,Cafarnaum,0,0,3,6
55,Cairu,0,0,3,8
56,Caldeirão Grande,0,0,56,75
57,Camacan,0,0,119,265
58,Camaçari,0,0,17,38
59,Camamu,0,0,56,103
60,Campo Alegre de Lourdes,0,0,2,1
61,Campo Formoso,0,0,361,608
62,Canavieiras,0,0,17,39
63,Candeal,0,0,1,1
64,Candeias,0,0,46,94
65,Candiba,0,0,1,1
66,Cândido Sales,0,0,65,120
67,Cansanção,0,0,89,214
68,Canudos,0,0,62,109
69,Capela do Alto Alegre,0,0,3,9
70,Capim Grosso,0,1,41,60
71,Caraíbas,0,0,0,3
72,Caravelas,0,0,6,39
73,Cardeal da Silva,0,0,12,26
74,Carinhanha,0,0,42,96
75,Casa Nova,0,0,30,52
76,Castro Alves,0,0,190,279
77,Catolândia,0,0,0,3
78,Catu,0,0,2,5
79,Caturama,0,0,23,64
80,Central,0,0,1,1
81,Cícero Dantas,0,0,2,27
82,Coaraci,0,1,70,118
83,Conceição da Feira,0,0,4,7
84,Conceição do Almeida,0,0,3,8
85,Conceição do Coité,0,0,43,89
86,Conceição do Jacuípe,0,0,4,3
87,Conde,0,0,4,6
88,Condeúba,0,0,0,1
89,Coração de Maria,0,0,0,1
90,Cordeiros,0,0,1,5
91,Coronel João Sá,0,0,7,39
92,Cravolândia,0,0,14,20
93,Crisópolis,0,0,2,2
94,Cristópolis,0,0,14,37
95,Cruz das Almas,0,0,22,37
96,Curaçá,0,0,4,6
97,Dário Meira,0,0,28,70
98,Dias d'Ávila,0,0,4,11
99,Dom Macedo Costa,0,0,0,3
100,Encruzilhada,0,0,1,4
101,Entre Rios,0,0,4,6
102,Érico Cardoso,0,0,1,1
103,Esplanada,0,0,2,3
104,Euclides da Cunha,0,0,126,252
105,Eunápolis,0,0,103,235
106,Fátima,0,0,2,4
107,Feira de Santana,0,0,112,256
108,Filadélfia,0,0,4,6
109,Firmino Alves,0,0,106,152
110,Floresta Azul,0,0,36,80
111,Gandu,0,0,13,25
112,Gavião,0,0,0,1
113,Glória,0,0,5,22
114,Gongogi,0,0,3,3
115,Governador Mangabeira,0,0,3,7
116,Guajeru,0,0,4,4
117,Guanambi,0,0,338,783
118,Guaratinga,0,0,8,22
119,Heliópolis,0,0,0,8
120,Iaçu,0,0,17,48
121,Ibiassucê,0,0,3,7
122,Ibicaraí,0,0,23,51
123,Ibicuí,0,0,0,1
124,Ibipitanga,0,0,6,21
125,Ibiquera,0,0,1,6
126,Ibirapitanga,0,0,6,27
127,Ibirapuã,0,0,41,67
128,Ibirataia,0,0,7,13
129,Ibitiara,0,0,4,27
130,Ibotirama,0,0,1,1
131,Ichu,0,0,1,0
132,Igaporã,0,0,5,2
133,Igrapiúna,0,0,6,12
134,Iguaí,0,0,1,1
135,Ilhéus,0,1,1091,1670
136,Inhambupe,0,0,16,31
137,Ipecaetá,0,0,0,1
138,Ipiaú,0,0,229,323
139,Ipirá,0,0,1,4
140,Irajuba,0,0,13,39
141,Iraquara,0,0,7,16
142,Irará,0,0,3,24
143,Irecê,0,0,1,15
144,Itabela,0,0,67,184
