,Município,Em Branco,Ignorado,Masculino,Feminino
145,Itaberaba,0,0,546,1025
146,Itabuna,0,3,6471,11171
147,Itacaré,0,0,73,128
148,Itaeté,0,0,16,29
149,Itagi,0,0,1,2
150,Itagibá,0,0,51,124
151,Itagimirim,0,0,0,2
152,Itaguaçu da Bahia,0,0,0,1
153,Itaju do Colônia,0,0,1,5
154,Itajuípe,0,0,102,193
155,Itamaraju,0,0,21,84
156,Itamari,0,0,0,1
157,Itambé,0,0,23,48
158,Itanhém,0,0,46,92
159,Itaparica,0,0,88,87
160,Itapé,0,0,42,51
161,Itapebi,0,0,64,121
162,Itapetinga,0,0,83,144
163,Itapicuru,0,0,1,6
164,Itapitanga,0,0,16,45
165,Itaquara,0,0,10,25
166,Itarantim,0,0,6,6
167,Itatim,0,0,76,136
168,Itiruçu,0,0,2,12
169,Itiúba,0,0,11,7
170,Itororó,0,0,174,278
171,Ituaçu,0,0,45,105
172,Ituberá,0,0,47,64
173,Iuiú,0,0,16,38
174,Jacaraci,0,0,2,4
175,Jacobina,0,0,566,1074
176,Jaguaquara,0,0,5,9
177,Jaguarari,0,0,154,263
178,Jaguaripe,0,0,0,2
179,Jandaíra,0,0,7,16
180,Jequié,0,5,128,253
181,Jeremoabo,0,0,1,1
182,Jiquiriçá,0,0,0,2
183,Jitaúna,0,0,1,3
184,João Dourado,0,0,0,1
185,Juazeiro,0,0,65,229
186,Jussara,0,0,0,2
187,Jussari,0,0,3,11
188,Jussiape,0,0,5,11
189,Lafaiete Coutinho,0,0,2,4
190,Laje,0,0,2,5
191,Lajedão,0,0,2,1
192,Lajedinho,0,0,0,2
193,Lajedo do Tabocal,0,0,0,1
194,Lamarão,0,0,1,1
195,Lapão,0,0,2,6
196,Lauro de Freitas,0,0,16,45
197,Lençóis,0,0,5,10
198,Livramento de Nossa Senhora,0,0,2,1
199,Luís Eduardo Magalhães,0,0,64,128
200,Macajuba,0,0,2,5
201,Macarani,0,0,2,3
202,Macaúbas,0,0,60,132
203,Macururé,0,0,40,64
204,Madre de Deus,0,0,1,3
205,Maiquinique,0,0,57,123
206,Mairi,0,0,282,513
207,Malhada,0,0,2,9
208,Malhada de Pedras,0,0,0,5
209,Manoel Vitorino,0,0,58,151
210,Maracás,0,0,3,16
211,Maragogipe,0,0,63,91
212,Maraú,0,0,15,12
213,Marcionílio Souza,0,0,4,18
214,Mascote,0,0,105,173
215,Mata de São João,0,0,3,9
216,Matina,0,0,169,288
217,Medeiros Neto,0,0,2,7
218,Miguel Calmon,0,0,4,4
219,Milagres,0,0,3,13
220,Mirangaba,0,0,45,84
221,Monte Santo,0,0,31,62
222,Morro do Chapéu,0,0,1,19
223,Mortugaba,0,0,2,11
224,Mucugê,0,0,2,4
225,Mucuri,0,0,34,76
226,Mundo Novo,0,0,39,55
227,Muniz Ferreira,0,0,3,2
228,Muritiba,0,0,12,12
229,Mutuípe,0,0,3,7
230,Nazaré,0,0,3,7
231,Nilo Peçanha,0,0,5,15
232,Nordestina,0,0,6,6
233,Nova Canaã,0,0,0,5
234,Nova Ibiá,0,0,1,2
235,Nova Itarana,0,0,57,97
236,Nova Redenção,0,0,20,30
237,Nova Viçosa,0,0,17,67
238,Novo Horizonte,0,0,19,41
239,Novo Triunfo,0,0,3,8
240,Olindina,0,0,0,3
241,Oliveira dos Brejinhos,0,0,1,3
242,Ourolândia,0,0,166,266
243,Palmas de Monte Alto,0,0,9,8
244,Palmeiras,0,0,14,43
245,Paramirim,0,0,14,45
246,Paratinga,0,0,8,12
247,Paripiranga,0,0,4,14
248,Pau Brasil,0,0,97,198
249,Paulo Afonso,0,0,112,194
250,Pé de Serra,0,0,7,15
251,Piatã,0,0,1,1
252,Pilão Arcado,0,0,1,2
253,Pindaí,0,0,23,33
254,Pindobaçu,0,0,25,39
255,Pintadas,0,0,11,26
256,Piraí do Norte,0,0,1,0
257,Piripá,0,0,29,54
258,Piritiba,0,0,208,304
259,Planaltino,0,0,3,7
260,Poções,0,0,5,11
261,Pojuca,0,0,7,20
262,Ponto Novo,0,0,43,97
263,Porto Seguro,0,10,201,417
264,Potiraguá,0,0,43,65
265,Prado,0,0,21,33
266,Presidente Dutra,0,0,18,75
267,Presidente Jânio Quadros,0,0,0,2
268,Presidente Tancredo Neves,0,0,310,521
269,Queimadas,0,0,11,48
270,Quijingue,0,0,69,113
271,Quixabeira,0,0,3,6
272,Rafael Jambeiro,0,0,7,16
273,Remanso,0,0,89,273
274,Retirolândia,0,0,92,182
275,Riachão do Jacuípe,0,0,28,63
276,Riacho de Santana,0,0,10,24
277,Ribeira do Amparo,0,0,10,36
278,Ribeira do Pombal,0,0,54,101
279,Ribeirão do Largo,0,0,3,1
280,Rio do Pires,0,0,14,29
281,Rio Real,0,0,10,29
282,Rodelas,0,0,1,1
283,Ruy Barbosa,0,0,17,53
284,Salinas da Margarida,0,0,0,2
285,Salvador,0,1,330,598
286,Santa Bárbara,0,0,2,9
287,Santa Cruz Cabrália,0,0,14,33
288,Santa Cruz da Vitória,0,0,4,3
289,Santa Inês,0,0,172,301
290,Santa Luzia,0,0,75,133
291,Santa Maria da Vitória,0,0,0,1
292,Santa Rita de Cássia,0,0,1,4
293,Santa Teresinha,0,0,5,8
294,Santaluz,0,0,88,154
295,Santo Amaro,0,0,2,2
296,Santo Antônio de Jesus,0,0,147,303
297,Santo Estêvão,0,0,0,1
298,São Desidério,0,0,0,6
299,São Domingos,0,0,30,36
300,São Felipe,0,0,12,11
301,São Félix,0,0,3,1
302,São Francisco do Conde,0,0,56,134
303,São Gabriel,0,0,2,0
304,São Gonçalo dos Campos,0,0,5,9
305,São José da Vitória,0,0,25,37
306,São José do Jacuípe,0,0,4,5
307,São Miguel das Matas,0,0,2,9
308,São Sebastião do Passé,0,0,23,39
309,Sapeaçu,0,0,7,12
310,Sátiro Dias,0,0,3,3
311,Saúde,0,0,0,4
312,Seabra,0,0,171,459
313,Sebastião Laranjeiras,0,0,43,128
314,Senhor do Bonfim,0,0,685,1123
315,Sento Sé,0,0,5,9
316,Serra do Ramalho,0,0,65,131
317,Serrinha,0,0,52,130
318,Serrolândia,0,0,25,53
319,Simões Filho,0,0,240,317
320,Sobradinho,0,0,2,0
321,Souto Soares,0,0,0,1
322,Tanhaçu,0,0,0,1
323,Tanque Novo,0,0,24,63
324,Tanquinho,0,0,2,1
325,Taperoá,0,0,6,9
326,Tapiramutá,0,0,0,1
327,Teixeira de Freitas,0,0,335,746
328,Teodoro Sampaio,0,0,1,1
329,Teofilândia,0,0,8,15
330,Teolândia,0,0,50,99
331,Terra Nova,0,0,3,16
332,Tremedal,0,0,2,2
333,Tucano,0,0,20,38
334,Uauá,0,0,22,45
335,Ubaíra,0,0,10,17
336,Ubaitaba,0,0,6,4
337,Ubatã,0,0,19,31
338,Uibaí,0,0,165,429
339,Umburanas,0,0,19,53
340,Una,0,0,38,75
341,Urandi,0,0,22,36
342,Uruçuca,0,0,4,11
343,Utinga,0,0,5,11
344,Valença,0,0,194,351
345,Valente,0,0,306,556
346,Várzea da Roça,0,0,8,14
347,Várzea do Poço,0,0,1,1
348,Várzea Nova,0,0,35,64
349,Varzedo,0,0,6,9
350,Vera Cruz,0,0,65,103
351,Vitória da Conquista,0,0,77,178
352,Wagner,0,0,0,1
353,Wanderley,0,0,3,9
354,Wenceslau Guimarães,0,0,7,30
355,Xique-Xique,0,0,0,1
