,Município,<1 Ano,1-4,5-9,10-14,15-19,20-34,35-49,50-64,65-79,80 e+
139,Teolândia,0,0,0,0,1,2,0,0,0,0
140,Uibaí,0,0,0,0,0,0,0,1,0,0
141,Una,0,0,0,0,0,0,1,0,0,0
142,Urandi,0,0,0,0,0,1,1,0,0,0
143,Uruçuca,0,0,0,1,0,0,0,0,0,0
144,Valença,0,2,0,0,0,0,0,0,0,0
145,Valente,0,1,0,0,0,0,0,0,0,0
146,Várzea Nova,1,1,10,8,8,24,31,36,16,3
147,Vera Cruz,0,1,0,0,0,1,0,0,0,0
148,Vitória da Conquista,1,2,2,2,3,11,24,6,1,0
149,Xique-Xique,0,0,0,0,0,1,1,1,0,0
