,Município,<1 Ano,1-4,5-9,10-14,15-19,20-34,35-49,50-64,65-79,80 e+
162,Ribeira do Pombal,1,1,0,0,0,1,0,1,0,0
163,Rio do Pires,3,3,7,6,6,24,22,23,9,8
164,Rio Real,3,6,7,13,9,36,32,16,9,1
165,Salvador,39,62,81,91,120,467,367,163,47,9
166,Santa Bárbara,0,0,1,2,0,5,3,2,0,0
167,Santa Cruz Cabrália,0,0,2,1,0,4,4,0,0,0
168,Santa Luzia,1,0,0,0,0,0,1,0,0,0
169,Santa Teresinha,1,0,1,1,0,4,3,1,0,0
170,Santaluz,0,0,0,1,1,0,0,0,0,0
171,Santanópolis,0,0,0,0,1,0,0,0,0,0
172,Santo Amaro,0,0,0,1,0,0,0,0,0,0
173,Santo Antônio de Jesus,0,0,1,0,0,5,3,1,0,0
174,Santo Estêvão,1,0,0,0,3,2,1,1,0,0
175,São Desidério,3,1,1,7,4,37,25,14,3,0
176,São Domingos,0,0,0,0,0,1,0,0,0,0
177,São Félix,1,0,0,0,0,0,0,0,0,0
178,São Francisco do Conde,0,0,0,0,1,1,1,0,1,0
179,Saúde,0,0,0,0,0,0,1,0,0,0
180,Seabra,7,0,5,13,14,54,76,42,13,10
181,Sebastião Laranjeiras,0,0,0,0,0,1,0,1,0,0
182,Senhor do Bonfim,0,3,3,5,0,3,5,4,0,0
183,Serrolândia,1,3,2,1,0,1,4,3,1,0
184,Simões Filho,8,11,10,13,16,44,48,12,1,1
185,Sobradinho,0,0,1,0,1,2,0,0,0,0
186,Tanquinho,0,0,1,1,3,4,8,7,3,1
187,Taperoá,0,0,0,0,0,1,0,1,0,0
188,Teixeira de Freitas,0,0,2,3,6,10,19,12,3,1
189,Teodoro Sampaio,0,0,0,0,0,0,1,0,0,0
190,Teolândia,0,0,0,0,0,1,0,0,0,0
191,Tremedal,0,0,2,2,3,6,15,6,0,0
192,Tucano,0,1,1,3,3,8,9,1,0,0
193,Ubaíra,1,2,0,0,1,4,6,4,0,1
194,Ubatã,0,0,0,0,1,1,0,0,0,0
195,Uibaí,0,0,0,0,0,1,0,0,0,0
196,Una,0,0,1,0,0,1,0,0,0,0
197,Urandi,1,0,0,0,1,0,0,0,0,0
198,Utinga,0,0,0,0,1,0,0,0,0,0
199,Valença,0,0,0,1,4,10,13,7,1,0
200,Valente,0,1,1,1,1,5,1,0,0,0
201,Vera Cruz,1,0,4,4,11,21,20,8,0,1
202,Vitória da Conquista,26,36,49,76,80,301,282,134,45,8
203,Wagner,0,0,0,0,0,0,1,0,0,0
204,Wenceslau Guimarães,0,0,0,0,0,0,1,0,0,0
