,Município,<1 Ano,1-4,5-9,10-14,15-19,20-34,35-49,50-64,65-79,80 e+
47,Botuporã,2,1,3,4,6,27,20,9,2,0
48,Brejões,0,0,0,0,1,1,0,0,0,0
49,Brejolândia,0,0,0,0,0,0,0,1,0,0
50,Brotas de Macaúbas,0,1,0,2,2,11,5,5,1,0
51,Brumado,5,21,21,22,25,54,52,24,8,0
52,Buerarema,12,22,47,56,55,199,155,109,34,5
53,Buritirama,2,5,13,15,32,83,68,35,17,4
54,Caatiba,0,0,1,0,3,8,1,1,0,0
55,Cabaceiras do Paraguaçu,0,0,0,0,4,2,4,0,3,0
56,Cachoeira,0,1,0,2,0,5,3,3,0,0
57,Caculé,0,0,0,0,0,1,2,0,0,0
58,Caém,0,2,1,0,4,10,7,3,1,0
59,Caetanos,0,0,0,0,0,0,0,1,0,0
60,Caetité,2,1,3,7,7,19,16,11,5,0
61,Cafarnaum,0,2,2,2,1,8,4,2,0,0
62,Cairu,1,0,1,0,0,2,2,0,1,0
63,Caldeirão Grande,0,0,0,3,0,4,7,0,0,0
64,Camacan,0,0,5,2,11,19,15,23,5,0
65,Camaçari,12,25,44,62,74,272,219,117,22,2
66,Camamu,0,0,2,3,2,4,2,3,0,0
67,Campo Alegre de Lourdes,0,0,0,2,0,3,3,3,1,0
68,Campo Formoso,2,8,5,5,9,30,21,12,6,0
69,Canápolis,0,0,0,0,1,0,1,0,0,0
70,Canarana,0,1,0,2,1,3,5,2,0,0
71,Canavieiras,0,10,9,14,13,25,34,24,7,0
72,Candeal,0,1,1,5,4,6,4,2,2,0
73,Candeias,4,6,3,4,3,21,18,3,1,0
74,Cândido Sales,11,20,38,41,39,75,92,53,25,0
75,Cansanção,2,2,3,8,9,33,20,8,10,1
76,Canudos,0,3,6,5,5,21,13,9,4,1
77,Capela do Alto Alegre,7,6,23,35,44,109,119,84,62,24
78,Capim Grosso,0,3,2,1,6,19,31,13,3,1
79,Caraíbas,0,0,0,2,1,0,2,3,1,0
80,Caravelas,5,1,2,10,5,20,22,9,2,1
81,Cardeal da Silva,0,0,0,2,3,2,0,0,0,0
82,Carinhanha,1,0,2,1,2,8,4,2,3,0
83,Casa Nova,18,8,17,27,26,129,107,47,12,1
84,Castro Alves,2,0,1,6,7,47,38,27,5,1
85,Catolândia,1,1,4,1,3,10,7,3,2,0
86,Catu,1,0,5,2,1,15,21,12,3,1
87,Caturama,0,0,1,1,0,12,3,2,1,2
88,Central,0,0,0,0,0,3,0,0,0,0
89,Chorrochó,11,14,18,38,42,93,93,52,29,12
90,Cícero Dantas,10,28,17,19,31,105,133,76,35,5
91,Coaraci,2,12,10,14,12,63,53,51,15,3
92,Conceição da Feira,2,0,1,2,0,2,4,0,1,0
93,Conceição do Almeida,0,0,0,0,0,2,0,0,1,0
94,Conceição do Coité,16,12,27,35,28,128,87,50,27,13
95,Conceição do Jacuípe,8,7,8,12,15,66,60,40,13,3
96,Conde,0,0,1,1,1,3,2,0,0,0
97,Condeúba,1,1,1,1,4,9,1,0,2,0
98,Contendas do Sincorá,1,0,0,2,3,8,2,2,1,0
99,Coração de Maria,4,6,6,9,23,39,36,12,11,0
100,Coribe,1,0,1,5,5,10,9,6,2,1
101,Coronel João Sá,1,2,1,5,3,24,17,8,0,0
102,Correntina,0,7,10,4,8,33,22,9,2,0
103,Cotegipe,0,0,0,0,0,0,1,0,0,0
104,Cravolândia,0,0,1,0,0,0,1,0,0,0
105,Crisópolis,1,0,0,1,1,11,5,4,1,0
106,Cristópolis,0,0,0,6,14,38,18,10,7,0
107,Cruz das Almas,2,6,3,1,6,33,30,10,4,1
108,Curaçá,1,1,2,1,4,14,8,2,0,0
109,Dário Meira,0,2,0,0,0,3,7,2,1,0
110,Dias d'Ávila,0,0,10,6,9,30,28,15,2,0
111,Dom Basílio,0,1,1,1,2,5,7,4,0,0
112,Dom Macedo Costa,0,0,1,1,0,4,4,0,0,0
113,Elísio Medrado,0,1,0,0,0,1,0,0,0,0
114,Encruzilhada,0,0,0,0,1,2,3,1,1,0
115,Entre Rios,5,2,4,2,1,16,16,7,2,1
116,Érico Cardoso,0,0,0,3,3,3,8,1,1,1
117,Esplanada,2,1,3,3,3,16,13,4,0,0
118,Euclides da Cunha,10,44,65,69,81,219,179,90,49,11
119,Eunápolis,9,9,16,40,20,126,81,34,11,1
120,Fátima,3,4,3,4,5,21,21,8,5,1
121,Feira da Mata,0,0,2,2,0,1,2,1,0,0
122,Feira de Santana,62,159,213,280,195,730,581,342,144,40
123,Filadélfia,1,2,1,2,7,9,5,2,0,0
124,Firmino Alves,0,0,0,0,0,2,3,0,0,0
125,Floresta Azul,1,3,1,2,5,9,5,8,3,1
126,Formosa do Rio Preto,0,0,0,1,0,2,1,0,0,0
127,Gandu,3,5,7,10,6,36,28,21,2,1
128,Gavião,0,0,1,3,0,7,1,3,2,0
129,Gentio do Ouro,1,1,1,0,0,0,0,0,0,0
130,Glória,7,6,8,5,20,41,48,34,9,0
131,Gongogi,0,0,0,0,1,2,0,0,0,0
132,Governador Mangabeira,1,2,2,2,1,18,29,8,2,1
133,Guajeru,0,1,1,4,3,5,5,7,5,0
134,Guanambi,2,12,7,7,6,40,31,22,1,2
135,Guaratinga,0,0,1,3,2,8,10,3,0,0
136,Heliópolis,1,1,2,2,1,12,11,4,3,0
137,Iaçu,3,5,3,10,9,29,23,16,6,0
138,Ibiassucê,0,0,1,1,1,0,4,1,0,0
139,Ibicaraí,37,50,62,73,71,248,286,203,63,13
140,Ibicoara,0,0,0,0,0,2,2,0,0,0
141,Ibicuí,1,1,3,1,3,6,4,2,0,0
142,Ibipeba,1,0,1,1,1,5,3,4,2,0
143,Ibipitanga,4,5,8,0,7,21,22,8,4,2
144,Ibiquera,1,0,2,2,0,7,4,1,0,0
145,Ibirapitanga,0,0,0,1,1,3,1,2,0,0
146,Ibirapuã,3,4,5,4,6,32,16,9,3,1
147,Ibirataia,3,9,10,9,12,24,9,4,4,2
148,Ibitiara,1,0,0,0,0,0,0,0,0,0
149,Ibititá,0,0,0,0,1,0,0,0,0,0
150,Ibotirama,12,17,23,27,29,71,53,34,10,1
151,Ichu,4,1,3,1,5,19,15,7,4,0
152,Igaporã,0,1,1,0,1,7,8,0,0,0
153,Igrapiúna,1,0,0,0,2,3,2,0,0,0
154,Ilhéus,183,276,337,414,417,1597,1409,856,214,34
155,Inhambupe,1,0,0,0,0,0,1,0,0,0
156,Ipecaetá,6,4,6,6,10,31,45,30,11,5
157,Ipiaú,2,1,4,5,17,49,27,14,1,0
158,Ipirá,6,2,14,18,12,35,47,33,19,4
159,Ipupiara,0,0,0,0,2,0,0,0,0,0
160,Irajuba,0,0,0,0,1,2,0,0,0,0
161,Irará,1,0,1,2,4,12,16,7,3,1
162,Irecê,0,3,5,1,0,17,5,5,1,0
163,Itabela,14,9,7,11,18,34,30,10,3,0
164,Itaberaba,18,35,50,54,88,350,273,140,38,8
165,Itabuna,81,165,236,385,780,2950,2302,1326,499,93
166,Itacaré,3,8,8,12,20,62,40,19,7,0
167,Itaeté,0,0,2,2,6,19,13,12,1,1
168,Itagi,0,2,2,5,4,13,7,2,2,1
169,Itagibá,0,0,1,1,2,4,2,3,0,0
170,Itagimirim,0,0,0,0,2,4,2,2,0,0
171,Itaguaçu da Bahia,0,0,1,1,1,0,0,0,0,0
172,Itaju do Colônia,1,1,0,2,1,3,3,0,0,0
173,Itajuípe,4,1,2,3,14,20,15,13,6,0
174,Itamaraju,29,15,10,21,15,31,21,20,2,1
175,Itambé,0,2,1,0,0,3,1,1,0,0
176,Itanhém,0,0,1,1,5,17,6,1,2,0
177,Itaparica,2,2,1,5,3,28,23,11,2,0
178,Itapé,2,2,8,17,15,53,46,15,6,3
179,Itapebi,1,3,0,4,6,10,10,2,2,0
180,Itapetinga,2,11,15,20,13,66,71,30,8,3
181,Itapicuru,0,0,1,0,0,0,0,1,0,0
182,Itapitanga,0,0,0,0,0,0,1,0,0,0
183,Itarantim,2,1,4,8,1,1,1,1,0,0
184,Itatim,1,2,8,3,4,17,7,3,1,0
185,Itiruçu,0,0,0,0,0,3,7,5,1,0
186,Itiúba,1,11,14,16,26,49,40,26,17,4
187,Itororó,1,0,0,3,0,3,3,4,1,0
188,Ituaçu,2,1,0,1,2,4,5,1,1,0
189,Ituberá,0,0,0,0,0,1,0,0,0,0
190,Iuiú,5,6,9,5,19,24,27,7,1,0
191,Jaborandi,1,1,0,2,4,11,14,3,1,0
192,Jacaraci,0,1,0,5,3,6,6,3,1,1
193,Jacobina,29,61,69,78,54,231,210,135,58,13
194,Jaguaquara,2,1,0,0,6,4,5,3,0,0
195,Jaguarari,6,5,1,2,1,2,10,4,1,0
196,Jaguaripe,0,2,0,0,1,6,8,4,1,0
197,Jandaíra,1,0,0,0,1,3,3,3,0,0
198,Jequié,57,73,133,170,253,749,435,211,47,5
199,Jeremoabo,29,59,75,112,117,389,374,206,118,28
200,Jiquiriçá,0,0,0,0,0,5,1,2,0,0
201,Jitaúna,0,1,1,6,4,8,9,3,1,0
202,João Dourado,0,0,0,0,1,1,0,0,0,0
203,Juazeiro,17,17,34,43,50,208,124,77,12,0
204,Jucuruçu,2,1,0,0,0,0,0,0,0,0
205,Jussara,0,1,0,1,1,2,3,1,2,0
206,Jussari,1,4,5,7,8,25,18,14,5,1
207,Jussiape,0,0,0,0,0,0,2,3,1,0
208,Lafaiete Coutinho,1,0,1,2,0,4,3,2,2,0
209,Lagoa Real,0,1,0,3,3,6,11,3,2,0
210,Laje,0,0,0,0,1,4,4,0,0,0
211,Lajedão,1,1,1,0,1,3,3,0,2,0
212,Lajedinho,0,2,1,2,1,2,2,4,0,0
213,Lamarão,1,3,6,7,7,23,19,5,7,0
214,Lapão,1,1,1,2,2,9,6,3,0,0
215,Lauro de Freitas,8,11,22,35,35,133,212,107,42,8
216,Lençóis,1,0,0,1,2,5,3,1,1,0
217,Livramento de Nossa Senhora,1,0,0,1,0,2,3,0,1,0
218,Luís Eduardo Magalhães,120,97,164,239,266,1093,582,206,27,7
219,Macajuba,0,0,1,1,2,5,7,2,0,0
220,Macarani,0,0,0,0,0,0,0,1,0,0
221,Macaúbas,8,12,49,68,97,187,136,94,43,5
222,Macururé,5,17,29,34,34,74,90,52,34,8
223,Madre de Deus,2,0,0,6,3,11,15,9,6,1
224,Maiquinique,1,0,1,4,6,21,23,5,0,1
225,Mairi,37,22,34,43,41,124,124,75,48,15
226,Malhada de Pedras,0,0,0,1,1,2,1,3,0,0
227,Manoel Vitorino,0,0,0,0,1,4,3,5,0,0
228,Maracás,3,7,4,12,9,32,13,20,8,3
229,Maragogipe,3,4,7,10,4,29,26,14,1,1
230,Maraú,0,0,0,0,1,1,2,3,0,0
231,Marcionílio Souza,0,0,0,0,0,4,0,0,0,0
232,Mascote,0,0,2,4,2,6,6,4,0,0
233,Mata de São João,1,1,1,2,1,8,7,10,1,0
234,Matina,0,0,0,0,0,0,2,0,0,0
235,Medeiros Neto,2,0,3,6,3,12,10,2,2,0
236,Miguel Calmon,4,4,4,7,4,27,17,17,4,0
237,Milagres,3,2,14,17,17,45,70,46,22,5
238,Mirangaba,0,1,0,2,0,6,3,1,0,0
239,Mirante,0,0,1,2,2,1,2,1,1,0
240,Monte Santo,5,8,23,14,21,63,45,30,12,3
241,Morro do Chapéu,3,0,2,12,8,41,19,11,5,0
242,Mucuri,3,12,8,13,15,36,38,25,3,1
243,Mulungu do Morro,0,0,2,4,1,16,14,5,2,0
244,Mundo Novo,4,4,3,5,6,11,11,7,0,1
245,Muniz Ferreira,0,0,1,5,3,8,6,3,0,1
246,Muquém de São Francisco,0,0,0,0,0,1,0,0,0,0
247,Muritiba,3,9,6,8,12,49,37,17,7,1
248,Mutuípe,1,2,1,2,2,5,4,2,1,0
249,Nazaré,0,0,1,1,0,5,6,2,0,0
250,Nilo Peçanha,0,1,0,1,0,3,4,5,3,1
251,Nordestina,0,2,1,2,1,6,5,2,0,0
252,Nova Canaã,0,0,0,0,0,0,1,0,0,0
253,Nova Fátima,0,0,0,1,0,0,0,0,0,0
254,Nova Ibiá,0,0,1,1,0,2,3,0,0,0
255,Nova Itarana,0,0,0,0,0,1,1,0,0,0
256,Nova Redenção,1,0,3,0,1,6,5,5,1,0
257,Nova Soure,4,5,13,17,15,35,44,29,19,3
258,Nova Viçosa,0,0,8,3,5,5,2,8,1,0
259,Novo Horizonte,0,0,0,0,1,0,0,0,0,0
260,Novo Triunfo,1,3,3,5,7,17,10,7,7,1
261,Olindina,5,2,9,8,4,28,30,19,15,2
262,Oliveira dos Brejinhos,0,0,0,0,0,1,1,1,0,0
263,Ouriçangas,0,0,0,0,1,2,1,0,0,1
264,Ourolândia,3,7,6,15,12,45,33,20,0,1
265,Palmas de Monte Alto,0,0,1,0,1,0,4,2,0,0
266,Palmeiras,0,0,0,0,0,2,0,0,0,0
267,Paramirim,1,1,0,0,11,17,13,9,6,2
268,Paratinga,2,7,21,15,26,72,59,36,21,1
269,Paripiranga,2,6,5,10,18,64,58,28,13,2
270,Pau Brasil,2,5,5,10,14,29,47,26,8,1
271,Paulo Afonso,38,37,48,52,35,137,151,75,21,5
272,Pé de Serra,1,4,6,11,24,34,42,20,9,2
273,Pedrão,0,0,1,0,0,0,0,0,0,0
274,Pedro Alexandre,0,0,0,0,1,3,3,1,0,0
275,Pilão Arcado,0,0,0,0,0,8,2,2,1,0
276,Pindaí,2,0,4,0,3,9,13,7,1,1
277,Pindobaçu,3,4,6,9,8,17,11,7,2,0
278,Pintadas,0,9,20,30,32,87,57,32,16,5
279,Piraí do Norte,0,0,0,0,1,1,1,0,0,0
280,Piripá,0,2,1,0,3,5,1,2,1,0
281,Piritiba,1,0,2,5,3,6,6,2,1,0
282,Planaltino,0,3,2,4,2,6,4,4,1,0
283,Planalto,0,1,0,1,1,5,0,1,0,0
284,Poções,0,0,3,1,2,5,4,4,0,0
285,Pojuca,0,0,2,3,1,17,7,7,2,0
286,Ponto Novo,0,12,1,9,6,30,33,8,5,0
287,Porto Seguro,8,13,15,29,43,163,122,33,14,0
288,Potiraguá,0,0,0,0,1,0,0,0,0,0
289,Prado,1,1,2,2,1,2,5,2,0,0
290,Presidente Dutra,1,0,2,4,4,5,9,3,0,0
291,Presidente Jânio Quadros,0,2,0,1,0,5,3,2,0,1
292,Presidente Tancredo Neves,0,1,0,5,4,9,5,2,0,1
293,Queimadas,0,2,0,1,3,12,6,5,1,0
294,Quijingue,1,3,8,10,4,15,14,5,3,1
295,Quixabeira,7,11,19,13,12,54,44,28,9,0
296,Rafael Jambeiro,1,1,1,2,0,10,7,2,2,0
297,Remanso,1,3,9,9,15,40,28,19,5,2
298,Retirolândia,5,1,5,7,9,21,21,17,11,2
299,Riachão das Neves,0,3,0,3,1,10,8,3,2,1
300,Riachão do Jacuípe,8,4,6,8,11,36,31,20,10,0
301,Riacho de Santana,1,0,0,1,3,5,4,3,1,0
302,Ribeira do Amparo,5,1,4,5,8,30,15,2,2,0
303,Ribeira do Pombal,1,1,1,3,7,17,9,3,6,1
304,Rio de Contas,0,0,2,2,6,10,8,2,0,0
305,Rio do Antônio,0,0,1,0,0,0,1,0,0,0
306,Rio do Pires,0,0,0,0,0,3,3,1,0,0
307,Rio Real,9,14,16,15,22,48,54,22,6,1
308,Rodelas,2,0,1,1,3,6,6,4,0,0
309,Ruy Barbosa,4,22,20,21,25,87,91,42,21,10
310,Salinas da Margarida,0,0,0,1,0,0,0,0,0,0
311,Salvador,139,253,399,548,679,2808,2151,1116,321,75
312,Santa Bárbara,3,6,15,26,35,98,84,44,26,6
313,Santa Brígida,5,14,8,16,7,61,40,24,8,1
314,Santa Cruz Cabrália,1,6,4,5,7,24,17,7,1,0
315,Santa Cruz da Vitória,0,0,2,3,3,9,7,1,1,0
316,Santa Inês,0,0,0,0,0,1,1,1,0,0
317,Santa Luzia,1,1,2,1,2,6,7,2,1,0
318,Santa Maria da Vitória,6,2,2,8,19,31,17,14,2,0
319,Santa Rita de Cássia,0,0,0,1,0,4,2,2,1,2
320,Santa Teresinha,1,2,1,6,3,17,7,8,0,0
321,Santaluz,22,23,39,48,70,144,125,63,31,12
322,Santana,5,2,6,14,4,29,18,13,8,1
323,Santanópolis,0,0,0,0,0,0,0,1,0,0
324,Santo Amaro,0,2,2,1,4,15,18,10,2,0
325,Santo Antônio de Jesus,1,4,10,19,26,97,62,32,7,4
326,Santo Estêvão,6,7,11,6,3,44,28,18,11,1
327,São Desidério,0,4,3,6,5,24,16,5,1,0
328,São Domingos,0,2,15,16,22,64,63,37,22,3
329,São Felipe,4,1,2,2,6,11,5,5,0,0
330,São Félix,1,2,2,1,3,5,9,7,1,0
331,São Félix do Coribe,4,1,0,2,7,22,16,9,0,0
332,São Francisco do Conde,3,6,22,27,47,131,127,73,24,5
333,São Gabriel,2,0,1,2,3,9,10,4,3,0
334,São Gonçalo dos Campos,1,3,2,3,5,16,13,4,0,0
335,São José da Vitória,5,4,16,19,13,50,41,35,3,1
336,São José do Jacuípe,3,2,7,11,13,38,28,19,11,7
337,São Miguel das Matas,0,0,1,0,0,7,0,2,0,0
338,São Sebastião do Passé,4,3,8,13,16,71,64,64,20,1
339,Sapeaçu,9,7,12,24,36,83,76,24,7,2
340,Sátiro Dias,2,1,0,1,5,11,4,1,2,0
341,Saubara,0,1,0,1,0,0,0,0,1,0
342,Saúde,2,7,3,7,3,10,13,4,1,1
343,Seabra,3,1,3,2,3,20,14,4,1,2
344,Sebastião Laranjeiras,1,2,7,8,11,22,18,8,7,2
345,Senhor do Bonfim,9,12,18,16,22,57,90,38,7,3
346,Sento Sé,4,3,5,14,9,38,30,13,3,0
347,Serra do Ramalho,0,2,5,7,7,15,11,7,2,0
348,Serra Dourada,0,0,2,4,3,4,11,6,2,0
349,Serra Preta,0,1,0,1,1,5,0,1,0,0
350,Serrinha,33,68,126,189,232,670,520,225,129,34
351,Serrolândia,7,11,10,21,20,53,75,30,11,5
352,Simões Filho,97,170,139,199,309,778,551,266,81,8
353,Sítio do Mato,0,3,1,6,11,20,15,20,6,0
354,Sítio do Quinto,2,8,6,5,10,31,31,23,9,6
355,Sobradinho,0,2,0,1,1,3,4,3,0,0
356,Souto Soares,1,4,6,6,10,43,24,16,10,1
357,Tabocas do Brejo Velho,0,0,1,1,1,3,1,0,0,0
358,Tanhaçu,0,0,0,0,0,0,1,1,0,0
359,Tanque Novo,0,2,6,6,13,35,31,19,3,2
360,Tanquinho,0,3,5,8,13,37,35,13,8,0
361,Taperoá,2,11,13,23,16,52,50,32,8,2
362,Tapiramutá,3,0,2,1,1,14,4,5,1,0
363,Teixeira de Freitas,8,23,23,45,60,167,107,56,8,1
364,Teodoro Sampaio,0,0,0,1,1,2,2,2,0,0
365,Teofilândia,8,6,14,15,13,61,39,22,9,1
366,Teolândia,0,2,2,3,4,5,3,3,1,0
367,Terra Nova,1,1,2,2,5,7,11,12,2,0
368,Tremedal,0,0,0,6,11,22,11,6,2,0
369,Tucano,2,5,11,18,14,46,36,21,13,3
370,Uauá,0,0,2,0,0,2,5,2,1,0
371,Ubaíra,0,1,0,0,1,5,7,0,0,0
372,Ubaitaba,1,3,2,4,2,15,17,10,0,0
373,Ubatã,0,0,0,1,1,2,3,2,1,0
374,Uibaí,1,3,10,8,9,29,31,17,5,3
375,Umburanas,2,4,0,2,5,3,2,2,0,0
376,Una,9,15,25,45,47,141,140,60,15,0
377,Uruçuca,2,4,3,3,9,36,22,6,8,0
378,Utinga,2,1,0,0,0,1,3,1,1,0
379,Valença,25,25,24,33,29,119,109,65,23,8
380,Valente,3,12,28,45,49,102,102,87,59,21
381,Várzea da Roça,12,15,23,30,32,67,84,53,39,12
382,Várzea do Poço,14,20,32,30,22,105,126,83,49,9
383,Várzea Nova,4,1,0,4,8,9,12,6,2,0
384,Varzedo,0,1,0,0,1,1,1,2,0,0
385,Vera Cruz,21,25,33,42,61,168,148,72,20,1
386,Vereda,0,0,0,1,0,0,0,0,0,0
387,Vitória da Conquista,14,10,20,44,76,214,175,94,29,3
388,Wagner,0,0,0,0,1,1,2,2,0,0
389,Wanderley,1,3,1,3,4,16,8,9,4,0
390,Wenceslau Guimarães,1,2,1,0,0,2,0,2,2,0
391,Xique-Xique,2,4,6,11,13,21,10,11,9,1
