,Município,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez
0,Abaíra,0,0,1,0,0,0,0,0,0,0,0,0
1,Abaré,0,4,5,14,2,1,0,0,0,1,0,0
2,Adustina,2,51,17,1,0,0,0,0,0,0,0,0
3,Água Fria,0,0,2,0,0,1,0,0,0,0,0,0
4,Aiquara,2,4,7,2,0,1,0,0,0,0,0,0
5,Alagoinhas,1,3,5,7,0,1,2,3,3,0,0,0
6,Alcobaça,11,30,14,21,29,4,35,9,15,80,72,0
7,Almadina,0,13,34,6,0,1,0,0,0,0,1,0
8,Amargosa,1,3,20,12,3,2,4,1,0,0,0,0
9,Amélia Rodrigues,0,3,3,0,0,0,0,0,0,0,0,0
10,América Dourada,24,50,101,30,1,15,0,0,0,0,0,0
11,Anagé,1,16,17,4,1,1,0,0,0,0,0,0
12,Andaraí,0,32,4,3,2,2,0,0,0,0,0,0
13,Andorinha,1,22,35,10,4,1,0,0,0,0,0,0
14,Angical,0,4,8,10,2,0,0,0,0,0,0,0
15,Anguera,7,5,0,2,0,0,0,0,0,0,0,0
16,Antas,45,162,101,14,2,17,13,1,0,0,0,0
17,Antônio Cardoso,2,0,0,0,0,0,0,0,0,0,0,0
18,Antônio Gonçalves,5,19,21,9,4,1,1,2,0,0,0,3
19,Aporá,0,0,1,0,0,0,0,0,0,0,0,0
20,Apuarema,0,0,5,0,3,0,3,0,2,1,0,0
21,Aracatu,0,4,10,8,0,0,0,0,0,0,0,0
22,Araci,2,16,3,0,0,0,0,0,0,2,2,0
23,Arataca,0,7,15,7,6,6,0,1,0,0,1,1
24,Aratuípe,1,0,0,0,0,0,0,0,0,0,0,0
25,Aurelino Leal,0,12,13,0,0,0,0,1,0,0,1,0
26,Baianópolis,0,0,0,0,0,1,0,0,0,0,0,0
27,Baixa Grande,2,15,25,17,3,2,5,0,1,0,1,2
28,Banzaê,0,7,42,12,3,0,0,2,0,1,0,0
29,Barra,6,11,19,12,9,2,0,0,0,2,0,0
30,Barra da Estiva,11,7,15,13,5,1,0,0,0,0,1,0
31,Barra do Choça,9,3,0,1,0,0,0,0,0,0,0,0
32,Barra do Mendes,1,5,4,3,0,1,0,0,0,1,0,0
33,Barra do Rocha,1,4,2,4,4,0,0,0,0,0,0,0
34,Barreiras,21,146,247,173,96,36,11,13,15,1,10,3
35,Barro Alto,0,2,1,2,0,0,1,0,0,0,0,0
36,Barro Preto,13,31,39,44,88,40,0,0,3,6,28,17
37,Barrocas,0,0,1,0,0,0,0,0,1,0,0,0
38,Belmonte,0,100,184,61,90,6,2,0,0,0,0,1
39,Belo Campo,2,6,54,22,6,0,2,1,0,0,0,2
40,Boa Nova,0,1,18,5,3,2,2,0,0,0,0,0
41,Boa Vista do Tupim,140,17,5,2,1,0,0,0,0,0,0,0
42,Bom Jesus da Lapa,10,51,47,10,0,0,3,1,0,2,1,5
43,Bom Jesus da Serra,0,4,0,0,0,0,0,0,0,0,0,0
44,Boninal,0,0,0,15,0,0,0,0,0,0,0,0
45,Bonito,2,17,7,4,1,0,0,0,0,0,0,0
46,Boquira,4,9,13,7,2,0,0,1,0,0,0,0
47,Botuporã,2,15,33,75,25,2,1,0,0,1,1,3
48,Brejões,1,0,0,0,0,0,0,0,0,2,0,0
49,Brejolândia,0,7,0,0,2,0,0,0,0,0,0,0
50,Brotas de Macaúbas,0,0,4,33,4,1,1,0,0,0,0,0
51,Brumado,15,73,143,14,1,19,5,1,1,3,7,2
52,Buerarema,138,460,254,66,40,10,2,2,4,8,9,7
53,Buritirama,5,21,12,4,1,0,2,0,1,0,0,0
54,Caatiba,1,16,23,15,5,0,0,0,0,0,0,0
55,Cabaceiras do Paraguaçu,0,0,4,2,1,4,0,0,0,0,0,0
56,Cachoeira,0,2,3,4,0,2,0,0,0,0,2,0
57,Caculé,0,8,56,16,5,1,0,0,0,0,0,0
58,Caém,0,2,1,0,0,0,0,0,0,0,0,0
59,Caetanos,0,0,0,0,0,0,0,1,0,0,0,0
60,Caetité,1,16,63,59,39,13,2,0,1,0,0,0
61,Cafarnaum,5,10,9,4,13,2,1,0,0,0,0,0
62,Cairu,0,4,5,1,0,0,0,0,0,0,0,0
63,Caldeirão Grande,0,1,3,0,0,0,0,0,0,0,0,0
64,Camacan,55,312,319,178,21,39,0,0,0,0,1,0
65,Camaçari,3,13,12,4,2,0,1,2,0,0,2,2
66,Camamu,10,24,5,0,0,1,0,0,0,0,0,0
67,Campo Alegre de Lourdes,1,0,1,0,4,0,0,0,0,0,0,0
68,Campo Formoso,178,198,147,83,11,5,18,14,8,21,16,7
69,Canarana,0,12,8,5,2,1,1,0,0,0,0,0
70,Canavieiras,6,130,62,20,15,12,4,0,0,0,1,0
71,Candeal,0,0,1,0,0,0,0,0,0,0,0,0
72,Candeias,2,41,21,5,3,1,1,7,2,3,0,2
73,Candiba,0,0,1,0,0,0,0,0,0,0,0,0
74,Cândido Sales,32,78,299,75,41,11,5,24,10,0,0,5
75,Cansanção,26,107,121,27,11,2,1,9,4,2,0,0
76,Canudos,0,2,440,92,28,4,6,0,0,0,0,0
77,Capela do Alto Alegre,0,1,3,4,0,0,0,0,1,0,0,0
78,Capim Grosso,4,92,15,1,7,2,0,0,0,0,0,0
79,Caraíbas,0,7,13,22,0,1,0,0,0,0,0,0
80,Caravelas,16,23,122,35,27,2,2,1,0,0,26,6
81,Cardeal da Silva,0,40,2,0,0,0,0,0,0,0,0,0
82,Carinhanha,10,60,167,17,9,0,0,0,0,0,0,0
83,Casa Nova,31,51,98,69,37,26,16,2,1,3,0,0
84,Castro Alves,1,11,23,5,0,2,1,1,1,2,1,1
85,Catu,1,1,0,0,1,1,0,1,0,0,2,0
86,Caturama,10,9,42,7,1,1,1,0,0,0,0,0
87,Central,0,1,1,0,1,2,2,0,0,0,0,0
88,Chorrochó,1,0,2,1,0,0,0,0,0,0,0,0
89,Cícero Dantas,49,119,237,5,1,0,0,0,0,0,0,0
90,Coaraci,9,91,231,10,1,1,0,0,0,0,3,1
91,Conceição da Feira,0,2,0,0,0,0,0,0,0,0,0,0
92,Conceição do Almeida,1,1,0,0,0,0,0,0,0,0,0,0
93,Conceição do Coité,290,48,14,12,1,3,1,0,5,0,4,0
94,Conceição do Jacuípe,0,0,3,5,1,0,3,0,0,0,1,0
95,Conde,0,0,1,0,0,0,0,0,1,0,1,0
96,Condeúba,0,10,21,16,15,4,2,0,0,0,0,0
97,Contendas do Sincorá,0,0,2,1,0,0,0,0,0,0,1,0
98,Coração de Maria,0,0,0,1,0,0,0,1,0,0,0,2
99,Cordeiros,1,0,1,1,0,0,0,0,0,0,0,0
100,Coribe,1,1,9,9,1,0,0,0,0,0,0,0
101,Coronel João Sá,61,268,69,4,1,1,0,0,0,0,0,0
102,Correntina,1,4,21,51,18,6,0,0,0,0,0,0
103,Crisópolis,0,0,0,0,0,0,0,0,0,0,1,0
104,Cristópolis,0,10,17,5,4,0,1,0,0,0,0,0
105,Cruz das Almas,7,10,7,5,8,2,7,5,5,1,0,0
106,Curaçá,5,7,8,15,4,0,1,0,0,0,0,1
107,Dário Meira,3,8,11,10,2,2,0,0,0,1,0,0
108,Dias d'Ávila,0,2,2,0,4,4,5,2,1,4,3,12
109,Dom Basílio,3,2,0,0,0,1,0,0,0,0,0,0
110,Dom Macedo Costa,0,2,4,1,0,0,0,0,0,0,2,0
111,Elísio Medrado,0,0,0,0,0,0,0,0,0,0,0,1
112,Encruzilhada,5,37,80,29,8,12,1,0,0,0,0,0
113,Entre Rios,4,3,1,0,0,0,0,0,0,0,0,0
114,Érico Cardoso,2,2,0,1,0,0,0,0,0,0,0,0
115,Esplanada,0,0,0,0,0,1,0,0,0,0,0,0
116,Euclides da Cunha,159,72,77,9,17,3,6,6,4,2,0,0
117,Eunápolis,8,25,80,135,44,11,5,14,10,6,29,335
118,Fátima,35,75,16,0,0,0,0,0,0,0,0,0
119,Feira da Mata,0,6,3,0,3,0,0,0,0,0,0,1
120,Feira de Santana,36,118,90,70,60,49,37,41,26,45,39,34
121,Filadélfia,0,1,2,0,1,0,0,0,0,0,0,0
122,Firmino Alves,4,31,47,7,4,4,0,2,1,0,0,0
123,Floresta Azul,0,20,54,48,37,5,0,0,0,1,0,0
124,Formosa do Rio Preto,0,0,1,1,0,0,0,0,0,0,0,0
125,Gandu,1,7,44,1,6,0,0,0,0,0,0,1
126,Gavião,2,1,2,2,1,0,0,0,0,0,0,0
127,Gentio do Ouro,0,2,0,0,0,0,0,0,0,0,0,0
128,Glória,2,7,49,55,20,6,3,2,1,0,1,0
129,Gongogi,0,6,1,1,0,0,0,0,0,0,0,0
130,Governador Mangabeira,1,5,2,5,3,0,0,0,0,0,0,1
131,Guajeru,1,5,7,5,4,0,0,0,0,1,2,1
132,Guanambi,112,310,235,43,0,0,1,0,0,1,0,1
133,Guaratinga,0,2,5,34,0,2,1,0,1,0,0,0
134,Heliópolis,0,4,5,1,1,0,0,1,0,0,0,0
135,Iaçu,1,6,30,5,4,1,0,1,0,0,0,0
136,Ibiassucê,0,8,8,0,0,0,0,0,0,0,0,0
137,Ibicaraí,45,757,1252,191,177,12,10,8,7,10,29,15
138,Ibicoara,0,3,1,1,9,6,3,2,0,0,0,0
139,Ibicuí,0,41,121,8,0,0,0,0,0,0,0,0
140,Ibipeba,0,5,12,2,0,0,0,1,0,0,0,2
141,Ibipitanga,5,11,13,3,0,0,0,0,0,1,0,0
142,Ibiquera,0,3,6,0,2,0,0,0,0,0,0,1
143,Ibirapitanga,0,1,10,1,0,4,0,0,0,0,0,0
144,Ibirapuã,85,100,19,5,1,0,0,1,0,1,4,0
145,Ibirataia,8,51,37,22,55,7,3,0,6,4,4,6
146,Ibititá,0,1,0,0,0,0,0,0,0,0,0,0
147,Ibotirama,5,21,18,6,2,0,0,0,0,0,0,0
148,Ichu,0,4,4,10,0,0,0,0,0,0,0,0
149,Igaporã,15,22,24,5,0,1,0,0,0,0,0,0
150,Igrapiúna,0,1,9,4,3,0,0,0,0,0,0,0
151,Iguaí,0,1,3,1,0,0,0,0,0,0,0,0
152,Ilhéus,211,1930,1980,783,250,55,22,32,13,30,52,29
153,Inhambupe,1,0,0,0,0,0,0,0,0,0,0,0
154,Ipecaetá,1,0,1,0,0,0,0,0,0,0,0,0
155,Ipiaú,28,344,534,175,58,10,2,0,0,0,0,1
156,Ipirá,1,0,0,1,0,0,0,0,0,1,0,0
157,Ipupiara,3,4,5,0,0,0,0,0,0,0,0,0
158,Irajuba,0,4,2,2,1,0,0,0,0,0,0,0
159,Iramaia,0,0,6,0,0,0,0,0,0,0,0,0
160,Iraquara,1,2,9,11,2,0,0,0,0,0,0,1
161,Irará,0,0,1,1,0,1,0,0,2,0,0,0
162,Irecê,8,32,18,6,2,0,0,0,0,1,0,1
163,Itabela,16,54,26,13,10,3,5,2,4,2,1,7
164,Itaberaba,98,639,294,20,5,9,2,4,14,14,15,3
165,Itabuna,2564,7544,5101,2342,821,379,113,105,76,109,158,93
166,Itacaré,21,92,162,130,37,18,13,23,11,37,11,2
