,Município,<1 Ano,1-4,5-9,10-14,15-19,20-34,35-49,50-64,65-79,80 e+
108,Correntina,5,5,11,14,14,61,63,48,18,4
109,Cotegipe,1,2,4,7,8,19,10,7,2,0
110,Cravolândia,0,0,0,0,3,1,1,1,2,0
111,Crisópolis,0,0,0,0,0,0,1,0,1,0
112,Cristópolis,0,3,0,4,6,24,5,8,1,0
113,Cruz das Almas,6,5,14,3,8,41,22,11,1,1
114,Curaçá,1,0,0,0,1,2,2,1,0,0
115,Dário Meira,3,1,9,14,22,33,26,21,2,0
116,Dias d'Ávila,0,0,2,1,2,6,3,2,0,0
117,Dom Basílio,2,6,9,25,29,88,48,30,11,0
118,Dom Macedo Costa,0,0,3,3,7,23,13,1,3,1
119,Elísio Medrado,0,0,0,2,3,11,8,4,4,0
120,Encruzilhada,3,7,11,20,32,66,47,21,13,0
121,Entre Rios,0,0,1,1,1,0,4,0,1,0
122,Érico Cardoso,0,0,1,0,1,0,2,0,0,0
123,Esplanada,0,0,1,2,0,3,1,0,0,0
124,Euclides da Cunha,6,16,15,19,31,64,76,30,10,2
125,Eunápolis,11,35,73,136,209,554,270,129,41,6
126,Fátima,0,3,1,3,2,2,2,0,0,0
127,Feira da Mata,1,0,4,7,9,25,20,18,2,0
128,Feira de Santana,93,302,402,495,443,1610,965,418,105,31
129,Filadélfia,4,5,1,2,4,7,6,0,0,0
130,Firmino Alves,0,1,5,7,3,10,6,7,1,0
131,Floresta Azul,9,22,21,43,41,78,49,44,12,1
132,Formosa do Rio Preto,3,9,20,26,24,76,37,33,5,2
133,Gandu,10,3,5,9,14,39,40,11,5,0
134,Gavião,0,1,3,4,9,18,15,4,2,0
135,Gentio do Ouro,4,2,2,16,13,49,33,17,7,2
136,Glória,2,3,5,1,1,11,2,3,2,2
137,Gongogi,1,2,0,0,2,6,2,0,0,1
138,Governador Mangabeira,0,1,1,3,1,7,1,3,1,0
139,Guajeru,0,1,0,1,3,9,2,6,1,0
140,Guanambi,77,147,167,254,289,858,472,205,71,15
141,Guaratinga,5,10,10,44,39,84,48,25,6,1
142,Heliópolis,1,0,2,2,0,2,2,0,0,0
143,Iaçu,0,3,3,3,9,22,9,5,1,0
144,Ibiassucê,12,4,26,39,65,142,116,47,20,8
145,Ibicaraí,11,23,39,58,82,140,96,48,15,8
146,Ibicoara,0,1,0,1,0,13,2,1,0,0
147,Ibicuí,4,5,6,21,19,46,39,25,3,1
148,Ibipeba,3,6,13,44,39,140,133,80,45,6
149,Ibipitanga,0,0,4,5,7,37,23,14,2,1
150,Ibiquera,0,0,1,2,6,8,9,6,1,0
151,Ibirapitanga,0,0,2,2,2,15,11,2,1,1
152,Ibirapuã,1,1,1,0,0,1,4,2,0,0
153,Ibirataia,8,10,13,19,33,72,39,22,5,2
154,Ibitiara,1,1,1,2,5,20,22,9,1,0
155,Ibititá,2,3,4,9,11,57,46,33,12,4
156,Ibotirama,15,7,41,70,68,164,94,71,24,7
157,Ichu,5,4,16,11,19,45,47,17,5,2
158,Igaporã,2,5,11,22,30,89,53,42,26,5
159,Igrapiúna,0,0,1,0,2,0,0,0,0,0
160,Iguaí,1,2,4,3,5,19,18,8,2,1
161,Ilhéus,33,93,180,214,256,840,500,262,84,16
162,Inhambupe,0,0,0,0,0,3,0,0,0,0
163,Ipecaetá,0,1,0,4,1,8,13,3,4,0
164,Ipiaú,1,7,12,10,23,106,54,33,7,0
165,Ipirá,4,2,3,2,2,7,6,4,0,1
166,Ipupiara,0,0,0,0,3,5,5,4,1,0
167,Irajuba,0,0,2,2,1,5,1,2,0,0
168,Iramaia,0,1,1,0,1,0,1,0,0,0
169,Iraquara,1,7,14,16,25,90,60,35,11,2
170,Irará,0,3,4,6,9,12,9,2,1,0
171,Irecê,22,30,50,106,110,372,279,134,54,8
172,Itabela,5,3,5,7,8,26,14,11,2,1
173,Itaberaba,5,6,25,40,68,225,109,53,10,1
174,Itabuna,60,57,70,153,299,940,572,335,90,7
175,Itacaré,12,11,21,48,67,189,106,44,8,1
176,Itaeté,2,3,0,0,2,10,8,2,3,0
177,Itagi,6,20,43,61,77,163,90,74,35,4
178,Itagibá,6,3,11,35,38,89,71,54,17,6
179,Itagimirim,0,2,1,4,0,6,5,4,1,0
180,Itaguaçu da Bahia,1,0,2,6,8,19,28,10,4,1
181,Itaju do Colônia,0,0,5,11,7,9,8,3,2,0
182,Itajuípe,8,5,14,21,23,61,43,33,12,2
183,Itamaraju,27,45,40,33,31,117,81,54,30,6
184,Itamari,0,0,0,1,0,0,0,1,0,0
185,Itambé,8,6,6,37,25,50,38,16,3,2
186,Itanagra,0,0,0,0,0,4,0,0,0,0
187,Itanhém,6,16,22,37,45,133,75,47,20,1
188,Itaparica,1,1,5,2,0,4,1,3,1,2
189,Itapé,3,3,7,30,28,35,50,22,10,1
190,Itapebi,12,32,42,58,49,91,53,26,12,1
191,Itapetinga,6,39,69,130,123,396,203,98,27,4
192,Itapicuru,0,0,1,0,1,0,2,0,0,0
193,Itapitanga,0,3,6,11,1,17,10,6,2,0
194,Itaquara,0,0,2,7,10,5,4,3,0,0
195,Itarantim,0,2,1,2,4,10,6,3,2,0
196,Itatim,5,7,12,7,10,53,20,11,0,0
197,Itiruçu,5,27,29,83,48,125,110,50,30,8
198,Itiúba,1,2,5,3,4,7,2,0,1,1
199,Itororó,2,12,14,27,27,90,46,33,9,1
200,Ituaçu,1,0,0,1,1,4,3,3,1,0
201,Ituberá,0,1,2,1,6,23,8,7,0,0
202,Iuiú,7,5,16,16,18,53,35,14,3,0
203,Jaborandi,2,0,3,3,9,12,12,4,1,0
204,Jacaraci,0,1,2,8,5,28,10,7,6,0
205,Jacobina,46,30,41,40,64,162,171,71,28,3
206,Jaguaquara,10,4,8,22,24,88,73,49,27,6
207,Jaguarari,1,2,4,2,3,5,5,2,1,0
208,Jaguaripe,0,1,1,0,0,4,2,2,1,0
209,Jandaíra,0,2,1,0,1,2,0,0,0,0
210,Jequié,48,67,124,211,384,1098,596,313,67,10
211,Jeremoabo,1,3,1,2,2,4,4,2,0,0
212,Jitaúna,3,4,6,8,18,38,18,7,3,0
213,João Dourado,5,15,24,38,39,131,96,51,21,3
214,Juazeiro,0,1,3,12,17,99,55,27,4,0
215,Jucuruçu,1,0,2,0,4,10,3,1,1,1
216,Jussara,0,3,6,1,4,13,13,8,2,0
217,Jussari,0,1,4,8,5,23,14,10,2,0
218,Jussiape,0,0,0,1,0,0,0,0,0,0
219,Lafaiete Coutinho,4,1,2,4,3,22,4,3,4,0
220,Lagoa Real,1,2,10,23,19,68,43,15,1,2
221,Laje,0,0,3,0,1,8,3,1,0,0
222,Lajedão,12,5,5,20,18,60,43,20,9,1
223,Lajedinho,0,1,0,3,1,12,9,3,0,0
224,Lajedo do Tabocal,5,6,12,25,40,84,74,60,23,5
225,Lamarão,0,1,2,5,1,8,5,2,4,0
226,Lapão,10,3,18,62,59,155,133,81,21,9
227,Lauro de Freitas,5,9,3,11,3,25,23,7,2,0
228,Lençóis,0,0,0,0,0,1,1,0,0,0
229,Licínio de Almeida,5,5,3,11,9,34,17,9,6,0
230,Livramento de Nossa Senhora,13,3,10,25,30,95,84,54,18,3
231,Luís Eduardo Magalhães,16,34,34,85,119,439,234,85,15,1
232,Macajuba,2,1,0,1,0,4,0,1,1,1
233,Macarani,4,17,17,2,12,42,27,22,0,0
234,Macaúbas,4,13,27,48,70,144,117,60,14,5
235,Macururé,0,0,0,1,0,0,0,0,0,0
236,Maetinga,0,1,1,2,3,8,7,5,5,0
237,Maiquinique,1,4,4,10,12,40,26,8,2,0
238,Mairi,3,5,13,10,13,35,18,8,8,0
239,Malhada,0,1,1,2,7,20,9,4,0,0
240,Malhada de Pedras,0,5,12,12,14,55,48,25,7,1
241,Manoel Vitorino,9,16,40,32,40,94,82,37,18,5
242,Mansidão,0,0,4,3,6,13,10,8,1,0
243,Maracás,1,9,7,12,9,22,24,8,3,1
244,Maragogipe,3,4,5,7,9,23,15,7,0,1
245,Maraú,1,0,2,2,1,7,1,1,0,0
246,Marcionílio Souza,1,2,6,1,4,16,5,2,1,0
247,Mascote,1,0,2,1,2,4,3,2,0,0
248,Mata de São João,2,0,2,2,4,17,15,7,2,0
249,Matina,4,3,10,10,8,40,22,12,6,2
250,Medeiros Neto,4,16,25,34,53,167,87,50,24,2
251,Miguel Calmon,4,3,3,14,6,13,17,7,3,2
252,Milagres,4,2,6,13,15,45,24,17,8,0
253,Mirangaba,0,0,1,1,2,6,5,2,3,0
254,Mirante,1,3,5,5,3,14,6,2,4,0
255,Monte Santo,5,5,4,1,2,19,16,5,5,2
256,Morpará,1,0,2,3,4,11,8,5,1,0
257,Morro do Chapéu,17,11,17,57,83,194,150,64,17,4
258,Mortugaba,0,0,0,0,3,5,1,5,0,0
259,Mucugê,0,0,0,1,0,2,0,0,0,0
260,Mucuri,32,98,189,133,178,505,367,166,56,7
261,Mulungu do Morro,1,7,94,30,40,154,123,71,52,3
262,Mundo Novo,0,1,2,0,5,5,3,3,1,0
263,Muniz Ferreira,0,0,0,0,2,1,0,1,0,0
264,Muquém de São Francisco,1,3,0,0,2,9,10,3,2,0
265,Muritiba,3,15,15,25,57,125,104,31,16,1
266,Mutuípe,2,1,4,2,2,21,6,6,0,0
267,Nazaré,0,3,5,9,6,20,21,7,1,0
268,Nilo Peçanha,0,1,0,3,2,9,8,1,1,0
269,Nordestina,0,3,1,1,1,5,3,1,0,0
270,Nova Canaã,1,0,2,8,4,10,5,5,1,0
271,Nova Fátima,0,4,5,6,11,20,21,7,4,4
272,Nova Ibiá,1,0,3,8,4,14,8,10,1,0
273,Nova Itarana,0,0,0,1,0,1,2,2,1,0
274,Nova Redenção,2,1,1,1,3,11,11,7,4,0
275,Nova Soure,0,0,0,1,0,7,3,2,0,0
276,Nova Viçosa,17,35,59,80,92,270,142,105,22,4
277,Novo Horizonte,3,0,4,2,3,15,18,7,5,0
278,Novo Triunfo,1,0,0,0,0,1,1,0,0,0
279,Oliveira dos Brejinhos,1,0,4,20,14,36,58,39,2,2
280,Ouriçangas,0,0,0,0,1,0,1,1,0,0
281,Ourolândia,6,12,10,14,13,33,30,14,3,0
282,Palmas de Monte Alto,6,5,4,8,8,37,22,15,3,4
283,Palmeiras,0,0,4,10,10,28,18,11,4,2
284,Paramirim,3,22,53,50,48,149,152,66,32,5
285,Paratinga,5,14,12,10,16,50,20,18,7,2
286,Paripiranga,2,4,3,7,2,19,15,8,1,0
287,Pau Brasil,2,14,15,21,17,33,28,12,5,0
288,Paulo Afonso,7,28,22,23,14,37,20,21,4,4
289,Pé de Serra,2,0,0,2,4,9,5,7,1,0
290,Pedro Alexandre,0,1,0,1,0,3,1,0,0,0
291,Piatã,0,0,0,0,0,0,1,0,0,0
292,Pilão Arcado,0,1,2,3,3,4,7,5,2,0
293,Pindaí,3,1,1,4,9,35,14,21,7,0
294,Pindobaçu,3,1,2,9,9,12,5,4,2,0
295,Pintadas,1,1,0,0,1,5,2,2,1,0
296,Piraí do Norte,1,0,0,1,0,0,0,0,0,0
297,Piripá,1,4,10,22,23,57,33,24,20,1
298,Piritiba,5,4,7,11,23,34,34,20,4,3
299,Planaltino,1,2,5,4,11,24,15,12,5,1
300,Planalto,21,8,11,54,53,116,77,41,21,4
301,Poções,3,1,8,7,11,55,37,23,9,2
302,Pojuca,3,0,2,0,4,3,5,0,0,0
303,Ponto Novo,0,3,4,2,5,6,2,4,1,0
304,Porto Seguro,18,47,71,122,150,421,309,138,25,4
305,Potiraguá,0,0,0,0,1,3,3,0,1,0
306,Prado,1,4,20,26,25,66,61,34,12,1
307,Presidente Dutra,2,8,8,21,23,50,52,18,7,1
308,Presidente Jânio Quadros,24,9,20,11,31,88,68,41,27,7
309,Presidente Tancredo Neves,0,1,0,0,1,0,0,0,0,0
310,Queimadas,0,0,0,0,0,2,1,1,0,0
311,Quijingue,1,1,3,10,11,36,37,12,6,1
312,Quixabeira,2,0,2,5,2,7,2,2,5,0
313,Rafael Jambeiro,3,4,4,12,15,58,47,23,2,0
314,Remanso,5,10,14,51,47,189,200,89,36,1
315,Retirolândia,0,3,0,1,3,7,2,2,0,0
316,Riachão das Neves,4,3,12,38,31,92,56,46,7,4
317,Riachão do Jacuípe,2,4,10,6,9,24,10,8,2,0
318,Riacho de Santana,2,1,4,14,13,57,40,28,12,2
319,Ribeira do Pombal,2,6,4,7,5,14,10,4,2,1
320,Ribeirão do Largo,0,0,0,0,1,4,3,0,0,0
321,Rio de Contas,12,1,6,7,15,33,37,20,17,2
322,Rio do Antônio,1,4,14,14,26,76,65,37,15,2
323,Rio do Pires,1,1,3,3,5,5,6,3,0,0
324,Rio Real,1,7,5,5,9,14,9,6,2,0
325,Ruy Barbosa,0,0,1,1,7,10,7,3,2,1
326,Salinas da Margarida,0,0,0,1,1,2,1,0,0,0
327,Salvador,70,147,187,229,294,1022,500,242,45,10
328,Santa Bárbara,1,2,0,1,2,1,6,2,0,0
329,Santa Brígida,0,2,1,0,1,1,0,0,1,0
330,Santa Cruz Cabrália,2,3,3,6,5,25,8,3,0,0
331,Santa Cruz da Vitória,13,26,33,56,49,118,69,46,17,5
332,Santa Inês,0,1,2,1,8,13,4,4,0,0
333,Santa Luzia,2,0,3,6,5,10,12,4,1,0
334,Santa Maria da Vitória,2,10,19,38,50,154,91,30,10,3
335,Santa Rita de Cássia,9,2,3,8,26,78,42,34,18,0
336,Santa Teresinha,0,8,11,15,26,52,37,15,9,2
337,Santaluz,8,16,24,19,34,86,72,21,8,2
338,Santana,25,5,19,21,40,89,83,51,12,2
339,Santanópolis,0,1,2,0,0,0,1,0,0,0
340,Santo Amaro,0,1,3,3,2,7,4,1,0,0
341,Santo Antônio de Jesus,3,4,1,32,57,156,112,39,9,6
342,Santo Estêvão,9,7,12,17,19,87,38,11,4,1
343,São Desidério,1,4,6,9,15,50,33,12,7,1
344,São Domingos,0,0,0,3,6,6,7,5,0,0
345,São Felipe,0,0,0,1,1,7,2,2,0,0
346,São Félix,1,0,2,3,3,5,2,1,1,0
347,São Félix do Coribe,9,13,9,8,15,42,45,9,3,0
348,São Francisco do Conde,4,5,2,1,7,28,14,7,0,0
349,São Gabriel,0,2,6,15,6,27,27,15,6,0
350,São Gonçalo dos Campos,1,2,6,5,11,20,25,5,1,0
351,São José da Vitória,0,1,3,3,5,8,4,2,1,0
352,São José do Jacuípe,0,1,0,0,1,4,3,0,1,0
353,São Miguel das Matas,0,0,0,0,1,1,2,1,1,0
354,São Sebastião do Passé,1,3,4,9,10,22,13,3,1,1
355,Sapeaçu,5,8,4,11,16,74,39,18,8,1
356,Sátiro Dias,0,0,0,0,0,3,2,2,0,0
357,Saúde,1,1,0,8,8,19,12,7,3,0
358,Seabra,25,9,37,68,91,293,211,112,46,8
359,Sebastião Laranjeiras,0,4,0,1,4,7,5,2,0,0
360,Senhor do Bonfim,44,152,141,71,26,61,47,25,3,1
361,Sento Sé,2,1,3,7,16,40,29,8,4,1
362,Serra do Ramalho,2,2,4,8,3,16,8,12,2,0
363,Serra Dourada,3,4,5,21,24,46,23,19,5,2
364,Serra Preta,0,0,0,0,1,4,1,0,0,0
365,Serrinha,25,53,59,73,137,332,164,68,36,15
366,Serrolândia,1,2,4,13,20,21,25,3,5,0
367,Simões Filho,14,12,10,25,33,79,48,20,1,1
368,Sítio do Mato,0,0,0,0,1,3,3,0,0,0
369,Sítio do Quinto,5,1,2,2,4,18,14,4,1,0
370,Sobradinho,0,0,0,0,0,2,1,0,0,0
371,Souto Soares,4,7,13,21,12,54,43,19,7,0
372,Tabocas do Brejo Velho,0,0,0,0,1,4,3,0,1,0
373,Tanhaçu,1,0,0,1,4,14,12,2,0,0
374,Tanque Novo,6,8,23,71,81,206,142,83,37,7
375,Tanquinho,0,0,3,7,14,20,12,2,2,0
376,Taperoá,0,0,0,0,1,2,0,2,0,0
377,Tapiramutá,2,18,15,12,16,32,16,11,1,0
378,Teixeira de Freitas,72,162,178,314,477,1108,627,335,135,32
379,Teodoro Sampaio,0,0,1,2,0,5,2,0,1,1
380,Teofilândia,0,1,1,1,1,6,5,0,0,0
381,Teolândia,0,1,1,0,0,0,1,0,0,0
382,Terra Nova,0,3,2,2,2,8,20,3,1,0
383,Tremedal,0,3,1,8,5,26,21,7,5,0
384,Tucano,2,8,8,4,9,16,15,5,0,0
385,Uauá,0,1,0,2,2,1,3,2,0,1
386,Ubaíra,0,0,0,2,1,4,1,2,1,0
387,Ubaitaba,2,3,4,9,7,23,21,7,3,1
388,Ubatã,5,4,8,11,10,38,15,12,4,1
389,Uibaí,1,12,10,16,24,43,48,30,11,2
390,Umburanas,5,1,1,4,0,8,2,3,0,1
391,Una,7,9,29,86,111,246,272,55,21,5
392,Urandi,1,1,1,3,1,19,17,6,0,0
393,Uruçuca,1,4,11,16,21,39,23,20,9,0
394,Utinga,1,2,2,1,2,12,4,2,0,0
395,Valença,4,11,10,13,12,46,35,17,5,1
396,Valente,2,3,0,4,7,12,15,6,0,1
397,Várzea da Roça,1,2,2,3,1,8,5,6,0,0
398,Várzea do Poço,3,0,2,4,5,9,7,4,0,0
399,Várzea Nova,4,1,5,10,11,23,24,14,3,0
400,Varzedo,0,1,0,2,1,7,1,0,0,0
401,Vera Cruz,1,3,5,10,10,24,30,14,4,0
402,Vereda,0,1,1,5,4,12,9,7,2,1
403,Vitória da Conquista,18,25,42,84,77,314,228,117,44,4
404,Wagner,1,1,2,17,12,31,32,12,6,1
405,Wanderley,4,4,7,10,22,46,36,17,10,2
406,Wenceslau Guimarães,0,2,3,5,1,4,2,2,1,0
407,Xique-Xique,0,1,1,1,5,5,7,5,1,3
