,Município,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez
68,Campo Formoso,0,0,2,7,10,6,15,17,8,11,0,22
69,Canápolis,0,0,0,0,2,0,0,0,0,0,0,0
70,Canarana,0,0,1,3,0,6,0,1,2,0,0,1
71,Canavieiras,0,1,24,47,21,18,8,7,3,1,2,4
72,Candeal,0,0,1,1,1,4,15,2,0,1,0,0
73,Candeias,3,1,5,16,19,5,3,7,1,2,1,0
74,Cândido Sales,0,11,41,246,43,21,1,0,0,0,23,8
75,Cansanção,0,0,6,13,9,10,32,15,4,2,0,5
76,Canudos,1,4,12,5,2,3,9,26,2,3,0,0
77,Capela do Alto Alegre,0,3,25,239,141,67,36,2,0,0,0,0
78,Capim Grosso,0,1,18,2,7,1,18,22,8,0,1,1
79,Caraíbas,0,0,1,1,4,0,0,0,2,0,0,1
80,Caravelas,0,0,3,6,14,13,10,5,4,2,2,18
81,Cardeal da Silva,0,0,5,2,0,0,0,0,0,0,0,0
82,Carinhanha,0,0,2,2,14,2,1,2,0,0,0,0
83,Casa Nova,2,0,13,18,18,15,34,38,16,18,72,148
84,Castro Alves,0,0,3,2,51,32,26,8,10,0,1,1
85,Catolândia,0,0,3,4,3,19,3,0,0,0,0,0
86,Catu,1,4,7,13,18,9,1,1,1,3,1,2
87,Caturama,0,7,4,5,4,1,1,0,0,0,0,0
88,Central,0,0,0,0,0,0,0,0,0,0,0,3
89,Chorrochó,0,0,1,6,33,23,16,49,181,93,0,0
90,Cícero Dantas,39,93,149,102,26,8,7,11,21,1,0,3
91,Coaraci,3,3,49,135,33,6,0,1,0,0,0,5
92,Conceição da Feira,1,0,2,1,3,2,2,1,0,0,0,0
93,Conceição do Almeida,0,0,0,1,0,0,2,0,0,0,0,0
94,Conceição do Coité,1,4,12,57,61,69,27,18,3,17,67,87
95,Conceição do Jacuípe,9,5,11,25,40,20,67,43,8,2,1,1
96,Conde,0,0,2,1,0,0,0,0,3,1,0,1
97,Condeúba,1,0,0,2,2,0,3,2,2,1,0,7
98,Contendas do Sincorá,0,0,1,0,15,1,1,0,1,0,0,0
99,Coração de Maria,1,0,5,7,17,9,62,32,8,4,0,1
100,Coribe,0,2,12,11,12,2,0,0,0,0,0,1
101,Coronel João Sá,0,0,5,27,3,15,3,0,1,1,4,2
102,Correntina,0,0,4,19,34,24,8,3,0,0,1,2
103,Cotegipe,0,0,0,0,1,0,0,0,0,0,0,0
104,Cravolândia,0,0,0,2,0,0,0,0,0,0,0,0
105,Crisópolis,0,0,0,0,1,1,11,4,1,2,4,0
106,Cristópolis,0,0,2,6,13,15,42,6,6,1,1,1
107,Cruz das Almas,4,4,3,23,16,10,24,3,5,1,2,1
108,Curaçá,0,0,3,8,9,1,4,3,2,0,2,1
109,Dário Meira,0,1,1,1,7,2,3,0,0,0,0,0
110,Dias d'Ávila,1,1,14,33,17,12,16,4,1,0,0,1
111,Dom Basílio,0,0,3,1,2,6,0,2,0,0,2,5
112,Dom Macedo Costa,2,0,3,1,1,0,3,0,0,0,0,0
113,Elísio Medrado,0,0,0,0,2,0,0,0,0,0,0,0
114,Encruzilhada,0,0,0,2,4,2,0,0,0,0,0,0
115,Entre Rios,2,0,1,1,7,8,22,7,4,4,0,0
116,Érico Cardoso,0,0,1,13,3,3,0,0,0,0,0,0
117,Esplanada,1,1,0,12,26,0,3,0,0,2,0,0
118,Euclides da Cunha,5,4,77,188,124,55,33,20,50,38,50,173
119,Eunápolis,3,7,23,63,34,29,75,101,5,2,3,2
120,Fátima,11,13,37,8,1,0,2,1,0,1,0,1
121,Feira da Mata,0,0,0,0,0,0,1,0,3,4,0,0
122,Feira de Santana,74,106,228,421,712,476,407,149,56,41,28,48
123,Filadélfia,4,0,4,1,1,3,8,1,0,2,1,4
124,Firmino Alves,0,0,0,0,4,0,0,0,0,0,0,1
125,Floresta Azul,0,1,14,14,4,1,0,0,0,0,1,3
126,Formosa do Rio Preto,0,0,0,0,3,0,0,0,0,0,0,1
127,Gandu,2,0,5,7,30,14,45,11,2,2,1,0
128,Gavião,0,0,0,0,6,3,5,0,0,0,3,0
129,Gentio do Ouro,0,0,0,2,1,0,0,0,0,0,0,0
130,Glória,8,54,24,14,12,23,24,9,2,3,0,5
131,Gongogi,0,2,0,0,0,0,0,0,0,0,1,0
132,Governador Mangabeira,2,0,2,9,25,16,3,4,0,1,0,4
133,Guajeru,0,2,0,0,0,0,4,4,9,4,3,5
134,Guanambi,6,4,8,8,9,8,17,6,4,3,9,48
135,Guaratinga,0,0,0,1,17,5,1,0,1,0,0,2
136,Heliópolis,17,3,10,4,0,0,0,1,0,1,0,1
137,Iaçu,0,1,0,8,22,18,33,18,1,0,3,0
138,Ibiassucê,0,0,0,2,4,1,0,0,1,0,0,0
139,Ibicaraí,0,24,410,431,159,24,15,6,4,1,4,28
140,Ibicoara,2,0,2,0,0,0,0,0,0,0,0,0
141,Ibicuí,0,1,0,8,7,3,2,0,0,0,0,0
142,Ibipeba,0,0,2,3,2,3,6,2,0,0,0,0
143,Ibipitanga,0,0,1,3,6,3,9,4,4,12,14,25
144,Ibiquera,0,0,1,2,5,6,0,3,0,0,0,0
145,Ibirapitanga,0,0,0,4,1,1,1,0,0,0,1,0
146,Ibirapuã,0,0,0,0,4,1,8,12,2,0,7,49
147,Ibirataia,4,5,14,15,10,7,12,4,4,0,5,6
148,Ibitiara,0,0,0,0,0,0,1,0,0,0,0,0
149,Ibititá,0,0,0,0,1,0,0,0,0,0,0,0
150,Ibotirama,5,4,19,71,107,34,8,10,2,0,8,9
151,Ichu,0,2,1,4,7,7,29,8,0,0,1,0
152,Igaporã,0,0,0,3,5,2,0,1,2,0,1,4
153,Igrapiúna,0,2,0,2,3,0,0,0,1,0,0,0
154,Ilhéus,155,1075,2362,1027,383,155,51,30,74,125,183,118
155,Inhambupe,0,0,0,0,1,0,0,0,1,0,0,0
156,Ipecaetá,0,1,0,1,28,95,6,15,6,1,1,0
157,Ipiaú,2,7,25,46,15,5,6,5,2,1,5,1
158,Ipirá,1,3,58,107,16,2,1,1,0,0,0,1
159,Ipupiara,0,0,0,1,1,0,0,0,0,0,0,0
160,Irajuba,0,0,0,0,3,0,0,0,0,0,0,0
161,Irará,0,1,2,7,9,5,11,3,0,3,3,3
162,Irecê,2,1,4,12,4,3,2,0,1,4,4,0
163,Itabela,0,1,18,10,11,29,12,21,9,6,6,13
164,Itaberaba,3,4,68,215,151,84,198,115,75,48,72,21
165,Itabuna,86,230,2522,2260,454,111,174,71,53,92,571,2193
166,Itacaré,2,5,47,69,13,16,5,2,4,9,1,6
167,Itaeté,0,0,0,6,6,10,23,4,2,4,1,0
168,Itagi,0,0,8,7,5,1,3,6,0,4,1,3
169,Itagibá,0,0,2,5,1,0,1,1,1,2,0,0
170,Itagimirim,0,0,0,3,3,0,0,1,0,1,1,1
171,Itaguaçu da Bahia,0,0,2,1,0,0,0,0,0,0,0,0
172,Itaju do Colônia,0,0,1,6,2,0,1,1,0,0,0,0
173,Itajuípe,2,4,24,18,14,3,1,2,1,0,0,9
174,Itamaraju,2,2,14,14,14,17,17,9,8,11,26,31
175,Itambé,0,0,1,1,1,0,3,0,0,0,0,2
176,Itanhém,0,2,0,12,3,9,2,2,1,0,0,2
177,Itaparica,0,0,5,41,18,9,0,0,1,0,1,2
178,Itapé,0,4,49,93,4,0,0,1,0,0,5,11
179,Itapebi,0,1,5,8,12,6,3,0,0,0,0,3
180,Itapetinga,0,1,8,124,60,23,10,9,0,0,1,3
181,Itapicuru,0,0,1,0,0,0,0,0,0,0,0,1
182,Itapitanga,0,0,0,1,0,0,0,0,0,0,0,0
183,Itarantim,11,3,4,1,0,0,0,1,0,0,0,0
184,Itatim,0,0,3,15,4,2,4,18,0,0,0,0
185,Itiruçu,1,1,5,2,0,0,5,0,2,0,0,0
186,Itiúba,0,0,43,34,15,5,17,8,16,0,12,54
187,Itororó,1,1,8,3,0,0,0,0,1,1,0,0
188,Ituaçu,0,0,1,7,2,2,0,0,0,0,0,5
189,Ituberá,0,0,0,0,0,1,0,0,0,0,0,0
190,Iuiú,0,0,0,0,3,0,0,0,0,0,1,99
191,Jaborandi,6,3,4,10,5,1,2,2,3,0,0,1
192,Jacaraci,0,1,2,3,5,3,1,1,3,3,1,3
193,Jacobina,1,1,179,66,125,128,53,27,57,119,122,60
194,Jaguaquara,0,0,2,4,5,3,3,1,0,2,1,0
195,Jaguarari,0,1,2,2,12,4,4,4,0,1,1,1
196,Jaguaripe,0,0,16,4,0,0,1,1,0,0,0,0
197,Jandaíra,0,0,1,3,0,0,0,0,0,5,2,0
198,Jequié,172,370,621,690,74,23,28,11,49,21,38,36
199,Jeremoabo,2,4,505,94,16,5,6,61,367,258,152,37
200,Jiquiriçá,0,0,0,3,3,0,1,1,0,0,0,0
201,Jitaúna,1,4,19,2,0,0,3,0,0,1,3,0
202,João Dourado,0,0,0,0,0,0,2,0,0,0,0,0
203,Juazeiro,19,24,39,80,136,122,66,28,23,13,12,20
204,Jucuruçu,0,0,2,0,1,0,0,0,0,0,0,0
205,Jussara,0,0,4,1,0,1,1,1,2,0,0,1
206,Jussari,1,0,14,52,8,3,3,1,0,0,1,5
207,Jussiape,0,1,1,2,0,0,0,1,0,0,1,0
208,Lafaiete Coutinho,6,0,0,3,2,1,1,1,1,0,0,0
209,Lagoa Real,0,0,0,12,14,1,2,0,0,0,0,0
210,Laje,0,0,3,2,2,1,0,0,1,0,0,0
211,Lajedão,0,0,3,4,3,0,0,0,0,0,1,1
212,Lajedinho,0,0,10,3,0,1,0,0,0,0,0,0
213,Lamarão,1,2,17,18,15,14,5,2,2,2,0,0
214,Lapão,0,0,4,4,9,3,2,1,1,0,1,0
215,Lauro de Freitas,17,25,103,86,94,88,122,50,13,6,3,6
216,Lençóis,0,0,0,7,2,5,0,0,0,0,0,0
217,Livramento de Nossa Senhora,0,0,0,0,4,0,1,0,1,0,2,0
218,Luís Eduardo Magalhães,4,3,23,377,1485,624,204,35,8,11,10,19
219,Macajuba,0,0,1,4,6,2,3,2,0,0,0,0
220,Macarani,0,0,0,0,1,0,0,0,0,0,0,0
221,Macaúbas,20,69,227,179,111,48,17,7,1,4,6,10
222,Macururé,0,0,5,3,6,5,20,79,53,34,167,5
223,Madre de Deus,6,2,1,0,3,3,26,12,0,0,0,0
224,Maiquinique,2,1,10,8,8,4,11,10,6,0,1,1
225,Mairi,4,4,17,164,98,40,101,37,13,8,30,47
226,Malhada de Pedras,0,0,0,1,6,1,0,0,0,0,0,0
227,Manoel Vitorino,4,0,3,3,0,0,0,0,0,1,0,2
228,Maracás,3,5,20,38,13,2,6,12,7,0,3,2
229,Maragogipe,2,0,30,34,8,0,15,8,1,0,0,1
230,Maraú,2,1,0,0,4,0,0,0,0,0,0,0
231,Marcionílio Souza,0,0,1,0,0,2,1,0,0,0,0,0
232,Mascote,0,1,4,10,6,0,1,0,2,0,0,0
233,Mata de São João,2,0,7,8,6,6,0,1,0,0,0,2
234,Matina,0,0,0,0,0,0,0,0,0,0,0,2
235,Medeiros Neto,0,1,1,2,9,8,3,9,0,1,2,4
236,Miguel Calmon,1,1,7,12,2,22,7,3,0,0,3,30
237,Milagres,0,0,24,64,37,45,45,18,3,0,0,5
238,Mirangaba,0,0,0,5,7,1,0,0,0,0,0,0
239,Mirante,2,1,2,4,1,0,0,0,0,0,0,0
240,Monte Santo,0,1,11,12,107,62,0,1,6,20,4,0
241,Morro do Chapéu,0,2,4,16,16,6,13,6,0,1,29,8
242,Mucuri,3,2,10,15,22,40,5,6,12,3,23,13
243,Mulungu do Morro,1,10,2,16,5,3,0,4,0,0,1,2
244,Mundo Novo,0,0,6,12,20,3,7,3,0,0,1,0
245,Muniz Ferreira,0,1,0,1,5,5,4,6,5,0,0,0
246,Muquém de São Francisco,0,0,0,0,0,1,0,0,0,0,0,0
247,Muritiba,6,6,9,15,33,25,19,13,16,3,3,1
248,Mutuípe,0,0,2,4,1,3,3,1,5,0,0,1
249,Nazaré,0,0,4,8,1,0,1,1,0,0,0,0
250,Nilo Peçanha,0,0,0,2,12,1,0,2,0,0,0,1
251,Nordestina,0,4,3,3,2,4,4,0,0,0,0,0
252,Nova Canaã,1,0,0,0,0,0,0,0,0,0,0,0
253,Nova Fátima,0,0,0,0,0,0,1,0,0,0,0,0
254,Nova Ibiá,0,0,0,0,0,0,2,1,3,0,1,0
255,Nova Itarana,0,0,0,0,1,0,0,0,0,0,0,1
256,Nova Redenção,0,0,0,3,17,1,0,1,0,0,0,0
257,Nova Soure,1,4,6,2,2,1,56,85,27,0,0,0
258,Nova Viçosa,0,0,6,2,7,4,0,1,0,0,4,8
259,Novo Horizonte,0,0,0,0,0,0,0,0,0,0,0,1
260,Novo Triunfo,3,3,27,12,3,0,0,0,0,1,3,9
261,Olindina,0,0,9,2,4,3,0,9,22,37,36,0
262,Oliveira dos Brejinhos,0,0,0,2,0,0,1,0,0,0,0,0
263,Ouriçangas,0,0,0,0,1,2,1,0,1,0,0,0
264,Ourolândia,2,3,10,41,30,8,13,8,1,3,10,13
265,Palmas de Monte Alto,0,0,0,6,2,0,0,0,0,0,0,0
266,Palmeiras,0,0,1,0,1,0,0,0,0,0,0,0
267,Paramirim,8,3,5,6,4,5,4,10,1,3,3,8
268,Paratinga,0,0,0,23,69,102,41,15,9,1,0,0
269,Paripiranga,0,20,71,82,21,5,1,2,0,0,1,3
270,Pau Brasil,0,0,2,23,74,36,5,2,4,0,0,2
271,Paulo Afonso,6,20,190,229,59,6,26,12,6,13,20,12
272,Pé de Serra,3,6,22,7,31,37,19,2,14,5,4,3
273,Pedrão,0,0,0,0,0,0,0,0,1,0,0,0
274,Pedro Alexandre,0,0,3,3,0,0,0,0,0,1,1,0
275,Pilão Arcado,0,0,1,0,1,3,6,2,0,0,0,0
276,Pindaí,0,0,0,0,1,0,0,0,0,0,1,38
277,Pindobaçu,1,0,5,20,6,11,5,6,1,4,4,4
278,Pintadas,0,0,14,35,51,93,52,24,3,5,7,4
279,Piraí do Norte,0,1,0,0,1,0,1,0,0,0,0,0
280,Piripá,0,0,0,0,0,1,2,2,2,3,2,3
281,Piritiba,0,0,1,2,8,1,11,1,0,0,0,2
282,Planaltino,2,1,3,4,4,0,5,2,2,1,2,0
283,Planalto,0,0,0,7,0,0,0,0,0,0,0,2
284,Poções,0,0,4,6,2,2,1,1,2,1,0,0
285,Pojuca,0,2,6,20,5,2,2,2,0,0,0,0
286,Ponto Novo,0,3,8,23,27,13,11,9,3,2,4,1
287,Porto Seguro,6,14,65,113,99,3,77,33,10,5,6,9
288,Potiraguá,0,0,0,0,0,1,0,0,0,0,0,0
289,Prado,0,0,2,3,5,2,2,1,0,1,0,0
290,Presidente Dutra,1,3,3,6,9,1,0,0,2,0,0,3
291,Presidente Jânio Quadros,1,4,0,3,3,1,1,0,0,0,1,0
292,Presidente Tancredo Neves,0,2,1,16,4,0,3,0,0,0,0,1
293,Queimadas,0,1,0,1,19,8,0,0,0,1,0,0
294,Quijingue,0,1,6,29,22,0,3,1,2,0,0,0
295,Quixabeira,0,0,83,39,27,13,11,7,1,2,10,4
296,Rafael Jambeiro,1,0,1,1,3,0,17,2,0,0,0,1
297,Remanso,0,1,11,14,18,3,23,31,15,5,3,7
298,Retirolândia,0,0,3,9,64,22,1,0,0,0,0,0
299,Riachão das Neves,0,1,5,9,15,1,0,0,0,0,0,0
300,Riachão do Jacuípe,15,16,11,7,20,15,12,8,9,5,8,8
301,Riacho de Santana,0,0,1,3,4,6,0,3,0,0,0,1
302,Ribeira do Amparo,2,4,12,24,0,0,10,4,6,5,4,1
303,Ribeira do Pombal,0,5,10,1,1,5,7,9,0,0,2,9
304,Rio de Contas,0,1,1,0,0,5,5,4,5,8,1,0
305,Rio do Antônio,0,0,0,0,0,0,1,0,0,0,1,0
306,Rio do Pires,0,0,2,2,0,0,0,0,0,1,2,0
307,Rio Real,3,21,66,35,9,7,11,16,20,5,1,13
308,Rodelas,0,0,2,13,2,0,0,1,0,4,0,1
309,Ruy Barbosa,2,1,159,90,23,5,0,3,27,17,15,1
310,Salinas da Margarida,0,0,1,0,0,0,0,0,0,0,0,0
311,Salvador,233,244,570,1043,1137,959,1290,900,933,491,309,380
312,Santa Bárbara,0,0,3,8,105,69,135,6,11,5,1,0
313,Santa Brígida,0,0,51,43,12,1,0,0,0,0,6,71
314,Santa Cruz Cabrália,0,0,0,18,19,11,6,7,1,1,3,6
315,Santa Cruz da Vitória,0,1,4,15,5,0,0,0,0,1,0,0
316,Santa Inês,0,1,0,0,0,0,1,1,0,0,0,0
317,Santa Luzia,0,0,2,10,6,2,2,0,1,0,0,0
318,Santa Maria da Vitória,0,0,3,5,35,42,10,0,0,0,0,6
319,Santa Rita de Cássia,1,0,1,4,2,1,2,0,1,0,0,0
320,Santa Teresinha,2,1,3,3,16,5,12,1,1,1,0,0
321,Santaluz,0,1,24,133,140,31,73,95,5,8,20,47
322,Santana,2,1,6,19,28,5,11,5,5,5,5,8
323,Santanópolis,0,0,0,0,0,0,0,0,0,0,0,1
324,Santo Amaro,1,2,0,7,14,3,2,6,4,0,13,2
325,Santo Antônio de Jesus,3,6,8,37,54,29,69,30,10,4,5,7
326,Santo Estêvão,0,0,1,2,10,36,42,27,2,8,3,4
327,São Desidério,2,0,5,16,33,5,0,1,1,0,0,1
328,São Domingos,0,5,32,55,52,47,26,12,7,5,1,2
329,São Felipe,1,0,0,2,17,5,4,1,3,1,1,1
330,São Félix,1,0,4,3,4,3,15,0,1,0,0,0
331,São Félix do Coribe,0,1,2,9,28,19,2,0,0,0,0,0
332,São Francisco do Conde,1,0,1,12,100,148,164,4,33,1,1,0
333,São Gabriel,1,0,1,3,6,8,9,2,2,1,0,1
334,São Gonçalo dos Campos,1,0,10,4,10,9,2,3,5,2,0,1
335,São José da Vitória,1,2,111,60,4,2,0,0,0,1,0,6
336,São José do Jacuípe,1,0,1,1,15,56,52,13,0,0,0,0
337,São Miguel das Matas,0,1,0,2,0,0,3,2,1,1,0,0
338,São Sebastião do Passé,2,4,10,53,75,47,53,15,2,0,2,1
339,Sapeaçu,0,1,1,19,37,100,104,10,5,3,0,0
340,Sátiro Dias,0,0,3,9,1,0,3,10,1,0,0,0
341,Saubara,0,1,0,0,0,1,0,0,1,0,0,0
342,Saúde,1,0,2,0,14,5,12,13,1,0,3,0
343,Seabra,1,5,8,10,11,4,3,2,1,1,3,4
344,Sebastião Laranjeiras,0,0,0,0,0,30,50,2,0,0,0,4
345,Senhor do Bonfim,5,5,11,31,29,29,66,35,12,3,15,31
346,Sento Sé,2,4,3,1,34,28,29,1,3,0,5,9
347,Serra do Ramalho,0,0,0,0,33,12,6,1,3,0,1,0
348,Serra Dourada,0,1,0,5,9,1,0,0,0,5,0,11
349,Serra Preta,0,0,0,0,4,1,4,0,0,0,0,0
350,Serrinha,3,3,102,198,209,318,465,250,195,88,177,219
351,Serrolândia,0,1,13,13,21,35,49,32,11,22,24,22
352,Simões Filho,4,33,611,687,514,77,286,228,75,43,32,9
353,Sítio do Mato,0,0,0,2,27,39,11,2,0,0,0,1
354,Sítio do Quinto,9,6,62,13,5,0,0,0,3,10,11,12
355,Sobradinho,0,0,0,0,2,0,2,4,4,0,1,1
356,Souto Soares,0,18,18,18,32,19,8,1,1,5,0,1
357,Tabocas do Brejo Velho,0,0,0,0,2,3,2,0,0,0,0,0
358,Tanhaçu,0,0,0,0,1,0,0,0,0,0,0,1
359,Tanque Novo,0,2,7,70,27,0,4,1,0,3,0,3
360,Tanquinho,2,0,0,0,28,32,56,3,1,0,0,0
361,Taperoá,0,2,79,108,19,0,0,0,0,1,0,0
362,Tapiramutá,0,0,1,0,3,9,5,2,0,2,0,9
363,Teixeira de Freitas,29,18,65,37,89,72,61,62,29,16,12,9
364,Teodoro Sampaio,0,0,0,2,1,2,1,0,2,0,0,0
365,Teofilândia,0,27,6,20,39,52,43,0,0,0,0,1
366,Teolândia,0,0,1,1,8,1,4,4,3,1,0,0
367,Terra Nova,0,0,0,0,0,0,15,20,2,1,0,5
368,Tremedal,0,0,1,7,31,6,5,6,0,2,0,0
369,Tucano,0,1,12,15,18,16,39,44,7,8,5,4
370,Uauá,0,0,0,0,0,0,3,3,3,0,2,1
371,Ubaíra,1,2,0,15,4,0,0,0,1,0,0,0
372,Ubaitaba,0,1,24,14,5,0,8,0,1,0,0,1
373,Ubatã,0,0,1,1,2,1,1,1,0,0,0,3
374,Uibaí,0,2,4,1,4,11,70,4,0,2,7,11
375,Umburanas,0,1,6,0,3,3,2,1,0,0,0,4
376,Una,0,11,122,270,84,0,2,0,0,0,1,7
377,Uruçuca,2,1,58,26,2,0,0,2,1,1,0,0
378,Utinga,0,0,2,1,3,0,1,1,0,0,1,0
379,Valença,3,8,52,94,63,29,76,27,27,15,2,64
380,Valente,0,51,151,130,123,20,11,5,2,1,6,8
381,Várzea da Roça,2,2,0,11,30,14,17,41,119,66,23,42
382,Várzea do Poço,1,0,2,19,82,82,63,96,56,30,54,5
383,Várzea Nova,0,0,0,0,11,6,3,2,3,1,5,15
384,Varzedo,0,0,2,1,1,0,0,0,2,0,0,0
385,Vera Cruz,2,1,177,206,84,45,25,7,23,8,4,9
386,Vereda,0,0,0,0,1,0,0,0,0,0,0,0
387,Vitória da Conquista,55,14,41,171,153,70,58,23,10,9,26,49
388,Wagner,1,0,0,0,0,1,3,0,0,0,1,0
389,Wanderley,0,0,6,2,26,8,2,0,0,0,0,5
390,Wenceslau Guimarães,1,0,1,0,4,1,0,2,0,0,1,0
391,Xique-Xique,0,0,2,60,19,2,3,0,0,2,0,0
