,Município,<1 Ano,1-4,5-9,10-14,15-19,20-34,35-49,50-64,65-79,80 e+
63,Caetité,4,4,18,28,44,180,88,48,14,6
64,Cafarnaum,1,0,0,1,3,11,7,4,0,0
65,Cairu,2,1,5,2,5,34,27,14,6,0
66,Caldeirão Grande,2,3,6,4,2,9,2,8,0,0
67,Camacan,1,5,7,22,20,34,47,13,3,2
68,Camaçari,13,34,113,84,112,294,234,76,27,5
69,Camamu,1,5,3,2,15,34,20,8,2,0
70,Campo Alegre de Lourdes,0,0,0,0,0,3,0,0,0,0
71,Campo Formoso,8,23,42,46,46,76,61,32,8,2
72,Canápolis,2,0,6,5,6,13,14,7,1,1
73,Canarana,4,1,7,8,20,54,52,31,21,0
74,Canavieiras,1,7,12,16,11,36,17,16,3,0
75,Candeal,0,1,0,0,0,5,7,2,2,0
76,Candeias,12,24,59,61,71,188,117,52,18,2
77,Candiba,1,2,0,2,1,4,4,2,3,0
78,Cândido Sales,16,18,37,48,41,83,72,56,18,2
79,Cansanção,7,3,9,15,22,42,28,12,6,0
80,Canudos,0,0,0,0,0,0,0,1,0,0
81,Capela do Alto Alegre,0,0,0,0,0,5,6,2,1,0
82,Capim Grosso,13,12,11,30,24,88,89,40,31,5
83,Caraíbas,0,2,3,2,2,25,8,0,2,0
84,Caravelas,4,3,3,16,10,33,21,13,6,2
85,Cardeal da Silva,0,0,0,0,0,7,4,2,0,0
86,Carinhanha,5,8,10,8,9,41,13,11,4,1
87,Casa Nova,9,3,10,13,28,107,85,31,16,0
88,Castro Alves,0,1,3,3,1,16,10,8,1,0
89,Catolândia,1,0,0,0,0,0,0,0,0,0
90,Catu,0,6,9,22,21,78,107,52,15,1
91,Caturama,0,0,0,2,1,9,6,2,7,0
92,Central,0,3,6,5,12,20,23,12,7,1
93,Chorrochó,0,1,6,3,1,2,1,1,0,0
94,Cícero Dantas,4,5,9,7,6,15,9,13,4,1
95,Cipó,1,1,2,4,9,10,13,8,3,1
96,Coaraci,6,3,5,9,3,15,10,4,0,0
97,Cocos,0,0,0,0,0,1,0,0,0,0
98,Conceição da Feira,8,7,28,39,46,156,178,84,34,7
99,Conceição do Almeida,2,6,5,11,14,45,55,43,24,6
100,Conceição do Coité,17,33,74,63,70,150,142,88,40,10
101,Conceição do Jacuípe,3,28,42,49,49,193,163,69,34,14
102,Conde,1,0,1,3,2,12,11,4,4,0
103,Condeúba,2,4,17,12,41,82,63,23,9,4
104,Contendas do Sincorá,0,2,12,15,18,40,25,7,6,2
105,Coração de Maria,16,8,21,24,26,98,82,55,16,4
106,Cordeiros,1,1,0,0,0,1,0,1,0,0
107,Coribe,4,6,11,20,15,38,39,29,12,1
108,Coronel João Sá,0,4,8,8,5,34,19,6,4,0
109,Correntina,1,5,13,24,54,106,74,36,7,2
110,Cotegipe,3,0,5,3,7,25,23,4,5,1
111,Cravolândia,1,0,3,4,5,21,7,19,5,0
112,Crisópolis,0,0,0,2,2,2,3,1,2,0
113,Cristópolis,0,0,0,0,2,4,3,2,1,0
114,Cruz das Almas,11,18,34,37,36,200,206,130,49,11
115,Curaçá,3,7,10,17,21,76,59,42,5,4
116,Dário Meira,6,6,10,13,13,22,17,7,4,0
117,Dias d'Ávila,8,6,9,9,12,34,48,17,2,1
118,Dom Basílio,0,0,2,11,11,25,26,12,8,0
119,Dom Macedo Costa,0,0,3,1,4,12,8,3,0,0
120,Elísio Medrado,2,0,2,0,5,5,7,2,1,0
121,Encruzilhada,3,4,12,10,17,50,47,17,6,0
122,Entre Rios,6,7,20,21,26,68,33,18,6,0
123,Érico Cardoso,2,0,5,4,4,31,18,9,4,0
124,Esplanada,3,10,18,20,33,63,31,19,9,2
125,Euclides da Cunha,10,17,34,39,42,103,78,51,22,5
126,Eunápolis,15,46,82,84,119,261,125,67,16,5
127,Fátima,6,5,8,19,9,47,47,26,14,3
128,Feira da Mata,0,3,1,1,0,1,4,2,0,0
129,Feira de Santana,237,344,461,487,371,0,0,916,341,98
130,Filadélfia,4,3,11,9,5,18,11,4,5,1
131,Firmino Alves,0,3,5,15,9,33,15,6,4,0
132,Floresta Azul,0,0,0,0,2,3,4,1,0,0
133,Formosa do Rio Preto,0,0,0,0,0,1,0,0,0,0
134,Gandu,0,8,16,23,29,66,75,39,9,2
135,Gavião,2,1,6,4,3,10,8,6,2,0
136,Gentio do Ouro,0,1,2,0,0,7,2,1,0,0
137,Glória,0,1,2,3,6,13,9,3,1,1
138,Gongogi,0,0,1,2,2,4,5,3,1,0
139,Governador Mangabeira,1,2,7,7,13,52,37,28,15,3
140,Guajeru,1,1,1,0,2,7,3,4,0,0
141,Guanambi,18,20,33,50,67,167,141,90,38,15
142,Guaratinga,3,2,1,3,3,4,2,0,0,0
143,Heliópolis,1,0,2,2,4,10,4,2,0,0
144,Iaçu,5,8,11,21,14,78,88,51,20,5
145,Ibiassucê,3,7,19,20,27,75,78,48,19,3
146,Ibicaraí,6,6,31,24,13,23,16,6,4,4
147,Ibicoara,0,0,0,1,1,5,4,1,0,0
148,Ibicuí,2,8,6,16,35,42,31,20,3,1
149,Ibipeba,4,3,5,4,9,26,21,30,13,1
150,Ibipitanga,2,2,14,19,27,87,67,38,24,4
151,Ibiquera,2,4,6,8,12,20,16,12,1,0
152,Ibirapitanga,0,2,5,10,12,27,17,8,3,0
153,Ibirapuã,1,2,3,4,2,12,11,8,1,1
154,Ibirataia,10,11,28,34,46,79,60,27,12,4
155,Ibitiara,2,1,4,6,4,12,17,10,5,3
156,Ibititá,0,3,7,7,11,37,22,15,14,1
157,Ibotirama,3,4,2,6,11,30,23,4,4,0
158,Ichu,1,0,4,5,11,18,24,13,12,3
159,Igaporã,0,0,0,1,1,2,2,0,0,0
160,Igrapiúna,0,1,0,1,1,2,1,1,0,0
161,Iguaí,3,7,38,31,58,100,65,35,18,4
162,Ilhéus,8,10,22,38,70,195,144,66,20,5
163,Inhambupe,3,9,16,24,26,76,74,37,15,2
164,Ipecaetá,1,2,2,3,4,10,13,10,2,1
165,Ipiaú,5,28,62,70,114,289,195,99,30,6
166,Ipirá,5,2,3,6,4,9,11,8,0,0
167,Ipupiara,1,1,6,4,4,26,22,4,2,1
168,Irajuba,4,7,14,15,16,45,52,42,18,7
169,Iramaia,4,2,11,12,15,37,29,9,7,0
170,Iraquara,2,16,28,47,48,218,179,107,72,16
171,Irará,3,21,29,47,52,159,135,96,41,14
172,Irecê,8,13,35,41,51,180,207,119,30,9
173,Itabela,0,1,3,1,1,2,3,1,0,2
174,Itaberaba,50,97,180,191,232,852,803,398,160,29
175,Itabuna,44,92,93,82,65,268,220,118,32,3
176,Itacaré,9,12,24,32,38,141,58,22,9,1
177,Itaeté,8,7,17,26,18,72,55,42,24,12
178,Itagi,0,1,0,1,1,5,2,0,0,0
179,Itagibá,5,6,10,28,34,47,57,17,4,0
180,Itagimirim,1,2,3,5,3,7,5,15,12,2
181,Itaguaçu da Bahia,7,1,0,3,3,10,10,5,4,0
182,Itaju do Colônia,1,0,0,1,1,1,2,2,0,0
183,Itajuípe,5,3,13,9,14,27,22,14,5,0
184,Itamaraju,4,4,8,6,24,60,29,22,2,0
185,Itamari,1,1,1,4,6,6,7,2,0,0
186,Itambé,2,11,25,15,20,27,21,7,6,0
187,Itanagra,0,0,0,0,1,1,0,1,0,0
188,Itanhém,21,18,43,73,59,134,109,76,45,15
189,Itaparica,1,2,2,6,10,28,15,8,3,1
190,Itapé,1,0,2,1,1,5,2,0,0,0
191,Itapebi,0,0,0,3,1,7,2,2,0,0
192,Itapetinga,6,45,58,53,54,83,74,49,14,4
193,Itapicuru,4,13,14,22,24,41,30,26,3,0
194,Itapitanga,0,0,0,0,0,0,1,0,0,0
195,Itaquara,5,3,11,12,7,35,41,27,15,0
196,Itarantim,2,3,5,4,2,6,4,1,2,1
197,Itatim,1,7,3,10,4,20,7,5,2,0
198,Itiruçu,1,2,11,15,20,36,31,28,3,2
199,Itiúba,1,3,5,7,5,19,13,4,3,0
200,Itororó,2,6,4,8,9,16,18,4,2,1
201,Ituaçu,1,2,9,5,6,29,33,20,5,2
202,Ituberá,0,0,0,0,1,6,4,2,0,0
203,Iuiú,0,0,0,0,0,1,1,0,1,0
204,Jaborandi,8,6,14,22,21,113,93,43,17,2
205,Jacaraci,3,15,30,31,49,180,128,105,46,7
206,Jacobina,18,32,75,80,68,217,201,103,24,7
207,Jaguaquara,32,55,121,171,218,537,550,382,196,63
208,Jaguarari,4,11,28,19,17,86,65,22,8,6
209,Jaguaripe,0,0,0,0,0,2,3,0,0,0
210,Jandaíra,1,1,1,1,1,1,1,0,0,0
211,Jequié,55,95,205,264,275,758,696,355,113,26
212,Jeremoabo,4,10,15,7,10,21,12,6,2,1
213,Jiquiriçá,1,0,0,1,2,3,5,2,0,0
214,Jitaúna,0,0,0,2,3,2,2,2,2,0
215,João Dourado,1,1,5,6,1,16,9,10,1,0
216,Juazeiro,33,55,107,106,182,673,564,266,51,14
217,Jussara,0,0,1,2,7,18,16,7,2,0
218,Jussari,0,1,2,3,7,4,8,1,0,0
219,Jussiape,2,2,2,3,1,15,17,13,9,2
220,Lafaiete Coutinho,2,3,7,18,18,23,16,15,4,0
221,Lagoa Real,2,5,6,8,20,47,29,22,9,1
222,Laje,3,1,4,8,9,42,31,18,4,0
223,Lajedão,0,1,0,0,0,0,2,1,0,0
224,Lajedinho,0,0,0,0,0,4,3,1,1,0
225,Lajedo do Tabocal,0,1,2,3,9,5,10,4,0,0
226,Lamarão,2,7,19,21,13,57,56,30,18,2
227,Lapão,4,4,16,19,26,87,65,37,10,3
228,Lauro de Freitas,19,33,42,36,30,161,165,76,19,2
229,Lençóis,5,6,9,14,15,38,43,22,7,2
230,Licínio de Almeida,0,0,1,6,15,23,18,9,5,5
231,Livramento de Nossa Senhora,23,12,10,28,32,148,99,68,23,4
232,Luís Eduardo Magalhães,4,10,9,16,14,86,57,23,10,1
233,Macajuba,2,2,7,11,15,33,35,33,10,3
234,Macarani,4,10,27,15,22,32,20,18,3,0
235,Macaúbas,2,5,19,15,15,59,76,38,30,2
236,Madre de Deus,4,2,4,2,4,17,6,8,1,0
237,Maetinga,1,0,0,0,0,2,4,0,0,0
238,Maiquinique,2,5,16,10,16,27,9,5,2,1
239,Mairi,0,1,3,1,6,14,10,4,0,0
240,Malhada,0,1,0,0,4,4,3,3,0,1
241,Malhada de Pedras,0,2,1,3,5,20,12,7,4,0
242,Manoel Vitorino,11,23,22,28,37,63,62,45,30,16
243,Maracás,3,4,5,14,23,88,66,28,7,1
244,Maragogipe,12,6,11,15,29,63,63,30,21,2
245,Maraú,3,1,8,4,19,46,33,21,6,1
246,Marcionílio Souza,10,17,32,45,26,106,100,81,44,12
247,Mascote,0,1,6,6,6,4,7,9,2,0
248,Mata de São João,5,2,4,2,9,44,22,13,4,2
249,Medeiros Neto,2,13,22,24,37,80,61,42,22,3
250,Miguel Calmon,5,4,7,2,8,30,25,11,4,2
251,Milagres,3,3,7,5,6,26,32,20,6,1
252,Mirangaba,1,1,1,4,4,25,14,6,4,1
253,Mirante,0,4,2,12,13,28,25,4,2,0
254,Monte Santo,0,0,2,1,0,2,0,1,0,1
255,Morpará,6,8,9,12,20,48,57,32,12,0
256,Morro do Chapéu,7,4,15,16,35,93,59,36,8,4
257,Mortugaba,0,0,0,1,1,2,5,3,2,0
258,Mucuri,1,4,10,18,22,49,33,26,8,4
259,Mulungu do Morro,3,1,1,6,11,34,25,14,15,4
260,Mundo Novo,0,2,3,2,1,1,8,2,0,1
261,Muniz Ferreira,0,0,0,0,0,3,2,0,0,0
262,Muritiba,3,1,3,4,6,21,31,10,3,0
263,Mutuípe,2,0,2,2,2,10,8,5,6,0
264,Nazaré,0,0,1,3,1,4,3,0,1,1
265,Nilo Peçanha,0,0,3,3,3,44,25,14,4,1
266,Nordestina,1,2,0,3,1,9,6,2,0,0
267,Nova Canaã,1,3,25,32,31,72,66,44,18,10
268,Nova Fátima,2,7,7,12,24,47,50,48,20,7
269,Nova Ibiá,2,11,11,12,8,27,19,9,7,1
270,Nova Itarana,3,3,11,7,15,26,17,14,5,0
271,Nova Redenção,4,11,15,19,21,53,42,38,19,5
272,Nova Soure,9,5,12,8,13,32,29,13,1,4
273,Nova Viçosa,4,7,12,17,18,38,27,18,13,3
274,Novo Horizonte,0,1,2,0,1,4,2,1,2,0
275,Novo Triunfo,0,1,0,3,4,1,0,0,0,0
276,Olindina,0,4,4,7,8,11,7,3,4,0
277,Oliveira dos Brejinhos,2,6,6,13,18,45,37,31,20,2
278,Ouriçangas,2,5,10,9,11,53,31,22,6,2
279,Ourolândia,6,15,33,22,19,53,43,10,5,2
280,Palmas de Monte Alto,0,3,2,6,8,20,12,14,4,0
281,Palmeiras,0,3,12,14,18,56,43,26,5,0
282,Paramirim,3,1,4,10,10,23,22,20,6,3
283,Paratinga,1,13,29,42,40,134,155,74,45,12
284,Paripiranga,2,4,1,2,4,15,13,14,1,4
285,Pau Brasil,0,0,1,1,3,0,0,1,0,0
286,Paulo Afonso,29,46,119,109,112,451,473,322,127,21
287,Pé de Serra,1,3,14,24,29,82,74,34,12,1
288,Pedrão,0,1,2,5,3,10,12,10,5,0
289,Pedro Alexandre,0,0,0,0,0,1,0,0,0,0
290,Piatã,0,0,1,0,0,0,0,0,0,0
291,Pilão Arcado,0,0,0,0,1,2,0,0,0,0
292,Pindaí,0,0,1,0,2,1,0,0,2,0
293,Pindobaçu,3,9,5,7,7,12,9,0,1,1
294,Pintadas,1,3,0,0,0,2,2,2,0,0
295,Piraí do Norte,0,0,0,0,1,6,3,1,1,0
296,Piripá,3,19,27,34,32,64,63,21,5,1
297,Piritiba,1,1,6,6,12,24,11,9,5,0
298,Planaltino,0,0,0,1,1,2,1,0,1,0
299,Planalto,4,3,4,10,14,36,31,15,2,0
300,Poções,4,4,0,1,8,23,19,7,5,1
301,Pojuca,5,17,9,30,33,135,105,54,17,3
302,Ponto Novo,3,4,4,7,0,13,6,5,1,0
303,Porto Seguro,9,14,31,45,48,196,159,87,11,3
304,Potiraguá,0,1,0,0,1,0,0,2,0,0
305,Prado,1,1,9,8,7,20,12,19,5,0
306,Presidente Dutra,9,16,49,66,76,196,201,125,54,17
307,Presidente Jânio Quadros,1,3,0,1,4,15,9,6,3,0
308,Presidente Tancredo Neves,0,1,1,3,5,18,12,5,0,0
309,Queimadas,0,0,2,2,1,9,1,1,0,0
310,Quijingue,1,8,3,10,10,34,38,26,12,2
311,Quixabeira,1,0,4,18,15,35,40,39,22,3
312,Rafael Jambeiro,2,3,3,6,9,14,16,7,9,2
313,Remanso,1,1,0,3,4,14,15,9,5,1
314,Retirolândia,3,1,7,4,6,12,12,4,2,0
315,Riachão das Neves,4,3,6,6,7,36,17,9,0,0
316,Riachão do Jacuípe,4,5,9,10,19,52,49,26,11,5
317,Riacho de Santana,4,2,1,6,10,21,33,14,2,1
318,Ribeira do Amparo,0,0,0,0,0,0,1,0,0,0
319,Ribeira do Pombal,12,29,43,34,43,110,72,50,22,6
320,Ribeirão do Largo,1,4,1,10,10,25,19,5,1,0
321,Rio de Contas,0,0,0,0,1,7,11,1,2,0
322,Rio do Antônio,1,0,10,11,19,41,43,42,16,4
323,Rio do Pires,3,4,10,10,9,26,22,27,10,8
324,Rio Real,14,19,40,33,44,124,93,50,20,2
325,Rodelas,1,0,0,1,1,3,0,2,0,0
326,Ruy Barbosa,1,8,1,3,6,14,10,6,1,0
327,Salinas da Margarida,1,0,1,0,0,0,1,0,1,0
328,Salvador,220,386,804,857,858,0,0,0,558,116
329,Santa Bárbara,0,0,4,11,10,23,18,4,4,1
330,Santa Brígida,0,0,0,1,1,1,4,1,0,0
331,Santa Cruz Cabrália,4,10,13,17,15,59,44,11,4,1
332,Santa Inês,1,0,0,2,4,4,2,0,0,0
333,Santa Luzia,2,3,2,12,9,14,10,7,3,0
334,Santa Maria da Vitória,10,18,27,37,53,110,69,33,6,4
335,Santa Rita de Cássia,3,3,13,18,23,107,66,44,25,4
336,Santa Teresinha,1,1,8,8,13,28,18,16,11,3
337,Santaluz,16,18,52,55,39,105,83,31,20,5
338,Santana,0,1,1,3,0,7,8,2,2,0
339,Santanópolis,0,0,2,8,11,23,31,11,3,5
340,Santo Amaro,3,4,3,10,8,30,25,16,5,2
341,Santo Antônio de Jesus,20,26,42,52,91,284,271,107,25,4
342,Santo Estêvão,7,14,16,27,25,123,104,34,17,4
343,São Desidério,3,2,2,6,5,40,36,18,5,0
344,São Domingos,2,9,24,31,38,38,46,27,11,2
345,São Felipe,0,0,0,0,0,2,1,0,0,1
346,São Félix,1,2,6,5,14,26,24,21,13,1
347,São Félix do Coribe,2,11,19,19,9,35,21,10,3,1
348,São Francisco do Conde,2,3,5,2,6,13,9,3,0,0
349,São Gabriel,0,2,5,10,7,24,33,21,7,0
350,São Gonçalo dos Campos,5,7,6,4,12,54,46,20,4,1
351,São José da Vitória,1,2,0,7,10,11,7,1,0,0
352,São José do Jacuípe,1,3,12,12,17,24,21,24,14,6
353,São Miguel das Matas,0,0,2,1,5,6,6,1,1,0
354,São Sebastião do Passé,1,1,4,4,4,23,37,16,7,1
355,Sapeaçu,0,0,0,0,0,6,5,3,2,0
356,Sátiro Dias,1,2,2,2,2,14,2,1,1,0
357,Saubara,0,0,0,0,1,0,4,1,1,0
358,Saúde,0,0,1,1,0,1,3,1,1,0
359,Seabra,32,31,66,91,119,341,330,187,78,16
360,Sebastião Laranjeiras,7,16,17,21,15,54,55,27,8,3
361,Senhor do Bonfim,17,38,78,100,65,134,113,52,16,0
362,Sento Sé,0,1,0,0,0,5,1,1,1,1
363,Serra do Ramalho,1,0,2,0,1,4,2,3,0,0
364,Serra Dourada,2,0,1,2,1,4,4,6,2,0
365,Serra Preta,1,3,3,3,6,18,29,22,17,3
366,Serrinha,25,41,80,93,113,435,399,236,109,35
367,Serrolândia,5,9,20,15,15,53,60,37,19,6
368,Simões Filho,20,23,59,69,97,380,256,126,46,4
369,Sítio do Mato,5,6,9,8,18,37,41,33,9,3
370,Sítio do Quinto,1,0,4,3,1,8,6,2,0,0
371,Sobradinho,18,11,34,57,73,188,146,84,13,4
372,Souto Soares,2,4,12,15,39,81,81,43,18,2
373,Tabocas do Brejo Velho,0,0,1,0,0,1,0,0,0,0
374,Tanhaçu,4,11,28,47,50,123,92,54,15,5
375,Tanque Novo,0,0,0,0,1,0,2,0,0,0
376,Tanquinho,3,2,10,12,21,56,56,27,16,5
377,Taperoá,1,3,6,7,6,20,24,16,5,1
378,Tapiramutá,3,0,0,2,0,1,3,5,1,0
379,Teixeira de Freitas,11,29,36,69,110,310,250,116,32,10
380,Teodoro Sampaio,2,0,3,5,7,17,16,5,0,1
381,Teofilândia,2,4,9,14,13,29,25,19,9,3
382,Teolândia,0,0,0,1,0,3,2,0,0,1
383,Terra Nova,1,3,0,0,3,12,7,3,1,0
384,Tremedal,0,0,1,7,4,19,12,4,4,0
385,Tucano,17,21,31,42,46,99,66,52,28,7
386,Uauá,0,11,15,16,17,34,34,16,8,2
387,Ubaíra,6,15,11,17,15,79,66,33,18,6
388,Ubaitaba,0,3,6,7,17,17,17,11,3,0
389,Ubatã,0,2,6,12,15,37,19,13,6,0
390,Uibaí,7,12,34,52,41,121,129,99,50,13
391,Umburanas,4,3,6,6,9,29,30,16,7,0
392,Una,3,2,5,3,7,17,22,10,1,2
393,Urandi,0,0,1,0,2,3,1,1,0,0
394,Uruçuca,2,4,5,6,16,47,35,21,8,0
395,Utinga,0,1,1,3,4,16,14,6,0,1
396,Valença,7,4,10,12,19,57,57,29,7,0
397,Valente,14,69,117,126,124,260,225,122,48,10
398,Várzea da Roça,4,3,3,8,4,15,20,12,6,2
399,Várzea do Poço,0,0,0,0,1,0,0,0,0,0
400,Várzea Nova,1,2,3,2,6,20,6,10,5,1
401,Varzedo,1,0,0,1,0,1,2,1,1,0
402,Vera Cruz,10,5,19,40,60,172,202,128,42,7
403,Vereda,1,0,0,0,2,3,0,0,0,0
404,Vitória da Conquista,127,196,268,391,532,0,0,904,253,38
405,Wagner,0,0,3,8,2,18,10,6,6,1
406,Wanderley,0,0,0,0,0,1,0,0,0,0
407,Wenceslau Guimarães,0,2,1,3,2,18,19,5,2,0
408,Xique-Xique,1,4,3,1,1,2,3,2,2,0
