,Município,Em Branco,Ignorado,Masculino,Feminino
162,Mata de São João,0,0,2,3
163,Matina,0,0,6,13
164,Medeiros Neto,0,0,2,11
165,Miguel Calmon,0,0,21,21
166,Mirangaba,0,0,2,0
167,Morpará,0,0,11,23
168,Morro do Chapéu,0,0,3,3
169,Mucuri,0,0,26,28
170,Mulungu do Morro,0,0,1,0
171,Mundo Novo,0,0,0,1
172,Muritiba,0,0,1,4
173,Mutuípe,0,0,0,1
174,Nilo Peçanha,0,0,0,1
175,Nordestina,0,0,1,1
176,Nova Canaã,0,0,1,0
177,Nova Itarana,0,0,0,2
178,Nova Viçosa,0,0,5,4
179,Novo Horizonte,0,0,0,1
180,Oliveira dos Brejinhos,0,0,95,173
181,Ourolândia,0,0,0,2
182,Palmas de Monte Alto,0,0,2,2
183,Palmeiras,0,0,2,1
184,Paramirim,0,0,219,304
185,Paratinga,0,0,137,252
186,Paripiranga,0,0,13,18
187,Pau Brasil,0,0,2,2
188,Paulo Afonso,0,0,2,2
189,Pé de Serra,0,0,8,22
190,Pilão Arcado,0,0,51,124
191,Pindobaçu,0,0,2,3
192,Piripá,0,0,0,1
193,Piritiba,0,0,0,1
194,Poções,0,0,0,3
195,Pojuca,0,0,1,1
196,Ponto Novo,0,0,0,1
197,Porto Seguro,0,0,44,47
198,Prado,0,0,3,4
199,Presidente Dutra,0,0,2,6
200,Presidente Jânio Quadros,0,0,0,2
201,Presidente Tancredo Neves,0,0,2,2
202,Queimadas,0,0,1,0
203,Quijingue,0,0,3,4
204,Quixabeira,0,0,3,1
205,Rafael Jambeiro,0,0,0,1
206,Remanso,0,0,98,140
207,Riachão das Neves,0,0,2,6
208,Riachão do Jacuípe,0,0,18,28
209,Riacho de Santana,0,0,72,84
210,Ribeira do Amparo,0,0,1,1
211,Ribeira do Pombal,0,0,25,44
212,Ribeirão do Largo,0,0,1,0
213,Rio de Contas,0,0,16,28
214,Rio do Antônio,0,0,1,0
215,Rio do Pires,0,0,6,1
216,Rio Real,0,0,1,4
217,Salvador,1,7,959,929
218,Santa Bárbara,0,0,1,3
219,Santa Brígida,0,0,1,0
220,Santa Cruz Cabrália,0,0,42,30
221,Santa Maria da Vitória,0,0,126,168
222,Santa Rita de Cássia,0,0,2,3
223,Santaluz,0,0,2,2
224,Santana,0,0,1,1
225,Santo Amaro,0,0,4,0
226,Santo Antônio de Jesus,0,1,7,8
227,Santo Estêvão,0,0,22,12
228,São Desidério,0,0,28,34
229,São Domingos,0,0,2,3
230,São Félix do Coribe,0,0,52,54
231,São Francisco do Conde,0,0,1,4
232,São Gabriel,0,0,2,2
233,São Gonçalo dos Campos,0,0,2,4
234,São José da Vitória,0,0,6,1
235,São Miguel das Matas,0,0,0,1
236,São Sebastião do Passé,0,0,3,3
237,Saubara,0,0,1,0
238,Seabra,0,0,1,0
239,Sebastião Laranjeiras,0,0,14,30
240,Senhor do Bonfim,0,0,9,5
241,Sento Sé,0,0,0,1
242,Serra do Ramalho,0,0,14,23
243,Serra Dourada,0,0,9,16
244,Serra Preta,0,0,3,1
245,Serrinha,0,0,14,6
246,Serrolândia,0,0,10,6
247,Simões Filho,0,0,7,4
248,Sítio do Mato,0,0,131,193
249,Sítio do Quinto,0,0,1,4
250,Sobradinho,0,0,2,1
251,Souto Soares,0,0,2,5
252,Tabocas do Brejo Velho,0,0,4,14
253,Tanhaçu,0,0,49,81
254,Tanque Novo,0,0,2,1
255,Tanquinho,0,0,3,6
256,Taperoá,0,0,9,11
257,Tapiramutá,0,0,2,7
258,Teixeira de Freitas,0,0,263,351
259,Teofilândia,0,0,0,1
260,Teolândia,0,0,2,1
261,Tucano,0,0,0,2
262,Uauá,0,0,2,3
263,Ubaitaba,0,0,0,3
264,Uibaí,0,0,0,2
265,Umburanas,0,0,0,1
266,Una,0,0,3,0
267,Uruçuca,0,0,1,1
268,Utinga,0,0,3,1
269,Valença,0,0,11,16
270,Valente,0,0,2,3
271,Várzea da Roça,0,0,1,0
272,Várzea Nova,0,0,3,5
273,Vera Cruz,0,0,4,5
274,Vitória da Conquista,0,0,37,36
275,Wagner,0,0,2,1
276,Wanderley,0,0,0,1
277,Wenceslau Guimarães,0,0,2,4
278,Xique-Xique,0,0,36,48
