,Município,<1 Ano,1-4,5-9,10-14,15-19,20-34,35-49,50-64,65-79,80 e+
155,Igrapiúna,0,0,0,0,0,2,1,0,0,0
156,Iguaí,0,1,1,5,7,10,4,2,4,0
157,Ilhéus,37,67,169,288,279,811,550,304,75,16
158,Inhambupe,0,0,0,0,0,3,1,0,0,0
159,Ipecaetá,1,3,1,1,0,4,3,0,0,0
160,Ipiaú,4,8,17,30,43,122,80,21,6,2
161,Ipirá,13,7,16,16,14,63,46,19,5,2
162,Ipupiara,0,1,1,6,12,13,8,10,3,0
163,Irajuba,0,0,0,0,1,2,0,1,1,0
164,Iramaia,1,1,0,1,2,6,1,2,0,0
165,Iraquara,0,0,0,0,3,11,7,4,2,0
166,Irará,3,5,11,17,11,45,43,31,7,0
167,Irecê,4,7,15,16,20,52,35,18,7,0
168,Itabela,3,4,3,12,8,34,16,4,0,0
169,Itaberaba,15,8,29,61,94,330,159,65,19,1
170,Itabuna,104,134,305,436,753,2330,1456,717,208,37
171,Itacaré,3,4,10,8,10,33,8,3,1,0
172,Itaeté,2,2,1,1,1,2,7,0,2,0
173,Itagi,1,2,10,11,19,40,26,13,4,0
174,Itagibá,3,0,2,5,15,14,5,12,1,2
175,Itagimirim,0,0,0,0,0,1,1,0,0,0
176,Itaguaçu da Bahia,0,0,0,0,0,0,1,0,0,0
177,Itaju do Colônia,5,2,2,2,9,13,12,4,3,0
178,Itajuípe,28,20,51,66,67,190,124,69,17,1
179,Itamaraju,16,13,9,11,6,12,11,5,1,0
180,Itamari,0,0,0,0,1,1,0,0,0,0
181,Itambé,1,4,3,7,10,15,7,5,0,0
182,Itanhém,7,26,26,51,26,46,35,20,2,0
183,Itaparica,1,3,1,9,3,5,5,6,4,1
184,Itapé,0,8,16,25,19,38,15,5,1,0
185,Itapebi,0,0,0,1,4,1,2,0,0,0
186,Itapetinga,3,7,23,33,30,92,79,23,7,2
187,Itapicuru,3,5,7,5,3,14,15,2,1,0
188,Itapitanga,1,0,0,1,1,2,1,1,0,0
189,Itaquara,0,0,0,4,1,0,7,1,0,0
190,Itarantim,0,0,0,0,1,2,0,1,0,0
191,Itatim,0,4,1,0,5,13,10,3,2,1
192,Itiruçu,0,0,1,0,1,1,1,0,0,0
193,Itiúba,0,2,4,0,2,8,5,1,1,0
194,Itororó,0,0,1,2,2,1,1,0,0,0
195,Ituaçu,0,1,0,6,6,13,9,6,0,1
196,Ituberá,1,3,1,7,6,21,12,5,1,0
197,Iuiú,1,1,1,2,5,6,8,4,1,0
198,Jaborandi,0,0,0,1,1,6,6,2,1,1
199,Jacaraci,0,0,1,0,0,0,1,1,0,0
200,Jacobina,37,97,130,194,143,346,407,167,53,20
201,Jaguaquara,1,4,1,0,1,3,4,4,0,0
202,Jaguarari,6,20,28,28,35,76,71,22,10,0
203,Jaguaripe,0,0,0,0,0,2,0,0,0,0
204,Jandaíra,0,0,0,2,6,5,6,1,2,0
205,Jequié,43,46,97,131,203,584,288,149,42,7
206,Jeremoabo,2,11,25,21,31,78,43,21,8,1
207,Jiquiriçá,0,0,1,0,1,2,1,0,0,0
208,Jitaúna,1,11,6,12,20,44,17,12,3,0
209,João Dourado,1,0,3,5,3,8,8,7,2,0
210,Juazeiro,0,6,6,21,59,190,86,28,9,1
211,Jucuruçu,0,0,0,1,1,3,2,1,0,0
212,Jussara,0,1,0,4,10,16,14,11,4,2
213,Jussari,6,1,5,5,10,17,12,4,0,0
214,Lafaiete Coutinho,6,2,3,1,4,18,17,5,3,1
215,Lagoa Real,3,1,4,14,18,62,30,15,5,0
216,Laje,0,0,0,0,1,3,3,2,0,0
217,Lajedão,8,5,12,11,16,58,30,12,7,0
218,Lajedinho,2,3,2,2,4,22,17,5,3,0
219,Lamarão,4,2,2,2,10,19,8,3,5,1
220,Lapão,1,5,0,6,4,11,14,4,1,0
221,Lauro de Freitas,15,45,60,86,46,219,125,62,18,2
222,Lençóis,0,0,0,0,1,1,2,1,0,1
223,Licínio de Almeida,0,2,7,7,16,35,31,19,4,1
224,Livramento de Nossa Senhora,0,1,2,1,1,15,10,7,4,0
225,Luís Eduardo Magalhães,10,14,37,30,40,158,84,28,1,1
226,Macajuba,1,1,16,20,19,33,45,17,5,1
227,Macarani,2,0,0,1,0,7,3,1,0,0
228,Macaúbas,0,1,1,9,5,7,9,1,0,0
229,Macururé,0,1,0,1,1,2,4,3,0,0
230,Madre de Deus,0,0,2,8,2,16,5,1,1,0
231,Maetinga,0,0,1,1,1,2,2,0,0,0
232,Maiquinique,3,5,5,21,26,25,19,4,1,0
233,Mairi,28,15,33,49,41,100,93,43,17,6
234,Malhada de Pedras,0,3,8,23,16,51,31,16,7,0
235,Manoel Vitorino,9,13,29,28,18,84,84,35,11,4
236,Mansidão,0,0,2,2,1,4,3,1,0,0
237,Maracás,2,3,3,1,3,8,8,1,0,0
238,Maragogipe,0,1,0,1,2,3,4,1,0,0
239,Maraú,0,0,1,0,0,1,0,0,0,0
240,Marcionílio Souza,1,0,2,2,5,15,9,3,1,0
241,Mascote,0,0,1,1,1,8,0,0,2,1
242,Mata de São João,2,5,4,8,7,35,21,13,3,1
243,Matina,7,7,14,13,23,49,33,15,7,0
244,Medeiros Neto,2,1,1,1,2,11,2,2,2,0
245,Miguel Calmon,8,31,63,43,65,172,140,76,45,5
246,Milagres,0,0,1,1,1,8,3,2,1,0
247,Mirangaba,2,2,1,7,6,29,8,12,7,0
248,Mirante,5,1,2,6,6,20,6,7,3,0
249,Monte Santo,2,15,9,28,40,121,60,32,9,1
250,Morro do Chapéu,4,7,15,26,57,120,133,50,21,2
251,Mortugaba,0,0,0,1,0,0,0,0,0,0
252,Mucugê,0,0,0,0,0,0,1,0,0,0
253,Mucuri,9,24,8,27,31,98,49,27,12,1
254,Mulungu do Morro,0,1,0,4,2,5,9,1,1,0
255,Mundo Novo,5,8,7,5,10,36,23,9,3,2
256,Muniz Ferreira,0,0,2,0,0,2,3,0,0,0
257,Muquém de São Francisco,0,0,0,2,0,3,2,0,1,0
258,Muritiba,3,5,6,11,18,40,30,16,4,2
259,Mutuípe,0,0,0,0,1,0,0,0,0,0
260,Nazaré,3,4,4,5,10,30,34,7,0,0
261,Nilo Peçanha,3,9,2,2,7,19,12,4,1,0
262,Nordestina,0,0,0,2,1,7,5,4,0,0
263,Nova Fátima,5,1,7,16,14,53,36,19,5,1
264,Nova Ibiá,1,0,1,0,0,5,4,1,0,0
265,Nova Redenção,11,15,28,25,19,71,45,38,19,4
266,Nova Soure,3,6,10,11,20,32,31,10,4,0
267,Nova Viçosa,4,6,7,23,20,58,44,19,3,1
268,Novo Horizonte,5,0,0,2,1,9,1,4,1,0
269,Novo Triunfo,3,0,1,4,3,6,6,2,1,0
270,Olindina,0,0,1,1,0,3,4,1,1,0
271,Oliveira dos Brejinhos,0,2,0,0,1,3,3,2,2,1
272,Ouriçangas,0,0,0,0,0,0,1,0,0,0
273,Ourolândia,15,20,48,76,67,129,91,54,10,1
274,Palmas de Monte Alto,0,1,0,1,0,1,1,0,0,0
275,Palmeiras,0,0,0,0,0,1,0,0,0,0
276,Paramirim,1,0,0,0,2,2,2,0,1,0
277,Paratinga,0,0,0,0,0,2,0,2,0,0
278,Paripiranga,1,13,13,10,17,76,52,13,6,0
279,Pau Brasil,0,1,2,3,2,4,6,2,0,0
280,Paulo Afonso,13,26,42,69,38,94,81,59,15,1
281,Pé de Serra,2,2,3,3,5,12,4,4,1,0
282,Pedrão,0,0,0,1,0,0,1,0,1,0
283,Pedro Alexandre,1,5,6,4,11,8,2,5,1,0
284,Piatã,0,2,2,1,2,3,2,3,1,1
285,Pilão Arcado,0,0,0,0,1,2,1,0,1,0
286,Pindaí,0,0,1,0,1,0,1,0,0,0
287,Pindobaçu,2,3,3,3,3,15,3,4,3,0
288,Pintadas,5,21,28,36,43,69,45,38,9,7
289,Piraí do Norte,0,0,0,0,0,0,1,0,0,0
290,Piripá,1,8,25,43,45,105,102,50,23,0
291,Piritiba,3,9,14,34,26,63,60,29,9,0
292,Planaltino,0,0,0,0,0,2,3,0,0,0
293,Planalto,0,0,1,0,0,2,2,0,0,0
294,Poções,7,1,10,30,40,108,99,54,29,3
295,Pojuca,2,1,7,1,3,15,14,5,2,0
296,Ponto Novo,3,7,6,20,10,20,21,11,6,0
297,Porto Seguro,5,13,14,19,22,62,30,23,6,6
298,Potiraguá,0,1,1,5,6,7,14,8,1,0
299,Prado,2,1,0,0,2,0,2,1,0,0
300,Presidente Dutra,0,0,1,1,1,1,1,2,0,0
301,Presidente Jânio Quadros,0,0,0,1,7,5,3,3,2,0
302,Presidente Tancredo Neves,0,0,0,0,1,0,1,0,0,0
303,Queimadas,0,2,3,3,3,9,13,5,1,0
304,Quijingue,0,0,0,2,15,12,15,2,1,0
305,Quixabeira,9,6,24,21,22,58,53,36,12,3
306,Rafael Jambeiro,0,1,2,0,8,21,9,5,0,1
307,Remanso,1,3,2,2,4,14,14,10,0,0
308,Retirolândia,1,8,12,11,13,37,15,9,7,3
309,Riachão das Neves,0,1,0,0,2,8,2,4,0,0
310,Riachão do Jacuípe,10,29,60,82,86,221,142,72,30,4
311,Riacho de Santana,11,4,16,17,29,101,75,45,14,8
312,Ribeira do Amparo,1,2,7,4,3,3,3,2,0,0
313,Ribeira do Pombal,10,11,20,25,34,87,60,26,5,2
314,Ribeirão do Largo,0,1,0,0,1,0,1,0,0,0
315,Rio do Antônio,1,4,10,29,24,51,47,31,5,2
316,Rio do Pires,1,0,0,1,0,3,2,1,0,0
317,Rio Real,13,21,45,84,34,130,88,39,9,0
318,Rodelas,0,0,0,2,0,1,0,0,0,0
319,Ruy Barbosa,1,15,14,31,37,81,59,43,11,2
320,Salinas da Margarida,0,0,0,0,2,3,2,1,2,0
321,Salvador,131,323,553,890,854,3103,1828,781,140,29
322,Santa Bárbara,6,7,9,10,17,62,31,12,3,0
323,Santa Brígida,2,1,2,2,3,7,4,0,0,0
324,Santa Cruz Cabrália,0,1,1,5,2,8,1,1,0,0
325,Santa Cruz da Vitória,1,0,0,3,3,6,3,1,2,0
326,Santa Inês,1,0,2,4,2,3,4,1,0,0
327,Santa Luzia,0,2,2,3,9,13,12,5,3,0
328,Santa Maria da Vitória,1,0,1,2,1,2,0,1,0,0
329,Santa Rita de Cássia,0,0,1,0,2,5,4,0,0,0
330,Santa Teresinha,1,0,1,1,2,3,4,1,2,0
331,Santaluz,17,23,45,72,80,187,110,60,18,8
332,Santana,0,0,0,3,1,1,1,3,1,0
333,Santanópolis,4,2,1,2,2,11,8,1,2,0
334,Santo Amaro,5,5,6,7,9,22,20,11,0,1
335,Santo Antônio de Jesus,1,8,6,13,25,78,37,19,4,0
336,Santo Estêvão,4,10,6,4,7,18,19,8,3,0
337,São Desidério,1,1,2,4,13,29,20,9,1,0
338,São Domingos,1,3,9,19,18,57,48,31,19,2
339,São Felipe,1,0,0,0,3,11,2,2,0,0
340,São Félix,1,0,0,0,0,3,2,3,0,0
341,São Félix do Coribe,0,0,0,5,1,5,5,1,1,0
342,São Francisco do Conde,18,12,34,43,64,185,90,43,11,2
343,São Gabriel,1,0,1,2,1,4,3,2,0,0
344,São Gonçalo dos Campos,0,2,7,7,5,16,12,3,0,0
345,São José da Vitória,2,5,22,27,41,42,24,23,6,2
346,São José do Jacuípe,0,2,4,5,7,33,20,10,4,1
347,São Miguel das Matas,0,0,0,0,0,3,1,0,0,0
348,São Sebastião do Passé,4,5,6,9,10,25,20,8,2,0
349,Sapeaçu,1,1,1,4,2,11,12,5,0,1
350,Sátiro Dias,0,0,0,0,0,0,1,0,0,0
351,Saubara,0,0,0,0,0,0,2,0,0,0
352,Saúde,9,15,16,19,14,42,44,18,3,1
353,Seabra,0,0,0,0,2,4,2,2,0,0
354,Sebastião Laranjeiras,0,0,2,3,3,5,5,1,2,0
355,Senhor do Bonfim,99,304,344,282,158,420,308,114,31,8
356,Sento Sé,3,7,12,19,20,57,41,33,6,1
357,Serra do Ramalho,0,1,0,1,3,3,2,0,0,0
358,Serra Dourada,1,0,3,3,1,12,5,4,0,0
359,Serra Preta,1,1,0,1,6,11,3,2,0,0
360,Serrinha,50,68,118,224,248,729,421,169,50,15
361,Serrolândia,10,35,54,68,69,166,125,83,27,2
362,Simões Filho,13,16,17,60,42,120,73,43,4,0
363,Sítio do Mato,1,0,1,1,0,4,0,0,0,0
364,Sítio do Quinto,1,12,30,39,26,78,51,25,7,0
365,Sobradinho,0,0,0,0,1,1,0,1,1,0
366,Souto Soares,1,0,1,0,1,6,1,2,0,0
367,Tabocas do Brejo Velho,0,0,0,0,0,3,0,1,0,0
368,Tanhaçu,0,0,2,3,2,13,6,6,3,1
369,Tanque Novo,1,2,0,7,7,14,5,2,0,0
370,Tanquinho,2,4,5,23,30,76,52,20,10,0
371,Taperoá,0,0,1,3,12,31,21,8,0,0
372,Tapiramutá,4,9,7,15,17,38,28,11,2,2
373,Teixeira de Freitas,33,46,101,144,169,374,186,108,27,6
374,Teodoro Sampaio,2,4,4,13,12,25,22,14,6,0
375,Teofilândia,1,2,8,7,10,27,32,11,2,0
376,Teolândia,0,1,1,0,0,0,1,0,0,0
377,Terra Nova,1,0,0,15,10,20,13,3,1,0
378,Tremedal,0,2,4,10,13,39,35,11,11,1
379,Tucano,18,24,37,41,46,132,79,34,9,4
380,Uauá,2,0,1,6,2,4,5,3,2,0
381,Ubaíra,0,0,0,0,1,0,1,0,0,0
382,Ubaitaba,0,0,0,0,1,1,2,1,0,1
383,Ubatã,3,1,3,11,15,40,16,17,4,1
384,Uibaí,0,0,1,6,4,3,9,7,2,0
385,Umburanas,5,3,11,15,18,27,25,10,5,2
386,Una,2,0,4,8,17,29,18,5,1,2
387,Urandi,0,0,0,1,0,0,0,1,0,0
388,Uruçuca,1,2,1,5,11,21,20,8,3,0
389,Utinga,2,6,10,20,25,54,44,20,5,0
390,Valença,6,5,14,18,29,70,43,22,6,1
391,Valente,35,34,36,42,32,159,127,52,16,4
392,Várzea da Roça,2,13,11,19,23,64,51,25,8,1
393,Várzea do Poço,13,9,16,17,27,57,40,30,8,2
394,Várzea Nova,5,8,4,3,12,21,18,12,3,2
395,Varzedo,1,0,0,0,0,2,1,0,0,0
396,Vera Cruz,4,5,9,21,26,93,57,30,3,1
397,Vereda,0,0,1,0,0,2,3,2,1,0
398,Vitória da Conquista,18,18,51,84,75,259,172,113,35,12
399,Wagner,2,1,4,14,18,42,25,10,3,1
400,Wanderley,1,1,0,1,7,7,3,6,0,0
401,Wenceslau Guimarães,2,1,2,1,1,3,3,0,2,0
402,Xique-Xique,0,0,0,0,0,0,1,0,0,0
