,Município,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez
0,Abaíra,0,0,0,112,41,4,1,0,1,0,0,0
1,Acajutiba,1,1,0,2,1,0,0,0,0,2,1,0
2,Adustina,3,2,7,13,8,13,4,8,1,1,2,2
3,Água Fria,3,0,10,10,7,1,2,0,1,0,0,0
4,Aiquara,2,8,41,24,6,0,1,0,0,0,0,1
5,Alagoinhas,5,2,6,2,3,2,5,7,8,2,2,4
6,Almadina,0,0,0,5,0,0,0,0,0,0,0,0
7,Amargosa,37,136,262,258,8,3,0,0,1,1,0,1
8,Amélia Rodrigues,1,3,2,0,5,4,2,1,3,1,1,0
9,América Dourada,3,27,70,69,52,19,12,7,1,3,2,3
10,Anagé,3,0,11,34,1,0,0,0,0,0,0,0
11,Andaraí,4,13,49,39,5,0,1,1,1,1,0,0
12,Andorinha,0,1,1,4,4,3,1,3,0,1,2,0
13,Angical,3,8,14,22,25,9,2,0,2,1,1,2
14,Anguera,3,3,0,0,1,0,1,0,0,0,0,0
15,Antas,0,0,0,1,1,1,5,2,0,1,2,0
16,Antônio Cardoso,0,1,3,3,1,2,3,2,0,0,0,3
17,Antônio Gonçalves,1,1,7,3,4,6,1,3,3,1,0,0
18,Aporá,1,5,3,1,4,0,0,0,0,0,0,0
19,Apuarema,2,4,2,3,0,0,0,0,0,0,1,0
20,Araças,1,2,2,0,0,0,1,0,0,0,0,1
21,Aracatu,1,4,12,0,0,0,0,1,0,0,0,0
22,Araci,8,10,4,6,7,2,1,1,0,1,2,3
23,Aramari,0,0,0,0,0,1,0,0,0,0,0,0
24,Arataca,2,4,0,3,0,0,0,0,0,0,0,5
25,Aratuípe,0,0,0,0,0,0,1,0,0,0,0,0
26,Aurelino Leal,0,1,1,0,1,0,0,0,0,0,3,0
27,Baianópolis,0,0,1,11,6,0,1,0,0,0,0,0
28,Baixa Grande,3,4,12,33,23,7,7,8,0,1,1,1
29,Banzaê,0,0,27,52,2,0,4,1,1,0,0,0
30,Barra,4,7,4,6,18,33,75,22,1,1,2,0
31,Barra da Estiva,0,0,0,0,2,0,0,0,0,0,0,0
32,Barra do Choça,0,1,15,57,31,9,6,2,0,0,1,0
33,Barra do Mendes,0,5,103,115,85,24,11,1,0,4,0,2
34,Barra do Rocha,4,12,4,12,10,5,2,0,1,0,0,1
35,Barreiras,78,385,641,309,627,272,26,4,12,16,16,14
36,Barro Alto,2,42,107,32,3,0,0,0,0,0,0,0
37,Barro Preto,1,2,10,7,11,5,3,3,0,1,3,1
38,Barrocas,1,0,0,7,2,0,1,0,0,1,0,0
39,Belmonte,7,1,13,12,1,0,0,0,0,0,1,0
40,Belo Campo,6,1,3,6,5,0,1,0,0,1,1,1
41,Biritinga,2,2,0,0,1,1,0,0,0,0,0,0
42,Boa Nova,7,42,101,105,39,26,6,2,0,0,1,0
43,Boa Vista do Tupim,2,4,23,22,1,4,1,0,1,0,1,0
44,Bom Jesus da Lapa,10,279,672,132,45,22,5,2,0,0,1,2
45,Bom Jesus da Serra,0,0,2,5,3,1,0,0,0,0,0,0
46,Boninal,0,0,0,2,0,0,0,0,0,0,0,0
47,Bonito,1,6,55,85,0,0,0,0,0,0,0,0
48,Boquira,1,31,32,16,8,0,1,0,0,0,0,0
49,Botuporã,102,201,103,37,6,1,0,0,0,0,0,2
50,Brejões,3,3,9,15,5,1,0,0,0,0,0,0
51,Brejolândia,1,81,57,43,5,9,3,0,0,0,0,0
52,Brotas de Macaúbas,1,1,8,9,2,2,1,0,0,0,0,0
53,Brumado,125,639,1262,148,21,9,6,5,3,2,4,12
54,Buerarema,10,18,68,48,25,11,3,0,2,6,2,3
55,Buritirama,0,23,109,48,24,27,13,7,5,2,4,0
56,Caatiba,2,8,16,35,10,0,1,0,0,0,0,0
57,Cabaceiras do Paraguaçu,0,0,4,1,1,0,0,2,0,0,0,0
58,Cachoeira,1,6,6,2,2,2,0,0,1,0,0,0
59,Caculé,30,101,137,79,15,3,1,1,0,0,0,0
60,Caém,2,2,1,30,25,10,12,0,0,1,0,1
61,Caetanos,2,2,10,70,2,1,1,2,0,0,0,0
62,Caetité,10,89,177,168,81,8,2,2,0,1,4,3
63,Cafarnaum,34,272,352,70,4,0,0,0,0,1,1,0
64,Cairu,0,0,0,1,1,1,0,0,0,0,1,0
65,Caldeirão Grande,5,7,6,10,4,3,0,4,0,0,0,0
66,Camacan,3,11,12,20,20,8,6,1,1,0,0,0
67,Camaçari,5,7,14,28,18,16,7,8,5,7,6,5
68,Camamu,0,3,0,10,8,0,0,2,0,0,0,0
69,Campo Alegre de Lourdes,3,33,33,21,5,10,0,1,0,0,0,0
70,Campo Formoso,1,8,6,46,11,7,0,2,0,1,3,3
71,Canápolis,0,2,1,0,0,0,0,0,0,0,0,0
72,Canarana,265,271,308,87,26,3,1,2,0,1,2,1
73,Canavieiras,6,24,41,78,45,12,6,2,0,0,1,1
74,Candeal,29,31,28,2,7,6,0,0,2,1,0,0
75,Candeias,0,0,6,5,4,13,8,0,1,2,2,1
76,Candiba,0,4,33,7,5,0,0,0,0,0,0,1
77,Cândido Sales,0,4,90,121,27,8,2,30,19,4,0,8
78,Cansanção,0,0,0,0,0,3,0,2,0,0,0,1
79,Canudos,3,0,4,13,4,1,0,1,0,0,0,0
80,Capela do Alto Alegre,5,16,26,20,4,0,1,1,0,0,0,0
81,Capim Grosso,4,7,10,10,8,9,2,6,5,3,2,2
82,Caraíbas,0,1,8,3,1,1,0,0,0,0,0,0
83,Caravelas,23,47,102,92,29,12,12,5,2,5,3,0
84,Cardeal da Silva,0,0,2,0,0,0,0,0,0,1,0,0
85,Carinhanha,0,26,148,3,4,0,0,0,0,0,0,0
86,Casa Nova,0,1,0,1,1,1,1,1,0,0,1,0
87,Castro Alves,6,2,4,23,3,4,0,0,1,0,1,1
88,Catolândia,0,0,1,6,4,4,0,0,0,0,0,1
89,Catu,6,2,3,7,8,4,2,2,3,1,0,0
90,Caturama,6,28,53,42,6,0,1,0,0,0,0,0
91,Central,3,11,9,29,9,7,2,2,0,0,0,0
92,Chorrochó,0,1,0,0,0,0,0,0,0,0,0,0
93,Cícero Dantas,1,0,9,1,6,43,11,3,0,2,4,0
94,Cipó,0,0,0,7,1,1,0,0,0,0,0,0
95,Coaraci,31,84,130,90,19,21,11,5,4,5,9,0
96,Cocos,65,6,8,3,0,0,0,0,0,0,0,0
97,Conceição da Feira,1,5,6,3,2,1,0,0,0,3,0,1
98,Conceição do Almeida,0,3,4,15,7,2,1,1,0,1,0,0
99,Conceição do Coité,7,3,6,9,14,10,11,1,1,2,1,4
100,Conceição do Jacuípe,1,6,6,15,7,15,39,22,13,17,9,9
101,Conde,0,0,1,2,0,2,0,1,0,0,0,0
102,Condeúba,2,2,83,167,61,10,0,12,11,0,0,0
103,Contendas do Sincorá,0,0,0,1,1,0,0,0,0,0,0,0
104,Coração de Maria,2,6,3,6,4,1,2,0,2,2,0,0
105,Cordeiros,0,0,9,21,11,1,0,1,0,0,0,0
106,Coribe,2,22,120,21,5,10,2,0,0,0,0,0
107,Coronel João Sá,0,2,2,0,1,1,0,0,0,0,0,0
108,Correntina,3,6,7,18,30,10,2,26,116,16,6,4
109,Cotegipe,1,2,19,24,11,2,0,0,0,0,0,1
110,Cravolândia,0,2,2,4,0,0,0,0,0,0,0,0
111,Crisópolis,0,0,0,0,0,0,0,0,0,0,0,2
112,Cristópolis,0,1,14,31,3,0,1,1,0,0,0,0
113,Cruz das Almas,3,3,6,17,18,11,15,13,10,9,0,7
114,Curaçá,1,0,0,3,0,0,1,0,0,0,1,1
115,Dário Meira,10,8,5,51,41,13,3,0,0,0,0,1
116,Dias d'Ávila,0,1,0,1,5,4,1,2,1,0,0,1
117,Dom Basílio,1,51,169,14,6,1,4,1,0,0,0,1
118,Dom Macedo Costa,0,0,0,6,11,25,12,0,0,0,0,0
119,Elísio Medrado,1,5,21,1,1,3,0,0,0,0,0,0
120,Encruzilhada,2,15,125,72,1,1,2,0,1,0,0,1
121,Entre Rios,0,2,2,2,0,0,1,0,1,0,0,0
122,Érico Cardoso,1,1,1,0,0,1,0,0,0,0,0,0
123,Esplanada,0,4,1,0,0,0,0,0,0,0,2,0
124,Euclides da Cunha,63,25,17,1,19,64,4,5,3,7,61,0
125,Eunápolis,74,256,278,388,213,80,143,21,3,0,7,1
126,Fátima,0,1,0,2,5,1,1,1,0,2,0,0
127,Feira da Mata,9,14,31,27,3,2,0,0,0,0,0,0
128,Feira de Santana,200,390,938,1298,529,287,322,310,149,212,149,80
129,Filadélfia,4,5,5,2,4,1,2,2,1,2,1,0
130,Firmino Alves,0,7,12,20,0,1,0,0,0,0,0,0
131,Floresta Azul,1,11,105,174,23,5,0,0,0,0,0,1
132,Formosa do Rio Preto,17,43,81,83,7,2,0,0,2,0,0,0
133,Gandu,1,1,6,85,33,7,3,0,0,0,0,0
134,Gavião,22,15,9,2,2,3,0,0,2,1,0,0
135,Gentio do Ouro,7,48,59,30,0,0,0,0,0,0,0,1
136,Glória,2,3,2,4,1,0,8,3,1,0,3,5
137,Gongogi,5,1,3,3,0,0,1,0,1,0,0,0
138,Governador Mangabeira,0,0,0,2,9,1,1,4,1,0,0,0
139,Guajeru,9,8,1,2,1,2,0,0,0,0,0,0
140,Guanambi,388,1198,705,190,32,14,9,5,5,3,6,1
141,Guaratinga,0,5,205,61,1,0,0,0,0,0,0,0
142,Heliópolis,0,0,1,5,1,0,0,0,0,2,0,0
143,Iaçu,2,9,8,25,6,3,0,2,0,0,0,0
144,Ibiassucê,6,196,229,42,1,1,1,3,0,0,0,0
145,Ibicaraí,76,62,142,118,56,18,18,10,6,5,5,4
146,Ibicoara,0,14,3,1,0,0,0,0,0,0,0,0
147,Ibicuí,48,45,50,23,2,0,0,0,1,0,0,0
148,Ibipeba,37,217,126,88,22,0,0,0,0,1,9,9
149,Ibipitanga,40,25,13,3,5,1,3,1,1,1,0,0
150,Ibiquera,0,0,4,26,2,1,0,0,0,0,0,0
151,Ibirapitanga,0,7,5,8,7,5,3,1,0,0,0,0
152,Ibirapuã,0,5,3,2,0,0,0,0,0,0,0,0
153,Ibirataia,23,32,49,80,19,8,4,2,1,0,2,3
154,Ibitiara,3,10,20,26,1,1,0,1,0,0,0,0
155,Ibititá,7,75,82,11,2,0,0,1,0,0,1,2
156,Ibotirama,1,26,238,75,184,25,5,3,1,2,1,0
157,Ichu,28,18,54,39,1,4,9,7,3,6,1,1
158,Igaporã,7,40,118,81,28,5,4,0,0,0,0,2
159,Igrapiúna,0,2,0,1,0,0,0,0,0,0,0,0
160,Iguaí,10,6,10,15,14,6,1,0,1,0,0,0
161,Ilhéus,49,125,503,937,584,177,27,15,7,17,21,17
162,Inhambupe,0,1,0,1,0,0,1,0,0,0,0,0
163,Ipecaetá,4,7,12,7,2,1,0,1,0,0,0,0
164,Ipiaú,24,24,45,47,32,39,14,7,7,6,2,6
165,Ipirá,1,2,13,8,5,1,0,0,0,1,0,0
166,Ipupiara,0,1,9,6,2,0,0,0,0,0,0,0
167,Irajuba,0,1,2,5,4,1,0,0,0,0,0,0
168,Iramaia,0,0,1,3,0,0,0,0,0,0,0,0
169,Iraquara,2,43,107,83,21,3,1,0,0,0,0,1
170,Irará,0,2,12,11,3,5,4,1,4,0,0,4
171,Irecê,33,68,467,463,93,17,8,8,4,2,0,2
172,Itabela,2,15,24,30,5,1,1,1,0,2,0,1
173,Itaberaba,2,36,82,150,65,42,71,26,33,20,10,5
174,Itabuna,126,195,449,746,478,189,153,71,29,29,37,81
175,Itacaré,3,6,92,209,144,40,8,0,2,0,1,2
176,Itaeté,9,7,10,1,2,0,1,0,0,0,0,0
177,Itagi,49,118,179,143,46,8,4,9,10,3,1,3
178,Itagibá,28,74,106,74,26,8,2,0,1,9,1,2
179,Itagimirim,1,17,4,0,0,0,0,1,0,0,0,0
180,Itaguaçu da Bahia,14,18,26,14,4,1,1,1,0,0,0,0
