,Município,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez
0,Abaíra,0,0,0,0,2,1,0,0,0,0,0,0
1,Adustina,0,0,1,14,5,0,0,0,0,1,0,0
2,Água Fria,1,0,0,0,1,0,0,1,1,0,0,0
3,Alagoinhas,4,1,0,0,1,1,1,2,2,1,5,1
4,Alcobaça,0,1,0,0,0,1,2,0,1,0,0,0
5,Amargosa,1,0,0,0,0,0,0,1,0,0,0,0
6,Amélia Rodrigues,0,0,0,0,0,0,0,0,0,1,0,0
7,América Dourada,2,0,0,1,9,10,0,0,0,0,0,0
8,Andaraí,0,0,0,0,0,2,1,4,1,0,0,0
9,Andorinha,0,0,0,0,0,0,0,0,1,0,0,0
10,Angical,0,0,2,1,2,0,1,3,2,5,1,0
11,Anguera,1,0,0,0,0,1,2,1,2,1,1,0
12,Antônio Cardoso,0,0,1,0,0,0,0,1,0,1,1,0
13,Antônio Gonçalves,0,1,1,0,0,0,0,2,1,1,0,1
14,Apuarema,0,1,1,1,4,0,0,0,0,0,0,0
15,Araci,1,0,1,0,0,1,0,0,0,0,0,0
16,Aratuípe,0,0,0,0,0,0,0,0,1,0,0,0
17,Banzaê,0,0,0,0,3,0,0,0,0,0,0,0
18,Barra,1,5,6,38,114,21,10,2,4,2,0,0
19,Barra do Choça,0,0,1,0,1,0,0,0,0,0,1,0
20,Barra do Rocha,0,1,1,0,0,0,0,0,0,0,0,0
21,Barreiras,28,13,10,21,119,96,38,38,16,26,18,12
22,Barro Preto,0,0,0,0,1,0,0,0,0,0,0,0
23,Barrocas,0,1,0,0,0,0,0,0,0,0,0,0
24,Belmonte,2,2,14,33,54,114,25,8,0,1,0,0
25,Boa Vista do Tupim,0,0,0,0,0,0,1,0,0,0,1,1
26,Bom Jesus da Lapa,188,310,481,96,48,2,1,1,2,0,0,2
27,Bonito,0,0,0,0,0,1,0,0,0,0,0,0
28,Boquira,1,0,0,0,0,3,1,3,1,0,3,3
