,Município,Em Branco,Ignorado,Masculino,Feminino
107,Coronel João Sá,0,0,4,2
108,Correntina,0,0,95,149
109,Cotegipe,0,1,20,39
110,Cravolândia,0,0,1,7
111,Crisópolis,0,0,0,2
112,Cristópolis,0,0,22,29
113,Cruz das Almas,0,0,43,69
114,Curaçá,0,0,5,2
115,Dário Meira,0,0,46,86
116,Dias d'Ávila,0,0,8,8
117,Dom Basílio,0,0,122,126
118,Dom Macedo Costa,0,0,24,30
119,Elísio Medrado,0,0,6,26
120,Encruzilhada,0,0,100,120
121,Entre Rios,0,0,1,7
122,Érico Cardoso,0,0,1,3
123,Esplanada,0,0,4,3
124,Euclides da Cunha,0,0,115,154
125,Eunápolis,0,0,592,872
126,Fátima,0,0,8,5
127,Feira da Mata,0,0,39,47
128,Feira de Santana,0,0,2130,2734
129,Filadélfia,0,0,10,19
130,Firmino Alves,0,0,21,19
131,Floresta Azul,0,0,141,179
132,Formosa do Rio Preto,0,0,73,162
133,Gandu,0,0,39,97
134,Gavião,0,0,18,38
135,Gentio do Ouro,0,0,51,94
136,Glória,0,0,11,21
137,Gongogi,0,0,6,8
138,Governador Mangabeira,0,0,6,12
139,Guajeru,0,1,7,15
140,Guanambi,0,0,1083,1473
141,Guaratinga,0,0,116,156
142,Heliópolis,0,0,4,5
143,Iaçu,0,0,17,38
144,Ibiassucê,0,0,175,304
145,Ibicaraí,0,0,218,302
146,Ibicoara,0,0,7,11
147,Ibicuí,0,0,48,121
148,Ibipeba,0,0,174,335
149,Ibipitanga,0,0,59,34
150,Ibiquera,0,0,10,23
151,Ibirapitanga,0,0,19,17
152,Ibirapuã,0,0,6,4
153,Ibirataia,0,0,90,133
154,Ibitiara,0,0,21,41
155,Ibititá,0,0,61,120
156,Ibotirama,0,0,200,361
157,Ichu,0,0,57,114
158,Igaporã,0,0,116,169
159,Igrapiúna,0,0,3,0
160,Iguaí,0,0,29,34
161,Ilhéus,0,5,1123,1351
162,Inhambupe,0,0,3,0
163,Ipecaetá,0,0,11,23
164,Ipiaú,0,0,103,150
165,Ipirá,0,0,12,19
166,Ipupiara,0,0,7,11
167,Irajuba,0,0,4,9
168,Iramaia,0,0,1,3
169,Iraquara,0,1,100,160
170,Irará,0,1,16,29
171,Irecê,0,0,451,714
172,Itabela,0,0,37,45
173,Itaberaba,0,8,234,300
174,Itabuna,0,0,1077,1506
175,Itacaré,0,0,223,284
176,Itaeté,0,0,14,16
177,Itagi,0,0,269,304
178,Itagibá,0,0,139,192
179,Itagimirim,0,0,6,17
180,Itaguaçu da Bahia,0,3,38,38
181,Itaju do Colônia,0,0,22,23
182,Itajuípe,0,0,108,114
183,Itamaraju,0,0,181,287
184,Itamari,0,0,1,1
185,Itambé,0,0,70,121
186,Itanagra,0,0,1,3
187,Itanhém,0,0,159,243
188,Itaparica,0,0,6,14
189,Itapé,0,0,81,109
190,Itapebi,0,0,159,217
191,Itapetinga,0,0,432,663
192,Itapicuru,0,0,1,3
193,Itapitanga,0,0,28,28
194,Itaquara,0,0,15,16
195,Itarantim,0,0,9,24
196,Itatim,0,0,56,69
197,Itiruçu,0,0,204,312
198,Itiúba,0,0,7,19
199,Itororó,0,0,84,177
200,Ituaçu,0,0,3,11
201,Ituberá,0,0,13,35
202,Iuiú,0,0,77,90
203,Jaborandi,0,0,29,17
204,Jacaraci,0,0,35,32
205,Jacobina,0,0,202,454
206,Jaguaquara,0,0,121,190
207,Jaguarari,0,0,11,14
208,Jaguaripe,0,0,5,6
209,Jandaíra,0,0,3,3
210,Jequié,1,0,1200,1717
211,Jeremoabo,0,0,11,8
212,Jitaúna,0,0,53,52
213,João Dourado,0,0,177,246
214,Juazeiro,0,0,80,138
215,Jucuruçu,0,0,11,12
216,Jussara,0,0,16,34
217,Jussari,0,0,26,41
218,Jussiape,0,0,1,0
219,Lafaiete Coutinho,0,0,18,29
220,Lagoa Real,0,0,85,99
221,Laje,0,0,3,13
222,Lajedão,0,0,91,102
223,Lajedinho,0,0,9,20
224,Lajedo do Tabocal,0,0,122,212
225,Lamarão,0,0,10,18
226,Lapão,0,0,213,338
227,Lauro de Freitas,0,0,40,48
228,Lençóis,0,0,0,2
229,Licínio de Almeida,0,0,48,51
230,Livramento de Nossa Senhora,0,0,141,194
231,Luís Eduardo Magalhães,0,0,474,588
232,Macajuba,0,0,6,5
233,Macarani,0,0,59,86
234,Macaúbas,0,0,210,292
235,Macururé,0,0,0,1
236,Maetinga,0,0,11,21
237,Maiquinique,0,0,44,63
238,Mairi,0,0,58,56
239,Malhada,0,0,16,28
240,Malhada de Pedras,0,0,68,111
241,Manoel Vitorino,0,0,166,208
242,Mansidão,0,0,22,23
243,Maracás,0,0,35,61
244,Maragogipe,0,0,37,37
245,Maraú,0,0,9,6
246,Marcionílio Souza,0,0,15,23
247,Mascote,0,0,4,11
248,Mata de São João,0,0,14,37
249,Matina,0,0,51,66
250,Medeiros Neto,0,0,186,276
251,Miguel Calmon,0,0,29,43
252,Milagres,0,0,36,98
253,Mirangaba,0,0,12,8
254,Mirante,0,0,14,29
255,Monte Santo,0,0,28,36
256,Morpará,0,0,14,21
257,Morro do Chapéu,0,3,223,388
258,Mortugaba,0,0,7,7
259,Mucugê,0,0,0,3
260,Mucuri,0,0,678,1062
261,Mulungu do Morro,0,0,235,343
262,Mundo Novo,0,0,10,10
263,Muniz Ferreira,0,0,1,3
264,Muquém de São Francisco,0,0,9,21
265,Muritiba,0,0,158,234
266,Mutuípe,0,0,14,32
267,Nazaré,0,0,24,48
268,Nilo Peçanha,0,0,10,15
269,Nordestina,0,0,5,10
270,Nova Canaã,1,0,13,23
271,Nova Fátima,0,0,25,57
272,Nova Ibiá,0,0,15,34
273,Nova Itarana,0,0,2,5
274,Nova Redenção,0,0,15,26
275,Nova Soure,0,0,3,10
276,Nova Viçosa,0,0,345,481
277,Novo Horizonte,0,0,15,42
278,Novo Triunfo,0,0,1,2
279,Oliveira dos Brejinhos,0,0,68,108
280,Ouriçangas,0,0,0,3
281,Ourolândia,0,0,49,86
282,Palmas de Monte Alto,0,0,63,49
283,Palmeiras,0,0,45,42
284,Paramirim,0,0,207,373
285,Paratinga,0,0,55,99
286,Paripiranga,0,0,21,40
287,Pau Brasil,0,0,63,84
288,Paulo Afonso,0,0,78,102
289,Pé de Serra,0,0,9,21
290,Pedro Alexandre,0,0,4,2
291,Piatã,0,0,0,1
292,Pilão Arcado,0,0,15,12
293,Pindaí,0,0,45,50
294,Pindobaçu,0,0,22,25
295,Pintadas,0,0,8,5
296,Piraí do Norte,0,0,2,0
297,Piripá,0,0,69,126
298,Piritiba,0,0,54,91
299,Planaltino,0,0,29,51
300,Planalto,0,0,151,261
301,Poções,0,0,52,104
302,Pojuca,0,0,8,9
303,Ponto Novo,0,0,15,12
304,Porto Seguro,0,0,556,749
305,Potiraguá,0,0,3,5
306,Prado,0,0,91,159
307,Presidente Dutra,0,0,82,108
308,Presidente Jânio Quadros,0,0,134,192
309,Presidente Tancredo Neves,0,0,1,1
310,Queimadas,0,0,2,2
311,Quijingue,0,0,46,72
312,Quixabeira,0,0,9,18
313,Rafael Jambeiro,0,0,54,114
314,Remanso,0,0,229,429
315,Retirolândia,0,0,8,10
316,Riachão das Neves,0,0,117,181
317,Riachão do Jacuípe,0,0,25,50
318,Riacho de Santana,0,0,62,111
319,Ribeira do Pombal,0,0,23,32
320,Ribeirão do Largo,0,0,5,3
321,Rio de Contas,0,0,43,107
322,Rio do Antônio,0,0,103,151
323,Rio do Pires,0,0,18,9
324,Rio Real,0,0,22,36
325,Ruy Barbosa,0,0,6,26
326,Salinas da Margarida,0,0,1,4
327,Salvador,0,11,1399,1337
328,Santa Bárbara,0,0,5,10
329,Santa Brígida,0,0,2,4
330,Santa Cruz Cabrália,0,0,23,32
331,Santa Cruz da Vitória,0,0,175,257
332,Santa Inês,0,0,19,14
333,Santa Luzia,0,0,21,22
334,Santa Maria da Vitória,0,0,187,220
335,Santa Rita de Cássia,0,0,86,134
336,Santa Teresinha,0,0,69,106
337,Santaluz,0,0,122,168
338,Santana,0,0,150,197
339,Santanópolis,0,0,2,2
340,Santo Amaro,0,0,13,8
341,Santo Antônio de Jesus,0,0,181,238
342,Santo Estêvão,0,0,71,134
343,São Desidério,0,0,76,62
344,São Domingos,0,0,10,17
345,São Felipe,0,0,2,11
346,São Félix,0,0,10,8
347,São Félix do Coribe,0,0,70,85
348,São Francisco do Conde,0,0,36,32
349,São Gabriel,0,0,38,66
350,São Gonçalo dos Campos,0,0,27,49
351,São José da Vitória,0,0,11,16
352,São José do Jacuípe,0,0,3,7
353,São Miguel das Matas,0,0,3,3
354,São Sebastião do Passé,0,0,30,37
355,Sapeaçu,0,0,72,112
356,Sátiro Dias,0,0,3,4
357,Saúde,0,0,17,42
358,Seabra,0,0,335,565
359,Sebastião Laranjeiras,0,0,8,15
360,Senhor do Bonfim,0,0,269,302
361,Sento Sé,0,0,52,59
362,Serra do Ramalho,0,0,22,35
363,Serra Dourada,0,2,76,74
364,Serra Preta,0,0,2,4
365,Serrinha,0,1,455,506
366,Serrolândia,0,0,34,60
367,Simões Filho,0,1,119,123
368,Sítio do Mato,0,0,6,1
369,Sítio do Quinto,0,0,15,36
370,Sobradinho,0,0,1,2
371,Souto Soares,0,0,71,109
372,Tabocas do Brejo Velho,0,0,2,7
373,Tanhaçu,0,0,9,25
374,Tanque Novo,0,0,302,362
375,Tanquinho,0,0,25,35
376,Taperoá,0,0,1,4
377,Tapiramutá,0,0,52,71
378,Teixeira de Freitas,0,2,1348,2091
379,Teodoro Sampaio,0,0,5,7
380,Teofilândia,0,0,9,6
381,Teolândia,0,0,2,1
382,Terra Nova,0,0,21,20
383,Tremedal,0,0,36,40
384,Tucano,0,0,40,27
385,Uauá,0,0,5,7
386,Ubaíra,0,0,3,8
387,Ubaitaba,0,0,38,42
388,Ubatã,0,0,52,56
389,Uibaí,0,0,79,118
390,Umburanas,0,0,8,17
391,Una,0,0,344,506
392,Urandi,0,0,20,29
393,Uruçuca,0,0,56,88
394,Utinga,0,0,6,20
395,Valença,0,0,65,89
396,Valente,0,0,26,24
397,Várzea da Roça,0,0,16,12
398,Várzea do Poço,0,0,16,18
399,Várzea Nova,0,0,35,60
400,Varzedo,0,0,2,10
401,Vera Cruz,0,0,44,57
402,Vereda,0,0,18,24
403,Vitória da Conquista,0,1,408,544
404,Wagner,0,0,33,82
405,Wanderley,0,0,52,106
406,Wenceslau Guimarães,0,0,7,13
407,Xique-Xique,0,0,10,19
