,Município,<1 Ano,1-4,5-9,10-14,15-19,20-34,35-49,50-64,65-79,80 e+
53,Caravelas,0,0,0,0,1,1,0,0,1,0
54,Carinhanha,3,11,18,20,15,59,27,21,6,1
55,Casa Nova,19,10,16,21,36,99,92,51,19,1
56,Castro Alves,0,0,0,0,0,0,0,1,0,0
57,Catu,1,0,2,0,2,0,1,0,0,0
58,Caturama,0,0,0,0,0,3,2,3,0,0
59,Central,0,0,1,0,0,0,0,0,1,0
60,Cícero Dantas,0,1,3,0,0,2,1,1,0,0
61,Cipó,1,0,0,0,0,0,1,0,0,0
62,Coaraci,0,0,2,0,2,5,0,0,0,0
63,Conceição do Coité,0,0,1,0,0,1,0,0,0,0
64,Conceição do Jacuípe,0,1,0,1,1,1,2,0,0,0
65,Condeúba,0,0,0,0,0,1,2,0,0,0
66,Coração de Maria,0,1,1,1,2,2,6,1,0,0
67,Coribe,0,1,0,1,0,1,2,0,0,0
68,Correntina,9,28,51,57,61,194,160,82,29,6
69,Cotegipe,1,0,2,8,2,10,4,4,1,1
70,Cristópolis,0,0,2,1,4,3,3,4,0,0
71,Cruz das Almas,0,0,1,0,1,2,1,0,0,0
72,Curaçá,0,0,0,1,0,0,1,0,0,0
73,Dias d'Ávila,1,5,3,1,2,9,5,3,1,0
74,Dom Basílio,0,1,2,18,8,41,27,21,3,2
75,Érico Cardoso,0,0,0,0,0,2,0,0,1,0
76,Euclides da Cunha,0,0,0,0,1,1,7,3,2,0
77,Eunápolis,3,10,13,11,11,26,7,11,3,1
78,Fátima,0,0,0,0,0,1,1,0,0,0
79,Feira de Santana,13,46,93,112,146,368,209,103,40,5
80,Filadélfia,1,0,0,0,0,3,3,1,1,0
81,Floresta Azul,0,1,2,0,0,0,2,1,0,0
82,Formosa do Rio Preto,0,0,0,0,0,1,2,0,0,0
83,Gandu,0,0,0,0,0,0,2,0,1,0
84,Gentio do Ouro,0,1,0,6,2,17,8,14,6,0
85,Glória,0,0,1,0,0,4,3,0,0,0
86,Gongogi,0,0,0,0,0,0,1,0,0,0
87,Governador Mangabeira,1,1,2,1,5,11,11,2,0,1
88,Guajeru,0,0,0,0,0,0,1,0,0,0
89,Guanambi,0,1,2,0,1,4,2,3,0,0
90,Guaratinga,0,0,0,0,0,1,0,0,0,0
91,Iaçu,0,0,0,0,0,4,0,0,0,0
92,Ibiassucê,0,0,0,0,0,0,1,1,0,0
93,Ibicaraí,5,3,5,7,14,35,18,7,3,0
94,Ibicuí,0,0,0,0,0,0,1,0,0,0
95,Ibipeba,0,0,0,0,0,1,0,0,0,0
96,Ibipitanga,0,0,0,0,1,2,1,1,0,0
97,Ibirapitanga,1,0,0,0,0,0,0,0,0,0
98,Ibirapuã,0,0,0,0,0,1,0,0,0,0
99,Ibirataia,0,0,0,0,0,0,1,0,0,0
100,Ibotirama,2,4,15,17,18,48,30,13,4,3
101,Ichu,0,0,0,0,0,0,1,0,0,0
102,Igaporã,0,3,1,3,5,8,15,3,2,0
103,Igrapiúna,0,0,0,0,1,0,0,0,0,0
104,Ilhéus,3,7,8,14,24,70,61,20,4,2
105,Inhambupe,0,0,0,0,1,0,0,0,0,0
106,Ipecaetá,0,0,0,2,2,2,2,2,0,0
107,Ipiaú,0,3,4,2,2,4,5,2,0,0
108,Ipirá,3,3,1,2,2,0,6,2,2,0
109,Ipupiara,1,0,1,3,4,4,5,8,4,0
110,Iraquara,1,2,3,2,2,7,4,2,0,0
111,Irará,0,0,0,0,0,1,0,0,0,0
112,Irecê,0,3,0,1,0,4,5,3,1,0
113,Itabela,1,1,1,1,0,0,1,0,1,0
114,Itaberaba,0,4,3,2,3,16,10,0,1,1
115,Itabuna,5,5,5,4,31,120,56,28,14,3
116,Itacaré,1,0,0,2,1,2,2,3,0,0
117,Itagi,0,0,0,0,1,0,0,0,0,0
118,Itagimirim,0,1,0,1,0,0,0,0,0,0
119,Itaguaçu da Bahia,0,0,0,2,0,1,2,2,2,0
120,Itajuípe,0,0,0,0,1,1,4,0,0,0
121,Itamaraju,3,6,1,0,3,5,6,4,1,0
122,Itamari,0,0,0,0,2,1,0,0,0,0
123,Itanhém,5,4,7,11,12,31,25,29,12,2
124,Itaparica,0,0,0,0,0,0,0,0,0,1
125,Itapé,0,0,0,1,0,0,0,0,0,0
126,Itapebi,1,0,0,2,0,1,1,1,0,0
127,Itapetinga,0,0,0,0,1,0,0,1,0,0
128,Itapicuru,0,0,1,0,0,0,0,0,0,0
129,Itapitanga,0,0,1,0,0,0,0,0,0,0
130,Itiúba,1,1,1,2,0,1,2,2,1,0
131,Itororó,0,0,0,1,1,0,0,0,0,0
132,Ituaçu,0,0,0,0,1,1,0,1,0,0
133,Ituberá,0,0,0,0,0,2,0,2,1,0
134,Iuiú,0,0,0,1,0,3,0,0,0,1
135,Jaborandi,0,3,7,1,4,12,11,7,0,0
136,Jacaraci,0,0,0,0,0,0,2,0,0,0
137,Jacobina,4,1,2,4,1,9,6,5,0,0
138,Jaguaquara,2,3,3,0,2,3,2,1,0,0
139,Jaguarari,0,0,0,1,1,0,1,1,1,0
140,Jandaíra,0,0,0,0,2,0,0,0,0,0
141,Jequié,1,3,3,1,2,12,2,6,0,0
142,Jeremoabo,0,0,0,0,0,1,0,1,0,0
143,Jiquiriçá,0,0,0,0,0,0,0,1,0,0
144,Juazeiro,8,6,7,7,4,47,28,9,5,1
145,Jussara,0,0,1,0,0,0,0,0,0,0
146,Lajedinho,1,0,0,0,0,0,0,0,0,0
147,Lajedo do Tabocal,1,0,3,1,4,3,2,1,1,0
148,Lamarão,0,0,1,0,2,4,4,3,0,0
149,Lapão,0,0,0,0,0,1,0,0,0,0
150,Lauro de Freitas,1,3,3,2,2,19,11,11,2,0
151,Lençóis,0,0,1,0,1,2,2,2,0,0
152,Livramento de Nossa Senhora,7,0,3,7,10,48,38,28,12,5
153,Luís Eduardo Magalhães,2,2,3,7,6,24,11,7,3,0
154,Macaúbas,1,0,6,8,10,22,30,9,6,1
155,Madre de Deus,0,0,1,0,0,11,3,2,0,0
156,Maetinga,0,0,0,0,0,1,0,0,0,0
157,Mairi,2,1,1,1,2,6,1,1,0,0
158,Malhada,1,1,5,2,6,18,21,11,1,0
159,Manoel Vitorino,0,1,1,1,1,3,2,1,0,0
160,Maracás,3,0,4,4,7,9,9,9,2,0
161,Marcionílio Souza,0,0,0,0,0,0,1,1,0,0
162,Mata de São João,0,0,1,0,0,2,1,1,0,0
163,Matina,0,0,1,1,1,10,2,2,2,0
164,Medeiros Neto,2,1,1,0,1,4,2,0,2,0
165,Miguel Calmon,0,2,3,6,5,9,8,4,5,0
166,Mirangaba,0,0,2,0,0,0,0,0,0,0
167,Morpará,0,1,0,0,2,11,12,5,2,1
168,Morro do Chapéu,0,0,2,0,0,3,1,0,0,0
169,Mucuri,4,5,3,2,7,14,12,5,1,1
170,Mulungu do Morro,0,0,0,0,0,0,0,1,0,0
171,Mundo Novo,0,0,0,1,0,0,0,0,0,0
172,Muritiba,0,0,0,0,0,2,0,3,0,0
173,Mutuípe,0,0,0,0,0,0,0,1,0,0
174,Nilo Peçanha,0,0,0,0,1,0,0,0,0,0
175,Nordestina,0,0,0,0,0,1,0,0,1,0
176,Nova Canaã,0,0,0,0,0,0,1,0,0,0
177,Nova Itarana,0,0,0,0,1,1,0,0,0,0
178,Nova Viçosa,0,0,1,0,3,4,0,1,0,0
179,Novo Horizonte,0,0,0,0,0,0,0,0,1,0
180,Oliveira dos Brejinhos,12,5,13,17,33,61,66,45,14,2
181,Ourolândia,0,0,0,0,0,0,1,1,0,0
182,Palmas de Monte Alto,0,0,1,0,0,2,1,0,0,0
183,Palmeiras,0,0,0,0,1,2,0,0,0,0
184,Paramirim,5,7,32,55,49,122,130,79,42,2
185,Paratinga,3,19,25,40,46,121,74,44,15,2
186,Paripiranga,1,4,3,1,4,12,5,1,0,0
187,Pau Brasil,0,0,0,0,2,2,0,0,0,0
188,Paulo Afonso,0,0,0,2,0,0,1,1,0,0
189,Pé de Serra,1,1,1,1,1,12,6,4,2,1
190,Pilão Arcado,1,7,8,15,11,59,38,29,7,0
191,Pindobaçu,1,1,0,0,1,0,2,0,0,0
192,Piripá,0,0,0,0,0,0,0,1,0,0
193,Piritiba,1,0,0,0,0,0,0,0,0,0
194,Poções,0,0,0,0,0,2,0,0,1,0
195,Pojuca,0,0,0,0,0,0,1,1,0,0
196,Ponto Novo,0,0,0,0,0,0,0,1,0,0
197,Porto Seguro,3,4,3,7,13,29,19,12,1,0
198,Prado,0,1,0,0,0,3,2,1,0,0
199,Presidente Dutra,0,0,2,0,2,2,1,0,1,0
200,Presidente Jânio Quadros,0,0,0,0,0,0,1,1,0,0
201,Presidente Tancredo Neves,0,1,0,1,1,0,1,0,0,0
202,Queimadas,0,0,0,0,0,1,0,0,0,0
203,Quijingue,0,0,0,1,0,3,1,2,0,0
204,Quixabeira,0,0,1,0,0,1,2,0,0,0
205,Rafael Jambeiro,0,0,0,0,0,0,0,1,0,0
206,Remanso,3,7,16,26,25,53,61,35,10,2
207,Riachão das Neves,0,0,0,0,2,5,1,0,0,0
208,Riachão do Jacuípe,1,1,5,3,4,11,10,10,1,0
209,Riacho de Santana,5,8,11,17,8,37,33,27,10,0
210,Ribeira do Amparo,0,0,0,0,0,0,2,0,0,0
211,Ribeira do Pombal,0,2,4,5,9,13,18,13,3,2
212,Ribeirão do Largo,0,0,0,0,0,0,1,0,0,0
213,Rio de Contas,4,2,3,4,3,8,9,10,1,0
214,Rio do Antônio,0,0,0,0,0,1,0,0,0,0
215,Rio do Pires,0,0,0,2,0,4,1,0,0,0
216,Rio Real,0,0,1,0,1,1,1,1,0,0
217,Salvador,42,79,69,107,215,705,433,196,36,13
218,Santa Bárbara,0,1,1,0,0,0,0,1,1,0
219,Santa Brígida,0,0,0,0,0,1,0,0,0,0
220,Santa Cruz Cabrália,2,3,3,4,9,28,14,6,3,0
221,Santa Maria da Vitória,4,9,21,18,39,88,79,28,8,0
222,Santa Rita de Cássia,0,0,0,2,0,2,0,0,1,0
223,Santaluz,0,1,0,0,0,2,1,0,0,0
224,Santana,0,0,1,0,0,0,0,0,1,0
225,Santo Amaro,0,2,1,0,0,1,0,0,0,0
226,Santo Antônio de Jesus,0,2,3,0,0,4,5,0,2,0
227,Santo Estêvão,0,2,3,4,7,7,6,3,2,0
228,São Desidério,2,6,4,6,5,17,15,5,2,0
229,São Domingos,0,1,0,1,1,1,1,0,0,0
230,São Félix do Coribe,2,3,4,6,11,37,26,12,5,0
231,São Francisco do Conde,1,1,0,1,1,1,0,0,0,0
232,São Gabriel,0,0,0,0,0,1,2,1,0,0
233,São Gonçalo dos Campos,0,0,1,0,0,3,0,2,0,0
234,São José da Vitória,0,0,0,2,0,2,3,0,0,0
235,São Miguel das Matas,0,0,0,0,0,1,0,0,0,0
236,São Sebastião do Passé,0,0,0,0,2,2,1,1,0,0
237,Saubara,0,0,0,0,0,1,0,0,0,0
238,Seabra,0,0,0,0,0,0,0,0,1,0
239,Sebastião Laranjeiras,0,0,1,2,4,11,11,10,4,1
240,Senhor do Bonfim,2,1,2,0,1,3,3,1,1,0
241,Sento Sé,0,0,0,0,0,1,0,0,0,0
242,Serra do Ramalho,2,3,3,3,3,11,7,4,1,0
243,Serra Dourada,1,0,0,1,3,7,8,5,0,0
244,Serra Preta,0,0,0,0,0,1,2,1,0,0
245,Serrinha,0,0,2,3,1,12,1,1,0,0
246,Serrolândia,0,1,1,1,2,2,4,3,2,0
247,Simões Filho,1,0,0,0,2,7,1,0,0,0
248,Sítio do Mato,6,14,15,16,29,86,79,50,26,3
249,Sítio do Quinto,1,0,0,1,0,2,1,0,0,0
250,Sobradinho,1,1,0,0,0,0,0,1,0,0
251,Souto Soares,1,2,0,1,1,1,0,1,0,0
252,Tabocas do Brejo Velho,2,3,1,0,1,6,2,3,0,0
253,Tanhaçu,1,4,6,15,12,38,28,20,5,1
254,Tanque Novo,0,0,0,0,0,2,1,0,0,0
255,Tanquinho,0,0,0,1,2,3,2,1,0,0
256,Taperoá,2,0,0,1,4,7,5,1,0,0
257,Tapiramutá,0,0,1,0,1,6,0,0,0,1
258,Teixeira de Freitas,4,8,21,38,71,178,155,93,37,9
259,Teofilândia,1,0,0,0,0,0,0,0,0,0
260,Teolândia,0,0,0,0,0,1,2,0,0,0
261,Tucano,1,0,0,0,0,0,0,0,1,0
262,Uauá,0,0,1,0,0,1,3,0,0,0
263,Ubaitaba,0,0,0,0,0,0,2,1,0,0
264,Uibaí,0,0,0,0,0,0,2,0,0,0
265,Umburanas,0,0,0,0,1,0,0,0,0,0
266,Una,0,0,0,0,0,0,3,0,0,0
267,Uruçuca,0,0,0,0,0,1,1,0,0,0
268,Utinga,0,0,3,0,1,0,0,0,0,0
269,Valença,2,0,3,2,7,7,3,3,0,0
270,Valente,0,1,0,0,0,0,4,0,0,0
271,Várzea da Roça,0,0,0,1,0,0,0,0,0,0
272,Várzea Nova,0,0,0,0,1,6,1,0,0,0
273,Vera Cruz,0,0,1,0,0,7,0,1,0,0
274,Vitória da Conquista,6,3,4,6,10,22,12,6,4,0
275,Wagner,0,0,0,0,0,0,2,1,0,0
276,Wanderley,0,0,0,0,0,0,1,0,0,0
277,Wenceslau Guimarães,1,0,0,2,1,0,1,1,0,0
278,Xique-Xique,5,2,7,7,8,22,17,10,5,1
