,Município,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez
113,Governador Mangabeira,0,0,0,0,0,0,0,0,0,0,0,1
114,Guanambi,2,2,4,2,0,1,0,0,2,0,1,2
115,Guaratinga,4,0,0,0,9,1,0,0,0,0,0,0
116,Iaçu,1,0,0,1,0,1,0,1,0,0,1,0
117,Ibiassucê,1,0,0,1,0,0,0,0,0,0,1,0
118,Ibicaraí,52,20,25,0,0,18,13,13,6,10,5,4
119,Ibicuí,14,6,0,0,0,2,0,0,2,1,2,1
120,Ibipeba,0,0,0,1,0,0,0,0,0,0,0,0
121,Ibipitanga,0,0,0,0,0,0,0,0,0,0,0,2
122,Ibirapitanga,0,0,0,1,0,1,0,0,0,0,0,0
123,Ibirapuã,231,486,62,4,0,0,0,0,0,0,0,0
124,Ibirataia,4,1,6,8,3,2,3,0,1,1,0,1
125,Ibotirama,1,3,3,0,0,0,0,0,0,0,0,3
126,Ichu,0,0,0,1,0,0,0,1,0,0,0,0
127,Igaporã,0,0,0,0,1,1,0,0,0,0,0,0
128,Igrapiúna,1,1,0,1,0,0,0,0,0,0,0,0
129,Ilhéus,35,18,50,22,25,15,5,15,7,13,10,2
130,Inhambupe,0,0,0,1,0,0,0,1,2,0,0,0
131,Ipecaetá,1,0,0,0,0,0,0,12,2,0,0,0
132,Ipiaú,5,3,8,12,5,0,0,1,1,0,1,4
133,Ipirá,1,0,0,0,0,0,0,0,0,2,0,3
134,Ipupiara,1,0,0,0,2,0,0,0,0,0,1,0
135,Iraquara,4,1,2,2,1,0,0,0,0,0,1,0
136,Irará,0,1,0,0,0,0,1,0,0,0,0,0
137,Irecê,4,5,22,3,10,4,2,2,1,0,1,1
138,Itabela,96,54,19,7,1,0,1,2,0,2,0,0
139,Itaberaba,16,15,10,9,27,11,5,1,0,1,0,1
140,Itabuna,178,105,119,56,81,49,39,34,30,52,35,29
141,Itacaré,14,6,12,14,11,7,3,1,0,3,3,6
142,Itaeté,0,0,0,0,0,1,0,0,0,0,0,0
143,Itagi,0,0,1,0,2,0,0,0,0,0,0,2
144,Itagibá,1,3,1,0,0,0,0,0,0,0,0,1
145,Itagimirim,27,0,1,3,0,0,0,0,0,1,0,0
146,Itaguaçu da Bahia,0,0,0,0,0,0,1,0,0,0,0,0
147,Itaju do Colônia,1,1,2,0,0,0,0,0,0,0,0,0
148,Itajuípe,3,4,4,4,1,0,3,3,3,1,0,1
149,Itamaraju,27,29,169,4,2,4,3,2,0,3,1,0
150,Itamari,0,0,0,0,0,0,0,0,0,1,0,0
151,Itambé,0,1,0,0,0,0,0,0,0,0,0,1
152,Itanhém,6,2,2,3,0,1,0,1,0,1,0,0
153,Itaparica,1,0,0,3,0,0,1,1,0,0,0,0
154,Itapé,1,2,1,0,2,0,0,0,1,0,0,0
155,Itapebi,0,1,0,48,34,8,4,0,2,6,1,6
156,Itapetinga,4,9,2,2,7,1,0,0,0,0,1,0
157,Itapicuru,0,0,1,0,1,0,0,0,0,0,0,0
158,Itapitanga,0,1,3,0,0,0,0,0,0,0,0,0
159,Itarantim,0,2,10,0,0,0,0,0,0,0,0,0
160,Itiúba,0,1,0,5,4,0,0,0,0,0,0,0
161,Itororó,2,1,1,1,0,0,0,0,0,0,0,1
162,Ituaçu,175,11,6,0,1,0,0,1,0,0,0,0
163,Ituberá,1,2,12,0,0,0,0,0,0,1,0,0
164,Iuiú,1,0,0,0,0,0,0,0,0,0,0,0
165,Jaborandi,0,0,0,1,1,0,1,1,1,0,0,0
166,Jacaraci,1,0,0,0,1,0,0,0,1,1,1,0
167,Jacobina,10,7,8,10,46,14,4,0,8,9,5,4
168,Jaguaquara,0,0,1,0,1,0,1,0,0,2,2,3
169,Jaguarari,0,1,2,2,0,0,0,0,0,0,1,0
170,Jandaíra,0,0,0,0,0,0,0,0,0,0,1,0
171,Jequié,24,5,22,21,20,3,15,4,1,3,1,0
172,Jeremoabo,0,0,0,0,1,0,0,0,0,0,0,0
173,João Dourado,0,0,1,0,0,0,0,0,0,0,0,0
174,Juazeiro,8,4,18,19,4,6,6,10,4,7,2,1
175,Jussara,0,0,0,1,1,0,0,0,0,0,0,0
176,Jussari,1,0,5,0,0,0,0,0,0,0,0,0
177,Laje,0,0,0,1,0,0,0,1,0,0,0,0
178,Lajedão,1,3,4,0,0,0,0,0,0,0,0,0
179,Lajedo do Tabocal,0,0,0,4,12,13,0,0,1,1,0,0
180,Lamarão,0,0,0,2,2,0,0,0,1,0,0,0
181,Lapão,0,0,0,0,0,0,0,0,0,0,1,0
182,Lauro de Freitas,1,1,6,2,17,8,4,4,2,1,7,4
183,Luís Eduardo Magalhães,1,2,18,41,25,15,13,12,0,0,1,2
184,Macajuba,2,1,0,0,0,0,0,0,0,0,0,0
185,Macaúbas,7,10,2,2,2,3,0,1,0,0,1,0
186,Macururé,0,0,0,1,0,0,0,0,0,0,0,0
187,Madre de Deus,1,0,0,0,0,0,0,1,0,0,1,0
188,Maetinga,0,0,0,1,0,0,0,0,0,0,0,0
189,Maiquinique,2,0,1,0,0,2,0,0,0,0,0,0
190,Mairi,2,13,3,0,0,1,1,4,0,0,0,0
191,Malhada,0,1,0,0,0,0,0,0,0,0,0,0
192,Malhada de Pedras,0,0,0,1,0,0,0,0,0,0,0,0
193,Manoel Vitorino,2,1,1,1,1,0,0,0,2,0,0,2
194,Maracás,1,0,2,3,3,0,0,0,0,0,0,0
195,Maragogipe,0,1,0,0,0,0,0,0,0,0,0,0
196,Maraú,4,0,0,0,0,0,0,0,0,0,0,0
197,Marcionílio Souza,1,0,0,0,1,0,1,0,0,0,0,0
198,Mata de São João,0,0,1,0,1,0,0,1,0,1,1,0
199,Medeiros Neto,36,16,7,8,0,0,0,1,4,0,0,1
200,Miguel Calmon,1,1,0,0,3,0,0,1,0,0,0,0
201,Milagres,0,0,0,0,0,0,0,0,0,0,1,0
202,Mirante,1,0,0,0,0,0,0,0,0,0,0,0
203,Monte Santo,0,0,0,1,0,0,0,0,0,0,0,0
204,Morro do Chapéu,1,1,2,1,4,1,3,0,0,0,0,0
205,Mucugê,0,0,0,0,0,0,1,0,0,0,0,0
206,Mucuri,44,39,44,18,3,5,6,4,0,1,1,1
207,Mulungu do Morro,1,0,0,0,0,0,0,0,0,0,0,0
208,Mundo Novo,1,7,45,3,4,0,0,0,0,2,0,0
209,Muritiba,2,8,7,1,0,0,0,1,0,0,0,1
210,Nordestina,0,0,0,0,0,0,1,0,0,1,0,0
211,Nova Canaã,0,1,0,0,0,1,0,0,0,0,0,0
212,Nova Fátima,0,2,0,1,0,0,1,0,0,0,0,1
213,Nova Redenção,0,0,0,0,0,0,0,1,0,0,0,0
214,Nova Viçosa,296,28,6,10,25,13,2,2,2,1,0,0
215,Novo Horizonte,0,0,1,0,2,1,0,1,0,0,1,0
216,Olindina,0,0,0,1,0,0,0,0,0,0,0,0
217,Oliveira dos Brejinhos,0,1,1,1,2,0,0,0,0,0,0,0
218,Ourolândia,2,1,1,0,0,0,0,0,0,0,0,0
219,Palmas de Monte Alto,0,0,0,0,0,0,0,0,0,1,0,0
220,Palmeiras,0,1,0,2,0,0,0,0,0,0,0,0
221,Paramirim,1,0,2,0,0,0,0,0,1,1,2,0
222,Paratinga,0,0,1,3,0,1,0,3,1,0,1,0
223,Paripiranga,2,0,0,1,0,0,0,0,0,0,0,0
224,Pau Brasil,1,2,10,0,0,1,0,0,0,0,0,1
225,Paulo Afonso,2,1,2,0,1,1,1,0,0,0,0,0
226,Pé de Serra,0,0,0,0,0,0,0,1,0,0,0,1
227,Pedro Alexandre,0,0,0,1,0,0,0,0,0,0,0,0
228,Piatã,0,0,1,0,0,0,0,0,0,0,0,0
229,Pilão Arcado,0,0,0,1,1,2,0,0,0,0,0,0
230,Pindaí,0,0,0,0,0,0,0,0,0,0,1,0
231,Pindobaçu,0,0,5,1,3,1,3,3,2,0,1,0
232,Pintadas,0,2,0,0,0,0,0,0,1,0,0,0
233,Piripá,0,0,0,0,0,0,0,0,0,0,1,0
234,Piritiba,0,11,3,1,2,1,0,0,1,0,0,0
235,Poções,1,0,1,1,0,0,0,0,0,0,0,0
236,Pojuca,0,0,1,2,0,1,0,1,0,0,0,0
237,Ponto Novo,0,0,0,0,0,0,0,0,1,0,0,0
238,Porto Seguro,201,135,94,121,170,206,68,40,22,48,17,13
239,Prado,0,0,12,3,2,1,0,3,0,0,0,0
240,Presidente Dutra,5,3,1,3,0,0,0,2,0,0,0,0
241,Presidente Tancredo Neves,1,0,1,0,0,0,0,0,0,0,0,0
242,Queimadas,0,0,0,2,0,0,0,0,0,0,0,0
243,Quijingue,0,0,0,0,0,0,0,0,0,0,1,0
244,Quixabeira,0,0,0,1,1,1,0,0,0,0,0,0
245,Remanso,3,2,3,1,1,1,2,8,9,2,1,0
246,Retirolândia,0,1,0,1,0,0,0,0,1,0,0,0
247,Riachão das Neves,2,7,4,0,2,1,1,0,0,0,0,0
248,Riachão do Jacuípe,0,5,2,4,9,5,9,3,1,1,1,0
249,Riacho de Santana,1,0,0,1,0,0,0,0,0,0,0,0
250,Ribeira do Pombal,0,1,0,0,1,0,0,11,5,4,2,8
251,Rio do Antônio,0,0,0,1,0,0,0,0,0,0,0,0
252,Rio do Pires,0,0,0,0,11,1,1,0,0,0,0,0
253,Rio Real,1,0,2,2,0,2,2,0,0,1,0,0
254,Rodelas,0,1,0,0,0,0,0,0,1,1,0,1
255,Ruy Barbosa,2,2,2,0,0,0,2,0,0,0,0,0
256,Salvador,296,176,254,297,303,212,325,255,180,230,172,186
257,Santa Bárbara,0,2,2,0,2,1,3,0,3,0,0,0
258,Santa Brígida,1,0,0,0,0,0,0,0,0,0,0,0
259,Santa Cruz Cabrália,152,19,8,3,12,26,22,18,13,8,17,11
260,Santa Cruz da Vitória,0,1,3,0,0,0,0,0,0,0,0,0
261,Santa Luzia,3,0,0,0,0,0,0,0,1,0,0,0
262,Santa Maria da Vitória,8,5,19,14,10,2,0,1,2,3,2,8
263,Santa Rita de Cássia,1,1,2,20,12,13,2,0,0,0,1,0
264,Santaluz,2,1,0,4,9,18,9,1,2,2,1,0
265,Santo Amaro,1,0,0,0,0,0,0,0,0,1,0,0
266,Santo Antônio de Jesus,3,1,10,1,3,0,1,0,0,0,1,1
267,Santo Estêvão,0,4,5,2,0,0,0,2,0,0,0,1
268,São Desidério,0,2,25,12,5,2,0,1,0,2,0,2
269,São Domingos,0,0,1,0,0,0,0,1,0,0,0,0
270,São Félix do Coribe,2,2,3,3,4,2,0,1,1,0,0,3
271,São Francisco do Conde,5,6,3,1,2,0,1,2,0,2,1,0
272,São Gabriel,4,0,1,0,1,0,0,0,0,0,0,0
273,São Gonçalo dos Campos,0,0,1,0,0,0,0,0,0,0,0,0
274,São José da Vitória,1,2,0,1,2,0,0,0,0,0,0,0
275,São Sebastião do Passé,1,0,1,3,0,1,0,0,1,2,1,1
276,Sapeaçu,0,0,0,1,0,0,0,0,0,0,0,0
277,Saúde,0,0,0,0,0,1,1,0,0,0,0,0
278,Seabra,0,0,1,0,0,0,0,0,0,1,0,0
279,Senhor do Bonfim,6,3,5,5,3,1,6,2,4,1,3,0
280,Sento Sé,0,0,1,1,1,0,0,0,0,0,1,0
281,Serra Dourada,0,0,0,0,0,0,0,0,1,0,0,0
282,Serra Preta,0,0,0,0,0,0,0,0,0,2,0,0
283,Serrinha,21,5,9,12,27,1,11,5,3,4,5,9
284,Serrolândia,0,2,6,1,6,2,1,2,3,7,1,0
285,Simões Filho,30,33,85,92,62,43,36,13,17,16,8,13
286,Sítio do Mato,0,0,0,0,1,0,0,0,0,0,0,0
287,Sítio do Quinto,0,0,0,0,0,0,1,0,0,0,0,0
288,Sobradinho,0,0,1,0,0,0,0,0,0,1,1,0
289,Souto Soares,1,0,0,0,0,0,0,0,0,0,0,0
290,Tanhaçu,0,0,0,0,0,0,0,0,0,0,1,0
291,Tanque Novo,1,0,2,1,0,0,0,0,2,0,0,1
292,Tanquinho,1,1,3,5,8,4,0,0,2,0,0,2
293,Taperoá,1,0,0,0,0,0,0,0,0,0,0,0
294,Tapiramutá,11,370,146,24,25,17,6,0,0,1,0,10
295,Teixeira de Freitas,165,91,56,54,35,20,20,29,28,27,27,10
296,Teofilândia,0,0,1,1,0,0,0,0,0,0,0,0
297,Teolândia,0,0,0,1,1,0,1,1,0,0,0,0
298,Terra Nova,1,0,0,0,0,0,0,0,0,0,0,0
299,Tremedal,2,3,6,1,0,0,0,0,0,0,0,0
300,Tucano,2,0,0,0,3,0,0,0,1,0,1,0
301,Uauá,1,4,0,1,0,0,0,0,0,0,0,0
302,Ubaitaba,1,0,0,0,0,0,0,0,0,2,0,0
303,Ubatã,1,0,0,0,0,1,0,0,0,0,0,1
304,Uibaí,0,1,3,5,4,0,0,0,0,1,2,0
305,Una,2,0,0,1,6,16,26,8,1,3,3,2
306,Uruçuca,4,11,44,26,7,0,1,0,0,0,1,0
307,Valença,0,0,1,0,0,0,0,0,0,0,0,0
308,Valente,0,3,2,6,4,0,0,0,1,0,0,0
309,Várzea da Roça,1,1,0,0,0,0,0,0,0,0,0,0
310,Várzea Nova,4,0,2,0,1,0,0,0,0,0,0,0
311,Varzedo,0,1,0,0,0,0,0,0,0,0,0,0
312,Vera Cruz,10,3,21,17,7,1,6,1,0,0,9,1
313,Vereda,4,1,0,0,0,0,0,0,0,0,0,0
314,Vitória da Conquista,54,30,21,17,22,3,6,2,9,18,12,10
315,Wanderley,0,1,140,108,20,11,8,1,0,0,0,0
316,Wenceslau Guimarães,0,1,0,1,0,0,1,0,0,2,0,0
317,Xique-Xique,5,0,0,0,0,0,2,0,0,0,0,0
