,Município,Em Branco,Ignorado,Masculino,Feminino
185,Itiruçu,0,0,3,10
186,Itiúba,0,0,7,14
187,Itororó,0,0,303,449
188,Ituaçu,0,0,48,43
189,Ituberá,0,0,23,42
190,Iuiú,0,0,17,37
191,Jaborandi,0,0,11,11
192,Jacaraci,0,0,4,6
193,Jacobina,0,0,340,532
194,Jaguaquara,0,0,25,28
195,Jaguarari,0,0,163,179
196,Jandaíra,0,0,14,10
197,Jequié,0,2,256,309
198,Jeremoabo,0,0,189,256
199,Jiquiriçá,0,0,7,0
200,Jitaúna,0,0,14,16
201,João Dourado,0,0,3,11
202,Juazeiro,0,1,297,605
203,Jucuruçu,0,0,1,0
204,Jussara,0,0,11,10
205,Jussari,0,0,57,61
206,Jussiape,0,0,1,4
207,Lafaiete Coutinho,0,0,0,3
208,Lagoa Real,0,0,17,5
209,Laje,0,0,2,5
210,Lajedão,0,0,10,6
211,Lajedo do Tabocal,0,0,3,16
212,Lamarão,0,0,6,4
213,Lapão,0,0,8,19
214,Lauro de Freitas,0,0,27,31
215,Lençóis,0,1,15,17
216,Licínio de Almeida,0,0,1,2
217,Livramento de Nossa Senhora,0,0,21,15
218,Luís Eduardo Magalhães,0,2,292,383
219,Macajuba,0,0,1,4
220,Macarani,0,0,69,102
221,Macaúbas,0,0,48,118
222,Macururé,0,0,23,40
223,Madre de Deus,0,0,2,0
224,Maetinga,0,0,2,1
225,Maiquinique,0,0,5,16
226,Mairi,0,1,84,131
227,Malhada,0,0,3,4
228,Malhada de Pedras,0,0,6,7
229,Manoel Vitorino,0,0,56,76
230,Mansidão,0,0,3,4
231,Maracás,0,0,23,34
232,Maragogipe,0,0,7,6
233,Maraú,0,0,19,32
234,Marcionílio Souza,0,0,81,103
235,Mascote,0,0,224,323
236,Mata de São João,0,0,8,12
237,Matina,0,0,22,52
238,Medeiros Neto,0,0,26,40
239,Miguel Calmon,0,0,37,85
240,Milagres,0,0,7,15
241,Mirangaba,0,0,25,26
242,Mirante,0,0,5,5
243,Monte Santo,0,0,20,17
244,Morro do Chapéu,0,0,70,132
245,Mortugaba,0,0,0,2
246,Mucugê,0,0,3,1
247,Mucuri,0,0,207,300
248,Mulungu do Morro,0,0,17,18
249,Mundo Novo,0,0,23,38
250,Muniz Ferreira,0,0,2,2
251,Muritiba,0,0,29,40
252,Mutuípe,0,0,6,6
253,Nazaré,0,0,23,26
254,Nilo Peçanha,0,0,9,15
255,Nordestina,0,0,18,22
256,Nova Canaã,0,0,3,6
257,Nova Ibiá,0,0,8,7
258,Nova Itarana,0,0,15,15
259,Nova Redenção,0,0,23,39
260,Nova Viçosa,0,2,251,348
261,Novo Horizonte,0,0,4,17
262,Novo Triunfo,0,0,10,19
263,Olindina,0,0,1,2
264,Oliveira dos Brejinhos,0,0,15,19
265,Ourolândia,0,0,107,108
266,Palmas de Monte Alto,0,0,6,4
267,Palmeiras,0,0,2,4
268,Paramirim,0,0,65,108
269,Paratinga,0,0,21,30
270,Paripiranga,0,0,361,593
271,Pau Brasil,0,0,299,357
272,Paulo Afonso,0,0,311,433
273,Pé de Serra,0,0,5,13
274,Pedro Alexandre,0,0,1,3
275,Piatã,0,0,2,0
276,Pilão Arcado,0,0,8,13
277,Pindaí,0,0,29,86
278,Pindobaçu,0,0,3,7
279,Pintadas,0,0,9,24
280,Piraí do Norte,0,0,3,2
281,Piripá,0,0,60,74
282,Piritiba,0,1,69,108
283,Planaltino,0,0,2,10
284,Planalto,0,0,203,273
285,Poções,0,0,29,44
286,Pojuca,0,0,2,4
287,Ponto Novo,0,0,40,36
288,Porto Seguro,0,4,358,454
289,Potiraguá,0,0,0,2
290,Prado,0,1,17,35
291,Presidente Dutra,0,0,44,77
292,Presidente Jânio Quadros,0,0,10,5
293,Presidente Tancredo Neves,0,0,9,7
294,Queimadas,0,0,15,33
295,Quijingue,0,0,10,12
296,Quixabeira,0,0,21,23
297,Rafael Jambeiro,0,0,3,4
298,Remanso,0,0,44,88
299,Retirolândia,0,0,17,17
300,Riachão das Neves,0,0,1,6
301,Riachão do Jacuípe,0,0,7,19
302,Riacho de Santana,0,0,14,14
303,Ribeira do Amparo,0,0,54,69
304,Ribeira do Pombal,0,0,8,13
305,Ribeirão do Largo,0,0,5,4
306,Rio de Contas,0,0,23,35
307,Rio do Antônio,0,0,2,5
308,Rio do Pires,0,0,12,19
309,Rio Real,0,0,16,31
310,Rodelas,0,0,4,4
311,Ruy Barbosa,0,0,20,22
312,Salvador,0,13,1939,2299
313,Santa Bárbara,0,0,0,5
314,Santa Brígida,0,0,233,363
315,Santa Cruz Cabrália,0,0,65,98
316,Santa Cruz da Vitória,0,0,45,65
317,Santa Inês,0,0,6,8
318,Santa Luzia,0,0,71,113
319,Santa Maria da Vitória,0,0,34,20
320,Santa Rita de Cássia,0,0,3,11
321,Santa Teresinha,0,0,3,4
322,Santaluz,0,0,67,63
323,Santana,0,0,16,44
324,Santanópolis,0,0,1,0
325,Santo Amaro,0,0,7,8
326,Santo Antônio de Jesus,0,1,115,164
327,Santo Estêvão,0,0,1,6
328,São Desidério,0,0,14,20
329,São Domingos,0,0,10,14
330,São Felipe,0,0,9,15
331,São Félix,0,0,1,4
332,São Félix do Coribe,0,0,17,19
333,São Francisco do Conde,0,0,20,24
334,São Gabriel,0,0,6,12
335,São Gonçalo dos Campos,0,0,3,6
336,São José da Vitória,0,0,188,223
337,São José do Jacuípe,0,0,5,2
338,São Miguel das Matas,0,0,1,2
339,São Sebastião do Passé,0,0,4,15
340,Sapeaçu,0,0,19,18
341,Sátiro Dias,0,0,15,16
342,Saubara,0,0,1,0
343,Saúde,0,0,32,63
344,Seabra,0,0,104,248
345,Sebastião Laranjeiras,1,0,39,96
346,Senhor do Bonfim,0,0,240,384
347,Sento Sé,0,0,55,63
348,Serra do Ramalho,0,0,44,58
349,Serra Dourada,0,0,13,15
350,Serra Preta,0,0,2,0
351,Serrinha,0,4,393,548
352,Serrolândia,0,0,64,117
353,Simões Filho,0,0,196,227
354,Sítio do Mato,0,0,1,3
355,Sítio do Quinto,0,0,12,17
356,Sobradinho,0,0,13,15
357,Souto Soares,0,0,11,17
358,Tabocas do Brejo Velho,0,0,2,1
359,Tanhaçu,0,0,1,0
360,Tanque Novo,0,0,23,22
361,Tanquinho,0,0,6,5
362,Taperoá,0,0,3,14
363,Tapiramutá,0,0,30,62
364,Teixeira de Freitas,0,1,640,977
365,Teodoro Sampaio,0,0,0,1
366,Teofilândia,0,0,12,10
367,Teolândia,0,0,5,4
368,Terra Nova,0,0,1,2
369,Tremedal,0,0,112,130
370,Tucano,0,0,23,20
371,Uauá,0,0,57,96
372,Ubaíra,0,0,1,5
373,Ubaitaba,0,0,9,16
374,Ubatã,0,0,89,134
375,Uibaí,0,0,10,8
376,Umburanas,0,0,35,74
377,Una,0,1,287,446
378,Urandi,0,0,1,0
379,Uruçuca,0,0,42,61
380,Utinga,0,0,3,18
381,Valença,0,0,200,326
382,Valente,0,0,20,21
383,Várzea da Roça,0,0,26,75
384,Várzea do Poço,0,0,0,3
385,Várzea Nova,0,0,4,6
386,Varzedo,0,0,6,6
387,Vera Cruz,0,0,166,228
388,Vereda,0,0,1,1
389,Vitória da Conquista,0,9,1238,1738
390,Wagner,0,0,0,7
391,Wanderley,0,0,9,6
392,Wenceslau Guimarães,0,0,3,5
393,Xique-Xique,0,0,9,4
