,Município,Em Branco,Ignorado,Masculino,Feminino
0,Abaíra,0,0,0,1
1,Abaré,0,0,11,16
2,Adustina,0,0,27,44
3,Água Fria,0,0,1,2
4,Aiquara,0,0,7,9
5,Alagoinhas,0,0,10,15
6,Alcobaça,0,1,136,183
7,Almadina,0,0,26,29
8,Amargosa,0,0,13,33
9,Amélia Rodrigues,0,0,1,5
10,América Dourada,0,0,64,157
11,Anagé,0,0,18,22
12,Andaraí,0,0,20,23
13,Andorinha,0,0,27,46
14,Angical,0,0,11,13
15,Anguera,0,0,6,8
16,Antas,0,0,155,200
17,Antônio Cardoso,0,0,1,1
18,Antônio Gonçalves,0,0,34,31
19,Aporá,0,0,0,1
20,Apuarema,1,0,8,5
21,Aracatu,0,0,9,13
22,Araci,0,0,12,13
23,Arataca,0,0,18,26
24,Aratuípe,0,0,1,0
25,Aurelino Leal,0,0,17,10
26,Baianópolis,0,0,1,0
27,Baixa Grande,0,0,33,40
28,Banzaê,0,1,15,51
29,Barra,0,0,31,30
30,Barra da Estiva,0,0,16,37
31,Barra do Choça,0,0,3,10
32,Barra do Mendes,0,0,9,6
33,Barra do Rocha,0,0,8,7
34,Barreiras,0,0,290,482
35,Barro Alto,0,0,4,2
36,Barro Preto,0,0,167,142
37,Barrocas,0,0,0,2
38,Belmonte,0,0,191,253
39,Belo Campo,0,0,46,49
40,Boa Nova,0,0,10,21
41,Boa Vista do Tupim,0,0,75,90
42,Bom Jesus da Lapa,0,0,47,83
43,Bom Jesus da Serra,0,0,1,3
44,Boninal,0,0,4,11
45,Bonito,0,0,13,18
46,Boquira,0,0,13,23
47,Botuporã,0,0,65,93
48,Brejões,0,0,2,1
49,Brejolândia,0,0,6,3
50,Brotas de Macaúbas,0,0,9,34
51,Brumado,0,0,98,186
52,Buerarema,0,1,413,586
53,Buritirama,0,0,19,27
54,Caatiba,0,0,22,38
55,Cabaceiras do Paraguaçu,0,0,5,6
56,Cachoeira,0,0,5,8
57,Caculé,0,0,27,59
58,Caém,0,0,0,3
59,Caetanos,0,0,1,0
60,Caetité,0,0,64,130
61,Cafarnaum,0,0,21,23
62,Cairu,0,0,4,6
63,Caldeirão Grande,0,0,2,2
64,Camacan,0,0,394,531
65,Camaçari,0,0,17,24
66,Camamu,0,0,14,26
67,Campo Alegre de Lourdes,0,0,1,5
68,Campo Formoso,0,0,291,415
69,Canarana,0,0,11,18
70,Canavieiras,0,0,98,152
71,Candeal,0,0,0,1
72,Candeias,0,1,35,52
73,Candiba,0,0,1,0
74,Cândido Sales,0,1,232,347
75,Cansanção,0,0,133,177
76,Canudos,0,0,212,360
77,Capela do Alto Alegre,0,0,2,7
78,Capim Grosso,0,0,42,79
79,Caraíbas,0,0,22,21
80,Caravelas,0,0,95,165
81,Cardeal da Silva,0,0,18,24
82,Carinhanha,0,0,122,141
83,Casa Nova,0,0,131,203
84,Castro Alves,0,0,23,26
85,Catu,0,0,4,3
86,Caturama,0,0,24,47
87,Central,0,0,3,4
88,Chorrochó,0,0,2,2
89,Cícero Dantas,0,0,152,259
90,Coaraci,0,0,149,198
91,Conceição da Feira,0,0,1,1
92,Conceição do Almeida,0,0,0,2
93,Conceição do Coité,0,3,145,230
94,Conceição do Jacuípe,0,0,6,7
95,Conde,0,0,1,2
96,Condeúba,0,0,20,48
97,Contendas do Sincorá,0,0,1,3
98,Coração de Maria,0,0,1,3
99,Cordeiros,0,0,2,1
100,Coribe,0,0,11,10
101,Coronel João Sá,0,2,166,236
102,Correntina,0,0,45,56
103,Crisópolis,0,0,0,1
104,Cristópolis,0,1,14,22
105,Cruz das Almas,0,0,23,34
106,Curaçá,0,1,19,21
107,Dário Meira,0,0,17,20
108,Dias d'Ávila,0,0,19,20
109,Dom Basílio,0,0,1,5
110,Dom Macedo Costa,0,0,4,5
111,Elísio Medrado,0,0,1,0
112,Encruzilhada,0,0,78,94
113,Entre Rios,0,0,4,4
114,Érico Cardoso,0,0,1,4
115,Esplanada,0,0,1,0
116,Euclides da Cunha,0,0,175,180
117,Eunápolis,0,0,310,392
118,Fátima,0,0,50,76
119,Feira da Mata,0,0,8,5
120,Feira de Santana,0,0,284,361
121,Filadélfia,0,0,2,2
122,Firmino Alves,0,2,48,50
123,Floresta Azul,0,0,67,98
124,Formosa do Rio Preto,0,0,0,2
125,Gandu,0,0,25,35
126,Gavião,0,0,2,6
127,Gentio do Ouro,0,0,2,0
128,Glória,0,0,58,88
129,Gongogi,0,0,6,2
130,Governador Mangabeira,0,0,9,8
131,Guajeru,0,0,7,19
132,Guanambi,0,1,223,479
133,Guaratinga,0,0,16,29
134,Heliópolis,0,0,7,5
135,Iaçu,0,0,16,32
136,Ibiassucê,0,0,5,11
137,Ibicaraí,0,9,1071,1433
138,Ibicoara,0,0,11,14
139,Ibicuí,0,0,74,96
140,Ibipeba,0,0,8,14
141,Ibipitanga,0,0,13,20
142,Ibiquera,0,0,6,6
143,Ibirapitanga,0,0,8,8
144,Ibirapuã,0,0,84,132
145,Ibirataia,0,0,92,111
146,Ibititá,0,0,0,1
147,Ibotirama,0,0,21,31
148,Ichu,0,0,4,14
149,Igaporã,0,0,28,39
150,Igrapiúna,0,0,7,10
151,Iguaí,0,0,4,1
152,Ilhéus,1,52,2476,2858
153,Inhambupe,0,0,1,0
154,Ipecaetá,0,0,0,2
155,Ipiaú,0,1,559,592
156,Ipirá,0,0,3,0
157,Ipupiara,0,0,7,5
158,Irajuba,0,0,2,7
159,Iramaia,0,0,1,5
160,Iraquara,0,0,8,18
161,Irará,0,0,1,4
162,Irecê,0,0,32,36
163,Itabela,0,0,65,78
164,Itaberaba,0,0,494,623
165,Itabuna,0,8,8484,10913
166,Itacaré,0,0,273,284
167,Itaeté,0,0,22,30
168,Itagi,0,0,29,39
169,Itagibá,0,0,129,245
170,Itagimirim,0,0,10,12
171,Itaguaçu da Bahia,0,0,2,2
172,Itaju do Colônia,0,0,22,26
173,Itajuípe,0,1,149,187
174,Itamaraju,0,0,179,471
175,Itambé,0,0,17,32
176,Itanagra,0,0,1,2
177,Itanhém,0,0,60,126
178,Itaparica,0,0,29,39
179,Itapé,0,0,123,167
180,Itapebi,0,0,39,34
181,Itapetinga,0,4,839,1090
182,Itapicuru,0,0,0,1
183,Itapitanga,0,0,82,87
184,Itatim,0,0,4,4
