,Município,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez
78,Canudos,0,0,0,0,25,15,6,0,1,0,0,0
79,Capela do Alto Alegre,1,8,14,12,6,0,1,1,1,3,0,0
80,Capim Grosso,11,45,38,73,46,33,6,5,6,4,7,1
81,Caravelas,1,0,0,2,6,1,0,2,14,1,1,0
82,Cardeal da Silva,0,0,0,0,15,33,73,5,0,0,1,0
83,Carinhanha,2,1,2,4,7,10,6,3,0,1,0,0
84,Casa Nova,3,5,2,3,5,3,3,1,2,0,0,0
85,Castro Alves,0,0,1,0,8,6,18,2,1,0,0,1
86,Catolândia,0,0,0,1,0,0,0,0,0,0,0,0
87,Catu,0,1,3,1,4,4,35,23,23,11,15,16
88,Caturama,7,45,77,92,43,10,6,4,0,0,0,0
89,Central,0,0,0,5,13,0,0,0,0,0,0,0
90,Chorrochó,0,0,0,3,1,5,10,0,0,0,0,0
91,Cícero Dantas,1,10,2,4,8,3,12,12,11,4,6,8
92,Cipó,0,0,0,0,1,2,1,8,5,2,0,0
93,Coaraci,2,0,0,1,0,0,2,3,2,1,2,0
94,Cocos,0,0,0,1,1,0,0,0,0,0,0,0
95,Conceição da Feira,0,1,3,5,53,21,25,8,12,12,8,1
96,Conceição do Almeida,0,0,0,0,10,11,9,8,7,3,1,6
97,Conceição do Coité,1,0,2,2,22,15,9,17,5,1,0,5
98,Conceição do Jacuípe,1,9,8,28,118,103,57,23,9,3,4,1
99,Conde,0,0,0,0,8,8,21,7,2,20,3,2
100,Condeúba,0,0,0,2,2,1,4,1,3,0,0,2
101,Contendas do Sincorá,0,0,0,0,1,0,2,3,1,3,5,0
102,Coração de Maria,12,95,186,344,208,53,29,8,10,6,10,1
103,Coribe,0,2,8,95,72,25,1,0,0,0,0,0
104,Coronel João Sá,0,0,0,0,0,0,2,2,2,3,9,1
105,Correntina,54,33,45,89,635,252,34,4,4,10,21,7
106,Cotegipe,0,0,3,5,19,3,4,1,1,0,0,0
107,Cravolândia,0,0,0,1,0,0,0,0,1,0,0,0
108,Crisópolis,0,0,1,0,0,4,1,17,19,9,9,1
109,Cristópolis,8,28,70,105,47,23,12,0,1,1,5,0
110,Cruz das Almas,0,0,1,8,80,91,44,33,13,10,6,6
111,Curaçá,2,1,1,3,5,4,1,2,1,1,0,0
112,Dário Meira,0,0,0,0,4,2,0,0,0,0,0,0
113,Dias d'Ávila,2,1,5,12,15,13,23,25,14,6,7,0
114,Dom Basílio,13,1,6,9,6,7,3,1,0,1,1,0
115,Dom Macedo Costa,0,0,0,0,2,5,15,6,3,1,0,0
116,Elísio Medrado,0,0,0,0,0,1,0,0,0,0,0,0
117,Encruzilhada,0,0,0,0,5,1,1,0,0,1,7,16
118,Entre Rios,0,0,0,122,84,64,43,12,23,9,4,0
119,Érico Cardoso,1,8,17,94,115,75,25,2,0,0,0,0
120,Esplanada,1,3,3,5,15,56,75,55,32,25,11,10
121,Euclides da Cunha,12,21,22,504,512,223,102,26,16,12,1,1
122,Eunápolis,6,3,11,19,73,26,4,6,8,4,3,2
123,Fátima,0,0,0,5,21,34,12,3,2,1,1,0
124,Feira da Mata,0,1,2,1,0,0,0,0,0,0,0,0
125,Feira de Santana,1168,2200,2195,1909,2890,1695,1545,1012,523,280,218,363
126,Filadélfia,0,0,0,4,6,9,5,0,0,0,0,0
127,Firmino Alves,0,0,0,0,0,0,1,0,0,3,0,0
128,Floresta Azul,0,1,3,1,3,0,1,0,1,0,0,0
129,Formosa do Rio Preto,0,0,1,1,1,1,0,0,0,0,0,0
130,Gandu,1,0,0,0,0,0,0,0,1,4,4,0
131,Gavião,0,0,0,2,8,7,2,1,0,0,0,0
132,Gentio do Ouro,9,4,7,7,10,8,4,0,0,0,0,3
133,Glória,0,1,3,0,0,2,1,2,13,20,4,2
134,Governador Mangabeira,75,21,17,39,139,72,102,49,25,9,2,2
135,Guajeru,1,1,0,0,3,0,5,0,0,0,1,0
136,Guanambi,4,3,7,15,39,23,7,3,2,0,2,0
137,Heliópolis,0,0,0,0,0,0,0,0,2,3,1,0
138,Iaçu,0,0,0,2,1,3,2,0,0,6,0,0
139,Ibiassucê,0,0,0,0,2,8,0,2,0,0,0,0
140,Ibicaraí,2,3,2,10,20,15,9,2,5,4,0,2
141,Ibicoara,0,20,21,60,66,9,9,4,0,1,0,0
142,Ibicuí,0,0,0,1,0,0,0,0,0,0,2,0
143,Ibipeba,0,5,32,30,24,24,6,0,0,0,0,0
144,Ibipitanga,3,3,0,2,25,7,5,6,2,0,0,0
145,Ibiquera,0,0,0,0,1,0,0,0,0,1,0,0
146,Ibirapuã,1,0,3,1,0,1,0,0,0,0,0,1
147,Ibirataia,2,1,0,2,4,7,6,6,3,6,5,17
148,Ibitiara,0,1,0,6,33,27,14,6,0,0,2,0
149,Ibititá,2,0,39,11,155,43,12,0,2,1,1,0
150,Ibotirama,2,6,0,5,4,6,2,2,0,0,1,0
151,Ichu,0,0,15,14,49,28,10,0,8,6,3,5
152,Igaporã,0,3,3,5,11,0,0,0,0,0,0,0
153,Igrapiúna,0,1,2,3,17,3,5,0,0,0,0,0
154,Iguaí,0,0,0,0,0,0,0,2,10,6,1,1
155,Ilhéus,19,18,36,34,49,60,61,40,40,41,155,79
156,Inhambupe,0,1,0,0,3,3,20,19,23,25,51,25
157,Ipecaetá,1,0,2,3,18,27,39,18,5,1,0,0
158,Ipiaú,0,0,9,19,77,48,21,13,9,20,13,13
159,Ipirá,1,0,1,8,6,8,3,3,3,2,2,0
160,Ipupiara,135,4,0,14,15,0,0,0,0,0,0,0
161,Iramaia,0,1,0,0,13,23,37,4,4,0,0,0
162,Iraquara,7,19,98,107,168,137,22,0,0,0,1,0
163,Irará,0,6,18,25,32,26,31,20,4,3,1,4
164,Irecê,1,5,26,136,278,200,81,82,11,2,3,1
165,Itabela,0,0,2,2,6,5,2,1,1,0,0,0
166,Itaberaba,3,3,2,4,10,77,375,27,21,21,12,2
167,Itabuna,22,24,20,23,175,70,68,23,23,37,37,47
168,Itacaré,0,0,0,3,2,0,30,5,2,0,0,1
169,Itagi,0,0,3,1,2,0,1,2,0,0,0,0
170,Itagibá,0,0,0,4,11,3,3,1,1,0,1,1
171,Itaguaçu da Bahia,1,0,0,0,0,0,0,0,0,0,0,0
172,Itajuípe,1,2,3,4,2,0,1,1,1,3,0,2
173,Itamaraju,0,1,2,1,1,2,0,6,4,4,16,4
174,Itamari,0,0,0,0,4,5,0,1,0,0,1,3
175,Itambé,0,0,0,1,0,1,1,1,0,0,0,0
176,Itanagra,0,0,0,0,0,0,1,1,0,0,0,0
177,Itanhém,4,5,0,0,5,9,7,3,10,3,6,8
178,Itaparica,0,1,2,2,2,2,0,0,1,1,3,2
179,Itapé,0,0,0,0,0,0,1,0,0,0,0,0
180,Itapebi,0,4,1,0,0,0,0,0,0,1,0,0
181,Itapetinga,0,0,0,0,0,4,0,1,0,1,0,0
182,Itapicuru,0,0,0,1,0,2,4,12,12,2,0,0
183,Itapitanga,0,0,0,2,0,0,0,0,0,0,0,0
184,Itatim,0,0,0,0,0,1,1,3,1,0,0,0
185,Itiruçu,0,0,0,4,11,8,2,0,0,0,0,0
186,Itiúba,1,2,7,30,58,47,15,7,17,7,2,4
187,Itororó,0,0,0,2,2,4,2,0,2,0,0,0
188,Ituberá,1,6,23,130,191,33,13,0,1,1,0,2
189,Iuiú,0,0,0,2,11,4,0,0,0,0,0,0
190,Jaborandi,0,3,0,4,1,10,4,0,1,0,0,0
191,Jacaraci,1,0,0,3,41,78,27,9,7,11,10,53
192,Jacobina,7,35,24,25,284,376,105,23,9,2,6,8
193,Jaguaquara,0,3,0,1,12,5,6,2,8,1,0,0
194,Jaguarari,1,1,1,7,6,4,4,0,2,2,5,2
195,Jaguaripe,0,0,0,0,0,1,2,0,2,4,0,0
196,Jandaíra,0,0,0,0,0,2,2,2,1,2,4,0
197,Jequié,4,9,21,40,159,93,90,53,48,40,30,31
198,Jeremoabo,0,0,1,0,1,0,18,4,1,3,1,0
199,Jiquiriçá,0,1,0,0,0,1,0,0,0,0,0,0
200,Jitaúna,0,0,0,0,0,0,1,0,1,0,0,0
201,João Dourado,0,0,4,7,54,44,14,0,0,0,2,0
202,Juazeiro,4,4,11,23,65,68,52,58,35,32,18,24
203,Jucuruçu,0,0,0,1,0,0,0,0,0,1,0,0
204,Jussara,0,0,1,3,88,25,0,4,0,2,0,0
205,Jussari,0,0,0,5,1,1,0,0,3,1,0,0
206,Lafaiete Coutinho,0,0,0,0,0,0,1,0,1,0,0,0
207,Lagoa Real,0,0,0,0,5,7,6,5,5,2,0,0
208,Laje,0,0,0,0,3,11,18,6,2,0,0,2
209,Lajedão,0,0,0,0,1,0,0,0,0,0,0,0
210,Lajedinho,0,0,4,1,0,0,2,0,0,0,0,0
211,Lajedo do Tabocal,0,0,0,0,3,1,0,0,0,0,0,0
212,Lamarão,3,12,28,19,33,7,3,0,0,1,2,8
213,Lapão,4,31,11,17,125,71,6,3,0,0,0,0
214,Lauro de Freitas,2,5,6,16,42,45,88,82,59,51,37,33
215,Lençóis,71,13,2,4,0,0,1,1,1,0,0,1
216,Licínio de Almeida,0,0,6,0,2,11,12,0,0,0,0,0
217,Livramento de Nossa Senhora,29,11,4,7,32,106,62,13,2,2,3,3
218,Luís Eduardo Magalhães,101,645,834,368,156,90,16,4,4,6,4,2
219,Macajuba,0,0,0,0,3,5,1,4,4,0,1,1
220,Macaúbas,128,86,135,154,99,41,25,5,0,0,0,0
221,Macururé,0,0,0,0,0,1,1,0,0,0,0,0
222,Madre de Deus,2,3,7,10,81,31,107,2,1,2,3,4
223,Maiquinique,0,1,0,2,3,0,0,0,0,0,0,0
224,Mairi,0,3,0,1,5,14,3,5,3,0,1,2
225,Malhada,0,0,1,0,16,14,0,0,0,0,0,0
226,Malhada de Pedras,1,0,0,0,2,3,10,0,0,0,0,1
227,Manoel Vitorino,0,1,0,1,0,3,1,6,2,3,0,0
228,Maracás,2,5,7,20,89,51,31,11,6,10,8,15
229,Maragogipe,0,0,0,3,2,8,6,0,1,0,1,0
230,Maraú,0,0,0,3,3,3,4,5,0,0,0,0
231,Marcionílio Souza,0,0,0,1,9,17,1,6,0,2,2,0
232,Mascote,0,0,0,1,1,0,0,0,0,0,0,0
233,Mata de São João,2,2,2,4,10,17,27,24,17,4,3,3
234,Matina,0,3,16,25,16,0,0,0,0,0,0,0
235,Medeiros Neto,2,1,2,0,3,8,9,14,6,7,1,0
236,Miguel Calmon,0,0,3,6,17,32,20,3,3,0,0,6
237,Milagres,0,0,0,1,3,7,1,0,0,0,0,0
238,Mirangaba,0,0,0,63,74,20,0,0,0,0,1,0
239,Mirante,0,0,1,0,0,0,1,5,0,1,1,0
240,Monte Santo,0,0,17,49,157,35,67,6,6,4,1,0
241,Morpará,0,3,5,2,1,2,0,0,0,0,0,0
242,Morro do Chapéu,1,0,11,163,245,82,25,14,6,4,0,4
243,Mortugaba,0,1,15,76,95,19,3,0,0,0,0,0
244,Mucugê,1,0,6,8,3,0,0,0,0,0,0,0
245,Mucuri,53,80,19,22,161,136,83,7,11,10,8,21
246,Mulungu do Morro,0,12,6,29,90,0,1,1,0,0,0,0
247,Mundo Novo,0,0,0,0,3,0,1,0,0,0,0,0
248,Muniz Ferreira,0,0,0,0,0,1,3,1,1,0,0,0
249,Muquém de São Francisco,0,0,0,0,1,2,3,0,0,0,0,0
250,Muritiba,2,0,1,9,110,31,22,14,7,1,1,1
251,Mutuípe,0,1,1,0,1,1,3,0,0,1,0,0
252,Nazaré,1,0,0,1,0,2,1,2,0,1,0,0
253,Nilo Peçanha,0,0,1,1,0,0,2,5,5,3,0,0
254,Nordestina,0,0,1,0,1,2,6,38,24,1,1,0
255,Nova Canaã,0,0,0,0,0,1,0,0,0,1,1,0
256,Nova Fátima,2,7,9,27,49,35,14,3,4,28,9,8
257,Nova Itarana,0,0,0,0,0,4,0,0,0,0,0,0
258,Nova Redenção,0,0,1,7,13,9,14,0,0,0,0,0
259,Nova Soure,0,0,3,2,2,2,9,3,1,3,0,0
260,Nova Viçosa,0,1,0,4,3,35,20,70,6,3,8,2
261,Novo Horizonte,0,3,4,6,18,0,1,1,2,0,0,2
262,Novo Triunfo,0,1,0,0,0,0,0,0,1,3,0,0
263,Olindina,1,1,1,1,4,0,5,52,41,10,0,0
264,Oliveira dos Brejinhos,4,5,6,4,8,12,7,4,0,0,1,0
265,Ouriçangas,0,0,0,0,0,0,0,0,0,4,0,0
266,Ourolândia,0,0,0,13,30,23,48,3,0,0,0,0
267,Palmas de Monte Alto,0,0,1,0,68,39,1,2,1,0,0,0
268,Palmeiras,25,80,12,12,17,12,2,1,0,0,0,0
269,Paramirim,110,185,131,126,51,23,12,3,0,0,0,0
270,Paratinga,0,2,2,5,4,1,10,0,0,0,1,0
271,Paripiranga,0,0,0,29,223,42,10,2,2,0,0,0
272,Pau Brasil,0,0,0,0,3,0,1,1,0,0,0,0
273,Paulo Afonso,3,3,0,16,41,92,14,10,13,8,2,3
274,Pé de Serra,0,1,15,8,3,8,19,16,13,15,48,11
275,Pedrão,0,0,0,0,0,1,1,46,23,5,0,0
276,Pedro Alexandre,0,0,0,0,0,0,3,15,2,45,1,0
277,Piatã,0,0,0,3,1,0,1,0,0,0,0,0
278,Pilão Arcado,0,0,1,1,3,1,0,0,1,1,0,0
279,Pindaí,0,0,0,12,61,22,0,1,5,3,1,2
280,Pindobaçu,0,2,0,2,5,12,11,4,2,2,2,0
281,Pintadas,0,0,0,15,47,44,21,8,9,1,3,0
282,Piraí do Norte,0,0,0,0,0,0,0,0,0,10,22,0
283,Piritiba,0,0,1,8,35,19,1,0,1,0,0,0
284,Planaltino,0,0,0,0,1,1,1,0,1,0,0,0
285,Planalto,0,0,1,0,0,0,0,0,0,0,0,0
286,Poções,0,0,0,0,0,0,0,1,0,0,0,0
287,Pojuca,0,3,0,3,1,3,11,44,29,5,2,2
288,Ponto Novo,0,1,2,58,50,55,8,0,1,0,1,1
289,Porto Seguro,5,10,13,24,59,76,55,31,19,15,24,16
290,Prado,0,0,0,1,5,5,9,5,1,5,5,2
291,Presidente Dutra,0,0,3,6,120,156,28,4,1,0,3,0
292,Presidente Jânio Quadros,0,0,0,0,7,0,5,7,3,0,0,0
293,Presidente Tancredo Neves,0,1,0,9,91,51,12,5,2,4,1,0
294,Queimadas,1,1,0,2,4,4,5,8,0,1,0,0
295,Quijingue,0,3,4,38,195,71,4,13,8,3,3,6
296,Quixabeira,1,0,1,1,61,24,3,0,2,0,0,0
297,Rafael Jambeiro,0,1,7,7,78,63,37,14,30,16,8,2
298,Remanso,41,67,28,14,11,12,1,7,1,6,1,0
299,Retirolândia,0,0,1,0,1,0,1,7,5,0,1,0
300,Riachão das Neves,2,1,6,52,8,5,0,0,0,0,0,0
301,Riachão do Jacuípe,1,7,36,53,147,141,80,50,79,119,54,4
302,Riacho de Santana,60,294,11,17,50,14,10,7,6,2,2,0
303,Ribeira do Amparo,0,0,0,0,0,0,0,1,1,0,0,0
304,Ribeira do Pombal,0,0,0,1,0,2,1,0,1,5,2,0
305,Ribeirão do Largo,0,0,0,1,0,0,0,0,2,1,0,0
306,Rio de Contas,0,0,1,0,3,1,6,1,2,0,0,3
307,Rio do Pires,0,5,0,2,6,3,0,0,0,0,0,0
308,Rio Real,1,1,1,7,9,14,71,152,123,95,48,30
309,Rodelas,0,0,0,0,0,0,1,0,7,6,0,0
310,Ruy Barbosa,0,0,0,1,4,13,11,1,1,1,3,1
311,Salinas da Margarida,0,0,0,1,0,0,0,1,0,1,0,0
312,Salvador,188,240,269,543,899,1002,1722,1665,1425,1133,960,801
313,Santa Bárbara,39,64,80,127,89,33,14,3,9,6,1,1
314,Santa Brígida,0,0,0,0,1,0,0,0,0,0,0,0
315,Santa Cruz Cabrália,6,0,3,7,10,5,5,4,4,26,29,23
316,Santa Cruz da Vitória,0,0,0,0,1,1,1,1,0,0,0,0
317,Santa Inês,0,0,0,0,0,0,0,1,0,0,0,0
318,Santa Luzia,0,0,0,0,0,0,0,1,0,0,0,1
319,Santa Maria da Vitória,5,4,48,160,197,88,16,10,1,0,1,0
320,Santa Rita de Cássia,0,0,0,3,7,1,2,0,0,1,1,0
321,Santa Teresinha,0,1,7,6,3,3,4,1,2,2,4,0
322,Santaluz,0,2,3,0,8,12,3,4,3,4,0,0
323,Santana,0,0,6,11,25,12,1,1,0,0,0,0
324,Santanópolis,0,4,12,56,69,23,23,13,4,2,3,6
325,Santo Amaro,7,27,8,12,16,12,24,19,12,14,27,14
326,Santo Antônio de Jesus,0,4,6,10,37,103,214,105,45,22,9,4
327,Santo Estêvão,27,79,167,240,415,300,218,173,89,69,29,15
328,São Desidério,1,2,15,47,43,16,9,1,7,7,2,3
329,São Domingos,0,1,6,13,2,1,3,0,1,1,1,1
330,São Felipe,0,0,0,0,1,2,6,1,1,0,0,0
331,São Félix,0,2,0,0,11,7,18,14,19,4,5,0
332,São Félix do Coribe,1,0,3,2,18,2,2,0,0,0,0,1
333,São Francisco do Conde,0,0,0,6,20,32,49,23,10,23,11,0
334,São Gabriel,0,3,2,41,85,33,2,0,1,0,0,0
335,São Gonçalo dos Campos,21,21,106,128,228,146,62,32,11,14,3,1
336,São José da Vitória,0,0,0,1,0,0,0,0,0,0,0,0
337,São José do Jacuípe,0,0,0,1,0,1,0,0,0,0,0,0
338,São Miguel das Matas,0,0,0,3,1,0,0,0,0,1,0,0
339,São Sebastião do Passé,0,3,4,12,105,119,83,62,19,14,8,2
340,Sapeaçu,0,0,2,1,11,7,9,7,1,2,1,0
341,Sátiro Dias,0,0,2,0,4,11,25,29,7,12,15,3
342,Saubara,0,3,1,0,0,0,0,0,0,0,1,0
343,Saúde,0,0,0,3,13,6,0,0,0,0,0,0
344,Seabra,12,153,202,115,91,32,6,3,1,0,1,0
345,Sebastião Laranjeiras,24,88,8,13,36,15,12,5,8,6,1,0
346,Senhor do Bonfim,1,2,2,6,31,39,54,44,40,39,29,32
347,Sento Sé,0,0,0,1,21,2,4,12,2,0,0,0
348,Serra do Ramalho,0,0,0,0,20,14,11,3,2,0,0,0
349,Serra Dourada,0,10,31,39,68,11,4,0,0,0,0,1
350,Serra Preta,0,2,0,1,15,7,3,2,1,2,0,0
351,Serrinha,8,91,303,201,202,80,71,20,6,4,1,6
352,Serrolândia,46,109,37,81,205,105,32,2,7,0,1,2
353,Simões Filho,2,2,4,16,20,17,87,67,31,51,19,27
354,Sítio do Mato,0,2,1,1,2,6,5,2,0,0,0,0
355,Sítio do Quinto,0,0,0,1,2,0,0,0,1,4,1,0
356,Sobradinho,0,0,0,0,3,6,1,1,0,0,0,0
357,Souto Soares,1,0,11,30,146,48,1,4,4,1,2,8
358,Tabocas do Brejo Velho,0,0,0,0,3,0,0,0,0,0,0,0
359,Tanhaçu,0,0,0,0,15,6,5,22,32,3,0,0
360,Tanque Novo,0,8,59,55,4,0,0,0,0,0,0,0
361,Tanquinho,21,95,17,12,32,6,6,4,9,2,3,5
362,Taperoá,0,2,4,1,3,22,60,38,22,14,8,0
363,Tapiramutá,0,0,1,1,11,6,2,0,2,1,0,1
364,Teixeira de Freitas,37,22,26,28,63,85,110,105,64,28,40,26
365,Teodoro Sampaio,0,1,0,0,5,3,2,1,0,1,9,4
366,Teofilândia,0,1,6,7,29,39,20,10,5,4,0,1
367,Teolândia,0,0,0,1,0,3,5,5,3,0,3,1
368,Terra Nova,1,1,32,67,121,275,43,3,7,3,1,0
369,Tremedal,0,0,0,0,1,0,0,0,2,0,0,0
370,Tucano,0,2,1,4,7,6,8,23,56,34,20,2
371,Uauá,0,0,0,0,5,5,0,0,0,0,0,0
372,Ubaíra,1,0,0,0,1,6,45,20,16,14,12,6
373,Ubaitaba,0,0,0,0,0,0,0,3,1,1,0,0
374,Ubatã,0,0,0,0,0,0,0,0,1,1,0,0
375,Uibaí,0,0,3,17,117,62,5,4,0,0,0,0
376,Umburanas,0,3,9,18,53,22,3,3,0,0,1,0
377,Una,1,0,0,4,5,1,0,0,0,3,2,6
378,Urandi,0,1,35,105,50,5,0,0,0,0,0,0
379,Uruçuca,0,1,1,5,1,1,0,0,0,0,1,0
380,Utinga,0,4,10,1,8,11,4,1,1,0,0,0
381,Valença,0,0,3,5,2,41,37,21,6,0,14,6
382,Valente,0,1,6,2,9,0,8,7,1,16,9,26
383,Várzea da Roça,1,0,1,4,9,25,6,9,5,2,0,0
384,Várzea do Poço,0,0,0,1,4,0,0,1,0,0,0,0
385,Várzea Nova,0,2,17,15,10,12,0,1,1,0,1,1
386,Varzedo,0,0,0,0,0,4,6,0,0,2,1,0
387,Vera Cruz,0,2,5,11,18,40,18,21,30,7,23,40
388,Vereda,0,0,0,0,0,0,1,0,0,0,0,0
389,Vitória da Conquista,11,17,20,52,124,105,55,33,17,36,16,4
390,Wagner,61,87,2,1,2,2,2,0,1,0,1,0
391,Wanderley,0,0,2,12,28,6,1,0,1,0,0,0
392,Wenceslau Guimarães,0,0,1,0,0,0,0,5,1,1,0,0
393,Xique-Xique,0,0,1,2,67,51,1,1,0,0,0,0
