,Município,Em Branco,Ignorado,Masculino,Feminino
141,Ibicuí,0,0,7,14
142,Ibipeba,0,0,3,15
143,Ibipitanga,0,0,32,49
144,Ibiquera,0,0,9,8
145,Ibirapitanga,0,0,3,5
146,Ibirapuã,0,0,38,45
147,Ibirataia,0,0,44,42
148,Ibitiara,0,0,0,1
149,Ibititá,0,0,1,0
150,Ibotirama,0,0,115,162
151,Ichu,0,0,22,37
152,Igaporã,0,0,9,9
153,Igrapiúna,0,0,3,5
154,Ilhéus,0,14,2028,3696
155,Inhambupe,0,0,2,0
156,Ipecaetá,0,0,53,101
157,Ipiaú,0,0,49,71
158,Ipirá,0,0,71,119
159,Ipupiara,0,0,1,1
160,Irajuba,0,0,1,2
161,Irará,0,0,18,29
162,Irecê,0,0,20,17
163,Itabela,0,0,54,82
164,Itaberaba,0,2,377,675
165,Itabuna,0,0,3323,5494
166,Itacaré,0,1,72,106
167,Itaeté,0,0,26,30
168,Itagi,0,0,18,20
169,Itagibá,0,0,4,9
170,Itagimirim,0,0,7,3
171,Itaguaçu da Bahia,0,0,2,1
172,Itaju do Colônia,0,0,8,3
173,Itajuípe,0,0,20,58
174,Itamaraju,0,0,73,92
175,Itambé,0,0,5,3
176,Itanhém,0,0,18,15
177,Itaparica,0,0,32,45
178,Itapé,0,0,44,123
179,Itapebi,0,0,14,24
180,Itapetinga,0,0,74,165
181,Itapicuru,0,0,2,0
182,Itapitanga,0,0,1,0
183,Itarantim,0,0,5,15
184,Itatim,0,0,17,29
185,Itiruçu,0,0,4,12
186,Itiúba,0,0,92,112
187,Itororó,0,0,4,11
188,Ituaçu,0,0,9,8
189,Ituberá,0,0,0,1
190,Iuiú,0,0,37,66
191,Jaborandi,0,0,21,16
192,Jacaraci,0,0,13,13
193,Jacobina,0,0,323,615
194,Jaguaquara,0,0,11,10
195,Jaguarari,0,0,11,21
196,Jaguaripe,0,0,16,6
197,Jandaíra,0,0,3,8
198,Jequié,0,81,864,1188
199,Jeremoabo,0,1,558,948
200,Jiquiriçá,0,0,5,3
201,Jitaúna,0,0,15,18
202,João Dourado,0,0,2,0
203,Juazeiro,0,0,240,342
204,Jucuruçu,0,0,2,1
205,Jussara,0,0,7,4
206,Jussari,0,0,26,62
207,Jussiape,0,0,4,2
208,Lafaiete Coutinho,0,0,6,9
209,Lagoa Real,0,1,13,15
210,Laje,0,0,5,4
211,Lajedão,0,0,5,7
212,Lajedinho,0,0,6,8
213,Lamarão,0,0,40,38
214,Lapão,0,0,8,17
215,Lauro de Freitas,0,4,219,390
216,Lençóis,0,0,5,9
217,Livramento de Nossa Senhora,0,0,4,4
218,Luís Eduardo Magalhães,0,2,1372,1429
219,Macajuba,0,0,10,8
220,Macarani,0,0,0,1
221,Macaúbas,0,0,311,388
222,Macururé,0,0,153,224
223,Madre de Deus,0,0,23,30
224,Maiquinique,0,0,26,36
225,Mairi,0,0,199,364
226,Malhada de Pedras,0,0,4,4
227,Manoel Vitorino,0,0,6,7
228,Maracás,0,0,45,66
229,Maragogipe,0,0,23,76
230,Maraú,0,0,1,6
231,Marcionílio Souza,0,0,1,3
232,Mascote,0,0,10,14
233,Mata de São João,0,0,15,17
234,Matina,0,0,1,1
235,Medeiros Neto,0,0,16,24
236,Miguel Calmon,0,0,24,64
237,Milagres,0,0,82,159
238,Mirangaba,0,0,1,12
239,Mirante,0,0,6,4
240,Monte Santo,0,0,102,122
241,Morro do Chapéu,0,0,44,57
242,Mucuri,0,0,63,91
243,Mulungu do Morro,0,0,23,21
244,Mundo Novo,0,0,23,29
245,Muniz Ferreira,0,0,15,12
246,Muquém de São Francisco,0,0,1,0
247,Muritiba,0,0,57,92
248,Mutuípe,0,0,11,9
249,Nazaré,0,0,5,10
250,Nilo Peçanha,0,0,9,9
251,Nordestina,0,0,11,9
252,Nova Canaã,0,0,1,0
253,Nova Fátima,0,0,0,1
254,Nova Ibiá,0,0,4,3
255,Nova Itarana,0,0,1,1
256,Nova Redenção,0,0,8,14
257,Nova Soure,0,0,61,123
258,Nova Viçosa,0,0,16,16
259,Novo Horizonte,0,0,1,0
260,Novo Triunfo,0,0,16,45
261,Olindina,0,0,33,89
262,Oliveira dos Brejinhos,0,0,3,0
263,Ouriçangas,0,0,1,4
264,Ourolândia,0,0,51,91
265,Palmas de Monte Alto,0,0,2,6
266,Palmeiras,0,0,1,1
267,Paramirim,0,0,25,35
268,Paratinga,0,0,96,164
269,Paripiranga,0,0,53,153
270,Pau Brasil,0,0,47,101
271,Paulo Afonso,0,0,183,416
272,Pé de Serra,0,0,51,102
273,Pedrão,0,0,0,1
274,Pedro Alexandre,0,0,5,3
275,Pilão Arcado,0,0,1,12
276,Pindaí,0,0,14,26
277,Pindobaçu,0,0,23,44
278,Pintadas,0,0,109,179
279,Piraí do Norte,0,0,2,1
280,Piripá,0,0,4,11
281,Piritiba,0,0,8,18
282,Planaltino,0,0,7,19
283,Planalto,0,0,6,3
284,Poções,0,0,8,11
285,Pojuca,0,0,13,26
286,Ponto Novo,0,0,36,68
287,Porto Seguro,0,0,190,250
288,Potiraguá,0,0,1,0
289,Prado,0,0,6,10
290,Presidente Dutra,0,0,8,20
291,Presidente Jânio Quadros,0,0,8,6
292,Presidente Tancredo Neves,0,0,12,15
293,Queimadas,0,0,9,21
294,Quijingue,0,0,19,45
295,Quixabeira,0,0,59,138
296,Rafael Jambeiro,0,0,13,13
297,Remanso,0,0,48,83
298,Retirolândia,0,0,38,61
299,Riachão das Neves,0,0,17,14
300,Riachão do Jacuípe,0,4,58,72
301,Riacho de Santana,0,0,10,8
302,Ribeira do Amparo,0,0,25,47
303,Ribeira do Pombal,0,0,22,27
304,Rio de Contas,0,0,17,13
305,Rio do Antônio,0,0,2,0
306,Rio do Pires,0,0,3,4
307,Rio Real,0,0,77,130
308,Rodelas,0,0,10,13
309,Ruy Barbosa,0,0,98,245
310,Salinas da Margarida,0,0,1,0
311,Salvador,2,28,3830,4629
312,Santa Bárbara,0,0,125,218
313,Santa Brígida,0,0,52,132
314,Santa Cruz Cabrália,0,0,28,44
315,Santa Cruz da Vitória,0,0,10,16
316,Santa Inês,0,0,1,2
317,Santa Luzia,0,0,9,14
318,Santa Maria da Vitória,0,0,46,55
319,Santa Rita de Cássia,0,0,5,7
320,Santa Teresinha,0,0,15,30
321,Santaluz,0,0,227,350
322,Santana,0,0,40,60
323,Santanópolis,0,0,0,1
324,Santo Amaro,0,0,20,34
325,Santo Antônio de Jesus,0,0,105,157
326,Santo Estêvão,0,0,58,77
327,São Desidério,0,0,36,28
328,São Domingos,0,0,84,160
329,São Felipe,0,0,23,13
330,São Félix,0,0,11,20
331,São Félix do Coribe,0,1,28,32
332,São Francisco do Conde,0,0,181,284
333,São Gabriel,0,0,16,18
334,São Gonçalo dos Campos,0,0,28,19
335,São José da Vitória,0,0,68,119
336,São José do Jacuípe,0,0,54,85
337,São Miguel das Matas,0,0,5,5
338,São Sebastião do Passé,0,0,91,173
339,Sapeaçu,0,0,111,169
340,Sátiro Dias,0,0,12,15
341,Saubara,0,0,2,1
342,Saúde,0,0,12,39
343,Seabra,0,0,18,35
344,Sebastião Laranjeiras,0,0,29,57
345,Senhor do Bonfim,0,2,112,158
346,Sento Sé,0,0,51,68
347,Serra do Ramalho,0,1,21,34
348,Serra Dourada,0,0,17,15
349,Serra Preta,0,0,3,6
350,Serrinha,0,2,951,1274
351,Serrolândia,0,0,96,147
352,Simões Filho,2,2,1117,1478
353,Sítio do Mato,0,0,39,43
354,Sítio do Quinto,0,0,43,88
355,Sobradinho,0,0,6,8
356,Souto Soares,0,0,48,73
357,Tabocas do Brejo Velho,0,0,2,5
358,Tanhaçu,0,0,0,2
359,Tanque Novo,0,0,52,65
360,Tanquinho,0,0,49,73
361,Taperoá,0,0,47,162
362,Tapiramutá,0,0,9,22
363,Teixeira de Freitas,0,1,200,298
364,Teodoro Sampaio,0,0,3,5
365,Teofilândia,1,0,86,101
366,Teolândia,0,0,11,12
367,Terra Nova,0,0,19,24
368,Tremedal,0,0,19,39
369,Tucano,0,0,67,102
370,Uauá,0,0,5,7
371,Ubaíra,9,0,3,11
372,Ubaitaba,0,0,20,34
373,Ubatã,0,0,3,7
374,Uibaí,0,0,37,79
375,Umburanas,0,0,5,15
376,Una,0,0,162,335
377,Uruçuca,0,0,24,69
378,Utinga,0,0,5,4
379,Valença,0,0,154,306
380,Valente,0,0,213,295
381,Várzea da Roça,0,0,141,226
382,Várzea do Poço,0,0,174,316
383,Várzea Nova,0,0,20,26
384,Varzedo,0,0,5,1
385,Vera Cruz,0,0,220,371
386,Vereda,0,0,0,1
387,Vitória da Conquista,0,0,329,350
388,Wagner,0,0,4,2
389,Wanderley,0,0,14,35
390,Wenceslau Guimarães,0,0,4,6
391,Xique-Xique,0,0,37,51
