,Município,Em Branco,Ignorado,Masculino,Feminino
0,Abaíra,0,0,2,1
1,Abaré,0,0,9,13
2,Acajutiba,0,0,13,31
3,Adustina,0,0,9,25
4,Água Fria,0,0,8,4
5,Aiquara,0,0,0,1
6,Alagoinhas,0,0,17,34
7,Alcobaça,0,0,71,99
8,Almadina,0,0,1,1
9,Amargosa,0,0,23,50
10,Amélia Rodrigues,0,0,32,51
11,América Dourada,0,0,15,14
12,Anagé,0,0,1,0
13,Andaraí,0,0,12,36
14,Andorinha,0,0,124,198
15,Angical,0,0,4,4
16,Anguera,0,0,42,41
17,Antas,0,0,112,208
18,Antônio Cardoso,0,0,38,41
19,Antônio Gonçalves,0,0,3,8
20,Aporá,0,0,7,10
21,Apuarema,0,0,3,10
22,Araças,0,0,3,2
23,Aracatu,0,0,3,0
24,Araci,0,0,466,774
25,Arataca,0,0,6,8
26,Aratuípe,0,0,3,1
27,Aurelino Leal,0,0,8,7
28,Baixa Grande,0,0,79,139
29,Banzaê,0,0,34,51
30,Barra,0,0,449,620
31,Barra da Estiva,0,0,21,26
32,Barra do Choça,0,0,46,46
33,Barra do Mendes,0,0,18,15
34,Barra do Rocha,0,0,2,6
35,Barreiras,0,0,471,573
36,Barro Alto,0,0,4,17
37,Barro Preto,0,0,13,23
38,Barrocas,0,0,7,13
39,Belmonte,0,0,82,101
40,Belo Campo,0,0,7,8
41,Biritinga,0,0,11,25
42,Boa Nova,0,0,17,52
43,Boa Vista do Tupim,0,0,5,16
44,Bom Jesus da Lapa,1,0,278,335
45,Bonito,0,0,11,32
46,Boquira,0,0,54,82
47,Botuporã,0,0,37,37
48,Brejões,0,0,1,1
49,Brejolândia,0,0,0,1
50,Brotas de Macaúbas,0,0,5,22
51,Brumado,0,0,82,150
52,Buerarema,0,0,204,491
53,Buritirama,0,0,112,162
54,Caatiba,0,0,7,7
55,Cabaceiras do Paraguaçu,0,0,4,9
56,Cachoeira,0,0,7,7
57,Caculé,0,0,0,3
58,Caém,0,0,9,19
59,Caetanos,0,0,0,1
60,Caetité,0,0,28,43
61,Cafarnaum,0,0,10,11
62,Cairu,0,0,4,3
63,Caldeirão Grande,0,0,3,11
64,Camacan,0,0,27,53
65,Camaçari,0,2,306,541
66,Camamu,0,0,4,12
67,Campo Alegre de Lourdes,0,0,5,7
68,Campo Formoso,0,0,42,56
69,Canápolis,0,0,2,0
70,Canarana,0,0,9,5
71,Canavieiras,0,0,47,89
72,Candeal,0,0,11,14
73,Candeias,0,0,25,38
74,Cândido Sales,0,0,184,210
75,Cansanção,0,0,39,57
76,Canudos,0,0,25,42
77,Capela do Alto Alegre,0,0,213,300
78,Capim Grosso,0,0,24,55
79,Caraíbas,0,0,4,5
80,Caravelas,0,0,30,47
81,Cardeal da Silva,0,0,3,4
82,Carinhanha,0,0,12,11
83,Casa Nova,1,0,154,237
84,Castro Alves,0,0,67,67
85,Catolândia,0,0,15,17
86,Catu,0,0,27,34
87,Caturama,0,0,8,14
88,Central,0,0,0,3
89,Chorrochó,0,0,158,244
90,Cícero Dantas,1,0,126,333
91,Coaraci,0,0,67,168
92,Conceição da Feira,0,0,6,6
93,Conceição do Almeida,0,0,3,0
94,Conceição do Coité,0,2,161,260
95,Conceição do Jacuípe,0,0,102,130
96,Conde,0,0,5,3
97,Condeúba,0,0,9,11
98,Contendas do Sincorá,0,0,8,11
99,Coração de Maria,0,0,56,90
100,Coribe,0,0,10,30
101,Coronel João Sá,0,0,15,46
102,Correntina,0,0,43,52
103,Cotegipe,0,0,0,1
104,Cravolândia,0,0,1,1
105,Crisópolis,0,0,12,12
106,Cristópolis,0,0,56,37
107,Cruz das Almas,0,0,37,59
108,Curaçá,0,0,11,22
109,Dário Meira,0,0,3,12
110,Dias d'Ávila,0,0,41,59
111,Dom Basílio,0,0,11,10
112,Dom Macedo Costa,0,0,4,6
113,Elísio Medrado,0,0,2,0
114,Encruzilhada,0,0,6,2
115,Entre Rios,0,0,8,48
116,Érico Cardoso,0,0,10,10
117,Esplanada,0,0,13,32
118,Euclides da Cunha,0,0,344,473
119,Eunápolis,0,0,154,193
120,Fátima,0,0,24,51
121,Feira da Mata,0,0,5,3
122,Feira de Santana,0,0,1267,1479
123,Filadélfia,0,0,16,13
124,Firmino Alves,0,0,5,0
125,Floresta Azul,0,0,18,20
126,Formosa do Rio Preto,0,0,1,3
127,Gandu,0,0,33,86
128,Gavião,0,0,8,9
129,Gentio do Ouro,0,0,3,0
130,Glória,0,0,57,121
131,Gongogi,0,0,2,1
132,Governador Mangabeira,0,0,25,41
133,Guajeru,0,0,13,18
134,Guanambi,0,0,43,87
135,Guaratinga,0,0,12,15
136,Heliópolis,0,0,8,29
137,Iaçu,0,0,24,80
138,Ibiassucê,0,0,2,6
139,Ibicaraí,0,5,335,766
140,Ibicoara,0,0,2,2
