,Município,<1 Ano,1-4,5-9,10-14,15-19,20-34,35-49,50-64,65-79,80 e+
178,Itaparica,0,2,4,0,0,5,4,1,0,0
179,Itapé,0,0,0,0,1,0,0,0,0,0
180,Itapebi,0,0,1,0,3,0,1,1,0,0
181,Itapetinga,0,1,0,1,0,3,0,1,0,0
182,Itapicuru,0,2,3,5,3,7,9,2,2,0
183,Itapitanga,0,0,0,0,1,0,0,0,1,0
184,Itatim,0,1,2,1,0,0,1,1,0,0
185,Itiruçu,2,0,1,5,2,6,6,1,2,0
186,Itiúba,4,6,24,23,26,58,38,12,4,2
187,Itororó,2,0,0,1,2,2,2,1,2,0
188,Ituberá,17,9,27,39,56,102,79,46,22,4
189,Iuiú,0,0,2,2,0,5,5,2,1,0
190,Jaborandi,0,1,0,1,2,9,3,5,2,0
191,Jacaraci,2,4,4,20,31,66,53,44,12,4
192,Jacobina,30,90,124,112,91,183,162,81,25,5
193,Jaguaquara,2,5,2,3,2,12,6,4,2,0
194,Jaguarari,1,0,3,1,8,6,11,3,0,2
195,Jaguaripe,0,0,1,0,0,6,2,0,0,0
196,Jandaíra,1,2,0,1,0,5,2,2,0,0
197,Jequié,44,35,110,108,48,131,90,39,11,1
198,Jeremoabo,0,2,3,5,4,6,6,2,1,0
199,Jiquiriçá,0,0,0,0,0,1,1,0,0,0
200,Jitaúna,0,0,1,0,0,0,0,0,1,0
201,João Dourado,0,2,5,9,13,32,43,15,5,1
202,Juazeiro,13,12,34,24,36,128,97,38,11,1
203,Jucuruçu,0,0,0,1,0,0,0,0,1,0
204,Jussara,2,3,8,16,18,29,20,19,5,3
205,Jussari,0,0,1,2,0,3,2,3,0,0
206,Lafaiete Coutinho,0,0,1,1,0,0,0,0,0,0
207,Lagoa Real,0,0,1,0,6,11,6,4,2,0
208,Laje,1,0,1,4,3,15,15,3,0,0
209,Lajedão,0,0,0,0,0,0,1,0,0,0
210,Lajedinho,0,0,0,0,1,2,1,2,1,0
211,Lajedo do Tabocal,0,0,0,0,0,4,0,0,0,0
212,Lamarão,1,4,10,14,15,29,27,10,4,2
213,Lapão,7,9,9,26,35,78,66,23,13,2
214,Lauro de Freitas,12,37,68,85,38,81,89,46,7,3
215,Lençóis,1,5,4,2,11,32,22,7,6,1
216,Licínio de Almeida,1,1,4,5,2,7,4,5,2,0
217,Livramento de Nossa Senhora,3,3,10,25,28,97,51,36,20,1
218,Luís Eduardo Magalhães,42,76,169,191,216,719,555,207,52,3
219,Macajuba,0,1,0,3,1,6,7,0,1,0
220,Macaúbas,5,22,28,59,79,184,158,94,30,13
221,Macururé,0,0,0,0,0,1,0,1,0,0
222,Madre de Deus,9,10,8,18,15,70,64,42,16,1
223,Maiquinique,0,0,2,0,3,0,1,0,0,0
224,Mairi,2,2,0,3,5,10,9,3,3,0
225,Malhada,1,0,0,1,7,11,7,3,1,0
226,Malhada de Pedras,1,0,1,3,1,2,3,4,1,1
227,Manoel Vitorino,2,0,2,1,3,3,4,1,1,0
228,Maracás,22,2,11,15,29,91,44,33,8,0
229,Maragogipe,0,0,0,0,5,6,5,3,1,1
230,Maraú,0,0,0,2,3,6,6,1,0,0
231,Marcionílio Souza,0,0,3,2,7,8,4,8,4,2
232,Mascote,0,0,0,0,0,1,0,0,1,0
233,Mata de São João,2,3,8,12,16,28,30,14,2,0
234,Matina,0,0,2,3,6,24,18,4,1,2
235,Medeiros Neto,3,2,3,6,5,13,13,7,1,0
236,Miguel Calmon,9,9,6,7,7,20,11,11,7,3
237,Milagres,2,2,1,2,1,2,1,1,0,0
238,Mirangaba,4,7,12,16,19,44,41,10,4,1
239,Mirante,0,0,1,0,2,4,1,1,0,0
240,Monte Santo,7,14,17,30,40,96,71,52,12,3
241,Morpará,4,2,2,0,1,0,0,3,1,0
242,Morro do Chapéu,12,14,25,52,68,142,127,78,33,3
243,Mortugaba,1,5,6,11,20,29,46,52,36,3
244,Mucugê,1,0,1,0,3,5,5,3,0,0
245,Mucuri,21,19,43,44,69,152,146,73,34,10
246,Mulungu do Morro,3,2,5,17,9,44,34,13,10,2
247,Mundo Novo,0,1,1,0,0,2,0,0,0,0
248,Muniz Ferreira,0,0,0,0,0,3,3,0,0,0
249,Muquém de São Francisco,0,0,1,0,2,0,0,3,0,0
250,Muritiba,1,5,6,12,29,65,50,23,5,3
251,Mutuípe,0,1,3,0,2,0,1,1,0,0
252,Nazaré,0,1,1,0,0,5,1,0,0,0
253,Nilo Peçanha,2,1,1,1,2,4,2,3,1,0
254,Nordestina,3,3,4,5,12,20,15,8,3,1
255,Nova Canaã,0,0,1,0,0,2,0,0,0,0
256,Nova Fátima,5,15,14,18,14,34,44,39,8,4
257,Nova Itarana,0,0,1,0,1,2,0,0,0,0
258,Nova Redenção,2,0,6,3,3,8,12,10,0,0
259,Nova Soure,1,1,1,3,5,7,5,1,0,1
260,Nova Viçosa,10,5,12,15,12,40,24,27,6,1
261,Novo Horizonte,1,2,3,3,4,16,5,3,0,0
262,Novo Triunfo,0,1,2,0,1,1,0,0,0,0
263,Olindina,0,5,4,14,3,34,29,16,10,1
264,Oliveira dos Brejinhos,0,1,2,4,4,14,19,7,0,0
265,Ouriçangas,0,0,0,0,0,2,1,1,0,0
266,Ourolândia,3,7,11,9,16,31,19,15,5,1
267,Palmas de Monte Alto,8,3,0,12,5,36,29,12,4,3
268,Palmeiras,0,3,8,14,15,58,40,21,2,0
269,Paramirim,3,15,30,42,46,181,187,95,38,4
270,Paratinga,1,2,0,0,3,7,7,2,3,0
271,Paripiranga,9,18,29,33,39,69,61,39,8,3
272,Pau Brasil,0,0,0,0,1,1,3,0,0,0
273,Paulo Afonso,4,14,52,44,20,36,19,13,3,0
274,Pé de Serra,3,5,8,19,25,41,26,18,12,0
275,Pedrão,1,3,4,6,3,23,11,16,7,2
276,Pedro Alexandre,0,3,1,2,12,19,12,9,7,1
277,Piatã,0,0,2,0,0,2,1,0,0,0
278,Pilão Arcado,0,0,2,1,1,1,3,0,0,0
279,Pindaí,0,9,6,8,12,16,34,11,10,1
280,Pindobaçu,2,4,7,4,4,9,8,2,2,0
281,Pintadas,6,6,11,18,19,40,27,15,5,1
282,Piraí do Norte,2,0,1,2,2,10,11,3,1,0
283,Piritiba,5,4,3,6,11,11,17,7,1,0
284,Planaltino,0,0,0,0,0,0,3,0,1,0
285,Planalto,0,0,0,0,0,1,0,0,0,0
286,Poções,1,0,0,0,0,0,0,0,0,0
287,Pojuca,1,2,2,11,8,28,32,14,5,0
288,Ponto Novo,8,8,13,11,19,50,45,14,7,2
289,Porto Seguro,4,7,20,27,27,108,100,40,11,1
290,Prado,2,3,2,2,6,8,8,6,1,0
291,Presidente Dutra,3,3,14,25,35,84,82,58,16,1
292,Presidente Jânio Quadros,2,3,0,1,3,5,4,3,1,0
293,Presidente Tancredo Neves,4,5,13,17,21,60,35,15,6,0
294,Queimadas,1,0,0,6,2,6,6,3,1,1
295,Quijingue,5,10,22,31,56,97,74,30,19,4
296,Quixabeira,3,5,7,10,12,24,17,8,6,1
297,Rafael Jambeiro,7,10,14,32,43,65,59,26,7,0
298,Remanso,6,4,11,12,21,40,51,35,5,4
299,Retirolândia,0,1,2,3,1,1,7,1,0,0
300,Riachão das Neves,2,2,8,7,8,22,11,7,7,0
301,Riachão do Jacuípe,22,28,73,94,88,213,134,73,40,6
302,Riacho de Santana,22,12,23,43,48,99,124,66,27,8
303,Ribeira do Amparo,0,0,0,0,0,0,2,0,0,0
304,Ribeira do Pombal,2,0,2,0,2,4,2,0,0,0
305,Ribeirão do Largo,0,1,1,0,0,0,0,1,0,1
306,Rio de Contas,1,0,2,0,1,5,6,2,0,0
307,Rio do Pires,0,2,0,1,3,6,2,2,0,0
308,Rio Real,21,23,50,57,68,151,100,49,27,6
309,Rodelas,0,1,0,0,2,4,3,3,1,0
310,Ruy Barbosa,0,7,1,2,4,6,14,2,0,0
311,Salinas da Margarida,0,0,0,1,1,1,0,0,0,0
312,Salvador,222,406,1049,1022,967,3097,2311,1286,422,60
313,Santa Bárbara,10,13,34,46,76,146,79,45,16,1
314,Santa Brígida,0,0,0,0,0,1,0,0,0,0
315,Santa Cruz Cabrália,4,5,10,8,12,42,27,11,3,0
316,Santa Cruz da Vitória,0,0,1,0,0,2,1,0,0,0
317,Santa Inês,0,0,0,0,0,1,0,0,0,0
318,Santa Luzia,0,0,0,0,0,1,0,1,0,0
319,Santa Maria da Vitória,14,6,38,41,68,147,136,57,17,6
320,Santa Rita de Cássia,0,0,1,1,0,1,6,6,0,0
321,Santa Teresinha,1,1,3,7,2,7,9,1,2,0
322,Santaluz,0,3,0,3,6,14,10,3,0,0
323,Santana,0,3,4,6,13,15,7,7,0,1
324,Santanópolis,5,6,10,21,30,59,38,29,14,3
325,Santo Amaro,2,7,25,15,21,37,46,27,10,2
326,Santo Antônio de Jesus,12,33,64,61,81,170,82,42,12,2
327,Santo Estêvão,42,57,121,163,209,650,358,147,63,11
328,São Desidério,5,15,9,15,16,36,37,14,6,0
329,São Domingos,2,2,2,1,2,11,6,4,0,0
330,São Felipe,0,0,0,0,2,8,1,0,0,0
331,São Félix,2,2,3,5,5,21,15,23,2,2
332,São Félix do Coribe,0,0,5,0,4,11,8,1,0,0
333,São Francisco do Conde,6,4,5,12,21,64,39,16,3,4
334,São Gabriel,0,4,8,11,15,46,32,37,13,1
335,São Gonçalo dos Campos,25,12,41,53,99,297,165,54,20,5
336,São José da Vitória,0,0,0,0,0,1,0,0,0,0
337,São José do Jacuípe,0,0,0,0,0,1,1,0,0,0
338,São Miguel das Matas,1,0,0,0,0,2,1,1,0,0
339,São Sebastião do Passé,14,6,32,18,35,100,107,75,33,11
340,Sapeaçu,1,1,5,7,3,10,11,3,0,0
341,Sátiro Dias,2,4,4,11,10,32,27,9,9,0
342,Saubara,0,1,0,0,2,0,2,0,0,0
343,Saúde,0,2,4,3,2,5,2,2,2,0
344,Seabra,26,17,31,34,81,201,130,78,12,6
345,Sebastião Laranjeiras,2,5,13,21,14,47,59,30,23,2
346,Senhor do Bonfim,10,23,47,35,34,89,52,20,8,1
347,Sento Sé,0,2,2,8,4,12,9,4,0,1
348,Serra do Ramalho,1,1,5,7,2,9,16,6,3,0
349,Serra Dourada,10,2,4,10,18,44,33,33,9,1
350,Serra Preta,1,0,1,3,4,7,8,3,6,0
351,Serrinha,42,45,140,112,126,234,167,85,32,10
352,Serrolândia,17,42,80,88,73,105,126,58,32,6
353,Simões Filho,11,24,39,29,46,84,74,30,4,2
354,Sítio do Mato,0,0,0,0,3,8,5,2,1,0
355,Sítio do Quinto,1,1,0,2,1,0,3,1,0,0
356,Sobradinho,0,0,0,0,3,2,2,2,2,0
357,Souto Soares,1,5,9,25,25,69,52,52,17,0
358,Tabocas do Brejo Velho,0,0,0,1,0,0,1,0,1,0
359,Tanhaçu,1,0,6,7,6,18,23,17,4,1
360,Tanque Novo,1,6,11,13,17,29,30,15,4,0
361,Tanquinho,3,8,18,22,34,52,33,23,16,3
362,Taperoá,6,5,19,16,26,43,35,16,8,0
363,Tapiramutá,2,0,2,2,4,5,5,4,1,0
364,Teixeira de Freitas,5,20,27,55,82,209,150,65,20,1
365,Teodoro Sampaio,1,1,7,2,3,5,4,1,1,1
366,Teofilândia,0,1,13,12,16,31,25,13,10,1
367,Teolândia,0,0,1,1,1,11,4,3,0,0
368,Terra Nova,4,15,36,61,75,127,124,65,40,7
369,Tremedal,0,0,0,0,0,1,1,0,1,0
370,Tucano,5,7,18,26,21,44,27,12,3,0
371,Uauá,0,0,0,2,1,3,2,1,0,1
372,Ubaíra,7,6,3,11,8,44,21,20,1,0
373,Ubaitaba,0,0,2,1,0,0,1,1,0,0
374,Ubatã,0,0,0,0,0,1,0,0,0,1
375,Uibaí,1,6,15,14,34,47,48,27,13,3
376,Umburanas,5,10,10,9,11,31,18,12,5,1
377,Una,2,1,2,2,4,5,1,4,1,0
378,Urandi,4,5,7,11,18,51,53,29,13,5
379,Uruçuca,0,0,0,0,0,7,0,2,1,0
380,Utinga,1,2,4,3,6,8,8,5,3,0
381,Valença,6,8,13,19,16,39,24,8,2,0
382,Valente,2,3,11,15,10,20,19,4,1,0
383,Várzea da Roça,2,7,4,9,9,11,13,6,1,0
384,Várzea do Poço,0,1,1,1,0,2,1,0,0,0
385,Várzea Nova,2,4,2,15,6,10,11,8,2,0
386,Varzedo,0,2,0,0,1,2,4,0,3,1
387,Vera Cruz,6,1,10,20,14,53,57,37,15,2
388,Vereda,1,0,0,0,0,0,0,0,0,0
389,Vitória da Conquista,11,13,18,38,53,152,108,74,23,0
390,Wagner,1,1,7,12,18,43,38,28,10,1
391,Wanderley,0,1,0,7,7,14,14,4,2,1
392,Wenceslau Guimarães,0,1,0,0,2,2,2,1,0,0
393,Xique-Xique,5,0,5,8,16,40,24,20,5,0
