,Município,<1 Ano,1-4,5-9,10-14,15-19,20-34,35-49,50-64,65-79,80 e+
60,Campo Formoso,1,11,7,7,2,8,12,4,3,0
61,Canápolis,0,0,0,3,0,2,1,0,0,0
62,Canarana,0,1,0,0,1,1,2,2,0,0
63,Canavieiras,1,2,0,0,4,14,7,8,4,0
64,Candeal,0,0,0,4,2,1,0,0,0,0
65,Candeias,0,2,0,1,2,3,3,4,0,0
66,Cândido Sales,5,14,13,37,31,86,87,62,21,13
67,Cansanção,0,0,0,0,0,1,0,0,0,0
68,Capela do Alto Alegre,0,0,0,0,0,0,0,0,1,0
69,Capim Grosso,0,0,0,0,1,2,1,0,0,0
70,Caravelas,0,1,0,5,1,4,2,1,0,0
71,Carinhanha,0,0,0,0,0,1,0,0,0,0
72,Casa Nova,0,0,0,0,1,6,2,0,2,0
73,Castro Alves,0,0,0,1,0,1,0,1,0,0
74,Catolândia,0,0,0,0,0,1,0,1,0,0
75,Catu,0,0,0,0,0,2,1,0,0,0
76,Caturama,0,0,0,0,0,0,1,1,0,0
77,Chorrochó,0,0,0,0,0,0,1,0,0,0
78,Coaraci,4,2,2,3,12,16,16,17,2,1
79,Conceição da Feira,0,0,0,0,0,1,0,0,0,0
80,Conceição do Almeida,0,0,0,2,0,0,0,0,0,0
81,Conceição do Coité,0,1,0,0,0,0,0,0,0,0
82,Conceição do Jacuípe,0,1,0,0,0,0,2,0,0,0
83,Conde,0,0,0,0,0,1,0,0,0,0
84,Condeúba,1,0,0,1,1,1,4,1,3,0
85,Contendas do Sincorá,0,0,0,0,0,1,0,0,0,0
86,Coração de Maria,0,0,1,1,0,0,0,0,0,0
87,Cordeiros,0,0,0,0,1,0,0,0,0,0
88,Coribe,0,0,0,0,0,1,1,0,1,0
89,Correntina,0,1,0,2,3,7,3,2,1,0
90,Cotegipe,0,0,1,0,1,2,0,1,0,0
91,Cristópolis,0,0,1,0,2,3,6,1,0,0
92,Cruz das Almas,0,0,0,1,1,6,7,3,0,0
93,Curaçá,0,0,0,1,1,2,2,1,0,0
94,Dário Meira,0,1,0,0,0,0,0,0,0,0
95,Dias d'Ávila,4,3,7,6,6,21,19,12,3,0
96,Dom Macedo Costa,0,0,1,0,0,0,0,0,0,0
97,Encruzilhada,0,0,0,0,1,1,1,0,0,0
98,Érico Cardoso,0,0,0,0,2,2,1,0,0,0
99,Esplanada,0,0,0,1,0,1,0,0,0,0
100,Euclides da Cunha,0,0,0,1,0,2,0,0,0,0
101,Eunápolis,5,25,28,62,64,185,125,75,36,12
102,Fátima,0,0,1,0,0,0,0,0,0,0
103,Feira da Mata,0,0,0,0,0,0,0,1,0,0
104,Feira de Santana,13,23,22,34,25,100,66,26,6,4
105,Filadélfia,0,0,0,0,1,2,1,0,0,0
106,Firmino Alves,0,1,0,1,0,3,2,2,1,0
107,Floresta Azul,0,0,0,1,0,2,1,0,0,0
108,Formosa do Rio Preto,0,0,1,0,0,0,1,0,0,0
109,Gandu,0,0,0,0,0,1,0,0,0,0
110,Gavião,0,0,1,1,2,0,2,0,0,0
111,Glória,3,1,0,0,1,7,1,0,3,0
112,Gongogi,2,5,5,6,2,19,15,9,6,4
113,Governador Mangabeira,0,0,0,0,0,1,0,0,0,0
114,Guanambi,0,2,2,0,1,5,2,1,3,0
115,Guaratinga,0,0,1,0,4,4,4,1,0,0
116,Iaçu,1,0,1,0,0,0,2,1,0,0
117,Ibiassucê,0,1,1,0,0,1,0,0,0,0
118,Ibicaraí,11,8,14,13,20,48,20,17,12,3
119,Ibicuí,1,1,2,3,1,5,10,3,2,0
120,Ibipeba,0,0,0,0,0,1,0,0,0,0
121,Ibipitanga,0,0,0,0,0,1,1,0,0,0
122,Ibirapitanga,0,0,0,0,0,0,2,0,0,0
123,Ibirapuã,14,26,57,65,70,196,179,98,58,20
124,Ibirataia,2,3,2,1,9,9,1,2,1,0
125,Ibotirama,1,0,0,2,2,2,1,2,0,0
126,Ichu,0,0,0,0,1,0,1,0,0,0
127,Igaporã,0,0,0,0,0,0,1,1,0,0
128,Igrapiúna,0,0,0,1,0,2,0,0,0,0
129,Ilhéus,8,11,19,20,24,64,44,18,7,2
130,Inhambupe,0,1,2,1,0,0,0,0,0,0
131,Ipecaetá,0,1,0,0,3,1,4,4,1,1
132,Ipiaú,0,2,4,1,5,12,12,4,0,0
133,Ipirá,0,1,1,1,0,0,1,1,1,0
134,Ipupiara,1,0,0,0,0,0,1,2,0,0
135,Iraquara,0,0,1,0,2,3,3,2,0,0
136,Irará,0,1,1,0,0,0,0,0,0,0
137,Irecê,1,0,5,1,4,22,15,5,2,0
138,Itabela,5,3,11,8,11,59,43,21,17,4
139,Itaberaba,1,3,4,3,14,38,19,8,5,1
140,Itabuna,1,2,11,26,94,352,176,91,42,12
141,Itacaré,1,0,3,6,9,29,17,13,2,0
142,Itaeté,0,0,0,0,0,0,1,0,0,0
143,Itagi,0,0,1,0,0,3,1,0,0,0
144,Itagibá,0,0,1,2,1,1,1,0,0,0
145,Itagimirim,1,1,1,2,5,10,6,3,3,0
146,Itaguaçu da Bahia,0,0,0,0,0,1,0,0,0,0
147,Itaju do Colônia,0,0,0,0,0,3,1,0,0,0
148,Itajuípe,0,0,3,2,3,8,5,4,2,0
149,Itamaraju,6,7,8,14,19,75,56,38,17,4
150,Itamari,0,0,0,1,0,0,0,0,0,0
151,Itambé,0,0,0,0,0,1,1,0,0,0
152,Itanhém,0,0,0,0,4,6,0,5,1,0
153,Itaparica,0,1,0,0,1,1,2,1,0,0
154,Itapé,0,0,0,0,0,4,2,0,0,1
155,Itapebi,1,4,16,13,17,23,13,17,5,1
156,Itapetinga,1,1,3,4,2,9,1,1,2,2
157,Itapicuru,1,0,0,0,0,1,0,0,0,0
158,Itapitanga,0,0,1,0,0,0,0,1,1,1
159,Itarantim,0,0,3,0,2,0,1,3,3,0
160,Itiúba,0,2,1,0,5,2,0,0,0,0
161,Itororó,0,0,0,2,0,2,2,0,0,0
162,Ituaçu,0,3,9,18,19,50,45,25,19,6
163,Ituberá,0,1,0,7,4,2,1,1,0,0
164,Iuiú,0,0,0,0,0,1,0,0,0,0
165,Jaborandi,0,0,0,0,1,0,3,1,0,0
166,Jacaraci,2,0,0,1,0,1,1,0,0,0
167,Jacobina,6,8,5,5,17,35,34,10,5,0
168,Jaguaquara,0,2,0,2,0,2,3,1,0,0
169,Jaguarari,0,2,0,0,0,0,2,0,2,0
170,Jandaíra,0,0,0,1,0,0,0,0,0,0
171,Jequié,1,1,5,8,24,41,24,11,3,1
172,Jeremoabo,0,0,0,0,0,1,0,0,0,0
173,João Dourado,0,1,0,0,0,0,0,0,0,0
174,Juazeiro,6,7,6,8,7,24,22,7,2,0
175,Jussara,0,0,0,0,1,0,1,0,0,0
176,Jussari,0,0,1,1,1,1,1,1,0,0
177,Laje,0,1,0,0,0,1,0,0,0,0
178,Lajedão,0,2,0,0,1,1,1,3,0,0
179,Lajedo do Tabocal,0,2,1,4,4,5,8,6,0,1
180,Lamarão,0,0,0,1,0,1,2,0,0,1
181,Lapão,0,0,0,0,0,1,0,0,0,0
182,Lauro de Freitas,1,5,3,1,4,16,14,8,5,0
183,Luís Eduardo Magalhães,3,2,4,8,14,58,28,11,2,0
184,Macajuba,0,1,0,0,0,0,1,0,1,0
185,Macaúbas,0,2,1,3,3,4,3,8,4,0
186,Macururé,0,0,0,0,0,1,0,0,0,0
187,Madre de Deus,0,0,0,0,0,0,3,0,0,0
188,Maetinga,0,0,0,1,0,0,0,0,0,0
189,Maiquinique,0,0,0,1,1,0,2,1,0,0
190,Mairi,3,1,2,3,0,5,5,3,2,0
191,Malhada,0,0,0,0,0,1,0,0,0,0
192,Malhada de Pedras,0,0,0,0,0,1,0,0,0,0
193,Manoel Vitorino,0,1,0,1,2,2,4,0,0,0
194,Maracás,0,0,0,0,1,2,4,2,0,0
195,Maragogipe,0,0,0,0,0,1,0,0,0,0
196,Maraú,0,1,1,1,0,1,0,0,0,0
197,Marcionílio Souza,0,0,0,0,0,2,1,0,0,0
198,Mata de São João,0,0,1,0,1,1,2,0,0,0
199,Medeiros Neto,0,4,3,3,6,23,19,14,1,0
200,Miguel Calmon,0,0,0,1,0,1,2,2,0,0
201,Milagres,0,0,1,0,0,0,0,0,0,0
202,Mirante,0,0,0,0,0,1,0,0,0,0
203,Monte Santo,0,0,0,0,0,0,1,0,0,0
204,Morro do Chapéu,0,1,2,0,0,5,3,2,0,0
205,Mucugê,0,0,0,0,0,0,1,0,0,0
206,Mucuri,5,5,10,10,19,39,27,32,12,7
207,Mulungu do Morro,0,0,0,0,0,1,0,0,0,0
208,Mundo Novo,1,4,5,4,6,13,13,8,4,4
209,Muritiba,2,2,0,2,0,6,7,1,0,0
210,Nordestina,0,0,0,1,0,0,0,1,0,0
211,Nova Canaã,0,0,0,1,0,0,1,0,0,0
212,Nova Fátima,0,0,0,0,1,0,3,1,0,0
213,Nova Redenção,0,1,0,0,0,0,0,0,0,0
214,Nova Viçosa,16,25,24,26,39,100,65,51,29,10
215,Novo Horizonte,0,0,0,0,1,4,1,0,0,0
216,Olindina,1,0,0,0,0,0,0,0,0,0
217,Oliveira dos Brejinhos,0,0,0,1,0,2,1,1,0,0
218,Ourolândia,0,2,0,0,0,1,1,0,0,0
219,Palmas de Monte Alto,0,0,1,0,0,0,0,0,0,0
220,Palmeiras,0,0,1,0,0,0,1,0,1,0
221,Paramirim,0,0,0,0,0,4,1,2,0,0
222,Paratinga,0,0,0,4,2,1,1,1,1,0
223,Paripiranga,0,0,0,0,2,1,0,0,0,0
224,Pau Brasil,0,1,0,1,1,4,3,1,4,0
225,Paulo Afonso,0,1,0,2,0,2,2,0,1,0
226,Pé de Serra,0,0,0,0,0,1,0,1,0,0
227,Pedro Alexandre,0,0,0,0,0,0,1,0,0,0
228,Piatã,0,0,0,0,0,1,0,0,0,0
229,Pilão Arcado,0,1,0,1,0,0,1,1,0,0
230,Pindaí,0,0,0,0,0,1,0,0,0,0
231,Pindobaçu,1,1,2,3,2,3,6,0,1,0
232,Pintadas,1,0,0,0,0,1,1,0,0,0
233,Piripá,0,1,0,0,0,0,0,0,0,0
234,Piritiba,1,1,3,3,3,6,1,1,0,0
235,Poções,0,0,0,0,0,1,0,1,1,0
236,Pojuca,0,1,0,0,0,2,0,2,0,0
237,Ponto Novo,0,0,1,0,0,0,0,0,0,0
238,Porto Seguro,17,34,63,110,142,348,256,108,49,8
239,Prado,0,0,1,2,5,4,4,3,2,0
240,Presidente Dutra,0,0,1,0,0,9,3,1,0,0
241,Presidente Tancredo Neves,0,1,0,0,1,0,0,0,0,0
242,Queimadas,0,2,0,0,0,0,0,0,0,0
243,Quijingue,0,0,1,0,0,0,0,0,0,0
244,Quixabeira,0,0,0,0,0,0,2,1,0,0
245,Remanso,0,1,1,2,4,10,8,4,3,0
246,Retirolândia,0,1,0,0,0,2,0,0,0,0
247,Riachão das Neves,0,0,2,3,1,4,6,1,0,0
248,Riachão do Jacuípe,2,1,0,4,8,11,7,5,2,0
249,Riacho de Santana,0,0,0,1,0,0,1,0,0,0
250,Ribeira do Pombal,0,4,1,1,5,7,8,4,1,1
251,Rio do Antônio,0,0,0,0,0,0,1,0,0,0
252,Rio do Pires,0,1,0,1,2,5,1,3,0,0
253,Rio Real,1,0,2,1,0,2,3,1,0,0
254,Rodelas,0,0,0,0,0,2,2,0,0,0
255,Ruy Barbosa,0,0,3,0,1,1,0,1,2,0
256,Salvador,72,119,179,192,370,1026,581,268,62,17
257,Santa Bárbara,0,0,1,2,3,1,4,1,1,0
258,Santa Brígida,0,0,0,0,1,0,0,0,0,0
259,Santa Cruz Cabrália,3,12,23,24,41,99,61,34,9,3
260,Santa Cruz da Vitória,0,0,0,0,0,3,1,0,0,0
261,Santa Luzia,1,0,0,0,0,2,0,1,0,0
262,Santa Maria da Vitória,0,4,2,6,10,26,16,7,2,1
263,Santa Rita de Cássia,1,1,0,2,4,16,9,12,6,1
264,Santaluz,0,4,10,6,11,7,4,4,2,1
265,Santo Amaro,0,0,1,0,0,1,0,0,0,0
266,Santo Antônio de Jesus,1,1,0,0,3,9,3,4,0,0
267,Santo Estêvão,2,0,0,2,2,4,3,0,1,0
268,São Desidério,0,2,8,6,4,17,12,1,1,0
269,São Domingos,0,0,1,1,0,0,0,0,0,0
270,São Félix do Coribe,1,1,1,1,2,6,7,2,0,0
271,São Francisco do Conde,0,0,0,2,5,8,6,2,0,0
272,São Gabriel,0,0,4,0,1,0,1,0,0,0
273,São Gonçalo dos Campos,0,0,0,0,0,0,1,0,0,0
274,São José da Vitória,0,0,0,0,4,1,1,0,0,0
275,São Sebastião do Passé,1,2,1,0,0,3,1,2,0,1
276,Sapeaçu,0,0,0,0,0,0,0,1,0,0
277,Saúde,0,0,0,0,0,1,0,0,1,0
278,Seabra,0,0,1,0,0,0,1,0,0,0
279,Senhor do Bonfim,0,4,5,2,3,9,9,1,5,1
280,Sento Sé,0,0,1,0,1,0,1,1,0,0
281,Serra Dourada,1,0,0,0,0,0,0,0,0,0
282,Serra Preta,0,2,0,0,0,0,0,0,0,0
283,Serrinha,3,1,5,5,20,42,27,7,1,1
284,Serrolândia,0,1,2,2,0,11,10,1,3,1
285,Simões Filho,2,5,24,37,76,171,92,30,9,2
286,Sítio do Mato,0,0,0,0,0,1,0,0,0,0
287,Sítio do Quinto,0,0,0,0,0,0,1,0,0,0
288,Sobradinho,1,0,0,1,0,0,0,0,1,0
289,Souto Soares,0,0,0,0,0,1,0,0,0,0
290,Tanhaçu,1,0,0,0,0,0,0,0,0,0
291,Tanque Novo,0,0,0,1,1,2,1,1,1,0
292,Tanquinho,1,1,2,0,4,10,2,5,1,0
293,Taperoá,0,0,0,0,0,1,0,0,0,0
294,Tapiramutá,16,28,51,65,59,133,127,86,34,11
295,Teixeira de Freitas,4,21,23,45,61,187,111,78,27,5
296,Teofilândia,0,0,1,0,1,0,0,0,0,0
297,Teolândia,0,0,0,0,0,3,1,0,0,0
298,Terra Nova,0,0,0,0,0,0,1,0,0,0
299,Tremedal,0,0,1,0,1,0,4,3,3,0
300,Tucano,0,0,0,0,0,2,2,3,0,0
301,Uauá,0,0,0,0,0,2,2,1,0,1
302,Ubaitaba,0,0,0,0,0,1,1,1,0,0
303,Ubatã,0,0,0,0,2,0,0,0,1,0
304,Uibaí,0,2,2,1,2,1,3,3,2,0
305,Una,0,3,4,3,8,22,11,12,5,0
306,Uruçuca,0,4,6,11,10,30,23,5,2,3
307,Valença,0,0,0,0,0,1,0,0,0,0
308,Valente,0,1,0,0,3,9,2,1,0,0
309,Várzea da Roça,0,0,0,0,0,2,0,0,0,0
310,Várzea Nova,0,2,1,0,0,2,1,0,0,1
311,Varzedo,0,1,0,0,0,0,0,0,0,0
312,Vera Cruz,2,4,3,5,12,23,14,8,4,1
313,Vereda,0,0,0,0,1,2,1,1,0,0
314,Vitória da Conquista,5,15,13,12,22,75,36,19,7,0
315,Wanderley,1,5,11,37,32,80,45,49,25,4
316,Wenceslau Guimarães,0,1,1,0,1,2,0,0,0,0
317,Xique-Xique,0,0,0,0,0,4,1,1,1,0
