,Município,Em Branco,Ignorado,Masculino,Feminino
121,Euclides da Cunha,0,0,629,823
122,Eunápolis,0,0,85,80
123,Fátima,0,1,26,52
124,Feira da Mata,0,0,2,2
125,Feira de Santana,3,36,7238,8721
126,Filadélfia,0,0,9,15
127,Firmino Alves,0,0,1,3
128,Floresta Azul,0,0,6,4
129,Formosa do Rio Preto,0,0,1,3
130,Gandu,0,0,4,6
131,Gavião,0,0,9,11
132,Gentio do Ouro,0,0,19,33
133,Glória,0,0,17,31
134,Governador Mangabeira,1,2,211,338
135,Guajeru,0,0,3,8
136,Guanambi,0,0,47,58
137,Heliópolis,0,0,3,3
138,Iaçu,0,0,7,7
139,Ibiassucê,0,0,7,5
140,Ibicaraí,0,0,30,44
141,Ibicoara,0,0,71,119
142,Ibicuí,0,0,1,2
143,Ibipeba,0,0,61,60
144,Ibipitanga,0,0,24,29
145,Ibiquera,0,0,0,2
146,Ibirapuã,0,0,3,4
147,Ibirataia,0,0,30,29
148,Ibitiara,0,0,40,49
149,Ibititá,0,0,105,161
150,Ibotirama,0,0,7,21
151,Ichu,0,0,69,69
152,Igaporã,0,0,11,11
153,Igrapiúna,0,0,14,17
154,Iguaí,0,0,11,9
155,Ilhéus,0,4,304,324
156,Inhambupe,0,0,73,97
157,Ipecaetá,0,1,60,53
158,Ipiaú,0,0,117,125
159,Ipirá,0,0,10,27
160,Ipupiara,0,0,60,108
161,Iramaia,0,0,42,40
162,Iraquara,0,0,247,312
163,Irará,0,1,57,112
164,Irecê,0,0,341,485
165,Itabela,0,0,7,12
166,Itaberaba,0,0,283,274
167,Itabuna,0,0,245,324
168,Itacaré,0,0,21,22
169,Itagi,0,0,4,5
170,Itagibá,0,0,8,17
171,Itaguaçu da Bahia,0,0,1,0
172,Itajuípe,0,0,12,8
173,Itamaraju,0,0,15,26
174,Itamari,0,0,5,9
175,Itambé,0,0,2,2
176,Itanagra,0,0,0,2
177,Itanhém,0,0,28,32
178,Itaparica,0,0,9,7
179,Itapé,0,0,1,0
180,Itapebi,0,0,2,4
181,Itapetinga,0,0,1,5
182,Itapicuru,0,0,18,15
183,Itapitanga,0,0,2,0
184,Itatim,0,0,3,3
185,Itiruçu,0,0,9,16
186,Itiúba,0,0,64,133
187,Itororó,0,0,5,7
188,Ituberá,0,0,174,227
189,Iuiú,0,0,7,10
190,Jaborandi,0,0,11,12
191,Jacaraci,0,0,108,132
192,Jacobina,0,1,423,480
193,Jaguaquara,0,0,17,21
194,Jaguarari,0,0,21,14
195,Jaguaripe,0,0,6,3
196,Jandaíra,0,0,6,7
197,Jequié,0,1,302,315
198,Jeremoabo,0,0,11,18
199,Jiquiriçá,0,0,2,0
200,Jitaúna,0,0,2,0
201,João Dourado,0,0,45,80
202,Juazeiro,0,0,161,233
203,Jucuruçu,0,0,1,1
204,Jussara,0,0,61,62
205,Jussari,0,0,6,5
206,Lafaiete Coutinho,0,0,1,1
207,Lagoa Real,0,0,15,15
208,Laje,0,0,19,23
209,Lajedão,0,0,0,1
210,Lajedinho,0,0,4,3
211,Lajedo do Tabocal,0,0,1,3
212,Lamarão,0,0,45,71
213,Lapão,0,0,103,165
214,Lauro de Freitas,0,0,220,246
215,Lençóis,0,0,30,64
216,Licínio de Almeida,0,0,15,16
217,Livramento de Nossa Senhora,0,0,121,153
218,Luís Eduardo Magalhães,0,3,957,1270
219,Macajuba,0,0,3,16
220,Macaúbas,0,1,311,361
221,Macururé,0,0,0,2
222,Madre de Deus,0,0,98,155
223,Maiquinique,0,0,1,5
224,Mairi,0,0,15,22
225,Malhada,0,0,17,14
226,Malhada de Pedras,0,0,7,10
227,Manoel Vitorino,0,0,7,10
228,Maracás,0,1,108,146
229,Maragogipe,0,0,9,12
230,Maraú,0,0,7,11
231,Marcionílio Souza,0,0,21,17
232,Mascote,0,0,0,2
233,Mata de São João,0,0,50,65
234,Matina,0,0,19,41
235,Medeiros Neto,0,0,20,33
236,Miguel Calmon,0,0,40,50
237,Milagres,0,0,4,8
238,Mirangaba,0,0,75,83
239,Mirante,0,0,4,5
240,Monte Santo,0,0,131,211
241,Morpará,0,0,9,4
242,Morro do Chapéu,0,1,236,318
243,Mortugaba,0,0,86,123
244,Mucugê,0,0,7,11
245,Mucuri,0,0,243,368
246,Mulungu do Morro,0,0,57,82
247,Mundo Novo,0,0,0,4
248,Muniz Ferreira,0,0,3,3
249,Muquém de São Francisco,0,0,1,5
250,Muritiba,0,0,63,136
251,Mutuípe,0,0,1,7
252,Nazaré,0,0,7,1
253,Nilo Peçanha,0,0,14,3
254,Nordestina,0,0,49,25
255,Nova Canaã,0,0,2,1
256,Nova Fátima,0,1,90,104
257,Nova Itarana,0,0,2,2
258,Nova Redenção,0,0,20,24
259,Nova Soure,0,0,13,12
260,Nova Viçosa,0,0,71,81
261,Novo Horizonte,0,0,14,23
262,Novo Triunfo,0,0,3,2
263,Olindina,0,0,39,77
264,Oliveira dos Brejinhos,0,0,26,25
265,Ouriçangas,0,0,4,0
266,Ourolândia,0,1,54,62
267,Palmas de Monte Alto,0,0,42,70
268,Palmeiras,0,0,62,99
269,Paramirim,0,0,239,402
270,Paratinga,0,0,8,17
271,Paripiranga,0,0,146,162
272,Pau Brasil,0,0,1,4
273,Paulo Afonso,0,0,106,99
274,Pé de Serra,0,0,69,88
275,Pedrão,0,0,26,50
276,Pedro Alexandre,0,0,37,29
277,Piatã,0,0,1,4
278,Pilão Arcado,0,0,3,5
279,Pindaí,0,0,47,60
280,Pindobaçu,0,0,20,22
281,Pintadas,0,0,76,72
282,Piraí do Norte,0,0,17,15
283,Piritiba,0,0,22,43
284,Planaltino,0,0,1,3
285,Planalto,0,0,0,1
286,Poções,0,0,1,0
287,Pojuca,0,0,45,58
288,Ponto Novo,0,0,52,125
289,Porto Seguro,0,0,152,195
290,Prado,0,0,13,25
291,Presidente Dutra,0,0,139,182
292,Presidente Jânio Quadros,0,0,11,11
293,Presidente Tancredo Neves,0,0,75,101
294,Queimadas,0,0,14,12
295,Quijingue,0,1,159,188
296,Quixabeira,0,0,39,54
297,Rafael Jambeiro,0,0,134,129
298,Remanso,0,0,76,113
299,Retirolândia,0,0,4,12
300,Riachão das Neves,0,1,35,38
301,Riachão do Jacuípe,0,1,330,440
302,Riacho de Santana,0,0,179,294
303,Ribeira do Amparo,0,0,2,0
304,Ribeira do Pombal,0,0,4,8
305,Ribeirão do Largo,0,0,2,2
306,Rio de Contas,0,0,4,13
307,Rio do Pires,0,0,3,13
308,Rio Real,0,0,233,319
309,Rodelas,0,0,6,8
310,Ruy Barbosa,0,0,13,23
311,Salinas da Margarida,0,0,0,3
312,Salvador,1,19,4942,5885
313,Santa Bárbara,0,1,205,260
314,Santa Brígida,0,0,1,0
315,Santa Cruz Cabrália,0,0,54,68
316,Santa Cruz da Vitória,0,0,3,1
317,Santa Inês,0,0,0,1
318,Santa Luzia,0,0,2,0
319,Santa Maria da Vitória,0,0,243,287
320,Santa Rita de Cássia,0,0,6,9
321,Santa Teresinha,0,0,13,20
322,Santaluz,0,0,19,20
323,Santana,0,0,23,33
324,Santanópolis,0,1,79,135
325,Santo Amaro,0,0,74,118
326,Santo Antônio de Jesus,0,2,257,300
327,Santo Estêvão,0,9,832,980
328,São Desidério,0,0,68,85
329,São Domingos,0,0,15,15
330,São Felipe,0,0,7,4
331,São Félix,0,0,27,53
332,São Félix do Coribe,0,0,12,17
333,São Francisco do Conde,0,0,72,102
334,São Gabriel,0,0,70,97
335,São Gonçalo dos Campos,0,1,320,452
336,São José da Vitória,0,0,0,1
337,São José do Jacuípe,0,0,0,2
338,São Miguel das Matas,0,0,1,4
339,São Sebastião do Passé,0,21,148,262
340,Sapeaçu,0,1,22,18
341,Sátiro Dias,0,1,53,54
342,Saubara,0,0,2,3
343,Saúde,0,0,6,16
344,Seabra,0,0,233,383
345,Sebastião Laranjeiras,0,1,101,114
346,Senhor do Bonfim,0,1,142,176
347,Sento Sé,0,0,18,24
348,Serra do Ramalho,0,0,21,29
349,Serra Dourada,0,0,77,87
350,Serra Preta,0,0,12,21
351,Serrinha,0,6,439,548
352,Serrolândia,0,0,277,350
353,Simões Filho,0,0,156,187
354,Sítio do Mato,0,0,11,8
355,Sítio do Quinto,0,0,2,7
356,Sobradinho,0,0,5,6
357,Souto Soares,0,0,104,152
358,Tabocas do Brejo Velho,0,0,1,2
359,Tanhaçu,0,0,34,49
360,Tanque Novo,0,0,56,70
361,Tanquinho,0,0,104,108
362,Taperoá,0,0,85,89
363,Tapiramutá,0,0,10,15
364,Teixeira de Freitas,0,0,287,347
365,Teodoro Sampaio,0,0,6,20
366,Teofilândia,0,0,43,79
367,Teolândia,0,0,10,11
368,Terra Nova,0,0,263,291
369,Tremedal,0,0,2,1
370,Tucano,0,0,64,99
371,Uauá,0,0,3,7
372,Ubaíra,0,0,42,79
373,Ubaitaba,0,0,4,1
374,Ubatã,0,0,0,2
375,Uibaí,0,0,94,114
376,Umburanas,0,0,52,60
377,Una,0,0,16,6
378,Urandi,0,1,92,103
379,Uruçuca,0,0,4,6
380,Utinga,0,0,17,23
381,Valença,0,0,60,75
382,Valente,0,0,44,41
383,Várzea da Roça,0,0,26,36
384,Várzea do Poço,0,0,4,2
385,Várzea Nova,0,0,26,34
386,Varzedo,0,0,5,8
387,Vera Cruz,0,0,99,116
388,Vereda,0,0,1,0
389,Vitória da Conquista,0,1,206,283
390,Wagner,0,0,60,99
391,Wanderley,0,0,17,33
392,Wenceslau Guimarães,0,0,2,6
393,Xique-Xique,0,0,61,62
