,Município,Em Branco,Ignorado,Masculino,Feminino
0,Abaíra,0,0,1,3
1,Abaré,0,0,3,3
2,Adustina,0,0,4,4
3,Água Fria,0,0,1,0
4,Aiquara,0,0,1,3
5,Alagoinhas,0,0,9,14
6,Alcobaça,0,0,6,3
7,Amargosa,0,0,2,3
8,Amélia Rodrigues,0,0,0,2
9,América Dourada,0,0,5,6
10,Andaraí,0,0,1,0
11,Andorinha,0,0,4,1
12,Angical,0,0,1,2
13,Anguera,0,0,3,0
14,Antas,0,0,0,1
15,Antônio Cardoso,0,0,2,1
16,Antônio Gonçalves,0,0,2,0
17,Apuarema,0,0,2,1
18,Aracatu,0,0,2,0
19,Araci,0,0,8,5
20,Arataca,0,0,2,1
21,Aurelino Leal,0,0,0,4
22,Baianópolis,0,0,1,2
23,Baixa Grande,0,0,29,56
24,Banzaê,0,0,2,2
25,Barra,0,0,9,7
26,Barra da Estiva,0,0,1,0
27,Barra do Choça,0,0,3,3
28,Barra do Mendes,0,0,3,3
29,Barra do Rocha,0,0,14,5
30,Barreiras,0,0,141,190
31,Barro Alto,0,0,1,0
32,Barro Preto,0,0,7,11
33,Barrocas,0,0,0,1
34,Belmonte,0,0,37,25
35,Belo Campo,0,0,9,21
36,Biritinga,0,0,0,1
37,Boa Nova,0,0,0,3
38,Boa Vista do Tupim,0,0,3,2
39,Bom Jesus da Lapa,0,0,18,15
40,Bonito,0,0,1,1
41,Boquira,0,0,2,2
42,Botuporã,0,0,52,66
43,Brejolândia,0,0,1,0
44,Brotas de Macaúbas,0,0,3,4
45,Brumado,0,0,19,9
46,Buerarema,0,0,9,23
47,Buritirama,0,0,41,55
48,Caatiba,0,0,4,2
49,Cabaceiras do Paraguaçu,0,0,1,0
50,Caculé,0,0,2,0
51,Caém,0,0,0,1
52,Caetité,0,0,9,37
53,Cafarnaum,0,0,3,1
54,Cairu,0,0,0,1
55,Caldeirão Grande,0,0,0,1
56,Camacan,0,0,2,6
57,Camaçari,0,0,26,51
58,Camamu,0,0,1,4
59,Campo Alegre de Lourdes,0,0,0,1
60,Campo Formoso,0,0,24,31
61,Canápolis,0,0,4,2
62,Canarana,0,0,4,3
63,Canavieiras,0,0,16,24
64,Candeal,0,0,5,2
65,Candeias,0,0,3,12
66,Cândido Sales,0,1,157,211
67,Cansanção,0,0,1,0
68,Capela do Alto Alegre,0,0,1,0
69,Capim Grosso,0,0,2,2
70,Caravelas,0,0,5,9
71,Carinhanha,0,0,0,1
72,Casa Nova,0,0,5,6
73,Castro Alves,0,0,1,2
74,Catolândia,0,0,1,1
75,Catu,0,0,2,1
76,Caturama,0,0,2,0
77,Chorrochó,0,0,1,0
78,Coaraci,0,0,40,35
79,Conceição da Feira,0,0,0,1
80,Conceição do Almeida,0,0,2,0
81,Conceição do Coité,0,0,1,0
82,Conceição do Jacuípe,0,0,3,0
83,Conde,0,0,1,0
84,Condeúba,0,0,5,7
85,Contendas do Sincorá,0,0,0,1
86,Coração de Maria,0,0,0,2
87,Cordeiros,0,0,0,1
88,Coribe,0,0,1,2
89,Correntina,0,0,9,10
90,Cotegipe,0,0,2,3
91,Cristópolis,0,0,7,6
92,Cruz das Almas,0,0,11,7
93,Curaçá,0,0,5,2
94,Dário Meira,0,0,1,0
95,Dias d'Ávila,0,0,35,46
96,Dom Macedo Costa,0,0,1,0
