,Município,Em Branco,Ignorado,Masculino,Feminino
97,Encruzilhada,0,0,0,3
98,Érico Cardoso,0,0,3,2
99,Esplanada,0,0,1,1
100,Euclides da Cunha,0,0,2,1
101,Eunápolis,0,0,286,331
102,Fátima,0,0,1,0
103,Feira da Mata,0,0,0,1
104,Feira de Santana,0,0,147,172
105,Filadélfia,0,0,2,2
106,Firmino Alves,0,0,7,3
107,Floresta Azul,0,0,2,2
108,Formosa do Rio Preto,0,0,1,1
109,Gandu,0,0,1,0
110,Gavião,0,0,1,5
111,Glória,0,0,6,10
112,Gongogi,0,0,24,49
113,Governador Mangabeira,0,0,0,1
114,Guanambi,0,0,7,9
115,Guaratinga,0,0,6,8
116,Iaçu,0,0,2,3
117,Ibiassucê,0,0,0,3
118,Ibicaraí,0,6,68,92
119,Ibicuí,0,0,12,16
120,Ibipeba,0,0,1,0
121,Ibipitanga,0,0,2,0
122,Ibirapitanga,0,0,0,2
123,Ibirapuã,0,0,384,399
124,Ibirataia,0,0,11,19
125,Ibotirama,0,0,4,6
126,Ichu,0,0,1,1
127,Igaporã,0,0,2,0
128,Igrapiúna,0,0,2,1
129,Ilhéus,0,0,96,121
130,Inhambupe,0,0,2,2
131,Ipecaetá,0,0,7,8
132,Ipiaú,0,0,18,22
133,Ipirá,0,0,4,2
134,Ipupiara,0,0,2,2
135,Iraquara,0,0,4,7
136,Irará,0,0,0,2
137,Irecê,0,0,24,31
138,Itabela,0,0,82,100
139,Itaberaba,0,0,49,47
140,Itabuna,0,0,374,433
141,Itacaré,0,0,39,41
142,Itaeté,0,0,1,0
143,Itagi,0,0,2,3
144,Itagibá,0,0,3,3
145,Itagimirim,0,0,13,19
146,Itaguaçu da Bahia,0,0,1,0
147,Itaju do Colônia,0,0,0,4
148,Itajuípe,0,0,12,15
149,Itamaraju,0,0,94,150
150,Itamari,0,0,1,0
151,Itambé,0,0,1,1
152,Itanhém,0,0,8,8
153,Itaparica,0,0,2,4
154,Itapé,0,0,3,4
155,Itapebi,0,0,59,51
156,Itapetinga,0,0,14,12
157,Itapicuru,0,0,0,2
158,Itapitanga,0,0,3,1
159,Itarantim,0,0,6,6
160,Itiúba,0,0,4,6
161,Itororó,0,0,3,3
162,Ituaçu,0,0,72,122
163,Ituberá,0,0,7,9
164,Iuiú,0,0,1,0
165,Jaborandi,0,0,4,1
166,Jacaraci,0,0,3,2
167,Jacobina,0,0,53,72
168,Jaguaquara,0,0,6,4
169,Jaguarari,0,0,3,3
170,Jandaíra,0,0,0,1
171,Jequié,0,0,56,63
172,Jeremoabo,0,0,1,0
173,João Dourado,0,0,1,0
174,Juazeiro,0,0,36,53
175,Jussara,0,0,2,0
176,Jussari,0,0,2,4
177,Laje,0,0,1,1
178,Lajedão,0,0,3,5
179,Lajedo do Tabocal,0,0,11,20
180,Lamarão,0,0,5,0
181,Lapão,0,0,0,1
182,Lauro de Freitas,0,0,27,30
183,Luís Eduardo Magalhães,0,0,62,68
184,Macajuba,0,0,2,1
185,Macaúbas,0,0,10,18
186,Macururé,0,0,0,1
187,Madre de Deus,0,0,3,0
188,Maetinga,0,0,1,0
189,Maiquinique,0,0,2,3
190,Mairi,0,0,11,13
191,Malhada,0,0,1,0
192,Malhada de Pedras,0,0,0,1
193,Manoel Vitorino,0,0,7,3
194,Maracás,0,0,3,6
195,Maragogipe,0,0,1,0
196,Maraú,0,0,2,2
197,Marcionílio Souza,0,0,0,3
198,Mata de São João,0,0,4,1
199,Medeiros Neto,0,0,28,45
200,Miguel Calmon,0,0,2,4
201,Milagres,0,0,0,1
202,Mirante,0,0,1,0
203,Monte Santo,0,0,1,0
204,Morro do Chapéu,0,0,7,6
205,Mucugê,0,0,0,1
206,Mucuri,0,0,78,88
207,Mulungu do Morro,0,0,1,0
208,Mundo Novo,0,0,21,41
209,Muritiba,0,0,9,11
210,Nordestina,0,0,1,1
211,Nova Canaã,0,0,0,2
212,Nova Fátima,0,0,3,2
213,Nova Redenção,0,0,0,1
214,Nova Viçosa,0,1,154,230
215,Novo Horizonte,0,0,0,6
216,Olindina,0,0,0,1
217,Oliveira dos Brejinhos,0,0,4,1
218,Ourolândia,0,0,0,4
219,Palmas de Monte Alto,0,0,1,0
220,Palmeiras,0,0,0,3
221,Paramirim,0,0,2,5
222,Paratinga,0,0,4,6
223,Paripiranga,0,0,1,2
224,Pau Brasil,0,0,8,7
225,Paulo Afonso,0,0,5,3
226,Pé de Serra,0,0,1,1
227,Pedro Alexandre,0,0,0,1
228,Piatã,0,0,1,0
229,Pilão Arcado,0,0,3,1
230,Pindaí,0,0,1,0
231,Pindobaçu,0,0,10,9
232,Pintadas,0,0,2,1
233,Piripá,0,0,0,1
234,Piritiba,0,0,9,10
235,Poções,0,0,1,2
236,Pojuca,0,0,1,4
237,Ponto Novo,0,0,1,0
238,Porto Seguro,0,0,517,618
239,Prado,0,0,9,12
240,Presidente Dutra,0,0,8,6
241,Presidente Tancredo Neves,0,0,0,2
242,Queimadas,0,0,2,0
243,Quijingue,0,0,1,0
244,Quixabeira,0,0,1,2
245,Remanso,0,0,18,15
246,Retirolândia,0,0,0,3
247,Riachão das Neves,0,0,8,9
248,Riachão do Jacuípe,0,0,18,22
249,Riacho de Santana,0,0,1,1
250,Ribeira do Pombal,0,0,15,17
251,Rio do Antônio,0,0,1,0
252,Rio do Pires,0,0,3,10
253,Rio Real,0,0,4,6
254,Rodelas,0,0,3,1
255,Ruy Barbosa,0,0,4,4
256,Salvador,0,9,1304,1573
257,Santa Bárbara,0,0,5,8
258,Santa Brígida,0,0,0,1
259,Santa Cruz Cabrália,0,0,158,151
260,Santa Cruz da Vitória,0,0,1,3
261,Santa Luzia,0,0,3,1
262,Santa Maria da Vitória,0,0,29,45
263,Santa Rita de Cássia,0,0,26,26
264,Santaluz,0,0,16,33
265,Santo Amaro,0,0,1,1
266,Santo Antônio de Jesus,0,0,8,13
267,Santo Estêvão,0,0,8,6
268,São Desidério,0,0,27,24
269,São Domingos,0,0,1,1
270,São Félix do Coribe,0,0,9,12
271,São Francisco do Conde,0,0,10,13
272,São Gabriel,0,0,2,4
273,São Gonçalo dos Campos,0,0,0,1
274,São José da Vitória,0,0,1,5
275,São Sebastião do Passé,0,0,5,6
276,Sapeaçu,0,0,0,1
277,Saúde,0,0,2,0
278,Seabra,0,0,1,1
279,Senhor do Bonfim,0,0,16,23
280,Sento Sé,0,0,3,1
281,Serra Dourada,0,0,1,0
282,Serra Preta,0,0,0,2
283,Serrinha,0,0,44,68
284,Serrolândia,0,0,15,16
285,Simões Filho,0,1,216,231
286,Sítio do Mato,0,0,1,0
287,Sítio do Quinto,0,0,1,0
288,Sobradinho,0,0,1,2
289,Souto Soares,0,0,0,1
290,Tanhaçu,0,0,1,0
291,Tanque Novo,0,0,4,3
292,Tanquinho,0,0,13,13
293,Taperoá,0,0,1,0
294,Tapiramutá,0,0,251,359
295,Teixeira de Freitas,0,1,251,310
296,Teofilândia,0,0,0,2
297,Teolândia,0,0,3,1
298,Terra Nova,0,0,1,0
299,Tremedal,0,0,7,5
300,Tucano,0,0,4,3
301,Uauá,0,0,1,5
302,Ubaitaba,0,0,0,3
303,Ubatã,0,0,3,0
304,Uibaí,0,0,9,7
305,Una,0,0,29,39
306,Uruçuca,0,0,45,49
307,Valença,0,0,0,1
308,Valente,0,0,5,11
309,Várzea da Roça,0,0,1,1
310,Várzea Nova,0,0,3,4
311,Varzedo,0,0,1,0
312,Vera Cruz,0,0,36,40
313,Vereda,0,0,4,1
314,Vitória da Conquista,0,1,95,108
315,Wanderley,0,0,105,184
316,Wenceslau Guimarães,0,0,4,1
317,Xique-Xique,0,0,5,2
