,Município,<1 Ano,1-4,5-9,10-14,15-19,20-34,35-49,50-64,65-79,80 e+
87,Central,0,1,0,0,0,3,2,1,0,0
88,Chorrochó,0,0,0,0,0,3,0,0,1,0
89,Cícero Dantas,7,8,21,24,42,93,85,75,37,18
90,Coaraci,9,13,17,28,33,83,66,49,37,12
91,Conceição da Feira,0,0,0,1,0,0,0,1,0,0
92,Conceição do Almeida,0,0,0,0,2,0,0,0,0,0
93,Conceição do Coité,13,7,4,14,37,108,100,51,37,7
94,Conceição do Jacuípe,0,0,0,1,1,7,3,1,0,0
95,Conde,0,0,0,1,0,0,0,1,0,1
96,Condeúba,2,1,2,4,12,22,16,6,3,0
97,Contendas do Sincorá,1,0,1,0,0,2,0,0,0,0
98,Coração de Maria,0,2,2,0,0,0,0,0,0,0
99,Cordeiros,0,0,0,0,0,1,1,1,0,0
100,Coribe,1,0,0,2,2,10,3,3,0,0
101,Coronel João Sá,1,9,35,33,38,98,92,59,29,10
102,Correntina,1,0,11,5,13,24,17,18,10,2
103,Crisópolis,0,0,0,1,0,0,0,0,0,0
104,Cristópolis,1,1,1,3,3,11,7,6,3,1
105,Cruz das Almas,0,1,3,8,4,17,12,10,2,0
106,Curaçá,0,1,2,4,3,12,12,6,1,0
107,Dário Meira,1,1,1,3,4,6,11,8,1,1
108,Dias d'Ávila,2,1,4,0,5,12,7,5,2,1
109,Dom Basílio,0,0,0,0,1,2,2,1,0,0
110,Dom Macedo Costa,0,0,0,1,0,5,3,0,0,0
111,Elísio Medrado,0,0,1,0,0,0,0,0,0,0
112,Encruzilhada,7,2,2,12,20,51,36,27,11,4
113,Entre Rios,0,0,1,2,0,3,1,1,0,0
114,Érico Cardoso,0,0,1,1,1,2,0,0,0,0
115,Esplanada,0,0,0,0,0,1,0,0,0,0
116,Euclides da Cunha,3,24,28,29,36,92,68,51,14,10
117,Eunápolis,17,28,38,70,93,184,144,94,29,5
118,Fátima,1,4,4,12,11,26,27,21,19,1
119,Feira da Mata,2,0,0,1,1,2,2,4,1,0
120,Feira de Santana,25,29,43,58,50,205,118,66,41,10
121,Filadélfia,0,1,2,0,0,1,0,0,0,0
122,Firmino Alves,3,7,3,10,9,24,21,11,10,2
123,Floresta Azul,4,5,13,11,18,45,19,28,20,2
124,Formosa do Rio Preto,0,0,0,0,0,1,1,0,0,0
125,Gandu,4,3,4,4,2,16,14,11,1,1
126,Gavião,0,1,1,0,0,4,1,1,0,0
127,Gentio do Ouro,0,0,1,0,0,0,0,1,0,0
128,Glória,8,8,4,13,17,36,31,17,10,2
129,Gongogi,0,0,0,2,0,0,5,0,1,0
130,Governador Mangabeira,0,1,5,0,1,2,6,1,1,0
131,Guajeru,0,2,0,0,4,4,8,5,1,2
132,Guanambi,19,25,32,33,53,260,152,94,32,3
133,Guaratinga,0,2,2,5,6,12,12,6,0,0
134,Heliópolis,0,1,2,0,0,3,4,1,1,0
135,Iaçu,1,2,3,2,5,18,7,8,2,0
136,Ibiassucê,1,1,0,3,1,5,4,1,0,0
137,Ibicaraí,83,88,162,242,244,516,475,377,243,82
138,Ibicoara,0,0,2,1,5,4,9,2,1,1
139,Ibicuí,5,4,7,11,15,50,41,15,17,5
140,Ibipeba,1,0,4,1,2,3,7,2,2,0
141,Ibipitanga,3,0,0,0,3,16,7,3,1,0
142,Ibiquera,2,0,0,1,0,8,0,0,1,0
143,Ibirapitanga,0,0,0,1,2,7,4,1,1,0
144,Ibirapuã,5,17,12,17,23,57,44,28,11,2
145,Ibirataia,10,12,15,11,19,53,40,26,13,4
146,Ibititá,0,0,0,0,0,0,0,0,1,0
147,Ibotirama,5,2,6,3,3,17,6,4,5,1
148,Ichu,0,0,1,3,5,1,3,0,5,0
149,Igaporã,5,1,2,8,3,23,18,6,1,0
150,Igrapiúna,0,0,0,2,5,5,3,2,0,0
151,Iguaí,0,0,0,1,0,1,2,1,0,0
152,Ilhéus,188,342,473,531,450,1264,1011,720,316,92
153,Inhambupe,0,0,0,1,0,0,0,0,0,0
154,Ipecaetá,0,0,0,0,0,1,1,0,0,0
155,Ipiaú,24,24,68,128,143,301,216,138,91,19
156,Ipirá,1,0,0,0,0,1,0,1,0,0
157,Ipupiara,0,1,1,0,1,6,1,2,0,0
158,Irajuba,2,0,2,1,1,1,1,1,0,0
159,Iramaia,0,2,0,0,0,2,0,2,0,0
160,Iraquara,0,1,1,0,5,8,3,7,1,0
161,Irará,0,0,1,1,0,0,2,1,0,0
162,Irecê,1,3,6,3,8,26,15,4,1,1
163,Itabela,3,5,15,12,23,36,30,15,4,0
164,Itaberaba,20,40,76,78,122,304,242,107,96,32
165,Itabuna,231,256,463,899,1811,5662,4598,3279,1623,582
166,Itacaré,13,24,25,46,57,210,111,47,16,6
167,Itaeté,0,3,3,4,5,12,12,10,2,1
168,Itagi,0,1,5,4,6,20,14,15,2,1
169,Itagibá,6,12,14,25,33,97,79,65,31,12
170,Itagimirim,0,1,1,3,2,5,3,4,3,0
171,Itaguaçu da Bahia,0,0,2,0,0,1,0,1,0,0
172,Itaju do Colônia,0,1,2,6,3,9,10,7,7,3
173,Itajuípe,17,7,17,22,25,96,49,64,28,12
174,Itamaraju,37,36,41,46,39,172,135,107,35,2
175,Itambé,3,5,2,7,4,10,11,5,2,0
176,Itanagra,0,0,0,1,0,2,0,0,0,0
177,Itanhém,10,5,10,17,26,49,36,24,8,1
178,Itaparica,2,1,2,2,13,13,14,12,6,3
179,Itapé,3,10,17,17,35,67,76,37,22,6
180,Itapebi,8,2,4,5,9,21,7,12,3,2
181,Itapetinga,55,28,91,172,169,482,404,307,171,52
182,Itapicuru,0,0,0,0,0,1,0,0,0,0
183,Itapitanga,1,4,7,17,22,42,35,19,9,13
184,Itatim,0,0,1,0,1,2,3,1,0,0
185,Itiruçu,0,2,0,2,0,4,2,2,1,0
186,Itiúba,1,2,1,4,0,5,5,2,1,0
187,Itororó,22,22,48,64,62,181,149,103,74,27
188,Ituaçu,3,2,5,14,15,23,13,9,6,1
189,Ituberá,2,0,4,5,8,16,18,9,3,0
190,Iuiú,4,8,4,2,4,14,15,2,1,0
191,Jaborandi,1,1,4,3,2,3,5,1,2,0
192,Jacaraci,0,0,0,0,2,6,1,1,0,0
193,Jacobina,25,30,53,71,70,236,194,101,78,14
194,Jaguaquara,4,3,1,5,3,21,8,6,2,0
195,Jaguarari,4,12,20,34,46,74,66,37,33,16
196,Jandaíra,1,0,1,2,4,6,2,4,4,0
197,Jequié,16,16,37,34,75,203,107,57,19,2
198,Jeremoabo,6,11,21,38,45,82,119,55,52,16
199,Jiquiriçá,0,0,0,0,1,2,3,1,0,0
200,Jitaúna,0,0,3,1,1,7,9,6,2,1
201,João Dourado,1,1,0,2,1,2,1,3,2,1
202,Juazeiro,2,15,32,65,77,306,239,119,39,9
203,Jucuruçu,0,0,0,0,1,0,0,0,0,0
204,Jussara,0,0,1,1,5,5,4,3,2,0
205,Jussari,0,2,3,11,7,31,20,27,11,6
206,Jussiape,0,0,0,1,0,1,1,0,1,1
207,Lafaiete Coutinho,0,0,1,1,0,0,1,0,0,0
208,Lagoa Real,1,0,4,1,3,3,5,4,1,0
209,Laje,0,0,0,1,0,3,2,1,0,0
210,Lajedão,2,1,0,2,3,4,3,1,0,0
211,Lajedo do Tabocal,1,0,1,0,3,7,3,3,1,0
212,Lamarão,1,0,1,1,1,3,0,2,0,0
213,Lapão,0,3,0,1,4,4,6,5,3,1
214,Lauro de Freitas,1,6,1,1,6,21,16,5,1,0
215,Lençóis,0,4,3,2,4,9,7,1,2,1
216,Licínio de Almeida,0,0,0,0,0,3,0,0,0,0
217,Livramento de Nossa Senhora,4,2,2,3,6,5,4,4,2,4
218,Luís Eduardo Magalhães,22,26,26,31,54,294,154,56,14,0
219,Macajuba,0,0,1,0,0,0,2,2,0,0
220,Macarani,7,20,13,17,19,37,31,19,8,0
221,Macaúbas,2,9,5,5,13,46,47,26,11,2
222,Macururé,1,8,4,9,7,15,11,5,3,0
223,Madre de Deus,0,0,0,0,1,0,1,0,0,0
224,Maetinga,0,1,0,0,0,0,1,1,0,0
225,Maiquinique,0,0,0,2,0,6,3,7,3,0
226,Mairi,2,9,16,13,10,31,37,45,39,14
227,Malhada,1,0,0,0,1,2,1,0,1,1
228,Malhada de Pedras,1,2,0,0,2,2,4,1,1,0
229,Manoel Vitorino,3,4,7,11,11,29,24,22,16,5
230,Mansidão,0,0,0,0,1,3,1,2,0,0
231,Maracás,1,0,3,5,12,16,12,7,1,0
232,Maragogipe,0,0,0,0,0,2,5,4,2,0
233,Maraú,1,3,6,2,3,14,8,6,6,2
234,Marcionílio Souza,1,2,9,10,20,53,44,26,11,8
235,Mascote,9,34,54,48,70,108,82,71,50,21
236,Mata de São João,0,1,1,3,1,10,2,2,0,0
237,Matina,4,5,11,4,4,17,16,10,3,0
238,Medeiros Neto,3,1,12,6,15,13,5,7,4,0
239,Miguel Calmon,2,6,1,10,7,33,31,20,7,5
240,Milagres,1,1,1,4,0,7,3,3,2,0
241,Mirangaba,1,0,2,3,5,16,7,9,6,2
242,Mirante,0,0,1,1,1,5,2,0,0,0
243,Monte Santo,0,2,0,3,3,14,7,5,2,1
244,Morro do Chapéu,3,9,16,17,17,53,40,30,12,5
245,Mortugaba,0,0,0,0,0,0,1,1,0,0
246,Mucugê,0,0,0,0,0,2,1,1,0,0
247,Mucuri,10,23,26,44,42,152,109,73,26,2
248,Mulungu do Morro,1,7,5,1,4,8,3,3,3,0
249,Mundo Novo,1,4,1,3,5,17,14,8,8,0
250,Muniz Ferreira,0,0,0,0,0,3,0,0,1,0
251,Muritiba,2,4,6,4,4,20,18,9,2,0
252,Mutuípe,2,0,0,0,1,6,1,2,0,0
253,Nazaré,1,1,4,3,2,15,9,13,1,0
254,Nilo Peçanha,0,2,2,1,0,4,8,6,1,0
255,Nordestina,1,1,2,2,10,12,8,2,1,1
256,Nova Canaã,0,0,1,0,1,2,3,1,1,0
257,Nova Ibiá,0,1,0,2,1,4,3,3,1,0
258,Nova Itarana,0,1,1,6,1,14,6,1,0,0
259,Nova Redenção,0,0,3,6,8,15,12,12,4,2
260,Nova Viçosa,24,21,27,50,62,131,139,90,51,5
261,Novo Horizonte,2,1,1,2,3,7,2,2,1,0
262,Novo Triunfo,1,3,1,4,6,5,4,5,0,0
263,Olindina,1,0,0,0,1,1,0,0,0,0
264,Oliveira dos Brejinhos,3,1,1,3,0,10,11,3,0,2
265,Ourolândia,10,10,21,20,26,66,41,10,8,3
266,Palmas de Monte Alto,1,0,1,2,0,2,2,1,1,0
267,Palmeiras,0,0,0,2,1,2,1,0,0,0
268,Paramirim,3,3,7,11,15,60,36,29,8,1
269,Paratinga,2,5,2,2,4,12,14,5,5,0
270,Paripiranga,8,25,41,65,104,253,197,143,92,26
271,Pau Brasil,6,26,33,68,68,159,123,92,62,19
272,Paulo Afonso,46,22,43,42,62,175,158,126,54,16
273,Pé de Serra,0,0,0,1,2,5,4,5,1,0
274,Pedro Alexandre,1,1,0,0,1,0,1,0,0,0
275,Piatã,0,0,0,1,0,1,0,0,0,0
276,Pilão Arcado,1,0,0,1,3,4,8,4,0,0
277,Pindaí,2,4,8,3,8,25,36,22,6,1
278,Pindobaçu,1,0,1,0,1,1,1,4,0,1
279,Pintadas,1,4,3,5,6,8,4,2,0,0
280,Piraí do Norte,1,1,0,2,0,1,0,0,0,0
281,Piripá,3,7,4,12,15,45,23,18,5,2
282,Piritiba,2,6,14,20,19,34,36,25,13,9
283,Planaltino,1,0,2,0,2,3,3,1,0,0
284,Planalto,14,14,14,41,57,145,98,74,13,6
285,Poções,1,1,3,6,5,26,18,7,4,2
286,Pojuca,0,0,0,0,0,3,1,2,0,0
287,Ponto Novo,1,4,9,10,7,17,15,4,6,3
288,Porto Seguro,41,24,46,72,75,293,165,76,21,3
289,Potiraguá,0,0,0,0,0,1,0,1,0,0
290,Prado,1,2,3,2,8,20,8,7,2,0
291,Presidente Dutra,3,0,5,11,14,26,26,23,12,1
292,Presidente Jânio Quadros,0,0,1,1,2,5,4,1,1,0
293,Presidente Tancredo Neves,1,0,2,1,3,5,3,0,1,0
294,Queimadas,0,5,8,5,3,8,7,7,5,0
295,Quijingue,0,5,2,1,3,2,2,4,3,0
296,Quixabeira,0,7,1,1,3,10,12,8,2,0
297,Rafael Jambeiro,0,0,0,0,0,3,1,3,0,0
298,Remanso,3,5,6,14,10,49,28,11,6,0
299,Retirolândia,2,1,3,1,2,10,5,7,2,1
300,Riachão das Neves,1,0,0,0,0,2,2,1,1,0
301,Riachão do Jacuípe,2,0,3,3,3,6,5,1,3,0
302,Riacho de Santana,1,1,0,5,3,5,6,6,1,0
303,Ribeira do Amparo,6,6,8,9,7,42,26,9,8,2
304,Ribeira do Pombal,0,0,4,2,2,8,2,2,1,0
305,Ribeirão do Largo,0,0,0,0,0,6,3,0,0,0
306,Rio de Contas,0,0,2,3,6,22,14,9,2,0
307,Rio do Antônio,0,0,0,0,0,3,2,2,0,0
308,Rio do Pires,0,1,2,2,6,5,8,5,2,0
309,Rio Real,6,1,3,3,4,12,9,6,2,1
310,Rodelas,0,0,1,1,1,2,2,1,0,0
311,Ruy Barbosa,0,3,2,8,2,15,7,3,2,0
312,Salvador,81,154,247,300,477,1429,937,470,128,27
313,Santa Bárbara,1,1,0,0,1,0,1,0,1,0
314,Santa Brígida,8,39,47,41,63,130,114,76,60,18
315,Santa Cruz Cabrália,3,4,6,10,24,39,38,29,9,1
316,Santa Cruz da Vitória,0,1,7,14,11,28,25,16,4,4
317,Santa Inês,0,0,0,0,3,3,4,2,1,1
318,Santa Luzia,6,4,10,13,23,46,26,30,19,7
319,Santa Maria da Vitória,2,2,2,5,6,18,9,7,2,1
320,Santa Rita de Cássia,0,0,0,0,1,8,5,0,0,0
321,Santa Teresinha,0,0,0,1,3,2,1,0,0,0
322,Santaluz,2,6,7,20,17,32,23,13,8,2
323,Santana,4,1,3,7,4,9,22,7,2,1
324,Santanópolis,0,0,0,0,0,0,0,1,0,0
325,Santo Amaro,1,2,1,0,0,4,3,3,1,0
326,Santo Antônio de Jesus,10,10,9,16,39,91,63,33,8,1
327,Santo Estêvão,0,0,0,1,1,4,0,1,0,0
328,São Desidério,0,0,1,5,5,10,6,5,2,0
329,São Domingos,0,0,2,3,2,6,6,3,1,1
330,São Felipe,0,2,2,0,3,4,6,6,1,0
331,São Félix,0,0,0,0,0,2,1,1,1,0
332,São Félix do Coribe,0,2,1,4,3,12,5,8,1,0
333,São Francisco do Conde,2,1,2,4,7,15,7,4,1,1
334,São Gabriel,1,1,2,2,2,1,3,3,3,0
335,São Gonçalo dos Campos,1,0,0,0,0,7,1,0,0,0
336,São José da Vitória,12,8,25,37,42,95,75,75,27,15
337,São José do Jacuípe,1,0,1,1,0,2,0,1,1,0
338,São Miguel das Matas,0,1,0,0,0,2,0,0,0,0
339,São Sebastião do Passé,1,2,0,0,1,9,1,3,0,2
340,Sapeaçu,1,1,4,3,6,11,7,3,1,0
341,Sátiro Dias,0,1,2,0,2,10,10,5,1,0
342,Saubara,0,0,0,1,0,0,0,0,0,0
343,Saúde,0,1,1,8,12,17,30,15,11,0
344,Seabra,6,7,17,29,46,107,91,35,11,3
345,Sebastião Laranjeiras,0,5,12,11,16,39,35,16,2,0
346,Senhor do Bonfim,12,31,44,40,50,140,146,84,46,30
347,Sento Sé,2,8,13,10,10,29,16,22,6,2
348,Serra do Ramalho,7,6,8,4,5,42,19,8,3,0
349,Serra Dourada,0,0,0,1,5,9,8,5,0,0
350,Serra Preta,0,0,0,0,1,0,0,0,1,0
351,Serrinha,20,25,53,67,106,289,229,99,45,12
352,Serrolândia,2,5,14,12,20,40,43,29,14,2
353,Simões Filho,9,18,25,30,65,159,75,31,8,3
354,Sítio do Mato,0,0,0,0,0,3,1,0,0,0
355,Sítio do Quinto,0,1,4,4,1,1,8,1,8,1
356,Sobradinho,1,3,1,4,4,2,5,7,1,0
357,Souto Soares,0,0,3,0,1,14,6,4,0,0
358,Tabocas do Brejo Velho,0,0,0,0,0,1,2,0,0,0
359,Tanhaçu,0,0,0,0,0,0,0,1,0,0
360,Tanque Novo,0,0,3,4,4,15,12,4,3,0
361,Tanquinho,0,0,0,3,2,5,1,0,0,0
362,Taperoá,1,1,0,2,1,4,3,4,0,1
363,Tapiramutá,2,2,3,10,10,21,27,7,8,2
364,Teixeira de Freitas,32,46,81,114,168,527,366,212,58,14
365,Teodoro Sampaio,0,0,0,0,0,0,1,0,0,0
366,Teofilândia,1,1,2,2,3,5,7,1,0,0
367,Teolândia,0,0,0,0,0,4,3,2,0,0
368,Terra Nova,0,0,0,0,0,1,0,1,1,0
369,Tremedal,0,4,11,24,29,68,61,31,9,5
370,Tucano,1,4,4,5,1,10,8,7,2,1
371,Uauá,5,4,8,13,18,36,32,23,11,3
372,Ubaíra,0,0,0,0,0,3,0,1,2,0
373,Ubaitaba,0,0,0,3,3,6,9,3,1,0
374,Ubatã,3,2,6,24,19,48,32,46,34,9
375,Uibaí,1,0,0,0,0,4,6,5,2,0
376,Umburanas,2,1,4,7,13,30,24,18,8,2
377,Una,13,19,37,62,74,170,174,107,67,11
378,Urandi,0,0,0,0,0,1,0,0,0,0
379,Uruçuca,1,2,7,5,8,31,20,19,9,1
380,Utinga,1,0,0,2,4,4,6,4,0,0
381,Valença,14,15,18,33,38,108,143,105,44,8
382,Valente,2,0,2,3,3,15,7,7,1,1
383,Várzea da Roça,1,5,4,6,9,22,25,12,11,6
384,Várzea do Poço,0,0,0,0,0,0,2,1,0,0
385,Várzea Nova,0,0,0,0,2,3,3,1,1,0
386,Varzedo,0,0,0,4,3,5,0,0,0,0
387,Vera Cruz,4,8,15,33,37,89,110,62,32,4
388,Vereda,0,0,0,0,0,0,2,0,0,0
389,Vitória da Conquista,52,58,102,180,368,862,708,463,159,33
390,Wagner,0,0,0,0,1,1,4,1,0,0
391,Wanderley,0,1,1,2,0,4,4,2,1,0
392,Wenceslau Guimarães,0,0,2,1,1,4,0,0,0,0
393,Xique-Xique,0,2,0,0,2,4,2,3,0,0
