,Município,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez
193,Itiúba,2,0,6,7,5,3,0,0,0,0,0,0
194,Itororó,0,0,1,0,1,2,0,0,0,1,1,1
195,Ituaçu,9,16,10,5,2,0,0,0,0,0,0,0
196,Ituberá,0,0,3,9,25,16,2,2,0,0,0,0
197,Iuiú,0,3,4,9,6,6,0,0,0,0,0,1
198,Jaborandi,10,4,2,1,0,0,0,0,1,0,0,0
199,Jacaraci,0,0,0,1,0,1,1,0,0,0,0,0
200,Jacobina,32,114,443,702,284,39,17,8,3,7,3,4
201,Jaguaquara,1,3,0,6,2,1,2,1,0,1,1,0
202,Jaguarari,1,5,78,64,114,23,5,2,1,1,0,2
203,Jaguaripe,0,0,2,0,0,0,0,0,0,0,0,0
204,Jandaíra,9,4,1,4,2,0,1,0,1,0,0,0
205,Jequié,158,114,138,146,166,75,89,96,42,50,101,415
206,Jeremoabo,10,15,70,69,35,11,10,9,3,2,4,3
207,Jiquiriçá,0,1,1,0,3,0,0,0,0,0,0,0
208,Jitaúna,12,2,15,30,52,10,2,0,0,0,1,2
209,João Dourado,1,1,8,8,13,1,1,1,2,0,0,1
210,Juazeiro,30,35,50,63,74,26,59,20,13,6,15,15
211,Jucuruçu,0,0,1,0,3,0,2,2,0,0,0,0
212,Jussara,8,22,13,8,6,1,1,0,0,1,1,1
213,Jussari,1,2,7,19,17,11,1,0,0,2,0,0
214,Lafaiete Coutinho,2,3,2,1,5,25,8,1,0,2,1,10
215,Lagoa Real,29,24,64,19,5,3,2,5,0,0,0,1
216,Laje,0,2,0,0,2,0,2,3,0,0,0,0
217,Lajedão,1,0,7,64,43,9,16,7,3,4,3,2
218,Lajedinho,2,1,7,23,12,6,2,1,0,2,4,0
219,Lamarão,3,3,15,21,14,0,0,0,0,0,0,0
220,Lapão,4,0,1,2,6,13,8,1,1,0,2,8
221,Lauro de Freitas,61,88,175,83,82,58,43,29,22,18,13,6
222,Lençóis,3,0,0,0,0,0,1,0,0,0,2,0
223,Licínio de Almeida,0,23,54,28,16,0,1,0,0,0,0,0
224,Livramento de Nossa Senhora,5,1,1,1,22,7,4,0,0,0,0,0
225,Luís Eduardo Magalhães,5,15,52,80,162,51,24,10,2,1,2,1
226,Macajuba,5,35,52,31,29,6,0,0,0,0,0,0
227,Macarani,0,0,1,4,2,3,0,1,1,0,0,2
228,Macaúbas,0,1,5,6,7,4,2,0,1,3,3,1
229,Macururé,0,0,3,2,1,3,3,0,0,0,0,0
230,Madre de Deus,1,2,5,8,8,1,3,0,1,2,2,2
231,Maetinga,2,0,0,0,2,1,0,0,2,0,0,0
232,Maiquinique,2,0,5,16,23,14,12,14,12,3,5,3
233,Mairi,4,18,31,137,128,48,24,8,4,17,5,1
234,Malhada de Pedras,13,17,34,34,10,16,22,2,1,0,3,3
235,Manoel Vitorino,163,61,9,9,17,3,4,10,2,6,7,24
236,Mansidão,4,4,4,0,0,1,0,0,0,0,0,0
237,Maracás,2,1,1,6,4,5,2,1,1,4,1,1
238,Maragogipe,0,2,0,0,5,2,2,1,0,0,0,0
239,Maraú,1,0,0,0,1,0,0,0,0,0,0,0
240,Marcionílio Souza,0,1,6,5,7,1,8,7,2,0,0,1
241,Mascote,1,0,2,8,2,1,0,0,0,0,0,0
242,Mata de São João,3,5,9,13,33,27,4,2,3,0,0,0
243,Matina,0,5,67,11,64,20,0,0,0,1,0,0
244,Medeiros Neto,2,5,3,2,3,1,3,1,0,0,1,3
245,Miguel Calmon,10,44,154,228,132,30,8,6,3,7,8,19
246,Milagres,2,0,5,2,2,2,0,0,2,1,0,1
247,Mirangaba,0,2,1,21,43,5,0,2,0,0,0,0
248,Mirante,15,18,10,10,1,0,1,1,0,0,0,0
249,Monte Santo,9,59,104,67,32,28,9,5,3,0,1,0
250,Morro do Chapéu,14,21,13,32,224,94,31,3,1,1,1,0
251,Mortugaba,0,0,0,0,1,0,0,0,0,0,0,0
252,Mucugê,0,0,0,0,1,0,0,0,0,0,0,0
253,Mucuri,4,3,3,30,40,50,63,46,26,10,5,9
254,Mulungu do Morro,2,0,4,3,1,0,2,0,0,0,3,8
255,Mundo Novo,5,7,9,13,44,12,12,1,2,2,1,0
256,Muniz Ferreira,0,1,3,0,1,0,2,0,0,0,0,0
257,Muquém de São Francisco,0,1,3,1,1,0,2,0,0,0,0,0
258,Muritiba,2,1,8,19,21,23,16,11,4,2,19,9
259,Mutuípe,0,0,1,0,0,0,0,0,0,0,0,0
260,Nazaré,0,2,13,10,35,25,6,1,2,2,0,1
261,Nilo Peçanha,4,15,16,4,11,4,0,2,2,1,0,0
262,Nordestina,0,1,5,5,7,0,0,1,0,0,0,0
263,Nova Fátima,5,7,7,14,53,51,17,0,2,0,1,0
264,Nova Ibiá,0,3,3,0,0,4,0,0,0,2,0,0
265,Nova Redenção,10,23,85,63,67,10,9,3,2,3,0,0
266,Nova Soure,27,29,35,14,17,0,3,1,0,0,1,0
267,Nova Viçosa,0,2,3,24,39,34,33,19,5,6,5,15
268,Novo Horizonte,0,4,2,0,16,1,0,0,0,0,0,0
269,Novo Triunfo,2,3,4,7,5,0,0,0,2,2,1,0
270,Olindina,2,3,0,0,3,1,2,0,0,0,0,0
271,Oliveira dos Brejinhos,4,0,0,2,5,2,0,0,1,0,0,0
272,Ouriçangas,0,0,0,0,1,0,0,0,0,0,0,0
273,Ourolândia,7,16,108,218,41,65,13,5,3,0,16,19
274,Palmas de Monte Alto,3,0,1,0,0,0,0,0,0,0,0,0
275,Palmeiras,0,0,1,0,0,0,0,0,0,0,0,0
276,Paramirim,1,3,0,0,1,1,2,0,0,0,0,0
277,Paratinga,3,0,0,1,0,0,0,0,0,0,0,0
278,Paripiranga,43,60,35,27,17,5,3,6,1,3,1,0
279,Pau Brasil,3,0,1,0,2,2,1,6,5,0,0,0
280,Paulo Afonso,35,52,39,51,71,24,57,24,24,12,24,25
281,Pé de Serra,9,7,3,4,3,4,1,0,0,2,3,0
282,Pedrão,0,0,0,2,1,0,0,0,0,0,0,0
283,Pedro Alexandre,6,12,13,11,0,0,1,0,0,0,0,0
284,Piatã,0,0,0,3,1,5,5,3,0,0,0,0
285,Pilão Arcado,1,3,1,0,0,0,0,0,0,0,0,0
286,Pindaí,0,0,1,0,0,1,1,0,0,0,0,0
287,Pindobaçu,6,4,4,11,8,5,0,1,0,0,0,0
288,Pintadas,1,2,52,100,117,21,5,3,0,0,0,0
289,Piraí do Norte,1,0,0,0,0,0,0,0,0,0,0,0
290,Piripá,11,72,289,21,5,3,1,0,0,0,0,0
291,Piritiba,7,12,99,62,39,13,10,4,0,0,1,0
292,Planaltino,0,2,1,0,1,0,0,0,0,1,0,0
293,Planalto,0,0,2,0,3,0,0,0,0,0,0,0
294,Poções,56,199,78,22,12,10,5,2,0,0,2,0
295,Pojuca,2,3,4,3,5,11,8,5,0,9,0,0
296,Ponto Novo,7,11,23,23,16,7,9,2,5,0,1,0
297,Porto Seguro,28,9,16,19,33,12,22,7,8,5,31,10
298,Potiraguá,7,1,22,9,3,0,1,0,0,0,0,0
299,Prado,2,0,1,0,1,2,0,1,0,1,0,0
300,Presidente Dutra,2,1,0,3,0,0,0,0,0,1,0,0
301,Presidente Jânio Quadros,0,0,9,7,2,0,3,0,0,0,0,0
302,Presidente Tancredo Neves,0,0,1,0,1,0,0,0,0,0,0,0
303,Queimadas,17,10,7,3,1,0,1,0,0,0,0,0
304,Quijingue,1,0,1,14,17,4,7,1,0,0,0,2
305,Quixabeira,3,2,44,125,53,6,2,0,2,2,0,5
306,Rafael Jambeiro,14,3,1,1,8,6,2,1,0,1,5,5
307,Remanso,7,5,7,6,9,5,8,0,2,0,0,1
308,Retirolândia,11,15,42,35,8,2,1,0,0,1,1,0
309,Riachão das Neves,2,2,3,3,3,2,0,0,1,0,0,1
310,Riachão do Jacuípe,432,98,57,20,23,18,27,25,22,8,6,0
311,Riacho de Santana,1,10,29,71,71,17,6,15,3,9,46,42
312,Ribeira do Amparo,0,5,12,2,1,1,2,0,2,0,0,0
313,Ribeira do Pombal,1,30,62,112,35,16,5,10,5,1,2,1
314,Ribeirão do Largo,0,0,2,0,1,0,0,0,0,0,0,0
315,Rio do Antônio,1,2,1,15,36,22,31,9,7,27,27,26
316,Rio do Pires,0,0,0,0,0,0,0,0,0,0,2,6
317,Rio Real,11,26,80,220,82,24,11,3,5,3,1,0
318,Rodelas,1,0,0,1,0,0,1,0,0,0,0,0
319,Ruy Barbosa,35,104,82,41,19,3,1,5,3,0,1,0
320,Salinas da Margarida,0,1,1,4,3,1,0,0,0,0,0,0
321,Salvador,835,915,1244,1235,1313,915,783,605,292,219,134,142
322,Santa Bárbara,1,1,8,13,66,32,18,16,2,0,0,0
323,Santa Brígida,0,7,12,2,0,0,0,0,0,0,0,0
324,Santa Cruz Cabrália,4,6,8,0,0,0,0,0,0,0,1,0
325,Santa Cruz da Vitória,0,1,1,0,5,3,0,0,1,0,4,4
326,Santa Inês,0,4,4,4,2,1,2,0,0,0,0,0
327,Santa Luzia,5,3,5,6,12,2,4,8,1,2,0,1
328,Santa Maria da Vitória,2,0,0,3,1,0,0,0,0,0,1,1
329,Santa Rita de Cássia,0,2,0,1,3,1,1,0,0,0,2,2
330,Santa Teresinha,3,0,0,3,1,3,3,2,0,0,0,0
331,Santaluz,40,111,269,93,47,30,13,9,2,3,3,0
332,Santana,5,0,3,0,1,1,0,0,0,0,0,0
333,Santanópolis,0,0,7,15,9,1,1,0,0,0,0,0
334,Santo Amaro,2,3,16,28,30,2,2,1,2,0,0,0
335,Santo Antônio de Jesus,0,4,24,40,45,21,29,13,9,3,1,2
336,Santo Estêvão,2,2,5,9,17,24,9,1,2,2,4,2
337,São Desidério,2,3,5,6,9,11,34,7,0,0,1,2
338,São Domingos,5,39,54,32,43,24,3,2,0,3,0,2
339,São Felipe,3,9,3,1,0,0,2,1,0,0,0,0
340,São Félix,0,1,0,0,2,1,2,0,0,0,3,0
341,São Félix do Coribe,5,1,5,5,0,2,0,0,0,0,0,0
342,São Francisco do Conde,148,96,75,95,52,9,6,2,6,8,3,2
343,São Gabriel,0,1,3,5,4,1,0,0,0,0,0,0
344,São Gonçalo dos Campos,2,1,8,5,6,4,11,3,4,1,2,5
345,São José da Vitória,5,9,59,74,39,6,0,0,1,1,0,0
346,São José do Jacuípe,5,13,18,11,15,7,15,1,1,0,0,0
347,São Miguel das Matas,0,0,0,0,2,1,1,0,0,0,0,0
348,São Sebastião do Passé,16,22,22,4,15,6,0,1,1,2,0,0
349,Sapeaçu,0,0,3,3,10,5,5,2,4,1,1,4
350,Sátiro Dias,0,0,0,0,0,0,0,0,0,0,1,0
351,Saubara,0,0,0,2,0,0,0,0,0,0,0,0
352,Saúde,6,3,23,49,56,31,6,2,1,1,1,2
353,Seabra,0,0,0,1,4,1,1,0,0,0,2,1
354,Sebastião Laranjeiras,1,7,3,2,0,0,0,0,0,0,1,7
355,Senhor do Bonfim,22,86,714,392,260,123,151,82,87,64,57,30
356,Sento Sé,112,40,20,4,12,2,0,1,2,1,4,1
357,Serra do Ramalho,10,0,0,0,0,0,0,0,0,0,0,0
358,Serra Dourada,16,1,2,0,1,0,0,0,1,0,3,5
359,Serra Preta,0,1,6,3,6,2,2,3,1,0,0,1
360,Serrinha,127,494,947,306,107,39,17,8,8,8,4,28
361,Serrolândia,8,54,263,194,66,25,11,5,2,8,4,1
362,Simões Filho,46,58,73,79,48,18,20,11,10,9,7,10
363,Sítio do Mato,1,2,0,4,0,0,0,0,0,0,0,0
364,Sítio do Quinto,1,40,94,61,36,8,7,7,6,6,2,1
365,Sobradinho,1,0,1,1,0,0,1,0,0,0,0,0
366,Souto Soares,0,0,3,7,1,0,1,0,0,0,0,0
367,Tabocas do Brejo Velho,1,1,2,0,0,0,0,0,0,0,0,0
368,Tanhaçu,0,3,4,5,16,3,2,3,0,0,0,0
369,Tanque Novo,9,3,6,3,3,5,4,0,0,2,1,2
370,Tanquinho,25,57,57,18,39,16,4,2,0,0,2,2
371,Taperoá,1,4,24,17,15,8,3,3,1,0,0,0
372,Tapiramutá,3,0,17,55,23,10,6,7,4,3,1,4
373,Teixeira de Freitas,30,50,57,120,289,195,148,81,50,38,33,103
374,Teodoro Sampaio,0,7,16,23,18,14,6,14,3,2,0,0
375,Teofilândia,16,21,26,13,18,1,1,3,0,1,0,0
376,Teolândia,0,0,1,1,0,1,0,0,0,0,0,0
377,Terra Nova,2,3,3,15,16,8,9,4,2,1,0,0
378,Tremedal,2,8,80,8,19,5,2,2,0,0,0,0
379,Tucano,21,24,39,151,94,39,12,13,8,4,4,15
380,Uauá,0,0,5,7,10,1,1,0,0,0,1,0
381,Ubaíra,0,0,0,0,0,1,1,0,0,0,0,0
382,Ubaitaba,0,2,0,0,1,1,0,0,0,0,0,2
383,Ubatã,7,13,20,13,29,14,7,5,3,0,0,0
384,Uibaí,0,1,1,2,11,4,1,3,2,3,0,4
385,Umburanas,2,7,22,28,31,19,4,3,3,2,0,0
386,Una,5,13,14,11,18,12,7,1,1,2,2,0
387,Urandi,0,0,0,0,0,0,0,1,1,0,0,0
388,Uruçuca,2,4,2,9,20,10,6,6,0,2,5,6
389,Utinga,1,11,53,91,19,5,2,1,0,1,1,1
390,Valença,24,49,65,45,25,4,0,1,1,0,0,0
391,Valente,87,208,128,54,19,4,8,7,2,0,6,14
392,Várzea da Roça,4,13,50,58,41,23,8,12,4,2,2,0
393,Várzea do Poço,54,67,44,10,28,7,3,0,2,2,2,0
394,Várzea Nova,2,4,11,19,20,12,8,3,2,3,2,2
395,Varzedo,0,0,0,4,0,0,0,0,0,0,0,0
396,Vera Cruz,29,31,42,61,44,12,14,5,2,4,2,3
397,Vereda,1,0,0,2,2,0,0,2,0,0,0,2
398,Vitória da Conquista,50,24,101,142,178,122,99,56,27,18,15,5
399,Wagner,0,0,14,30,29,9,9,12,6,2,6,3
400,Wanderley,0,2,10,12,0,1,1,0,0,0,0,0
401,Wenceslau Guimarães,1,0,1,1,6,1,3,1,1,0,0,0
402,Xique-Xique,0,0,1,0,0,0,0,0,0,0,0,0
