,Município,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez
124,Esplanada,12,37,23,18,28,46,14,9,11,6,2,2
125,Euclides da Cunha,0,2,2,14,78,198,90,12,4,1,0,0
126,Eunápolis,14,35,98,115,186,272,45,11,10,12,9,13
127,Fátima,0,0,1,25,43,60,38,8,2,4,3,0
128,Feira da Mata,0,0,0,5,4,3,0,0,0,0,0,0
129,Feira de Santana,317,384,547,1261,1388,1346,595,184,101,93,83,65
130,Filadélfia,0,4,8,11,19,23,4,0,0,1,1,0
131,Firmino Alves,0,0,0,2,31,44,13,0,0,0,0,0
132,Floresta Azul,0,1,3,0,3,3,0,0,0,0,0,0
133,Formosa do Rio Preto,0,0,0,0,0,0,1,0,0,0,0,0
134,Gandu,0,15,21,16,52,90,33,11,9,10,6,4
135,Gavião,0,1,3,0,1,8,10,15,4,0,0,0
136,Gentio do Ouro,1,9,1,0,2,0,0,0,0,0,0,0
137,Glória,0,1,0,0,3,6,16,9,2,3,0,0
138,Gongogi,0,1,5,1,9,1,0,0,1,0,0,0
139,Governador Mangabeira,3,19,67,24,18,16,11,3,3,2,0,0
140,Guajeru,2,0,8,5,2,1,1,0,0,0,0,0
141,Guanambi,3,7,20,174,207,141,50,12,8,8,3,6
142,Guaratinga,0,0,0,0,10,2,0,1,4,1,0,0
143,Heliópolis,1,2,4,4,14,0,0,0,0,0,0,0
144,Iaçu,0,1,3,6,83,90,61,20,6,9,17,5
145,Ibiassucê,6,1,42,123,96,20,9,1,1,0,0,0
146,Ibicaraí,0,2,13,38,46,21,9,1,1,0,1,1
147,Ibicoara,0,0,0,0,8,3,0,1,0,0,0,0
148,Ibicuí,0,2,9,1,59,36,47,4,2,2,2,1
149,Ibipeba,0,0,12,40,55,8,0,0,1,0,0,0
150,Ibipitanga,0,0,0,0,33,103,105,29,11,2,0,1
151,Ibiquera,2,10,25,32,8,0,2,2,0,0,0,0
152,Ibirapitanga,1,8,14,8,36,7,6,1,1,0,2,0
153,Ibirapuã,0,0,4,7,10,2,13,3,3,0,3,0
154,Ibirataia,54,126,63,24,22,5,3,0,4,5,2,3
155,Ibitiara,3,1,2,5,30,16,3,2,1,1,0,0
156,Ibititá,0,1,5,21,84,5,0,0,0,0,1,0
157,Ibotirama,1,4,7,13,28,18,10,5,1,0,0,0
158,Ichu,0,1,2,9,17,54,8,0,0,0,0,0
159,Igaporã,0,0,1,0,0,3,1,0,0,1,0,0
160,Igrapiúna,7,0,0,0,0,0,0,0,0,0,0,0
161,Iguaí,6,7,67,107,132,28,12,0,0,0,0,0
162,Ilhéus,49,105,116,77,61,53,37,25,18,16,10,12
163,Inhambupe,22,17,21,31,64,59,37,14,6,8,3,0
164,Ipecaetá,0,0,1,2,0,34,11,0,0,0,0,0
165,Ipiaú,47,228,238,98,130,60,41,20,9,5,16,6
166,Ipirá,0,1,4,7,13,4,14,1,0,1,2,1
167,Ipupiara,0,0,3,5,15,12,19,10,4,0,2,1
168,Irajuba,0,0,24,188,5,3,0,0,0,0,0,0
169,Iramaia,0,0,1,52,50,18,6,0,0,0,0,0
170,Iraquara,0,2,55,269,304,102,0,0,0,0,1,0
171,Irará,6,41,286,204,44,10,3,1,0,2,0,0
172,Irecê,4,11,44,125,278,137,49,7,22,3,11,2
173,Itabela,1,2,0,2,5,1,1,0,0,0,1,1
174,Itaberaba,7,50,100,83,473,985,852,244,108,52,19,19
175,Itabuna,31,65,77,77,139,174,113,115,43,48,70,65
176,Itacaré,14,121,92,92,15,5,0,0,0,1,1,5
177,Itaeté,0,0,3,11,262,5,0,0,0,0,0,0
178,Itagi,0,1,0,3,1,4,0,1,0,0,0,0
179,Itagibá,8,18,59,50,22,24,10,2,10,3,1,1
180,Itagimirim,0,0,0,0,22,30,1,1,0,1,0,0
181,Itaguaçu da Bahia,0,0,0,0,0,0,27,15,1,0,0,0
182,Itaju do Colônia,0,0,0,2,4,1,0,0,0,0,0,1
183,Itajuípe,0,2,2,3,14,18,21,21,7,10,5,9
184,Itamaraju,29,28,15,11,36,19,7,5,6,0,2,1
185,Itamari,0,0,11,2,8,3,0,1,3,0,0,0
186,Itambé,0,0,0,32,77,18,3,3,0,0,0,1
187,Itanagra,0,0,0,0,2,1,0,0,0,0,0,0
188,Itanhém,46,136,112,89,170,30,8,1,0,0,0,1
189,Itaparica,3,5,12,17,19,10,5,3,0,1,0,1
190,Itapé,0,0,0,3,3,5,0,1,0,0,0,0
191,Itapebi,0,0,0,4,11,0,0,0,0,0,0,0
192,Itapetinga,7,76,107,101,86,30,14,11,4,3,1,1
193,Itapicuru,0,0,3,25,77,54,11,5,2,0,0,0
194,Itapitanga,0,0,0,0,0,1,0,0,0,0,0,0
195,Itaquara,0,0,1,63,65,19,6,0,0,1,1,0
196,Itarantim,0,0,0,2,6,7,9,3,3,0,0,0
197,Itatim,0,1,2,8,10,22,13,1,1,1,0,0
198,Itiruçu,0,31,38,12,17,32,13,6,0,0,0,0
199,Itiúba,4,2,1,8,7,19,17,1,0,1,0,0
200,Itororó,0,0,3,9,28,17,9,2,0,0,0,2
201,Ituaçu,0,0,0,3,27,48,28,6,0,0,0,0
202,Ituberá,2,1,6,2,0,0,1,0,1,0,0,0
203,Iuiú,0,0,0,1,0,0,0,0,0,0,2,0
204,Jaborandi,1,0,5,30,135,142,22,0,1,0,0,3
205,Jacaraci,134,148,184,90,22,12,1,0,2,0,0,1
206,Jacobina,9,14,68,165,143,209,94,46,24,15,27,11
207,Jaguaquara,3,279,1175,246,363,121,53,2,9,5,20,50
208,Jaguarari,4,18,51,107,50,18,16,2,0,0,0,0
209,Jaguaripe,1,1,0,0,0,1,0,1,0,0,1,0
210,Jandaíra,0,0,1,1,1,0,0,2,2,0,0,0
211,Jequié,78,139,181,456,676,500,374,143,117,71,33,74
212,Jeremoabo,0,1,0,14,13,23,19,8,7,0,2,1
213,Jiquiriçá,4,0,1,0,1,2,3,1,2,0,0,0
214,Jitaúna,0,0,2,5,4,2,0,0,0,0,0,0
215,João Dourado,1,0,4,7,14,14,3,0,1,1,3,2
216,Juazeiro,30,75,186,292,518,543,221,78,33,34,20,21
217,Jussara,2,2,1,2,4,27,11,1,1,1,0,1
218,Jussari,0,0,2,3,6,9,1,4,0,1,0,0
219,Jussiape,0,0,0,0,17,32,14,2,1,0,0,0
220,Lafaiete Coutinho,0,3,51,29,18,4,0,1,0,0,0,0
221,Lagoa Real,0,0,1,10,52,42,32,6,5,1,0,0
222,Laje,3,66,12,8,6,16,8,0,1,0,0,0
223,Lajedão,0,0,2,1,0,1,0,0,0,0,0,0
224,Lajedinho,0,0,0,5,4,0,0,0,0,0,0,0
225,Lajedo do Tabocal,1,6,7,4,3,8,4,1,0,0,0,0
226,Lamarão,0,2,6,63,130,22,1,1,0,0,0,0
227,Lapão,4,3,17,37,65,22,110,7,4,0,0,2
228,Lauro de Freitas,31,74,56,89,126,101,54,12,19,6,7,8
229,Lençóis,0,4,16,97,29,11,1,2,0,0,1,0
230,Licínio de Almeida,0,1,17,28,22,10,3,0,0,0,0,1
231,Livramento de Nossa Senhora,6,13,20,73,141,105,62,18,1,7,1,0
232,Luís Eduardo Magalhães,3,17,25,47,63,58,12,1,0,0,3,1
233,Macajuba,2,4,69,51,12,6,3,1,2,0,1,0
234,Macarani,0,0,1,96,47,6,0,1,0,0,0,0
235,Macaúbas,1,0,7,3,84,91,49,13,8,1,1,3
236,Madre de Deus,1,2,6,7,9,20,0,0,2,0,0,1
237,Maetinga,0,0,0,1,4,1,1,0,0,0,0,0
238,Maiquinique,1,2,10,35,39,6,0,0,0,0,0,0
239,Mairi,1,1,5,9,9,5,7,0,0,1,1,0
240,Malhada,0,0,1,7,5,3,0,0,0,0,0,0
241,Malhada de Pedras,0,0,0,5,21,16,5,6,0,0,0,1
242,Manoel Vitorino,2,4,1,3,5,5,2,4,9,149,100,53
243,Maracás,12,7,46,23,51,46,23,5,3,5,4,14
244,Maragogipe,0,0,0,44,114,54,28,2,3,2,2,3
245,Maraú,0,38,17,27,23,29,8,2,0,0,0,0
246,Marcionílio Souza,1,1,42,244,145,38,0,0,0,1,1,0
247,Mascote,2,13,8,5,7,2,4,0,0,0,0,0
248,Mata de São João,2,6,21,15,35,9,9,3,1,6,0,0
249,Medeiros Neto,7,11,82,58,63,63,14,6,2,0,0,0
250,Miguel Calmon,5,3,6,14,9,16,9,4,4,5,8,15
251,Milagres,0,1,2,4,18,59,18,2,5,0,0,0
252,Mirangaba,0,0,7,32,12,6,1,3,0,0,0,0
253,Mirante,2,8,8,10,27,20,12,1,1,0,1,0
254,Monte Santo,1,1,1,0,0,2,2,0,0,0,0,0
255,Morpará,1,0,78,109,8,5,3,0,0,0,0,0
256,Morro do Chapéu,4,9,25,96,71,54,12,3,0,1,1,1
257,Mortugaba,0,0,0,0,4,5,3,1,0,0,1,0
258,Mucuri,8,11,19,28,43,27,9,4,5,5,8,8
259,Mulungu do Morro,0,0,4,17,31,48,7,2,0,0,3,2
260,Mundo Novo,0,2,3,4,1,3,2,1,0,4,0,0
261,Muniz Ferreira,0,0,0,0,0,3,1,1,0,0,0,0
262,Muritiba,1,4,5,2,26,28,11,1,1,1,0,2
263,Mutuípe,0,0,1,17,10,6,2,0,0,0,1,0
264,Nazaré,0,0,1,8,2,2,0,0,1,0,0,0
265,Nilo Peçanha,1,1,3,17,43,24,5,3,0,0,0,0
266,Nordestina,0,1,0,6,9,4,2,0,0,2,0,0
267,Nova Canaã,0,0,0,30,65,59,6,1,3,4,18,116
268,Nova Fátima,49,102,47,10,1,6,2,1,1,1,3,1
269,Nova Ibiá,0,0,9,37,51,7,3,0,0,0,0,0
270,Nova Itarana,0,1,0,1,10,32,48,7,1,0,0,1
271,Nova Redenção,0,2,5,115,67,31,7,0,0,0,0,0
272,Nova Soure,1,1,0,12,41,42,15,7,4,4,0,0
273,Nova Viçosa,15,41,17,23,12,5,3,4,36,0,1,0
274,Novo Horizonte,12,1,0,0,0,0,0,0,0,0,0,0
275,Novo Triunfo,1,0,1,0,0,2,3,1,1,0,0,0
276,Olindina,0,0,2,2,17,20,4,3,0,0,0,0
277,Oliveira dos Brejinhos,5,2,3,14,31,87,38,0,0,0,0,0
278,Ouriçangas,1,0,6,28,78,28,7,2,0,0,1,0
279,Ourolândia,0,1,11,21,68,75,20,8,2,2,1,0
280,Palmas de Monte Alto,2,1,6,8,36,14,1,1,0,0,0,0
281,Palmeiras,1,1,14,75,68,17,0,1,0,0,0,0
282,Paramirim,3,5,18,19,32,11,4,1,4,2,2,1
283,Paratinga,0,0,6,207,229,77,21,0,1,1,2,1
284,Paripiranga,1,3,12,20,7,13,1,2,0,1,0,0
285,Pau Brasil,1,2,3,0,0,0,0,0,0,0,0,0
286,Paulo Afonso,1,0,2,46,129,579,711,279,51,8,2,1
287,Pé de Serra,8,8,30,58,67,72,19,5,1,1,3,2
288,Pedrão,0,0,0,14,33,0,0,0,0,1,0,0
289,Pedro Alexandre,0,0,0,0,0,0,0,0,0,1,0,0
290,Piatã,0,0,0,0,0,0,0,0,0,0,0,1
291,Pilão Arcado,0,0,0,1,1,0,1,0,0,0,0,0
292,Pindaí,0,5,0,0,0,1,0,0,0,0,0,0
293,Pindobaçu,0,1,2,6,20,19,4,1,1,0,0,0
294,Pintadas,0,0,1,2,2,2,3,0,0,0,0,0
295,Piraí do Norte,4,2,0,4,2,0,0,0,0,0,0,0
296,Piripá,1,1,9,95,101,40,12,5,1,1,3,0
297,Piritiba,0,7,49,1,10,1,6,0,0,1,0,0
298,Planaltino,1,0,2,1,2,0,0,0,0,0,0,0
299,Planalto,0,0,4,45,48,20,2,0,0,0,0,0
300,Poções,0,0,8,13,19,15,7,3,0,4,2,1
301,Pojuca,0,2,20,14,58,179,49,16,22,12,17,19
302,Ponto Novo,0,0,9,6,17,5,4,1,1,0,0,0
303,Porto Seguro,19,70,63,87,109,103,91,35,11,5,9,1
304,Potiraguá,0,0,0,0,2,1,1,0,0,0,0,0
305,Prado,7,13,3,24,29,6,1,0,0,0,0,0
306,Presidente Dutra,1,8,3,69,319,239,146,20,2,1,1,0
307,Presidente Jânio Quadros,2,0,0,7,12,11,0,0,0,1,5,4
308,Presidente Tancredo Neves,1,0,1,1,5,34,0,1,1,0,1,0
309,Queimadas,0,0,2,11,3,0,0,0,0,0,0,0
310,Quijingue,1,5,19,17,48,19,20,14,1,0,0,0
311,Quixabeira,0,1,21,14,18,63,54,3,2,0,1,0
312,Rafael Jambeiro,0,2,4,1,23,22,6,10,1,1,1,0
313,Remanso,0,2,14,2,2,11,7,1,6,2,5,1
314,Retirolândia,2,15,19,8,7,0,0,0,0,0,0,0
315,Riachão das Neves,0,0,2,7,31,29,11,6,2,0,0,0
316,Riachão do Jacuípe,3,8,24,36,39,32,16,16,0,11,3,2
317,Riacho de Santana,9,4,7,9,14,4,26,9,4,7,1,0
318,Ribeira do Amparo,0,1,0,0,0,0,0,0,0,0,0,0
319,Ribeira do Pombal,2,2,4,24,144,178,50,11,2,2,1,1
320,Ribeirão do Largo,0,0,4,34,31,6,0,1,0,0,0,0
321,Rio de Contas,3,2,2,2,8,0,2,1,1,0,1,0
322,Rio do Antônio,0,4,34,101,35,8,4,0,1,0,0,0
323,Rio do Pires,0,0,0,0,1,0,6,23,13,24,26,36
324,Rio Real,17,27,26,5,31,37,58,49,33,73,60,23
325,Rodelas,1,0,0,0,0,0,2,0,2,0,1,2
326,Ruy Barbosa,0,0,3,7,27,4,7,2,0,0,0,0
327,Salinas da Margarida,0,0,1,1,0,0,0,0,1,1,0,0
328,Salvador,1282,1749,2099,2236,1989,1271,646,261,226,152,100,111
329,Santa Bárbara,0,0,9,37,8,14,6,1,0,0,0,0
330,Santa Brígida,0,0,0,0,1,3,1,1,0,1,1,0
331,Santa Cruz Cabrália,5,9,33,23,44,35,19,7,2,1,0,0
332,Santa Inês,0,0,0,1,5,6,0,0,1,0,0,0
333,Santa Luzia,0,0,8,17,25,9,0,1,0,2,0,0
334,Santa Maria da Vitória,4,5,12,57,101,72,70,30,15,1,0,0
335,Santa Rita de Cássia,0,1,0,30,121,126,23,5,0,0,0,0
336,Santa Teresinha,1,0,4,4,32,16,33,12,2,3,0,0
337,Santaluz,0,7,51,129,139,66,16,10,4,1,0,1
338,Santana,2,1,1,1,10,7,2,0,0,0,0,0
339,Santanópolis,0,1,9,41,17,16,3,4,1,2,0,0
340,Santo Amaro,0,6,22,20,46,7,5,0,0,0,0,0
341,Santo Antônio de Jesus,14,17,42,81,212,309,177,35,16,10,7,2
342,Santo Estêvão,10,34,30,22,50,68,41,39,24,26,19,8
343,São Desidério,5,2,6,4,10,25,31,16,5,5,5,3
344,São Domingos,1,24,9,63,69,58,3,0,0,0,1,0
345,São Felipe,0,0,1,1,0,2,0,0,0,0,0,0
346,São Félix,5,5,17,18,25,8,11,24,0,0,0,0
347,São Félix do Coribe,0,2,2,25,66,27,6,2,0,0,0,0
348,São Francisco do Conde,2,5,9,11,4,6,1,1,1,2,0,1
349,São Gabriel,4,5,8,11,27,41,9,2,0,0,1,1
350,São Gonçalo dos Campos,4,9,6,16,64,43,13,2,1,3,2,1
351,São José da Vitória,0,1,4,6,10,8,6,2,1,1,0,0
352,São José do Jacuípe,1,0,2,11,79,38,3,0,0,0,0,0
353,São Miguel das Matas,0,0,4,4,11,3,0,0,0,0,0,0
354,São Sebastião do Passé,3,6,8,5,28,30,12,0,2,1,3,0
355,Sapeaçu,1,2,11,1,0,0,0,1,0,0,0,0
356,Sátiro Dias,5,2,4,11,2,3,0,0,0,0,0,0
357,Saubara,0,0,0,6,0,1,0,0,0,0,0,0
358,Saúde,0,0,0,2,3,2,1,0,0,0,0,0
359,Seabra,0,2,40,253,669,286,39,1,0,0,0,1
360,Sebastião Laranjeiras,0,13,53,72,45,26,7,1,3,1,1,1
361,Senhor do Bonfim,33,58,60,144,120,96,47,24,11,9,8,3
362,Sento Sé,0,0,0,0,3,4,0,1,0,1,0,1
363,Serra do Ramalho,0,1,2,0,7,3,0,0,0,0,0,0
364,Serra Dourada,0,0,0,1,0,6,7,3,3,2,0,0
365,Serra Preta,0,1,25,73,4,1,1,0,0,0,0,0
366,Serrinha,7,29,380,822,257,58,11,1,0,0,1,1
367,Serrolândia,1,3,1,41,101,64,17,10,0,1,0,0
368,Simões Filho,21,61,225,177,195,122,107,46,49,31,30,16
369,Sítio do Mato,1,0,0,13,29,65,21,29,11,0,0,0
370,Sítio do Quinto,7,1,6,1,8,1,0,1,0,0,0,0
371,Sobradinho,1,0,0,158,376,70,11,3,1,7,0,1
372,Souto Soares,26,25,64,79,67,27,8,1,0,0,0,0
373,Tabocas do Brejo Velho,0,0,1,0,0,0,0,1,0,0,0,0
374,Tanhaçu,0,3,35,139,121,86,29,13,3,0,0,0
375,Tanque Novo,0,2,0,0,1,0,0,0,0,0,0,0
376,Tanquinho,5,3,6,7,11,22,44,48,47,9,6,0
377,Taperoá,4,0,8,6,30,15,13,3,4,4,2,0
378,Tapiramutá,0,0,3,5,0,0,2,0,1,3,1,0
379,Teixeira de Freitas,89,92,122,96,204,191,68,34,30,15,18,14
380,Teodoro Sampaio,3,9,16,5,11,11,1,0,0,0,0,0
381,Teofilândia,0,0,9,52,36,13,17,0,0,0,0,0
382,Teolândia,0,1,0,1,0,4,0,1,0,0,0,0
383,Terra Nova,2,1,2,3,14,6,2,0,0,0,0,0
384,Tremedal,0,2,2,25,9,9,1,1,0,0,2,0
385,Tucano,2,2,27,123,168,63,18,5,0,1,0,0
386,Uauá,2,0,8,20,30,54,33,3,3,0,0,0
387,Ubaíra,15,40,26,72,70,37,2,2,2,0,0,0
388,Ubaitaba,1,1,1,5,38,18,11,3,1,1,0,1
389,Ubatã,0,1,3,16,56,18,7,4,2,1,1,1
390,Uibaí,1,3,40,395,98,17,1,2,2,0,0,0
391,Umburanas,0,0,2,4,7,31,43,11,1,9,1,1
392,Una,0,3,5,4,10,14,9,5,10,3,8,1
393,Urandi,0,0,1,5,2,0,0,0,0,0,0,0
394,Uruçuca,0,4,39,19,26,16,28,8,2,1,1,0
395,Utinga,1,3,1,26,9,1,3,2,0,0,0,0
396,Valença,9,18,49,34,36,38,5,5,7,1,0,0
397,Valente,181,307,176,229,135,48,27,11,0,0,1,0
398,Várzea da Roça,0,0,7,18,17,27,8,0,0,0,0,0
399,Várzea do Poço,0,0,0,0,0,1,0,0,0,0,0,0
400,Várzea Nova,0,0,1,3,14,22,6,4,2,1,0,3
401,Varzedo,0,3,3,0,1,0,0,0,0,0,0,0
402,Vera Cruz,125,212,105,125,71,26,4,4,7,2,4,0
403,Vereda,0,1,4,0,0,0,0,1,0,0,0,0
404,Vitória da Conquista,42,126,715,1881,1568,1051,636,253,196,97,133,76
405,Wagner,0,1,0,3,39,6,2,1,1,0,1,0
406,Wanderley,1,0,0,0,0,0,0,0,0,0,0,0
407,Wenceslau Guimarães,1,0,0,1,19,20,8,1,1,0,1,0
408,Xique-Xique,0,2,3,2,5,2,1,0,0,4,0,0
