,Município,Em Branco,Ignorado,Masculino,Feminino
231,Maetinga,0,0,3,4
232,Maiquinique,0,0,55,54
233,Mairi,0,0,173,252
234,Malhada de Pedras,0,0,65,90
235,Manoel Vitorino,0,1,156,158
236,Mansidão,0,0,7,6
237,Maracás,0,0,12,17
238,Maragogipe,0,0,5,7
239,Maraú,0,0,2,0
240,Marcionílio Souza,0,0,15,23
241,Mascote,0,0,8,6
242,Mata de São João,0,0,40,59
243,Matina,0,1,65,102
244,Medeiros Neto,0,0,9,15
245,Miguel Calmon,0,0,228,421
246,Milagres,0,0,7,10
247,Mirangaba,0,0,27,47
248,Mirante,0,0,21,35
249,Monte Santo,0,0,127,190
250,Morro do Chapéu,0,0,156,279
251,Mortugaba,0,0,1,0
252,Mucugê,0,0,0,1
253,Mucuri,0,0,126,163
254,Mulungu do Morro,0,0,7,16
255,Mundo Novo,0,0,39,69
256,Muniz Ferreira,0,0,2,5
257,Muquém de São Francisco,0,0,7,1
258,Muritiba,0,0,53,82
259,Mutuípe,0,0,0,1
260,Nazaré,0,0,36,61
261,Nilo Peçanha,0,0,15,44
262,Nordestina,0,0,7,12
263,Nova Fátima,0,0,63,94
264,Nova Ibiá,0,0,5,7
265,Nova Redenção,0,0,109,166
266,Nova Soure,0,0,50,77
267,Nova Viçosa,0,0,73,112
268,Novo Horizonte,0,0,10,13
269,Novo Triunfo,0,0,4,22
270,Olindina,0,0,3,8
271,Oliveira dos Brejinhos,0,0,6,8
272,Ouriçangas,0,0,0,1
273,Ourolândia,0,0,222,289
274,Palmas de Monte Alto,0,0,2,2
275,Palmeiras,0,0,1,0
276,Paramirim,0,0,7,1
277,Paratinga,0,0,1,3
278,Paripiranga,0,0,58,143
279,Pau Brasil,0,0,12,8
280,Paulo Afonso,0,0,172,266
281,Pé de Serra,0,0,19,17
282,Pedrão,0,0,0,3
283,Pedro Alexandre,0,0,21,22
284,Piatã,0,0,6,11
285,Pilão Arcado,0,0,2,3
286,Pindaí,0,0,2,1
287,Pindobaçu,0,0,17,22
288,Pintadas,0,0,127,174
289,Piraí do Norte,0,0,1,0
290,Piripá,0,0,152,250
291,Piritiba,0,0,104,143
292,Planaltino,0,0,1,4
293,Planalto,0,0,1,4
294,Poções,0,0,164,222
295,Pojuca,0,0,21,29
296,Ponto Novo,0,0,39,65
297,Porto Seguro,0,0,95,105
298,Potiraguá,0,0,16,27
299,Prado,0,0,3,5
300,Presidente Dutra,0,0,3,4
301,Presidente Jânio Quadros,0,0,7,14
302,Presidente Tancredo Neves,0,0,2,0
303,Queimadas,0,0,12,27
304,Quijingue,0,0,14,33
305,Quixabeira,0,0,78,166
306,Rafael Jambeiro,0,0,19,28
307,Remanso,0,0,19,31
308,Retirolândia,0,0,32,84
309,Riachão das Neves,0,0,7,10
310,Riachão do Jacuípe,0,0,272,464
311,Riacho de Santana,0,0,122,198
312,Ribeira do Amparo,0,0,13,12
313,Ribeira do Pombal,0,0,122,158
314,Ribeirão do Largo,0,0,1,2
315,Rio do Antônio,0,0,85,119
316,Rio do Pires,0,0,4,4
317,Rio Real,0,0,159,307
318,Rodelas,0,0,2,1
319,Ruy Barbosa,0,0,111,183
320,Salinas da Margarida,0,0,7,3
321,Salvador,0,13,4071,4548
322,Santa Bárbara,0,0,72,85
323,Santa Brígida,0,0,12,9
324,Santa Cruz Cabrália,0,0,13,6
325,Santa Cruz da Vitória,0,0,9,10
326,Santa Inês,0,0,7,10
327,Santa Luzia,0,0,22,27
328,Santa Maria da Vitória,0,0,3,5
329,Santa Rita de Cássia,0,0,3,9
330,Santa Teresinha,0,0,5,10
331,Santaluz,0,0,242,378
332,Santana,0,0,5,5
333,Santanópolis,0,0,10,23
334,Santo Amaro,0,1,33,52
335,Santo Antônio de Jesus,0,0,79,112
336,Santo Estêvão,0,0,40,39
337,São Desidério,0,0,46,34
338,São Domingos,0,0,69,138
339,São Felipe,0,0,8,11
340,São Félix,0,0,4,5
341,São Félix do Coribe,0,0,5,13
342,São Francisco do Conde,0,0,190,312
343,São Gabriel,0,0,5,9
344,São Gonçalo dos Campos,0,0,27,25
345,São José da Vitória,0,0,87,107
346,São José do Jacuípe,0,0,34,52
347,São Miguel das Matas,0,0,0,4
348,São Sebastião do Passé,0,1,36,52
349,Sapeaçu,0,0,13,25
350,Sátiro Dias,0,0,1,0
351,Saubara,0,0,2,0
352,Saúde,0,0,72,109
353,Seabra,0,0,3,7
354,Sebastião Laranjeiras,0,0,11,10
355,Senhor do Bonfim,0,1,897,1170
356,Sento Sé,0,0,78,121
357,Serra do Ramalho,0,0,6,4
358,Serra Dourada,0,0,13,16
359,Serra Preta,0,0,9,16
360,Serrinha,0,3,843,1247
361,Serrolândia,0,0,230,411
362,Simões Filho,0,0,181,208
363,Sítio do Mato,0,0,2,5
364,Sítio do Quinto,0,0,86,183
365,Sobradinho,0,0,1,3
366,Souto Soares,0,0,6,6
367,Tabocas do Brejo Velho,0,0,1,3
368,Tanhaçu,0,0,14,22
369,Tanque Novo,0,0,18,20
370,Tanquinho,0,0,95,127
371,Taperoá,0,0,29,47
372,Tapiramutá,0,0,50,83
373,Teixeira de Freitas,0,0,510,684
374,Teodoro Sampaio,0,0,38,65
375,Teofilândia,0,0,45,55
376,Teolândia,0,0,2,1
377,Terra Nova,0,0,26,37
378,Tremedal,0,0,39,87
379,Tucano,0,0,176,248
380,Uauá,0,0,10,15
381,Ubaíra,0,0,0,2
382,Ubaitaba,0,0,1,5
383,Ubatã,0,0,43,68
384,Uibaí,0,0,16,16
385,Umburanas,0,0,44,77
386,Una,0,0,45,41
387,Urandi,0,0,1,1
388,Uruçuca,0,0,24,48
389,Utinga,0,0,62,124
390,Valença,0,1,91,122
391,Valente,0,0,198,339
392,Várzea da Roça,0,0,70,147
393,Várzea do Poço,0,0,73,146
394,Várzea Nova,0,0,40,48
395,Varzedo,0,0,1,3
396,Vera Cruz,0,0,98,151
397,Vereda,0,0,5,4
398,Vitória da Conquista,0,0,354,483
399,Wagner,0,1,42,77
400,Wanderley,0,0,12,14
401,Wenceslau Guimarães,0,0,4,11
402,Xique-Xique,0,0,1,0
